Player,Team,GP,GS,MPG,PPG,APG,FG,FGA,FG%,3P,3PA,3P%,eFG%,FT,FTA,FT%,ORB,DRB,STL,BLK,TOV,PF
Giannis Antetokounmpo,MIL,77,23,24.6,6.8,1.9,2.2,5.4,.414,0.5,1.5,.347,.463,1.8,2.6,.683,1.0,3.4,0.8,0.8,1.6,2.2
Carmelo Anthony,NYK,77,77,38.7,27.4,3.1,9.6,21.3,.452,2.2,5.4,.402,.503,6.0,7.0,.848,1.9,6.2,1.2,0.7,2.6,2.9
Joel Anthony,TOT,33,0,5.6,0.8,0.1,0.4,1.0,.375,0.0,0.0,,.375,0.1,0.2,.500,0.5,0.7,0.1,0.4,0.1,0.5
Joel Anthony,MIA,12,0,3.1,0.5,0.0,0.2,0.5,.333,0.0,0.0,,.333,0.2,0.2,1.000,0.2,0.4,0.0,0.3,0.1,0.3
Joel Anthony,BOS,21,0,7.1,1.0,0.1,0.5,1.2,.385,0.0,0.0,,.385,0.1,0.3,.333,0.6,0.9,0.1,0.4,0.1,0.6
Pero Antić,ATL,50,26,18.5,7.0,1.2,2.5,5.9,.418,1.1,3.4,.327,.514,1.0,1.3,.758,1.1,3.0,0.4,0.2,1.1,2.5
Trevor Ariza,WAS,77,77,35.4,14.4,2.5,5.1,11.1,.456,2.3,5.7,.407,.562,1.9,2.5,.772,1.3,4.9,1.6,0.3,1.7,2.3
Hilton Armstrong,GSW,15,1,6.5,1.7,0.3,0.6,1.3,.474,0.0,0.0,,.474,0.5,1.1,.438,1.3,1.9,0.3,0.3,0.4,0.7
Darrell Arthur,DEN,68,1,17.1,5.9,0.9,2.4,6.0,.395,0.4,0.9,.375,.424,0.8,0.9,.855,0.8,2.3,0.6,0.7,0.9,2.7
Ömer Aşık,HOU,48,19,20.2,5.8,0.5,2.1,4.0,.532,0.0,0.0,,.532,1.6,2.6,.619,2.1,5.8,0.3,0.8,1.2,1.9
D.J. Augustin,TOT,71,9,27.3,13.1,4.4,4.2,10.1,.415,1.9,4.7,.401,.508,2.8,3.2,.885,0.2,1.6,0.7,0.0,1.8,2.1
D.J. Augustin,TOR,10,0,8.2,2.1,1.0,0.7,2.4,.292,0.1,1.1,.091,.313,0.6,0.6,1.000,0.0,0.4,0.1,0.0,0.9,0.7
D.J. Augustin,CHI,61,9,30.4,14.9,5.0,4.8,11.4,.419,2.2,5.3,.411,.514,3.2,3.6,.882,0.2,1.8,0.9,0.0,1.9,2.3
Gustavo Ayón,ATL,26,14,16.5,4.3,1.1,2.0,3.9,.510,0.0,0.0,,.510,0.3,0.8,.400,1.6,3.2,1.0,0.4,1.1,1.8
Jeff Ayres,SAS,73,10,13.0,3.3,0.8,1.4,2.4,.580,0.0,0.0,,.580,0.5,0.8,.691,1.2,2.3,0.2,0.3,0.9,2.0
Chris Babb,BOS,14,0,9.4,1.6,0.2,0.6,2.1,.267,0.4,1.9,.222,.367,0.0,0.0,,0.3,0.9,0.4,0.0,0.2,0.9
Luke Babbitt,NOP,27,2,17.5,6.3,1.1,2.2,5.7,.390,1.3,3.5,.379,.506,0.5,0.7,.778,0.7,2.6,0.3,0.4,0.6,1.9
Leandro Barbosa,PHO,20,0,18.4,7.5,1.6,2.8,6.6,.427,0.4,1.3,.280,.454,1.6,2.0,.795,0.3,1.6,0.4,0.2,1.0,1.5
J.J. Barea,MIN,79,1,18.6,8.4,3.8,3.2,8.3,.387,0.9,2.9,.316,.443,1.0,1.3,.790,0.2,1.7,0.3,0.0,1.6,1.6
Andrea Bargnani,NYK,42,39,29.9,13.3,1.1,5.3,12.0,.442,0.7,2.6,.278,.472,2.0,2.4,.824,1.6,3.6,0.3,1.2,1.4,2.4
Harrison Barnes,GSW,78,24,28.3,9.5,1.5,3.5,8.7,.399,0.8,2.4,.347,.448,1.7,2.3,.718,0.8,3.1,0.8,0.3,1.1,2.0
Matt Barnes,LAC,63,40,27.5,9.9,2.0,3.7,8.4,.438,1.5,4.5,.343,.530,1.0,1.4,.733,1.0,3.7,0.9,0.4,1.3,2.9
Will Barton,POR,41,0,9.4,4.0,0.8,1.6,3.8,.417,0.2,0.8,.303,.449,0.6,0.8,.813,0.4,1.4,0.2,0.2,0.4,0.8
Brandon Bass,BOS,82,73,27.6,11.1,1.1,4.3,8.8,.486,0.0,0.1,.333,.487,2.5,2.9,.858,2.0,3.8,0.4,0.9,1.2,2.3
Shane Battier,MIA,73,56,20.1,4.1,0.9,1.4,3.8,.382,1.0,2.9,.348,.515,0.2,0.3,.652,0.5,1.4,0.7,0.5,0.3,1.7
Nicolas Batum,POR,82,82,36.0,13.0,5.1,4.6,10.0,.465,1.8,4.9,.361,.554,2.0,2.5,.803,1.4,6.0,0.9,0.7,2.5,1.9
Jerryd Bayless,TOT,72,19,23.4,9.3,2.7,3.4,8.6,.402,1.1,2.9,.358,.464,1.3,1.6,.797,0.3,1.7,0.8,0.1,1.1,2.2
Jerryd Bayless,MEM,31,5,21.0,8.1,2.1,2.9,7.7,.377,0.8,2.7,.301,.429,1.5,1.8,.789,0.3,1.6,0.6,0.2,0.7,2.3
Jerryd Bayless,BOS,41,14,25.3,10.1,3.1,3.9,9.2,.418,1.2,3.1,.395,.485,1.2,1.5,.803,0.3,1.8,1.0,0.1,1.5,2.2
Aron Baynes,SAS,53,4,9.3,3.0,0.6,1.3,3.1,.436,0.0,0.0,,.436,0.4,0.4,.905,1.1,1.7,0.0,0.1,0.7,1.5
Kent Bazemore,TOT,67,15,13.6,6.0,1.4,2.2,5.1,.429,0.6,1.9,.336,.491,1.0,1.6,.606,0.1,1.6,0.6,0.2,1.2,1.5
Kent Bazemore,GSW,44,0,6.1,2.3,0.5,0.8,2.2,.371,0.2,0.9,.256,.423,0.4,0.8,.528,0.1,0.8,0.3,0.1,0.6,1.0
Kent Bazemore,LAL,23,15,28.0,13.1,3.1,4.8,10.7,.451,1.4,3.9,.371,.518,2.0,3.2,.644,0.2,3.1,1.3,0.3,2.2,2.6
Bradley Beal,WAS,73,73,34.7,17.1,3.3,6.6,15.7,.419,1.9,4.7,.402,.479,2.0,2.6,.788,0.7,3.0,1.0,0.2,1.8,2.1
Michael Beasley,MIA,55,2,15.1,7.9,0.8,3.2,6.5,.499,0.4,1.0,.389,.528,1.1,1.4,.772,0.6,2.6,0.4,0.4,1.0,1.7
Marco Belinelli,SAS,80,25,25.2,11.4,2.2,4.2,8.7,.485,1.6,3.7,.430,.576,1.4,1.6,.847,0.2,2.6,0.6,0.1,1.2,1.6
Anthony Bennett,CLE,52,0,12.8,4.2,0.3,1.5,4.3,.356,0.3,1.0,.245,.384,0.8,1.3,.638,0.9,2.0,0.4,0.2,0.9,1.8
Patrick Beverley,HOU,56,55,31.3,10.2,2.7,3.6,8.6,.414,1.6,4.6,.361,.509,1.5,1.8,.814,1.3,2.2,1.4,0.4,1.2,3.1
Andris Biedriņš,UTA,6,0,7.5,0.5,0.0,0.2,0.2,1.000,0.0,0.0,,1.000,0.2,1.0,.167,0.3,2.5,0.0,0.0,0.3,1.0
Chauncey Billups,DET,19,7,16.3,3.8,2.2,1.3,4.2,.304,0.7,2.5,.292,.392,0.5,0.6,.833,0.2,1.3,0.4,0.1,1.3,1.3
Bismack Biyombo,CHA,77,9,13.9,2.9,0.1,1.1,1.9,.611,0.0,0.0,,.611,0.6,1.2,.517,1.4,3.4,0.1,1.1,0.5,1.6
DeJuan Blair,DAL,78,13,15.6,6.4,0.9,2.7,5.0,.534,0.0,0.0,.000,.534,1.0,1.6,.636,1.8,2.9,0.8,0.3,1.0,2.5
Steve Blake,TOT,55,28,27.2,6.9,5.6,2.4,6.4,.377,1.4,3.8,.376,.489,0.6,0.8,.767,0.2,2.7,1.0,0.1,1.9,1.5
Steve Blake,LAL,27,27,33.0,9.5,7.6,3.3,8.6,.378,1.9,4.9,.397,.489,1.0,1.3,.800,0.3,3.5,1.3,0.1,2.6,1.8
Steve Blake,GSW,28,1,21.7,4.4,3.6,1.6,4.3,.375,1.0,2.8,.342,.488,0.2,0.3,.625,0.2,1.8,0.7,0.2,1.1,1.3
Andray Blatche,BRK,73,7,22.2,11.2,1.5,4.4,9.2,.476,0.2,0.7,.278,.487,2.2,3.0,.742,1.6,3.7,1.0,0.5,1.5,2.3
Eric Bledsoe,PHO,43,40,32.9,17.7,5.5,6.2,12.9,.477,1.2,3.3,.357,.522,4.3,5.5,.772,0.6,4.1,1.6,0.3,3.3,2.3
Vander Blue,BOS,3,0,5.0,1.7,0.3,0.7,1.3,.500,0.0,0.3,.000,.500,0.3,1.7,.200,0.0,1.0,0.0,0.0,0.7,0.3
Keith Bogans,BOS,6,0,9.2,2.0,0.5,0.5,1.0,.500,0.5,1.0,.500,.750,0.5,0.5,1.000,0.0,0.5,0.2,0.0,0.2,0.3
Andrew Bogut,GSW,67,67,26.4,7.3,1.7,3.5,5.6,.627,0.0,0.0,,.627,0.3,1.0,.344,2.7,7.3,0.7,1.8,1.4,3.1
Matt Bonner,SAS,61,0,11.3,3.2,0.5,1.2,2.7,.445,0.7,1.6,.429,.573,0.1,0.2,.750,0.3,1.9,0.2,0.2,0.3,0.8
Trevor Booker,WAS,72,45,21.6,6.8,0.9,3.1,5.6,.551,0.0,0.0,.000,.551,0.7,1.1,.618,2.1,3.2,0.6,0.6,0.8,1.8
Carlos Boozer,CHI,76,76,28.2,13.7,1.6,5.9,12.9,.456,0.0,0.0,.000,.456,1.9,2.5,.767,1.8,6.5,0.7,0.3,2.0,2.8
Chris Bosh,MIA,79,79,32.0,16.2,1.1,6.2,12.1,.516,0.9,2.8,.339,.555,2.8,3.4,.820,1.2,5.4,1.0,1.0,1.6,2.4
Avery Bradley,BOS,60,58,30.9,14.9,1.4,6.0,13.8,.438,1.3,3.3,.395,.485,1.5,1.9,.804,0.8,3.0,1.1,0.2,1.6,2.4
Elton Brand,ATL,73,15,19.4,5.7,1.0,2.5,4.5,.539,0.0,0.0,.000,.539,0.8,1.3,.649,1.3,3.6,0.5,1.2,0.8,2.6
Corey Brewer,MIN,81,81,32.2,12.3,1.7,4.8,10.0,.481,0.7,2.6,.280,.517,2.0,2.8,.718,0.8,1.8,1.9,0.4,1.3,2.6
Ronnie Brewer,TOT,24,3,6.7,0.3,0.4,0.1,0.6,.200,0.0,0.3,.125,.233,0.0,0.1,.000,0.1,0.5,0.3,0.0,0.1,0.2
Ronnie Brewer,HOU,23,3,6.9,0.3,0.4,0.1,0.7,.200,0.0,0.3,.125,.233,0.0,0.1,.000,0.1,0.5,0.3,0.0,0.1,0.2
Ronnie Brewer,CHI,1,0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Aaron Brooks,TOT,72,12,21.6,9.0,3.2,3.2,8.1,.401,1.3,3.4,.387,.484,1.2,1.3,.874,0.6,1.3,0.7,0.2,1.6,2.0
Aaron Brooks,HOU,43,0,16.7,7.0,1.9,2.4,6.1,.395,1.3,3.1,.409,.498,0.9,1.0,.841,0.5,0.9,0.6,0.1,1.2,1.8
Aaron Brooks,DEN,29,12,29.0,11.9,5.2,4.4,11.0,.406,1.4,4.0,.362,.472,1.6,1.8,.902,0.7,2.0,0.9,0.2,2.3,2.4
MarShon Brooks,TOT,35,0,9.0,4.5,0.7,1.6,3.6,.456,0.4,0.7,.520,.508,0.9,1.3,.727,0.3,1.3,0.4,0.1,0.7,0.6
MarShon Brooks,BOS,10,0,7.3,3.1,0.4,0.9,2.4,.375,0.2,0.4,.500,.417,1.1,1.4,.786,0.1,1.8,0.1,0.1,0.7,0.5
MarShon Brooks,GSW,7,0,2.1,1.9,0.0,0.7,1.9,.385,0.0,0.3,.000,.385,0.4,0.6,.750,0.1,0.6,0.1,0.0,0.0,0.0
MarShon Brooks,LAL,18,0,12.7,6.4,1.2,2.4,4.9,.489,0.6,1.1,.579,.551,1.0,1.4,.692,0.4,1.2,0.7,0.2,0.9,0.9
Lorenzo Brown,PHI,26,0,8.6,2.5,1.6,1.0,3.3,.302,0.1,1.2,.100,.320,0.3,0.5,.692,0.3,0.8,0.5,0.1,0.6,0.7
Shannon Brown,TOT,29,1,8.7,2.2,0.3,0.8,2.3,.364,0.0,0.1,.000,.364,0.5,0.7,.714,0.2,0.7,0.4,0.0,0.6,0.8
Shannon Brown,SAS,10,1,10.3,2.3,0.5,0.8,2.8,.286,0.0,0.2,.000,.286,0.7,0.9,.778,0.1,1.2,0.1,0.0,0.8,1.2
Shannon Brown,NYK,19,0,7.8,2.1,0.2,0.8,2.0,.421,0.0,0.0,,.421,0.4,0.6,.667,0.3,0.5,0.6,0.0,0.5,0.6
Kobe Bryant,LAL,6,6,29.5,13.8,6.3,5.2,12.2,.425,0.5,2.7,.188,.445,3.0,3.5,.857,0.3,4.0,1.2,0.2,5.7,1.5
Chase Budinger,MIN,41,8,18.3,6.7,0.8,2.4,6.2,.394,1.0,2.9,.350,.476,0.8,1.0,.821,0.5,2.0,0.5,0.0,0.6,1.4
Reggie Bullock,LAC,43,0,9.2,2.7,0.3,1.0,2.8,.355,0.5,1.7,.301,.446,0.2,0.2,.778,0.3,1.0,0.2,0.0,0.3,0.6
Trey Burke,UTA,70,68,32.3,12.8,5.7,4.9,12.8,.380,1.6,4.8,.330,.442,1.5,1.6,.903,0.5,2.4,0.6,0.1,1.9,2.1
Alec Burks,UTA,78,12,28.1,14.0,2.7,4.9,10.7,.457,0.6,1.8,.350,.487,3.6,4.8,.748,0.8,2.5,0.9,0.2,1.9,2.4
Caron Butler,TOT,56,13,25.3,10.5,1.5,3.8,9.6,.394,1.8,4.4,.394,.485,1.1,1.3,.840,0.4,3.7,0.8,0.3,1.1,2.1
Caron Butler,MIL,34,13,24.1,11.0,1.6,4.0,10.4,.387,1.6,4.3,.361,.462,1.4,1.6,.839,0.5,4.2,0.7,0.3,1.5,1.9
Caron Butler,OKC,22,0,27.2,9.7,1.2,3.5,8.5,.409,2.0,4.6,.441,.530,0.7,0.9,.842,0.2,3.0,1.1,0.3,0.4,2.5
Jimmy Butler,CHI,67,67,38.7,13.1,2.6,4.1,10.3,.397,1.0,3.6,.283,.446,3.9,5.0,.769,1.3,3.6,1.9,0.5,1.5,1.6
Rasual Butler,IND,50,2,7.6,2.7,0.3,1.0,2.2,.464,0.5,1.2,.419,.582,0.2,0.3,.571,0.1,0.7,0.1,0.2,0.2,0.6
Dwight Buycks,TOR,14,0,10.4,3.1,0.7,1.1,3.4,.313,0.4,1.2,.294,.365,0.6,0.6,.889,0.3,1.4,0.6,0.0,0.7,0.8
Andrew Bynum,TOT,26,19,19.8,8.7,1.1,3.6,8.7,.418,0.0,0.0,,.418,1.4,1.9,.755,2.0,3.5,0.2,1.1,1.3,1.2
Andrew Bynum,CLE,24,19,20.0,8.4,1.1,3.5,8.5,.419,0.0,0.0,,.419,1.3,1.8,.762,2.0,3.3,0.3,1.2,1.3,1.2
Andrew Bynum,IND,2,0,18.0,11.5,1.0,4.5,11.0,.409,0.0,0.0,,.409,2.5,3.5,.714,3.0,6.5,0.0,0.5,2.0,1.5
Will Bynum,DET,56,3,18.8,8.7,3.9,3.3,7.7,.428,0.4,1.1,.323,.451,1.7,2.2,.802,0.4,1.3,0.7,0.1,1.8,2.2
Nick Calathes,MEM,71,7,16.5,4.9,2.9,2.0,4.4,.457,0.3,0.9,.311,.487,0.6,1.0,.611,0.3,1.6,0.9,0.1,1.4,1.6
José Calderón,DAL,81,81,30.5,11.4,4.7,4.2,9.2,.456,2.4,5.2,.449,.584,0.6,0.8,.825,0.4,2.0,0.9,0.1,1.3,1.7
Kentavious Caldwell-Pope,DET,80,41,19.8,5.9,0.7,2.3,5.8,.396,0.7,2.3,.319,.460,0.6,0.8,.770,0.5,1.5,0.9,0.2,0.4,1.8
Isaiah Canaan,HOU,22,0,11.5,4.6,1.0,1.4,4.0,.356,0.8,2.5,.327,.460,1.0,1.3,.724,0.3,0.8,0.4,0.2,1.0,1.1
DeMarre Carroll,ATL,73,73,32.1,11.1,1.8,4.1,8.8,.470,1.3,3.7,.362,.546,1.5,1.9,.773,1.5,4.1,1.5,0.3,1.1,2.6
Vince Carter,DAL,81,0,24.4,11.9,2.6,4.1,10.0,.407,1.8,4.6,.394,.497,2.0,2.4,.821,0.8,2.7,0.8,0.4,1.3,2.6
Michael Carter-Williams,PHI,70,70,34.5,16.7,6.3,6.1,15.1,.405,0.8,3.0,.264,.431,3.7,5.2,.703,1.4,4.8,1.9,0.6,3.5,3.0
Omri Casspi,HOU,71,2,18.1,6.9,1.2,2.4,5.8,.422,0.9,2.5,.347,.496,1.2,1.7,.680,0.8,2.9,0.6,0.2,1.0,1.4
Mario Chalmers,MIA,73,73,29.8,9.8,4.9,3.5,7.7,.454,1.2,3.1,.385,.531,1.7,2.2,.742,0.6,2.4,1.6,0.2,2.2,2.9
Tyson Chandler,NYK,55,55,30.2,8.7,1.1,3.5,5.9,.593,0.0,0.0,.000,.593,1.8,2.8,.632,2.9,6.7,0.7,1.1,1.3,2.6
Wilson Chandler,DEN,62,55,31.1,13.6,1.8,5.0,11.9,.416,2.0,5.7,.348,.499,1.8,2.5,.724,0.9,3.8,0.7,0.5,1.3,3.1
Josh Childress,NOP,4,0,6.0,0.0,0.5,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.8,0.3,0.0,0.3,0.3
Dionte Christmas,PHO,31,0,6.4,2.3,0.3,0.7,2.0,.355,0.3,1.0,.290,.427,0.6,0.8,.750,0.4,0.8,0.1,0.1,0.2,0.6
Earl Clark,TOT,54,17,14.2,4.8,0.3,1.8,4.8,.372,0.8,2.3,.336,.450,0.4,0.6,.647,0.4,2.2,0.3,0.5,0.6,1.2
Earl Clark,CLE,45,17,15.5,5.2,0.4,2.0,5.3,.375,0.9,2.6,.345,.458,0.3,0.5,.583,0.4,2.4,0.4,0.4,0.7,1.4
Earl Clark,NYK,9,0,7.8,2.6,0.2,0.8,2.3,.333,0.1,0.7,.167,.357,0.9,1.1,.800,0.2,1.6,0.1,0.7,0.1,0.7
Ian Clark,UTA,23,0,7.5,3.0,0.7,1.1,2.9,.388,0.5,1.3,.355,.470,0.2,0.3,.714,0.1,0.7,0.3,0.1,0.6,1.0
Victor Claver,POR,21,0,8.8,2.2,0.6,0.8,2.0,.405,0.1,0.9,.167,.440,0.5,0.5,.909,0.4,1.4,0.1,0.1,0.5,0.8
Norris Cole,MIA,82,6,24.6,6.4,3.0,2.5,6.1,.414,0.7,2.1,.345,.474,0.6,0.8,.779,0.2,1.7,0.9,0.1,1.5,1.9
Jason Collins,BRK,22,1,7.8,1.1,0.2,0.5,1.1,.458,0.0,0.1,.000,.458,0.1,0.2,.750,0.3,0.5,0.4,0.0,0.3,1.4
Darren Collison,LAC,80,35,25.9,11.4,3.7,4.1,8.7,.467,0.9,2.4,.376,.518,2.4,2.8,.857,0.6,1.8,1.2,0.2,1.7,1.9
Nick Collison,OKC,81,0,16.7,4.2,1.3,1.7,3.0,.556,0.0,0.2,.235,.564,0.8,1.1,.710,1.4,2.2,0.4,0.3,0.9,2.3
Mike Conley,MEM,73,73,33.5,17.2,6.0,6.3,14.1,.450,1.4,4.0,.361,.500,3.1,3.8,.815,0.6,2.4,1.5,0.2,2.1,1.9
Chris Copeland,IND,41,0,6.5,3.7,0.4,1.3,2.9,.470,0.8,1.9,.418,.611,0.2,0.3,.714,0.2,0.6,0.1,0.2,0.3,0.9
DeMarcus Cousins,SAC,71,71,32.4,22.7,2.9,8.3,16.8,.496,0.0,0.1,.000,.496,6.1,8.4,.726,3.1,8.6,1.5,1.3,3.5,3.8
Robert Covington,HOU,7,0,4.9,2.3,0.0,0.9,2.0,.429,0.6,1.6,.364,.571,0.0,0.0,,0.3,0.4,0.3,0.0,0.1,0.4
Allen Crabbe,POR,15,0,6.7,2.2,0.4,0.8,2.2,.364,0.4,0.9,.429,.455,0.2,0.3,.750,0.1,0.5,0.1,0.1,0.2,0.7
Jamal Crawford,LAC,69,24,30.3,18.6,3.2,6.1,14.7,.416,2.3,6.5,.361,.496,4.0,4.7,.866,0.5,1.8,0.9,0.2,2.0,1.7
Jordan Crawford,TOT,81,35,23.0,11.0,3.5,4.0,9.7,.415,1.1,3.5,.316,.472,1.8,2.1,.864,0.3,1.9,0.6,0.1,1.7,1.5
Jordan Crawford,BOS,39,35,30.7,13.7,5.7,4.8,11.7,.413,1.3,4.0,.318,.468,2.8,3.2,.873,0.5,2.6,0.9,0.1,2.2,1.9
Jordan Crawford,GSW,42,0,15.7,8.4,1.4,3.3,7.9,.417,1.0,3.0,.313,.477,0.9,1.0,.837,0.2,1.3,0.3,0.0,1.2,1.0
Jae Crowder,DAL,78,8,16.1,4.6,0.8,1.7,3.8,.439,0.6,1.9,.331,.524,0.6,0.8,.754,0.6,1.9,0.8,0.3,0.5,1.3
Dante Cunningham,MIN,81,7,20.2,6.3,1.0,2.9,6.3,.464,0.0,0.1,.000,.464,0.5,0.8,.567,1.4,2.7,0.8,0.7,0.5,1.8
Jared Cunningham,TOT,13,0,6.2,2.0,0.6,0.5,1.6,.286,0.1,0.5,.143,.310,1.0,1.2,.813,0.1,0.4,0.2,0.0,0.2,1.2
Jared Cunningham,ATL,5,0,4.4,0.4,0.6,0.2,0.4,.500,0.0,0.2,.000,.500,0.0,0.4,.000,0.0,0.2,0.0,0.0,0.4,0.6
Jared Cunningham,SAC,8,0,7.3,3.0,0.6,0.6,2.4,.263,0.1,0.8,.167,.289,1.6,1.8,.929,0.1,0.5,0.4,0.0,0.0,1.6
Seth Curry,TOT,2,0,6.5,1.5,0.0,0.5,1.5,.333,0.5,0.5,1.000,.500,0.0,0.0,,0.0,0.5,1.0,0.0,0.0,0.0
Seth Curry,MEM,1,0,4.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Seth Curry,CLE,1,0,9.0,3.0,0.0,1.0,3.0,.333,1.0,1.0,1.000,.500,0.0,0.0,,0.0,1.0,2.0,0.0,0.0,0.0
Stephen Curry,GSW,78,78,36.5,24.0,8.5,8.4,17.7,.471,3.3,7.9,.424,.566,3.9,4.5,.885,0.6,3.7,1.6,0.2,3.8,2.5
Samuel Dalembert,DAL,80,68,20.2,6.6,0.5,2.7,4.7,.568,0.0,0.0,.000,.568,1.3,1.7,.737,2.5,4.3,0.5,1.2,1.1,2.6
Troy Daniels,HOU,5,1,15.0,8.4,1.0,3.0,6.2,.484,2.4,5.0,.480,.677,0.0,0.0,,0.0,0.8,0.0,0.0,0.6,1.2
Luigi Datome,DET,34,0,7.0,2.4,0.3,1.0,2.9,.351,0.2,1.1,.179,.387,0.2,0.3,.800,0.4,0.9,0.2,0.0,0.3,0.6
Brandon Davies,PHI,51,0,11.3,2.8,0.5,1.1,2.5,.422,0.0,0.2,.200,.430,0.7,1.0,.642,0.7,1.4,0.5,0.2,0.7,1.8
Anthony Davis,NOP,67,66,35.2,20.8,1.6,7.8,15.0,.519,0.0,0.1,.222,.520,5.2,6.6,.791,3.1,7.0,1.3,2.8,1.6,3.0
Ed Davis,MEM,63,4,15.2,5.7,0.4,2.5,4.6,.534,0.0,0.0,,.534,0.7,1.4,.528,1.5,2.7,0.3,0.7,0.6,1.8
Glen Davis,TOT,68,44,24.4,9.4,1.1,4.0,8.7,.457,0.1,0.2,.364,.460,1.4,2.0,.693,1.6,3.6,0.9,0.4,1.1,2.3
