Player,Team,GP,GS,MPG,PPG,APG,FG,FGA,FG%,3P,3PA,3P%,eFG%,FT,FTA,FT%,ORB,DRB,STL,BLK,TOV,PF
Ryan Anderson,NOP,66,7,30.4,17.0,1.1,6.0,14.1,.427,2.0,5.4,.366,.498,3.0,3.5,.873,2.0,4.0,0.6,0.4,1.4,1.7
Giannis Antetokounmpo,MIL,80,79,35.3,16.9,4.3,6.4,12.7,.506,0.4,1.4,.257,.520,3.7,5.1,.724,1.4,6.2,1.2,1.4,2.6,3.2
Thanasis Antetokounmpo,NYK,2,0,3.0,3.0,0.0,1.5,2.0,.750,0.0,0.5,.000,.750,0.0,0.0,,0.0,0.5,0.0,0.0,0.0,1.0
Carmelo Anthony,NYK,72,72,35.1,21.8,4.2,7.9,18.2,.434,1.5,4.3,.339,.474,4.6,5.6,.829,1.4,6.4,0.9,0.5,2.4,2.5
Joel Anthony,DET,19,0,5.1,0.9,0.1,0.3,0.5,.600,0.0,0.0,,.600,0.3,0.4,.750,0.4,0.7,0.1,0.6,0.1,0.8
Keith Appling,ORL,5,0,5.4,1.2,0.2,0.4,1.6,.250,0.0,0.6,.000,.250,0.4,0.4,1.000,0.0,0.2,0.2,0.0,0.6,1.0
Trevor Ariza,HOU,81,81,35.3,12.7,2.3,4.4,10.6,.416,2.3,6.2,.371,.523,1.6,2.0,.783,0.8,3.7,2.0,0.3,1.4,2.2
Darrell Arthur,DEN,70,16,21.7,7.5,1.4,3.2,7.0,.452,0.6,1.7,.385,.498,0.6,0.8,.755,1.2,3.0,0.8,0.7,0.9,2.6
Ömer Aşık,NOP,68,64,17.3,4.0,0.4,1.5,2.9,.533,0.0,0.0,,.533,0.9,1.6,.545,1.8,4.3,0.3,0.3,0.9,1.8
D.J. Augustin,TOT,62,0,19.0,7.5,3.2,2.4,5.6,.423,1.1,2.7,.405,.520,1.7,2.1,.805,0.1,1.4,0.6,0.1,1.4,1.4
D.J. Augustin,OKC,34,0,15.3,4.2,1.9,1.4,3.6,.380,0.7,1.8,.393,.479,0.8,1.0,.765,0.1,1.1,0.4,0.1,0.9,1.2
D.J. Augustin,DEN,28,0,23.5,11.6,4.7,3.6,8.2,.445,1.6,3.8,.411,.541,2.8,3.4,.819,0.1,1.8,0.9,0.1,1.9,1.6
Jeff Ayres,LAC,17,0,6.3,1.8,0.3,0.7,1.4,.522,0.0,0.1,.000,.522,0.4,0.4,1.000,0.2,1.1,0.0,0.2,0.4,1.1
Luke Babbitt,NOP,47,13,18.0,7.0,1.1,2.6,6.1,.422,0.9,2.3,.404,.498,0.8,1.1,.780,0.5,2.6,0.2,0.1,0.5,1.9
Cameron Bairstow,CHI,18,2,5.7,1.9,0.3,0.7,2.2,.325,0.1,0.3,.200,.338,0.4,0.4,.875,0.2,1.3,0.1,0.2,0.2,1.1
Leandro Barbosa,GSW,68,0,15.9,6.4,1.2,2.5,5.4,.462,0.6,1.6,.355,.515,0.8,0.9,.839,0.4,1.3,0.6,0.1,0.8,1.6
J.J. Barea,DAL,74,16,22.5,10.9,4.1,4.3,9.6,.446,1.4,3.5,.385,.516,1.0,1.3,.771,0.4,1.7,0.4,0.0,1.5,1.5
Andrea Bargnani,BRK,46,0,13.8,6.6,0.4,2.8,6.1,.455,0.1,0.3,.188,.461,1.0,1.2,.825,0.6,1.5,0.1,0.2,0.6,1.3
Harrison Barnes,GSW,66,59,30.9,11.7,1.8,4.5,9.6,.466,1.2,3.2,.383,.531,1.5,2.0,.761,1.2,3.8,0.6,0.2,0.9,2.1
Matt Barnes,MEM,76,45,28.8,10.0,2.1,3.5,9.1,.381,1.6,4.9,.322,.467,1.5,1.8,.804,1.1,4.4,1.0,0.8,1.6,3.1
Will Barton,DEN,82,1,28.7,14.4,2.5,5.2,12.0,.432,1.4,4.0,.345,.489,2.6,3.3,.806,0.7,5.1,0.9,0.5,1.7,1.8
Brandon Bass,LAL,66,0,20.3,7.2,1.1,2.6,4.8,.549,0.0,0.0,.000,.549,1.9,2.2,.845,1.6,2.7,0.5,0.8,0.6,1.9
Nicolas Batum,CHO,70,70,35.0,14.9,5.8,5.3,12.5,.426,2.0,5.7,.348,.506,2.3,2.7,.849,0.8,5.3,0.9,0.6,2.9,1.6
Jerryd Bayless,MIL,52,18,28.9,10.4,3.1,3.6,8.4,.423,1.9,4.4,.437,.539,1.3,1.7,.778,0.4,2.3,0.9,0.2,1.4,2.1
Aron Baynes,DET,81,1,15.2,6.3,0.6,2.4,4.7,.505,0.0,0.0,.000,.505,1.6,2.0,.764,1.7,3.0,0.3,0.6,0.8,1.9
Kent Bazemore,ATL,75,68,27.8,11.6,2.3,4.3,9.7,.441,1.5,4.1,.357,.517,1.6,2.0,.815,0.4,4.7,1.3,0.5,1.8,2.3
Bradley Beal,WAS,55,35,31.1,17.4,2.9,6.5,14.5,.449,1.9,4.9,.387,.515,2.5,3.2,.767,0.7,2.7,1.0,0.2,2.0,2.1
Michael Beasley,HOU,20,0,18.2,12.8,0.8,5.4,10.3,.522,0.2,0.5,.333,.529,1.9,2.5,.776,1.5,3.5,0.6,0.5,1.2,2.0
Marco Belinelli,SAC,68,7,24.6,10.2,1.9,3.6,9.3,.386,1.3,4.4,.306,.457,1.7,2.0,.833,0.1,1.6,0.5,0.0,1.2,1.3
Anthony Bennett,TOR,19,0,4.4,1.5,0.0,0.4,1.4,.296,0.2,0.7,.214,.352,0.5,0.5,.900,0.3,0.9,0.3,0.0,0.2,0.4
Patrick Beverley,HOU,71,63,28.7,9.9,3.4,3.6,8.4,.434,1.7,4.4,.400,.539,0.8,1.2,.682,1.0,2.5,1.3,0.4,1.3,3.3
Bismack Biyombo,TOR,82,22,22.0,5.5,0.4,1.9,3.5,.542,0.0,0.0,.000,.542,1.7,2.8,.628,2.2,5.8,0.2,1.6,0.9,2.7
Nemanja Bjelica,MIN,60,0,17.9,5.1,1.4,1.8,3.9,.468,0.8,2.1,.384,.570,0.7,0.9,.727,0.8,2.7,0.4,0.4,0.8,2.6
Tarik Black,LAL,39,0,12.7,3.4,0.4,1.5,2.7,.548,0.0,0.0,,.548,0.5,1.2,.422,1.1,2.9,0.4,0.5,0.6,2.0
DeJuan Blair,WAS,29,0,7.5,2.1,0.4,1.0,2.3,.412,0.0,0.0,.000,.412,0.2,0.4,.385,0.7,1.3,0.3,0.1,0.5,1.8
Steve Blake,DET,58,2,17.0,4.4,3.4,1.6,4.1,.388,0.9,2.6,.344,.496,0.3,0.3,.800,0.2,1.4,0.4,0.1,1.4,1.2
Eric Bledsoe,PHO,31,31,34.2,20.4,6.1,7.2,15.9,.453,1.5,4.2,.372,.502,4.5,5.5,.802,0.6,3.5,2.0,0.6,3.5,2.4
Bojan Bogdanović,BRK,79,39,26.8,11.2,1.3,4.1,9.5,.433,1.6,4.3,.382,.519,1.4,1.7,.833,0.5,2.8,0.4,0.1,1.5,1.5
Andrew Bogut,GSW,70,66,20.7,5.4,2.3,2.5,4.0,.627,0.0,0.0,1.000,.629,0.3,0.7,.480,1.7,5.3,0.5,1.6,1.2,3.2
Matt Bonner,SAS,30,2,6.9,2.5,0.3,1.0,1.9,.509,0.5,1.1,.441,.640,0.1,0.1,.750,0.1,0.8,0.2,0.0,0.1,0.5
Devin Booker,PHO,76,51,27.7,13.8,2.6,4.8,11.4,.423,1.3,3.8,.343,.480,2.8,3.4,.840,0.4,2.1,0.6,0.3,2.1,3.0
Trevor Booker,UTA,79,2,20.7,5.9,1.1,2.4,4.9,.490,0.2,0.5,.293,.505,0.9,1.3,.670,2.1,3.6,0.7,0.5,1.0,2.1
Chris Bosh,MIA,53,53,33.5,19.1,2.4,6.8,14.5,.467,1.5,4.2,.365,.520,4.0,5.1,.795,0.9,6.5,0.7,0.6,1.5,1.9
Avery Bradley,BOS,76,72,33.4,15.2,2.1,6.0,13.4,.447,1.9,5.4,.361,.520,1.3,1.6,.780,0.6,2.3,1.5,0.3,1.4,2.2
Elton Brand,PHI,17,1,13.2,4.1,1.1,1.8,4.2,.431,0.0,0.1,.000,.431,0.5,0.5,.889,0.5,3.2,0.5,0.5,0.6,1.9
Corey Brewer,HOU,82,12,20.4,7.2,1.3,2.6,6.7,.384,0.7,2.7,.272,.439,1.3,1.7,.750,0.5,1.9,1.0,0.2,1.0,2.0
Aaron Brooks,CHI,69,0,16.1,7.1,2.6,2.7,6.8,.401,1.0,2.7,.357,.471,0.7,0.9,.766,0.3,1.2,0.4,0.1,1.2,1.9
Anthony Brown,LAL,29,11,20.7,4.0,0.7,1.3,4.3,.310,0.7,2.4,.286,.389,0.6,0.7,.850,0.3,2.1,0.5,0.2,0.5,1.2
Lorenzo Brown,PHO,8,0,7.6,2.5,1.4,1.0,3.1,.320,0.1,1.0,.125,.340,0.4,0.5,.750,0.0,0.9,0.4,0.1,1.1,0.5
Markel Brown,BRK,62,6,15.8,5.9,1.5,2.0,5.2,.394,0.6,2.0,.314,.453,1.1,1.5,.755,0.4,1.6,0.6,0.2,0.9,1.5
Kobe Bryant,LAL,66,66,28.2,17.6,2.8,6.0,16.9,.358,2.0,7.1,.285,.417,3.5,4.3,.826,0.6,3.1,0.9,0.2,2.0,1.7
Chase Budinger,TOT,66,2,14.1,4.1,1.0,1.6,3.6,.435,0.4,1.3,.279,.485,0.6,0.8,.696,0.7,1.6,0.5,0.2,0.7,0.9
Chase Budinger,IND,49,2,14.9,4.4,1.0,1.7,4.0,.418,0.4,1.4,.290,.469,0.7,1.0,.708,0.6,1.8,0.6,0.2,0.6,0.9
Chase Budinger,PHO,17,0,11.8,3.2,0.9,1.4,2.6,.511,0.2,1.0,.235,.556,0.3,0.5,.625,0.7,1.0,0.2,0.1,0.8,0.9
Reggie Bullock,DET,37,0,11.6,3.3,0.7,1.2,2.6,.439,0.6,1.4,.415,.551,0.4,0.4,.933,0.4,1.5,0.3,0.1,0.2,0.8
Trey Burke,UTA,64,0,21.3,10.6,2.3,4.1,9.9,.413,1.4,4.0,.344,.483,1.0,1.3,.817,0.3,1.5,0.5,0.1,1.3,1.3
Alec Burks,UTA,31,3,25.7,13.3,2.0,4.4,10.8,.410,1.0,2.5,.405,.458,3.4,4.5,.752,0.5,3.0,0.6,0.1,1.6,2.3
Caron Butler,SAC,17,1,10.4,3.7,0.6,1.5,3.5,.424,0.2,1.1,.167,.449,0.6,0.7,.833,0.3,1.0,0.5,0.1,0.2,1.1
Jimmy Butler,CHI,67,67,36.9,20.9,4.8,7.0,15.4,.454,1.0,3.1,.312,.485,5.9,7.1,.832,1.2,4.2,1.6,0.6,2.0,1.9
Rasual Butler,SAS,46,0,9.4,2.7,0.5,1.1,2.3,.471,0.3,1.1,.306,.543,0.2,0.3,.688,0.1,1.2,0.3,0.5,0.2,0.2
Bruno Caboclo,TOR,6,1,7.2,0.5,0.2,0.2,2.0,.083,0.2,1.2,.143,.125,0.0,0.0,,0.2,0.2,0.3,0.2,0.7,0.3
José Calderón,NYK,72,72,28.1,7.6,4.1,2.9,6.3,.459,1.2,2.8,.414,.552,0.6,0.7,.875,0.3,2.9,0.9,0.1,1.2,1.9
Kentavious Caldwell-Pope,DET,76,76,36.7,14.5,1.8,5.3,12.6,.420,1.5,4.9,.309,.479,2.4,3.0,.811,0.9,2.8,1.4,0.2,1.4,2.2
Isaiah Canaan,PHI,77,39,25.5,11.0,1.8,3.4,9.4,.360,2.3,6.3,.363,.482,1.9,2.3,.833,0.3,2.0,0.7,0.2,1.2,1.7
Clint Capela,HOU,77,35,19.1,7.0,0.6,3.0,5.2,.582,0.0,0.0,.000,.582,1.0,2.7,.379,2.5,3.9,0.8,1.2,0.8,2.5
DeMarre Carroll,TOR,26,22,30.2,11.0,1.0,4.0,10.4,.389,1.8,4.5,.390,.474,1.2,1.9,.600,1.2,3.5,1.7,0.2,1.1,2.4
Vince Carter,MEM,60,3,16.8,6.6,0.9,2.2,5.7,.388,1.0,2.8,.349,.474,1.2,1.4,.833,0.5,1.9,0.6,0.3,0.6,1.7
Michael Carter-Williams,MIL,54,37,30.5,11.5,5.2,4.6,10.3,.452,0.3,1.0,.273,.466,2.0,3.0,.654,0.9,4.2,1.5,0.8,2.8,3.0
Omri Casspi,SAC,69,21,27.2,11.8,1.4,4.3,9.0,.481,1.6,4.0,.409,.571,1.5,2.3,.648,0.8,5.1,0.8,0.2,1.4,2.2
Willie Cauley-Stein,SAC,66,39,21.4,7.0,0.6,2.9,5.1,.563,0.0,0.0,.000,.563,1.2,1.9,.648,2.0,3.3,0.7,1.0,0.7,2.2
Mario Chalmers,TOT,61,7,22.5,10.3,3.8,3.0,7.3,.410,0.8,2.4,.309,.462,3.6,4.3,.832,0.4,2.2,1.4,0.2,1.8,3.0
Mario Chalmers,MIA,6,0,20.0,5.5,3.2,1.7,5.3,.313,0.2,1.8,.091,.328,2.0,2.2,.923,0.2,2.2,1.3,0.2,1.5,2.7
Mario Chalmers,MEM,55,7,22.8,10.8,3.8,3.1,7.5,.417,0.8,2.5,.326,.472,3.7,4.5,.827,0.4,2.2,1.5,0.2,1.8,3.0
Tyson Chandler,PHO,66,60,24.5,7.2,1.0,2.8,4.8,.583,0.0,0.0,.000,.583,1.6,2.6,.620,2.7,6.1,0.5,0.7,1.4,2.2
Rakeem Christmas,IND,1,0,6.0,4.0,0.0,2.0,2.0,1.000,0.0,0.0,,1.000,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,1.0
Ian Clark,GSW,66,1,8.8,3.6,1.0,1.3,3.1,.441,0.5,1.3,.357,.515,0.4,0.5,.824,0.2,0.8,0.3,0.2,0.7,0.9
Coty Clarke,BOS,3,0,2.0,2.0,0.0,0.7,1.3,.500,0.7,0.7,1.000,.750,0.0,0.0,,0.0,0.3,0.0,0.0,0.3,0.0
Jordan Clarkson,LAL,79,79,32.3,15.5,2.4,6.0,13.9,.433,1.4,4.1,.347,.483,2.1,2.6,.804,1.2,2.8,1.1,0.1,1.7,2.1
Norris Cole,NOP,45,23,26.6,10.6,3.7,4.4,10.8,.405,0.7,2.3,.324,.439,1.2,1.4,.800,0.2,3.1,0.8,0.1,1.7,2.3
Darren Collison,SAC,74,15,30.0,14.0,4.3,5.1,10.5,.486,1.2,2.9,.401,.542,2.6,3.1,.858,0.4,1.9,1.0,0.1,1.8,1.9
Nick Collison,OKC,59,4,11.8,2.1,0.9,0.8,1.8,.459,0.0,0.0,.000,.459,0.4,0.6,.697,1.2,1.7,0.3,0.3,0.8,1.8
Mike Conley,MEM,56,56,31.4,15.3,6.1,5.3,12.4,.422,1.4,3.8,.363,.478,3.4,4.1,.834,0.5,2.5,1.2,0.3,1.5,1.8
Pat Connaughton,POR,34,0,4.2,1.1,0.3,0.4,1.4,.265,0.1,0.6,.238,.316,0.1,0.1,1.000,0.3,0.6,0.1,0.0,0.3,0.2
Chris Copeland,MIL,24,1,6.5,2.1,0.5,0.7,2.1,.333,0.4,1.5,.278,.431,0.3,0.3,.857,0.0,0.4,0.1,0.0,0.3,0.7
Bryce Cotton,TOT,8,0,4.9,1.0,0.4,0.5,1.3,.400,0.0,0.4,.000,.400,0.0,0.0,,0.0,0.0,0.4,0.0,0.6,0.3
Bryce Cotton,PHO,3,0,11.0,1.3,1.0,0.7,2.7,.250,0.0,1.0,.000,.250,0.0,0.0,,0.0,0.0,1.0,0.0,1.7,0.7
Bryce Cotton,MEM,5,0,1.2,0.8,0.0,0.4,0.4,1.000,0.0,0.0,,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DeMarcus Cousins,SAC,65,65,34.6,26.9,3.3,9.2,20.5,.451,1.1,3.2,.333,.477,7.3,10.2,.718,2.4,9.1,1.6,1.4,3.8,3.6
Robert Covington,PHI,67,49,28.4,12.8,1.4,4.1,10.6,.385,2.5,7.2,.353,.504,2.1,2.6,.791,1.0,5.3,1.6,0.6,2.1,3.5
Allen Crabbe,POR,81,8,26.0,10.3,1.2,3.8,8.4,.459,1.4,3.5,.393,.541,1.2,1.4,.867,0.3,2.3,0.8,0.2,0.8,2.4
Jamal Crawford,LAC,79,5,26.9,14.2,2.3,4.8,11.9,.404,1.5,4.4,.340,.466,3.1,3.4,.904,0.3,1.6,0.7,0.2,1.4,1.5
Jae Crowder,BOS,73,73,31.6,14.2,1.8,4.9,11.1,.443,1.7,5.0,.336,.518,2.7,3.3,.820,1.0,4.2,1.7,0.5,1.1,2.7
Dante Cunningham,NOP,80,46,24.6,6.1,1.0,2.3,5.2,.451,0.7,2.2,.316,.518,0.7,1.0,.695,0.7,2.2,0.5,0.4,0.5,2.2
Jared Cunningham,TOT,44,3,9.3,2.7,0.5,0.8,2.4,.343,0.3,0.9,.308,.400,0.8,1.3,.655,0.1,0.8,0.3,0.0,0.5,0.9
Jared Cunningham,CLE,40,3,8.9,2.6,0.5,0.8,2.3,.352,0.3,0.8,.313,.407,0.8,1.2,.625,0.1,0.7,0.3,0.1,0.5,0.9
Jared Cunningham,MIL,4,0,13.8,4.0,0.3,1.0,3.5,.286,0.5,1.8,.286,.357,1.5,1.8,.857,0.0,2.3,0.5,0.0,0.8,1.0
Seth Curry,SAC,44,9,15.7,6.8,1.5,2.3,5.1,.455,1.1,2.5,.450,.567,1.0,1.2,.833,0.2,1.2,0.5,0.1,0.8,0.9
Stephen Curry,GSW,79,79,34.2,30.1,6.7,10.2,20.2,.504,5.1,11.2,.454,.630,4.6,5.1,.908,0.9,4.6,2.1,0.2,3.3,2.0
Troy Daniels,CHO,43,0,11.1,5.6,0.5,2.1,4.3,.476,1.4,2.8,.484,.634,0.1,0.2,.556,0.2,1.2,0.3,0.1,0.6,0.9
Anthony Davis,NOP,61,61,35.5,24.3,1.9,9.2,18.6,.493,0.6,1.8,.324,.508,5.3,7.0,.758,2.1,8.1,1.3,2.0,2.0,2.4
Ed Davis,POR,81,0,20.8,6.5,1.1,2.5,4.2,.611,0.0,0.0,,.611,1.4,2.5,.559,2.8,4.6,0.7,0.9,0.8,2.5
Branden Dawson,LAC,6,0,4.8,0.8,0.0,0.3,0.8,.400,0.0,0.0,,.400,0.2,0.2,1.000,0.3,0.3,0.0,0.2,0.0,0.3
Dewayne Dedmon,ORL,58,20,12.2,4.4,0.2,1.7,3.1,.559,0.0,0.0,,.559,1.0,1.3,.750,1.2,2.8,0.4,0.8,0.6,1.9
Bryce Dejean-Jones,NOP,14,11,19.9,5.6,1.1,2.0,4.9,.406,0.9,2.3,.375,.493,0.8,1.5,.524,0.6,2.9,0.7,0.1,0.8,1.2
Sam Dekker,HOU,3,0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.0
Matthew Dellavedova,CLE,76,14,24.6,7.5,4.4,2.7,6.7,.405,1.3,3.1,.410,.501,0.8,0.9,.864,0.4,1.7,0.6,0.1,1.5,2.3
Luol Deng,MIA,74,73,32.4,12.3,1.9,4.6,10.1,.455,1.2,3.5,.344,.514,2.0,2.6,.755,1.5,4.5,1.0,0.4,1.1,1.6
DeMar DeRozan,TOR,78,78,35.9,23.5,4.0,7.9,17.7,.446,0.6,1.8,.338,.463,7.1,8.4,.850,0.8,3.7,1.0,0.3,2.2,2.1
Boris Diaw,SAS,76,4,18.2,6.4,2.3,2.7,5.0,.527,0.3,0.9,.362,.560,0.7,1.0,.737,0.8,2.3,0.3,0.3,1.3,1.3
Gorgui Dieng,MIN,82,39,27.1,10.1,1.7,3.8,7.1,.532,0.1,0.2,.300,.537,2.5,3.0,.827,1.9,5.2,1.1,1.2,1.7,2.7
Spencer Dinwiddie,DET,12,0,13.3,4.8,1.8,1.6,4.5,.352,0.1,0.8,.100,.361,1.6,2.8,.576,0.3,1.1,0.3,0.0,0.6,1.7
Toney Douglas,NOP,61,18,20.7,8.7,2.6,3.0,7.3,.411,1.3,3.3,.399,.502,1.4,1.6,.848,0.4,1.9,1.1,0.1,1.0,2.1
Goran Dragić,MIA,72,72,32.8,14.1,5.8,5.8,12.2,.477,0.9,2.8,.312,.513,1.7,2.3,.727,0.8,3.1,1.0,0.2,2.6,2.6
Andre Drummond,DET,81,81,32.9,16.2,0.8,6.8,13.1,.521,0.0,0.1,.333,.522,2.6,7.2,.355,4.9,9.9,1.5,1.4,1.9,3.0
Jared Dudley,WAS,81,41,25.9,7.9,2.1,2.9,6.0,.478,1.2,2.9,.420,.581,0.9,1.2,.735,0.7,2.9,0.9,0.2,1.0,2.3
Duje Dukan,SAC,1,0,24.0,6.0,1.0,2.0,10.0,.200,2.0,5.0,.400,.300,0.0,0.0,,2.0,2.0,1.0,0.0,0.0,2.0
Tim Duncan,SAS,61,60,25.2,8.6,2.7,3.5,7.2,.488,0.0,0.0,.000,.488,1.5,2.1,.702,1.9,5.4,0.8,1.3,1.5,2.0
Mike Dunleavy,CHI,31,30,22.7,7.2,1.3,2.5,6.1,.410,1.3,3.2,.394,.513,0.9,1.2,.784,0.3,2.4,0.5,0.3,0.8,2.1
Kevin Durant,OKC,72,72,35.8,28.2,5.0,9.7,19.2,.505,2.6,6.7,.387,.573,6.2,6.9,.898,0.6,7.6,1.0,1.2,3.5,1.9
Cleanthony Early,NYK,17,2,9.1,1.8,0.4,0.7,2.4,.300,0.2,0.9,.267,.350,0.2,0.2,.750,0.2,1.3,0.1,0.2,0.5,0.9
Jarell Eddie,WAS,26,0,5.7,2.4,0.2,0.8,2.5,.308,0.6,1.8,.319,.423,0.3,0.3,1.000,0.1,0.8,0.2,0.0,0.0,0.2
Wayne Ellington,BRK,76,41,21.3,7.7,1.1,2.9,7.4,.389,1.3,3.5,.358,.474,0.7,0.8,.857,0.3,2.0,0.6,0.1,0.6,1.1
Monta Ellis,IND,81,81,33.8,13.8,4.7,5.4,12.6,.427,1.1,3.5,.309,.470,2.0,2.5,.786,0.5,2.8,1.9,0.5,2.5,2.1
James Ennis,TOT,22,5,15.0,7.2,1.0,2.5,5.1,.478,1.2,2.6,.448,.593,1.1,1.5,.735,1.0,1.0,0.7,0.2,0.9,1.3
James Ennis,MIA,3,0,2.3,0.0,0.3,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.3
James Ennis,MEM,10,0,4.0,1.6,0.2,0.4,1.3,.308,0.2,0.8,.250,.385,0.6,1.0,.600,0.4,0.3,0.4,0.2,0.2,0.1
James Ennis,NOP,9,5,31.3,15.9,2.0,5.6,11.1,.500,2.7,5.6,.480,.620,2.1,2.7,.792,1.9,2.0,1.3,0.3,1.9,2.9
Tyler Ennis,MIL,46,7,14.2,4.5,2.1,1.8,4.1,.449,0.3,0.8,.333,.484,0.5,0.7,.735,0.3,1.3,0.5,0.0,1.0,1.4
Jeremy Evans,DAL,30,2,8.4,2.4,0.1,0.9,1.6,.542,0.1,0.5,.250,.583,0.5,0.7,.714,0.4,1.4,0.2,0.3,0.2,0.6
Tyreke Evans,NOP,25,25,30.6,15.2,6.6,5.4,12.6,.433,1.3,3.4,.388,.486,3.0,3.7,.796,0.8,4.4,1.3,0.3,2.9,2.6
Festus Ezeli,GSW,46,13,16.7,7.0,0.7,2.7,5.0,.548,0.0,0.0,,.548,1.5,2.9,.530,2.0,3.6,0.4,1.1,0.8,2.0
Kenneth Faried,DEN,67,64,25.3,12.5,1.2,5.2,9.3,.558,0.0,0.0,.500,.558,2.0,3.3,.613,3.5,5.2,0.5,0.9,1.4,2.5
Jordan Farmar,MEM,12,10,24.3,9.2,3.1,3.5,8.3,.420,1.3,3.8,.356,.500,0.8,0.8,1.000,0.3,1.8,1.3,0.2,1.5,1.8
Derrick Favors,UTA,62,59,32.0,16.4,1.5,6.7,13.1,.515,0.0,0.1,.000,.515,2.9,4.1,.709,2.7,5.4,1.2,1.5,1.7,2.4
Cristiano Felício,CHI,31,4,10.4,3.4,0.8,1.3,2.3,.556,0.0,0.1,.000,.556,0.8,1.1,.714,1.0,2.3,0.2,0.4,0.4,1.0
Raymond Felton,DAL,80,31,27.4,9.5,3.6,3.5,8.5,.406,0.8,2.7,.282,.450,1.9,2.2,.847,0.5,2.8,0.9,0.2,1.5,1.8
Evan Fournier,ORL,79,71,32.5,15.4,2.7,5.4,11.8,.462,2.0,4.9,.400,.546,2.5,3.0,.836,0.4,2.4,1.2,0.0,1.7,2.7
