Player,Team,GP,GS,MPG,PPG,APG,FG,FGA,FG%,3P,3PA,3P%,eFG%,FT,FTA,FT%,ORB,DRB,STL,BLK,TOV,PF
Randy Foye,TOT,81,8,20.3,5.9,2.0,2.1,6.0,.351,0.9,3.1,.300,.428,0.8,0.9,.824,0.3,1.6,0.5,0.4,1.1,1.6
Randy Foye,DEN,54,7,19.8,6.0,2.1,2.2,6.2,.351,0.9,3.1,.296,.426,0.7,0.9,.830,0.3,1.6,0.5,0.3,1.1,1.5
Randy Foye,OKC,27,1,21.2,5.6,1.8,1.9,5.5,.349,0.9,3.0,.309,.433,0.8,1.0,.815,0.3,1.6,0.5,0.5,1.0,1.8
Tim Frazier,TOT,51,2,14.5,5.1,3.2,1.9,4.5,.419,0.3,0.9,.333,.454,1.0,1.5,.716,0.5,1.6,0.6,0.0,1.3,1.4
Tim Frazier,POR,35,1,7.8,1.5,1.2,0.6,1.7,.333,0.1,0.5,.176,.358,0.2,0.4,.533,0.3,0.8,0.3,0.0,0.8,0.9
Tim Frazier,NOP,16,1,29.3,13.1,7.5,4.8,10.6,.450,0.8,1.9,.419,.488,2.8,3.7,.763,0.9,3.5,1.4,0.1,2.4,2.6
Jimmer Fredette,TOT,6,0,3.0,1.5,0.2,0.3,0.8,.400,0.2,0.3,.500,.500,0.7,0.8,.800,0.0,0.0,0.2,0.0,0.3,0.3
Jimmer Fredette,NOP,4,0,3.3,0.5,0.3,0.3,1.0,.250,0.0,0.3,.000,.250,0.0,0.0,,0.0,0.0,0.3,0.0,0.3,0.3
Jimmer Fredette,NYK,2,0,2.5,3.5,0.0,0.5,0.5,1.000,0.5,0.5,1.000,1.500,2.0,2.5,.800,0.0,0.0,0.0,0.0,0.5,0.5
Channing Frye,TOT,70,32,17.1,6.1,1.0,2.2,5.0,.438,1.3,3.4,.387,.569,0.4,0.5,.857,0.5,2.8,0.4,0.4,0.6,1.8
Channing Frye,ORL,44,29,17.1,5.2,1.0,1.8,4.2,.435,1.1,2.8,.397,.565,0.4,0.5,.905,0.5,2.7,0.5,0.5,0.7,1.6
Channing Frye,CLE,26,3,17.2,7.5,1.0,2.7,6.2,.441,1.7,4.4,.377,.575,0.4,0.5,.786,0.5,3.1,0.3,0.3,0.5,2.2
Danilo Gallinari,DEN,53,53,34.7,19.5,2.5,5.4,13.2,.410,1.6,4.5,.364,.472,7.1,8.2,.868,1.0,4.3,0.8,0.4,1.5,1.6
Langston Galloway,NYK,82,7,24.8,7.6,2.5,2.8,7.2,.393,0.9,2.7,.344,.458,1.0,1.4,.754,0.5,3.0,0.9,0.3,0.7,2.2
Kevin Garnett,MIN,38,38,14.6,3.2,1.6,1.4,3.0,.470,0.0,0.0,.000,.470,0.4,0.6,.667,0.4,3.6,0.7,0.3,0.4,1.8
Marc Gasol,MEM,52,52,34.4,16.6,3.8,6.3,13.6,.464,0.0,0.1,.667,.465,3.9,4.7,.829,1.1,5.8,1.0,1.3,2.3,2.7
Pau Gasol,CHI,72,72,31.8,16.5,4.1,6.5,13.8,.469,0.3,1.0,.348,.481,3.2,4.0,.792,2.2,8.9,0.6,2.0,2.3,2.1
Rudy Gay,SAC,70,70,34.0,17.2,1.7,6.7,14.4,.463,1.1,3.1,.344,.500,2.8,3.6,.780,1.5,5.0,1.4,0.7,2.0,2.6
Alonzo Gee,NOP,73,38,22.4,4.5,1.0,1.8,3.5,.518,0.2,0.8,.283,.551,0.6,0.9,.667,0.8,2.5,0.9,0.2,0.8,2.3
Paul George,IND,81,81,34.8,23.1,4.1,7.5,17.9,.418,2.6,7.0,.371,.490,5.6,6.5,.860,1.0,6.0,1.9,0.4,3.3,2.8
Taj Gibson,CHI,73,55,26.5,8.6,1.5,3.6,6.8,.526,0.0,0.0,.000,.526,1.4,2.0,.692,2.8,4.1,0.6,1.1,1.1,2.5
Manu Ginóbili,SAS,58,0,19.6,9.6,3.1,3.4,7.5,.453,1.2,3.1,.391,.533,1.6,1.9,.813,0.4,2.1,1.1,0.2,1.7,1.7
Rudy Gobert,UTA,61,60,31.7,9.1,1.5,3.2,5.8,.559,0.0,0.0,,.559,2.6,4.6,.569,3.4,7.5,0.7,2.2,1.9,2.7
Drew Gooden,WAS,30,0,10.2,2.7,0.4,1.1,3.4,.320,0.2,1.4,.171,.354,0.3,0.5,.643,0.9,1.9,0.3,0.4,0.4,1.3
Archie Goodwin,PHO,57,13,19.5,8.9,2.1,3.1,7.4,.417,0.4,1.7,.232,.444,2.3,3.4,.674,0.5,2.0,0.5,0.2,1.8,1.5
Aaron Gordon,ORL,78,37,23.9,9.2,1.6,3.5,7.4,.473,0.5,1.8,.296,.509,1.7,2.5,.668,2.0,4.5,0.8,0.7,0.8,2.0
Eric Gordon,NOP,45,44,32.9,15.2,2.7,5.1,12.3,.418,2.5,6.5,.384,.521,2.5,2.8,.888,0.2,2.0,1.0,0.3,1.6,2.2
Marcin Gortat,WAS,75,74,30.1,13.5,1.4,5.8,10.2,.567,0.0,0.0,.000,.567,1.9,2.8,.705,3.0,6.9,0.6,1.3,1.6,2.6
Andrew Goudelock,HOU,8,0,6.3,2.8,0.5,1.1,2.5,.450,0.1,1.1,.111,.475,0.4,0.5,.750,0.1,0.1,0.8,0.3,0.9,0.5
Jerami Grant,PHI,77,52,26.8,9.7,1.8,3.3,7.8,.419,0.5,1.9,.240,.448,2.8,4.2,.658,1.3,3.4,0.7,1.6,1.4,2.8
Jerian Grant,NYK,76,6,16.6,5.6,2.3,2.0,5.1,.394,0.3,1.3,.220,.422,1.3,1.6,.780,0.3,1.6,0.7,0.1,1.1,1.3
Danny Green,SAS,79,79,26.1,7.2,1.8,2.7,7.1,.376,1.5,4.4,.332,.480,0.4,0.6,.739,0.6,3.2,1.0,0.8,0.9,1.8
Draymond Green,GSW,81,81,34.7,14.0,7.4,5.0,10.1,.490,1.2,3.2,.388,.551,2.8,4.1,.696,1.7,7.8,1.5,1.4,3.2,3.0
Erick Green,TOT,9,0,4.7,1.4,0.3,0.6,1.4,.385,0.1,0.6,.200,.423,0.2,0.2,1.000,0.3,0.3,0.1,0.0,0.0,0.4
Erick Green,DEN,3,0,2.3,0.0,0.3,0.0,0.3,.000,0.0,0.3,.000,.000,0.0,0.0,,0.0,0.3,0.0,0.0,0.0,0.0
Erick Green,UTA,6,0,5.8,2.2,0.3,0.8,2.0,.417,0.2,0.7,.250,.458,0.3,0.3,1.000,0.5,0.3,0.2,0.0,0.0,0.7
Gerald Green,MIA,69,14,22.6,8.9,0.8,3.3,8.5,.392,1.2,3.8,.323,.463,1.0,1.3,.783,0.4,2.0,0.6,0.3,0.7,1.8
JaMychal Green,MEM,78,15,18.5,7.4,0.9,2.9,6.3,.465,0.2,0.6,.333,.480,1.3,1.8,.752,1.8,3.0,0.6,0.4,1.1,2.4
Jeff Green,TOT,80,41,28.2,11.7,1.7,4.4,10.3,.430,0.8,2.7,.315,.470,2.1,2.8,.745,0.9,3.2,0.7,0.5,1.2,2.1
Jeff Green,MEM,53,31,29.1,12.2,1.8,4.5,10.5,.431,0.8,2.6,.309,.469,2.3,2.9,.800,1.0,3.5,0.8,0.4,1.3,1.9
Jeff Green,LAC,27,10,26.3,10.9,1.5,4.2,9.9,.427,0.9,2.9,.325,.474,1.5,2.4,.615,0.7,2.7,0.7,0.8,0.9,2.3
Blake Griffin,LAC,35,35,33.4,21.4,4.9,8.6,17.2,.499,0.2,0.5,.333,.504,4.0,5.5,.727,1.5,6.9,0.8,0.5,2.4,2.7
Jorge Gutiérrez,CHO,12,0,5.3,1.8,1.4,0.5,0.9,.545,0.0,0.2,.000,.545,0.8,0.9,.909,0.0,0.6,0.3,0.0,0.5,0.3
P.J. Hairston,TOT,66,52,19.9,6.2,0.6,2.2,6.2,.355,1.1,3.7,.290,.441,0.8,1.0,.781,0.4,2.3,0.5,0.2,0.6,2.1
P.J. Hairston,CHO,48,43,19.5,6.0,0.6,2.1,5.8,.359,1.1,3.6,.314,.457,0.7,0.9,.810,0.4,2.3,0.5,0.1,0.5,2.2
P.J. Hairston,MEM,18,9,20.8,6.9,0.5,2.6,7.3,.348,0.9,3.8,.232,.409,0.9,1.2,.727,0.4,2.2,0.4,0.2,0.9,1.7
Jordan Hamilton,NOP,11,4,27.6,11.4,2.3,4.5,10.5,.422,1.2,4.1,.289,.478,1.3,1.9,.667,1.1,4.5,0.7,0.3,1.5,2.2
Tyler Hansbrough,CHO,44,0,7.8,2.4,0.2,0.7,1.6,.451,0.0,0.1,.667,.465,0.9,1.5,.585,0.9,1.1,0.3,0.2,0.3,1.3
Tim Hardaway,ATL,51,1,16.9,6.4,1.0,2.2,5.2,.430,0.9,2.8,.338,.521,1.0,1.1,.893,0.1,1.5,0.4,0.1,0.5,0.9
James Harden,HOU,82,82,38.1,29.0,7.5,8.7,19.7,.439,2.9,8.0,.359,.512,8.8,10.2,.860,0.8,5.3,1.7,0.6,4.6,2.8
Maurice Harkless,POR,78,14,18.7,6.4,0.9,2.5,5.3,.474,0.5,1.8,.279,.522,0.9,1.4,.622,1.3,2.3,0.6,0.4,0.8,1.6
Justin Harper,DET,5,0,7.0,2.6,0.0,0.8,2.0,.400,0.8,1.8,.444,.600,0.2,0.4,.500,0.0,0.2,0.2,0.0,0.4,0.6
Montrezl Harrell,HOU,39,1,9.7,3.6,0.4,1.5,2.3,.644,0.0,0.0,.000,.644,0.6,1.2,.522,0.6,1.0,0.3,0.3,0.4,1.2
Devin Harris,DAL,64,0,20.0,7.6,1.8,2.6,5.8,.447,0.8,2.5,.329,.516,1.6,2.2,.721,0.3,1.9,0.9,0.2,1.0,1.9
Gary Harris,DEN,76,76,32.1,12.3,1.9,4.7,10.1,.469,1.4,3.9,.354,.538,1.4,1.8,.820,0.7,2.2,1.3,0.2,1.3,1.9
Joe Harris,CLE,5,0,3.0,0.6,0.4,0.2,0.8,.250,0.2,0.8,.250,.375,0.0,0.0,,0.0,0.6,0.0,0.0,0.2,0.2
Tobias Harris,TOT,76,74,33.1,14.7,2.2,5.5,11.7,.469,1.1,3.1,.335,.514,2.7,3.2,.831,1.3,5.4,0.9,0.5,1.4,2.0
Tobias Harris,ORL,49,49,32.9,13.7,2.0,5.1,11.0,.464,1.0,3.1,.311,.507,2.4,3.1,.784,1.4,5.5,1.0,0.6,1.6,1.9
Tobias Harris,DET,27,25,33.4,16.6,2.6,6.1,12.9,.477,1.2,3.3,.375,.524,3.0,3.3,.911,0.9,5.3,0.7,0.4,1.1,2.3
Aaron Harrison,CHO,21,0,4.4,0.9,0.1,0.2,0.9,.263,0.1,0.5,.300,.342,0.2,0.6,.417,0.2,0.5,0.3,0.0,0.2,0.5
Udonis Haslem,MIA,37,0,7.0,1.6,0.4,0.6,1.6,.377,0.0,0.2,.111,.385,0.3,0.4,.750,0.3,1.8,0.1,0.1,0.1,0.7
Spencer Hawes,CHO,57,6,18.2,6.0,1.9,2.2,5.4,.405,0.7,1.8,.373,.467,0.9,1.1,.831,0.9,3.4,0.4,0.5,1.0,1.9
Chuck Hayes,HOU,2,0,12.0,2.0,1.0,0.5,1.0,.500,0.0,0.0,,.500,1.0,1.0,1.000,0.0,4.0,0.0,0.0,1.5,3.0
Gordon Hayward,UTA,80,80,36.2,19.7,3.7,6.5,15.0,.433,1.8,5.1,.349,.493,4.9,6.0,.824,0.8,4.2,1.2,0.3,2.5,2.3
Gerald Henderson,POR,72,0,19.9,8.7,1.0,3.2,7.3,.439,0.7,1.9,.353,.484,1.6,2.0,.767,0.4,2.5,0.5,0.3,0.9,1.2
John Henson,MIL,57,1,16.8,7.0,0.9,2.9,5.1,.564,0.0,0.0,.000,.564,1.2,2.1,.590,1.5,2.4,0.3,1.9,1.1,2.3
Mario Hezonja,ORL,79,9,17.9,6.1,1.4,2.3,5.3,.433,0.8,2.4,.349,.513,0.6,0.7,.907,0.4,1.9,0.5,0.2,1.2,1.6
Roy Hibbert,LAL,81,81,23.2,5.9,1.2,2.2,5.1,.443,0.0,0.0,.000,.443,1.4,1.8,.807,1.6,3.3,0.4,1.4,0.9,3.1
J.J. Hickson,TOT,35,9,12.5,5.9,0.7,2.3,4.4,.516,0.0,0.0,.000,.516,1.3,2.9,.447,1.1,2.7,0.4,0.4,0.7,1.3
J.J. Hickson,DEN,20,9,15.3,6.9,0.8,2.8,5.5,.505,0.0,0.0,,.505,1.4,3.0,.458,1.1,3.3,0.5,0.6,0.8,1.8
J.J. Hickson,WAS,15,0,8.7,4.6,0.5,1.7,3.1,.543,0.0,0.1,.000,.543,1.3,2.9,.432,1.1,1.9,0.3,0.1,0.6,0.8
Nenê Hilário,WAS,57,11,19.2,9.2,1.7,3.7,6.7,.544,0.0,0.1,.000,.544,1.9,3.2,.578,0.9,3.6,0.9,0.5,1.3,2.7
George Hill,IND,74,73,34.1,12.1,3.5,4.4,10.0,.441,1.7,4.2,.408,.528,1.5,2.0,.760,0.8,3.2,1.1,0.2,1.4,2.0
Jordan Hill,IND,73,11,20.7,8.8,1.2,3.8,7.5,.506,0.0,0.0,.000,.506,1.2,1.7,.712,2.1,4.0,0.5,0.5,1.3,2.1
Solomon Hill,IND,59,3,14.7,4.2,1.0,1.6,3.5,.447,0.4,1.3,.324,.505,0.6,0.7,.857,0.7,2.2,0.6,0.2,0.6,1.2
Darrun Hilliard,DET,38,2,10.1,4.0,0.7,1.4,3.4,.397,0.5,1.3,.380,.469,0.8,1.1,.725,0.1,1.1,0.2,0.0,0.5,0.7
Kirk Hinrich,TOT,46,7,13.7,3.0,1.6,1.1,2.8,.380,0.5,1.3,.387,.473,0.3,0.3,.938,0.2,1.3,0.3,0.0,0.7,1.4
Kirk Hinrich,CHI,35,7,15.9,3.8,1.7,1.3,3.4,.398,0.7,1.6,.411,.496,0.4,0.5,.938,0.2,1.5,0.4,0.0,0.8,1.8
Kirk Hinrich,ATL,11,0,6.9,0.5,1.3,0.2,1.0,.182,0.1,0.5,.167,.227,0.0,0.0,,0.1,1.0,0.2,0.1,0.3,0.1
Jrue Holiday,NOP,65,23,28.2,16.8,6.0,6.3,14.4,.439,1.3,4.0,.336,.485,2.8,3.3,.843,0.4,2.6,1.4,0.3,2.6,2.3
Justin Holiday,TOT,53,5,14.6,4.5,1.1,1.7,4.3,.386,0.7,2.0,.343,.465,0.5,0.7,.730,0.2,1.5,0.6,0.4,0.7,1.2
Justin Holiday,ATL,26,1,10.1,2.4,0.4,0.9,2.8,.329,0.4,1.7,.222,.397,0.2,0.4,.500,0.2,0.9,0.5,0.2,0.5,0.8
Justin Holiday,CHI,27,4,18.9,6.5,1.7,2.4,5.7,.413,1.0,2.2,.433,.497,0.8,1.0,.815,0.3,2.0,0.7,0.6,1.0,1.5
Ryan Hollins,TOT,37,12,12.4,3.4,0.3,1.3,2.1,.620,0.0,0.0,,.620,0.7,1.1,.619,1.3,1.4,0.2,0.6,0.6,1.7
Ryan Hollins,WAS,5,3,9.6,1.6,0.0,0.8,1.4,.571,0.0,0.0,,.571,0.0,0.0,,1.4,0.8,0.0,0.2,0.6,0.8
Ryan Hollins,MEM,32,9,12.9,3.6,0.3,1.4,2.3,.625,0.0,0.0,,.625,0.8,1.3,.619,1.3,1.5,0.2,0.6,0.7,1.8
Rondae Hollis-Jefferson,BRK,29,17,21.2,5.8,1.5,2.2,4.8,.457,0.1,0.5,.286,.471,1.3,1.8,.712,1.3,4.0,1.3,0.6,0.9,2.1
Richaun Holmes,PHI,51,1,13.8,5.6,0.6,2.2,4.4,.514,0.2,0.9,.182,.532,1.0,1.5,.689,1.2,1.4,0.4,0.8,0.6,1.8
Rodney Hood,UTA,79,79,32.2,14.5,2.7,5.2,12.3,.420,2.0,5.7,.359,.503,2.2,2.5,.860,0.5,2.9,0.9,0.2,1.6,2.6
Al Horford,ATL,82,82,32.1,15.2,3.2,6.5,12.8,.505,1.1,3.1,.344,.547,1.3,1.6,.798,1.8,5.5,0.8,1.5,1.3,2.0
Dwight Howard,HOU,71,71,32.1,13.7,1.4,5.2,8.5,.620,0.0,0.1,.000,.620,3.3,6.7,.489,3.4,8.4,1.0,1.6,2.3,3.1
Marcelo Huertas,LAL,53,0,16.4,4.5,3.4,1.8,4.3,.422,0.3,1.2,.262,.457,0.5,0.5,.931,0.3,1.4,0.5,0.1,1.5,1.4
Josh Huestis,OKC,5,0,11.0,2.8,0.0,1.0,2.4,.417,0.8,1.2,.667,.583,0.0,0.8,.000,0.4,1.6,0.2,0.4,0.6,0.6
Kris Humphries,TOT,53,17,15.8,6.5,0.7,2.3,5.6,.410,0.6,2.0,.315,.468,1.3,1.6,.798,1.1,3.0,0.3,0.4,0.7,1.8
Kris Humphries,WAS,28,14,16.6,6.4,0.6,2.3,5.6,.405,0.8,2.4,.343,.478,1.0,1.1,.935,0.9,3.2,0.1,0.5,0.7,1.5
Kris Humphries,PHO,4,3,18.5,7.3,1.8,2.5,9.0,.278,0.8,2.5,.300,.319,1.5,2.0,.750,2.8,5.3,0.8,0.5,1.0,2.0
Kris Humphries,ATL,21,0,14.0,6.4,0.6,2.2,4.8,.465,0.4,1.5,.258,.505,1.5,2.1,.711,1.0,2.4,0.5,0.3,0.7,2.1
R.J. Hunter,BOS,36,0,8.8,2.7,0.4,1.0,2.7,.367,0.5,1.8,.302,.464,0.2,0.2,.857,0.1,1.0,0.4,0.1,0.3,0.8
Serge Ibaka,OKC,78,78,32.1,12.6,0.8,5.3,11.1,.479,0.8,2.4,.326,.513,1.2,1.6,.752,1.8,5.0,0.5,1.9,1.4,2.7
Andre Iguodala,GSW,65,1,26.6,7.0,3.4,2.7,5.7,.478,0.8,2.4,.351,.552,0.8,1.3,.614,0.8,3.2,1.1,0.3,1.2,1.6
Ersan İlyasova,TOT,74,56,25.4,10.4,0.9,3.8,8.9,.424,1.3,3.5,.371,.496,1.5,2.1,.721,1.9,3.5,0.7,0.4,1.0,2.3
Ersan İlyasova,DET,52,52,27.6,11.3,1.1,4.2,9.8,.425,1.5,4.1,.363,.502,1.5,2.1,.725,1.9,3.5,0.7,0.5,1.1,2.3
Ersan İlyasova,ORL,22,4,20.3,8.1,0.5,2.9,7.0,.418,0.8,2.0,.409,.477,1.5,2.0,.711,2.0,3.5,0.6,0.3,0.5,2.3
Joe Ingles,UTA,81,2,15.3,4.2,1.2,1.5,3.6,.426,1.0,2.6,.386,.565,0.2,0.2,.722,0.2,1.6,0.7,0.0,0.8,1.2
Damien Inglis,MIL,20,1,7.8,1.8,0.5,0.7,1.9,.351,0.2,0.7,.231,.392,0.4,0.4,.875,0.1,1.5,0.3,0.2,0.6,0.6
Kyrie Irving,CLE,53,53,31.5,19.6,4.7,7.4,16.6,.448,1.6,4.9,.321,.496,3.2,3.6,.885,0.8,2.1,1.1,0.3,2.3,2.0
Jarrett Jack,BRK,32,32,32.1,12.8,7.4,4.4,11.2,.391,1.0,3.2,.304,.434,3.1,3.5,.893,0.3,4.0,1.1,0.2,2.9,2.4
Reggie Jackson,DET,79,79,30.7,18.8,6.2,6.8,15.7,.434,1.5,4.2,.353,.482,3.7,4.3,.864,0.7,2.5,0.7,0.1,2.8,2.4
LeBron James,CLE,76,76,35.6,25.3,6.8,9.7,18.6,.520,1.1,3.7,.309,.551,4.7,6.5,.731,1.5,6.0,1.4,0.6,3.3,1.9
Al Jefferson,CHO,47,18,23.3,12.0,1.5,5.2,10.7,.485,0.0,0.0,,.485,1.5,2.4,.649,1.2,5.2,0.6,0.9,0.7,2.5
Cory Jefferson,PHO,8,0,6.3,2.8,0.0,1.1,2.8,.409,0.0,0.1,.000,.409,0.5,0.8,.667,0.8,1.3,0.0,0.1,0.0,1.0
Richard Jefferson,CLE,74,5,17.9,5.5,0.8,1.9,4.2,.458,0.9,2.3,.382,.564,0.8,1.2,.667,0.2,1.5,0.4,0.2,0.6,1.7
John Jenkins,TOT,43,3,11.2,4.1,0.8,1.7,3.7,.444,0.4,1.2,.314,.494,0.5,0.6,.833,0.2,1.1,0.2,0.0,0.6,0.5
John Jenkins,DAL,21,1,9.2,3.3,0.4,1.4,3.3,.414,0.1,0.9,.158,.436,0.4,0.4,.889,0.2,0.9,0.1,0.0,0.5,0.5
John Jenkins,PHO,22,2,13.0,5.0,1.2,1.9,4.1,.467,0.6,1.5,.406,.539,0.5,0.7,.800,0.2,1.4,0.2,0.0,0.7,0.5
Brandon Jennings,TOT,48,7,18.1,6.9,3.5,2.3,6.3,.368,1.1,3.2,.329,.452,1.2,1.6,.731,0.3,1.7,0.6,0.1,1.2,1.2
Brandon Jennings,DET,23,1,18.1,6.8,3.0,2.3,6.2,.371,1.0,3.3,.312,.455,1.2,1.7,.711,0.2,1.8,0.5,0.1,1.0,1.0
Brandon Jennings,ORL,25,6,18.1,7.0,4.0,2.4,6.4,.366,1.1,3.1,.346,.450,1.2,1.6,.750,0.4,1.6,0.7,0.2,1.4,1.3
Jonas Jerebko,BOS,78,0,15.1,4.4,0.8,1.5,3.7,.413,0.6,1.4,.398,.488,0.8,1.0,.782,1.0,2.7,0.3,0.3,0.7,1.8
Amir Johnson,BOS,79,76,22.8,7.3,1.7,3.2,5.4,.585,0.1,0.5,.233,.596,0.9,1.5,.570,2.3,4.1,0.7,1.1,1.2,2.7
Chris Johnson,UTA,70,2,12.2,2.9,0.6,1.0,2.8,.371,0.4,1.4,.273,.441,0.5,0.6,.810,0.4,1.5,0.5,0.3,0.6,1.4
James Johnson,TOR,57,32,16.2,5.0,1.2,2.0,4.2,.475,0.4,1.2,.303,.517,0.7,1.2,.574,0.5,1.7,0.5,0.6,0.9,1.5
Joe Johnson,TOT,81,81,33.4,12.2,3.9,4.7,10.6,.439,1.5,3.9,.383,.509,1.5,1.8,.831,0.6,3.0,0.8,0.0,2.0,1.8
Joe Johnson,BRK,57,57,33.9,11.8,4.1,4.3,10.7,.406,1.5,4.0,.371,.476,1.6,1.9,.852,0.6,3.3,0.7,0.0,2.0,1.8
Joe Johnson,MIA,24,24,32.0,13.4,3.6,5.4,10.5,.518,1.5,3.5,.417,.588,1.1,1.4,.765,0.6,2.2,0.9,0.1,1.8,1.9
Orlando Johnson,TOT,7,1,14.4,3.7,0.3,1.3,4.9,.265,0.3,1.4,.200,.294,0.9,1.1,.750,0.6,1.6,0.4,0.4,0.6,1.3
Orlando Johnson,PHO,2,0,23.5,8.0,0.0,2.5,8.5,.294,0.5,2.5,.200,.324,2.5,3.0,.833,1.5,3.0,1.0,1.5,0.5,2.5
Orlando Johnson,NOP,5,1,10.8,2.0,0.4,0.8,3.4,.235,0.2,1.0,.200,.265,0.2,0.4,.500,0.2,1.0,0.2,0.0,0.6,0.8
Stanley Johnson,DET,73,6,23.1,8.1,1.6,3.1,8.2,.375,0.9,2.8,.307,.428,1.1,1.4,.784,0.8,3.4,0.8,0.2,1.6,2.4
Tyler Johnson,MIA,36,5,24.0,8.7,2.2,3.3,6.8,.486,0.8,2.0,.380,.541,1.4,1.8,.797,0.8,2.3,0.7,0.4,1.3,1.8
Wesley Johnson,LAC,80,9,20.8,6.9,0.6,2.6,6.4,.404,1.3,3.9,.333,.504,0.4,0.6,.652,0.5,2.6,1.1,0.7,0.7,2.2
Nikola Jokić,DEN,80,55,21.7,10.0,2.4,3.8,7.5,.512,0.4,1.1,.333,.535,1.9,2.4,.811,2.3,4.7,1.0,0.6,1.3,2.6
Dahntay Jones,CLE,1,0,42.0,13.0,2.0,6.0,14.0,.429,1.0,2.0,.500,.464,0.0,0.0,,1.0,4.0,1.0,2.0,0.0,6.0
James Jones,CLE,48,0,9.6,3.7,0.3,1.2,3.0,.408,0.9,2.2,.394,.553,0.4,0.5,.808,0.2,0.9,0.2,0.2,0.3,1.0
Terrence Jones,HOU,50,11,20.9,8.7,0.8,3.3,7.3,.452,0.5,1.6,.316,.486,1.5,2.3,.664,1.2,3.0,0.5,0.8,1.0,1.7
Tyus Jones,MIN,37,0,15.5,4.2,2.9,1.5,4.2,.359,0.4,1.4,.302,.410,0.8,1.1,.718,0.2,1.1,0.8,0.1,0.9,0.9
DeAndre Jordan,LAC,77,77,33.7,12.7,1.2,4.6,6.6,.703,0.0,0.0,.000,.703,3.5,8.0,.430,3.5,10.3,0.7,2.3,1.4,2.7
Cory Joseph,TOR,80,4,25.6,8.5,3.1,3.2,7.3,.439,0.4,1.4,.273,.465,1.7,2.2,.764,0.5,2.1,0.8,0.3,1.3,1.6
Chris Kaman,POR,16,2,7.0,2.8,0.7,1.3,2.7,.465,0.1,0.3,.250,.477,0.2,0.2,1.000,0.4,1.1,0.1,0.1,0.5,0.9
Frank Kaminsky,CHO,81,3,21.1,7.5,1.2,2.7,6.5,.410,0.8,2.5,.337,.474,1.3,1.8,.730,0.9,3.3,0.5,0.5,0.7,1.6
Enes Kanter,OKC,82,1,21.0,12.7,0.4,5.0,8.8,.576,0.1,0.3,.476,.583,2.4,3.1,.797,3.0,5.1,0.3,0.4,1.4,2.0
Sergey Karasev,BRK,40,5,10.0,2.4,0.9,0.8,1.9,.405,0.3,0.9,.297,.480,0.7,0.7,.929,0.2,1.3,0.2,0.1,0.6,0.7
Sasha Kaun,CLE,25,0,3.8,0.9,0.1,0.4,0.7,.529,0.0,0.0,,.529,0.2,0.4,.455,0.5,0.6,0.2,0.2,0.3,0.4
Ryan Kelly,LAL,36,0,13.1,4.2,0.6,1.5,4.1,.369,0.1,1.0,.135,.386,1.0,1.5,.685,0.6,2.8,0.4,0.3,0.5,1.1
Michael Kidd-Gilchrist,CHO,7,7,29.3,12.7,1.3,4.7,8.7,.541,0.4,1.0,.429,.566,2.9,4.1,.690,1.7,4.7,0.4,0.4,1.1,1.3
Sean Kilpatrick,TOT,31,0,19.9,11.1,0.9,4.0,8.7,.456,1.3,3.7,.342,.528,1.9,2.2,.896,0.4,1.4,0.4,0.1,1.0,1.2
Sean Kilpatrick,DEN,8,0,10.3,3.4,0.4,1.0,2.6,.381,0.5,2.1,.235,.476,0.9,1.0,.875,0.3,0.5,0.3,0.0,0.5,0.9
Sean Kilpatrick,BRK,23,0,23.2,13.8,1.1,5.0,10.8,.462,1.5,4.2,.361,.532,2.3,2.6,.898,0.4,1.7,0.4,0.1,1.2,1.3
Brandon Knight,PHO,52,50,36.0,19.6,5.1,7.1,17.2,.415,2.3,6.8,.342,.482,3.0,3.5,.852,0.7,3.2,1.2,0.4,3.4,2.4
Kyle Korver,ATL,80,80,30.0,9.2,2.1,3.4,7.7,.435,2.0,5.0,.398,.563,0.6,0.7,.833,0.2,3.1,0.8,0.4,1.2,2.0
Kosta Koufos,SAC,78,14,19.0,6.8,0.4,3.0,5.7,.532,0.0,0.0,,.532,0.7,1.3,.548,2.2,3.3,0.5,0.9,0.6,2.4
Jeremy Lamb,CHO,66,0,18.6,8.8,1.2,3.5,7.7,.451,0.8,2.7,.309,.506,1.0,1.3,.727,0.7,3.2,0.6,0.5,0.8,1.6
Carl Landry,PHI,36,12,15.8,9.8,0.9,3.9,6.9,.556,0.2,0.4,.462,.568,1.9,2.5,.736,1.4,2.7,0.3,0.3,0.6,1.9
Shane Larkin,BRK,78,17,22.4,7.3,4.4,2.8,6.4,.442,0.5,1.4,.361,.481,1.1,1.4,.776,0.4,1.9,1.2,0.2,1.9,1.6
Joffrey Lauvergne,DEN,59,15,17.6,7.9,0.9,3.3,6.4,.513,0.2,0.9,.245,.530,1.1,1.2,.899,1.3,3.6,0.2,0.3,0.9,1.9
Zach LaVine,MIN,82,33,28.0,14.0,3.1,5.3,11.7,.452,1.5,3.9,.389,.516,2.0,2.5,.793,0.3,2.5,0.8,0.2,1.9,2.4
Ty Lawson,TOT,66,13,21.4,5.7,3.6,2.1,5.4,.393,0.5,1.6,.333,.444,0.9,1.3,.686,0.4,1.4,0.8,0.1,1.4,1.3
