Player,Team,GP,MP,PTS,AST,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,STL,BLK,TOV,PF,ORtg,DRtg
D.J. Augustin,DEN,28,659,24.7,10.0,7.8,17.4,.445,3.3,8.1,.411,5.9,7.2,.819,0.2,3.7,1.9,0.2,4.1,3.3,116,111
Jeff Ayres,LAC,17,107,14.0,2.3,5.6,10.8,.522,0.0,0.5,.000,2.8,2.8,1.000,1.9,8.4,0.0,1.4,2.8,8.4,105,106
Luke Babbitt,NOP,47,845,19.2,3.1,7.2,17.0,.422,2.6,6.4,.404,2.3,2.9,.780,1.5,7.2,0.6,0.4,1.3,5.3,107,112
Cameron Bairstow,CHI,18,103,16.6,2.9,6.3,19.5,.325,0.5,2.4,.200,3.4,3.9,.875,1.9,11.7,1.0,1.5,1.9,9.2,86,104
Leandro Barbosa,GSW,68,1079,19.4,3.7,7.7,16.6,.462,1.7,4.9,.355,2.3,2.8,.839,1.3,4.0,2.0,0.4,2.4,4.8,106,106
J.J. Barea,DAL,74,1667,24.7,9.2,9.7,21.7,.446,3.1,7.9,.385,2.3,2.9,.771,0.8,3.8,0.8,0.1,3.5,3.4,106,111
Andrea Bargnani,BRK,46,634,24.2,1.4,10.1,22.2,.455,0.2,1.3,.188,3.7,4.5,.825,2.2,5.5,0.3,0.7,2.1,4.8,100,115
Harrison Barnes,GSW,66,2042,18.3,2.8,7.0,15.0,.466,1.9,5.1,.383,2.4,3.2,.761,1.8,5.9,1.0,0.2,1.3,3.2,114,107
Matt Barnes,MEM,76,2190,17.8,3.8,6.2,16.3,.381,2.8,8.7,.322,2.6,3.2,.804,2.0,7.9,1.8,1.3,2.8,5.5,99,107
Will Barton,DEN,82,2353,25.1,4.3,9.1,20.9,.432,2.4,6.9,.345,4.6,5.7,.806,1.3,8.9,1.5,0.8,3.0,3.1,105,108
Brandon Bass,LAL,66,1342,17.7,2.8,6.5,11.9,.549,0.0,0.1,.000,4.7,5.5,.845,3.9,6.8,1.2,2.1,1.6,4.7,127,111
Nicolas Batum,CHO,70,2448,21.4,8.3,7.6,17.9,.426,2.8,8.2,.348,3.3,3.9,.849,1.1,7.6,1.3,0.9,4.2,2.3,104,105
Jerryd Bayless,MIL,52,1505,18.3,5.5,6.3,14.8,.423,3.4,7.8,.437,2.4,3.0,.778,0.7,4.1,1.6,0.4,2.5,3.8,110,112
Aron Baynes,DET,81,1233,21.0,2.1,7.9,15.7,.505,0.0,0.1,.000,5.2,6.8,.764,5.7,10.0,0.9,2.1,2.7,6.2,114,104
Kent Bazemore,ATL,75,2083,20.7,4.1,7.6,17.2,.441,2.6,7.2,.357,2.9,3.6,.815,0.7,8.3,2.3,0.9,3.3,4.2,99,100
Bradley Beal,WAS,55,1708,27.3,4.6,10.2,22.8,.449,3.0,7.7,.387,3.9,5.0,.767,1.2,4.2,1.5,0.3,3.2,3.3,103,108
Michael Beasley,HOU,20,363,34.5,2.2,14.5,27.8,.522,0.4,1.2,.333,5.1,6.6,.776,3.9,9.3,1.5,1.2,3.3,5.3,108,107
Marco Belinelli,SAC,68,1672,20.0,3.6,7.0,18.2,.386,2.6,8.5,.306,3.3,4.0,.833,0.3,3.1,1.1,0.1,2.3,2.6,99,113
Anthony Bennett,TOR,19,84,17.2,0.0,4.9,16.6,.296,1.8,8.6,.214,5.5,6.2,.900,3.7,10.5,3.1,0.0,2.5,4.9,94,102
Patrick Beverley,HOU,71,2041,16.9,5.8,6.2,14.3,.434,3.0,7.5,.400,1.4,2.1,.682,1.8,4.3,2.3,0.6,2.2,5.6,114,110
Bismack Biyombo,TOR,82,1808,13.0,0.8,4.5,8.2,.542,0.0,0.0,.000,4.1,6.5,.628,5.2,13.5,0.5,3.8,2.0,6.4,118,101
Nemanja Bjelica,MIN,60,1075,14.4,3.9,5.2,11.0,.468,2.3,5.9,.384,1.9,2.6,.727,2.3,7.5,1.2,1.0,2.2,7.2,114,110
Tarik Black,LAL,39,496,13.5,1.6,5.8,10.5,.548,0.0,0.0,,1.9,4.6,.422,4.5,11.4,1.4,1.8,2.2,7.9,105,108
DeJuan Blair,WAS,29,218,13.6,2.5,6.3,15.2,.412,0.0,0.2,.000,1.1,2.9,.385,4.5,8.3,1.8,0.4,3.4,11.9,85,105
Steve Blake,DET,58,986,13.0,10.2,4.8,12.3,.388,2.7,7.7,.344,0.8,1.0,.800,0.5,4.1,1.2,0.3,4.1,3.6,101,108
Eric Bledsoe,PHO,31,1059,29.1,8.7,10.3,22.6,.453,2.2,5.9,.372,6.3,7.9,.802,0.8,4.9,2.9,0.9,5.1,3.5,107,107
Bojan Bogdanović,BRK,79,2115,21.1,2.4,7.7,17.8,.433,3.1,8.1,.382,2.6,3.1,.833,0.9,5.2,0.7,0.1,2.7,2.8,102,115
Andrew Bogut,GSW,70,1451,12.5,5.4,5.8,9.3,.627,0.0,0.0,1.000,0.8,1.7,.480,4.0,12.4,1.1,3.8,2.8,7.4,120,99
Matt Bonner,SAS,30,206,18.9,2.2,7.2,14.2,.509,3.7,8.4,.441,0.7,1.0,.750,0.7,6.0,1.5,0.2,0.7,4.0,126,102
Devin Booker,PHO,76,2108,24.2,4.6,8.5,20.0,.423,2.3,6.7,.343,5.0,5.9,.840,0.6,3.7,1.0,0.5,3.7,5.2,102,112
Trevor Booker,UTA,79,1632,15.0,2.7,6.1,12.5,.490,0.4,1.3,.293,2.3,3.4,.670,5.4,9.2,1.9,1.3,2.6,5.5,109,102
Chris Bosh,MIA,53,1778,29.1,3.7,10.3,22.1,.467,2.3,6.4,.365,6.1,7.7,.795,1.4,9.9,1.0,1.0,2.3,2.9,114,104
Avery Bradley,BOS,76,2536,22.2,3.0,8.8,19.6,.447,2.8,7.8,.361,1.8,2.4,.780,0.9,3.3,2.2,0.4,2.1,3.2,105,106
Elton Brand,PHI,17,225,15.2,3.9,6.8,15.7,.431,0.0,0.2,.000,1.7,2.0,.889,2.0,11.8,2.0,1.7,2.4,7.0,93,105
Corey Brewer,HOU,82,1669,17.4,3.2,6.2,16.3,.384,1.8,6.6,.272,3.1,4.1,.750,1.2,4.6,2.5,0.6,2.3,4.9,98,109
Aaron Brooks,CHI,69,1108,22.2,8.1,8.5,21.2,.401,3.0,8.4,.357,2.2,2.9,.766,1.0,3.6,1.4,0.5,3.7,6.0,99,109
Anthony Brown,LAL,29,599,9.6,1.6,3.3,10.6,.310,1.7,5.9,.286,1.4,1.7,.850,0.8,5.1,1.2,0.4,1.3,2.9,88,114
Lorenzo Brown,PHO,8,61,16.0,8.8,6.4,20.0,.320,0.8,6.4,.125,2.4,3.2,.750,0.0,5.6,2.4,0.8,7.2,3.2,72,108
Markel Brown,BRK,62,982,18.6,4.7,6.5,16.5,.394,2.0,6.2,.314,3.6,4.8,.755,1.2,5.1,2.0,0.8,2.8,4.8,99,111
Kobe Bryant,LAL,66,1863,31.3,5.0,10.7,30.0,.358,3.6,12.6,.285,6.3,7.6,.826,1.1,5.6,1.7,0.4,3.5,3.1,95,113
Chase Budinger,TOT,66,929,14.4,3.4,5.5,12.7,.435,1.3,4.6,.279,2.1,3.0,.696,2.3,5.7,1.7,0.5,2.3,3.3,102,106
Chase Budinger,IND,49,729,14.7,3.3,5.5,13.2,.418,1.4,4.7,.290,2.3,3.3,.708,2.1,6.1,2.0,0.6,2.1,3.1,102,104
Chase Budinger,PHO,17,200,13.4,3.7,5.6,11.0,.511,1.0,4.1,.235,1.2,1.9,.625,2.9,4.1,0.7,0.2,3.2,3.9,104,113
Reggie Bullock,DET,37,429,14.4,3.2,5.1,11.5,.439,2.6,6.2,.415,1.6,1.8,.933,1.6,6.4,1.2,0.2,0.9,3.4,125,107
Trey Burke,UTA,64,1366,26.2,5.7,10.1,24.5,.413,3.4,9.9,.344,2.6,3.2,.817,0.7,3.6,1.4,0.2,3.1,3.3,102,108
Alec Burks,UTA,31,797,27.3,4.2,9.1,22.1,.410,2.1,5.2,.405,7.0,9.3,.752,1.1,6.2,1.2,0.3,3.4,4.7,104,107
Caron Butler,SAC,17,176,17.2,2.7,6.8,16.1,.424,0.8,4.9,.167,2.7,3.3,.833,1.4,4.6,2.5,0.3,0.8,5.2,106,109
Jimmy Butler,CHI,67,2474,28.4,6.5,9.5,21.0,.454,1.3,4.2,.312,8.0,9.6,.832,1.6,5.7,2.2,0.9,2.7,2.5,116,106
Rasual Butler,SAS,46,432,14.7,2.8,5.8,12.3,.471,1.8,5.8,.306,1.3,1.9,.688,0.4,6.3,1.5,2.7,0.9,1.3,112,98
Bruno Caboclo,TOR,6,43,3.6,1.2,1.2,14.4,.083,1.2,8.4,.143,0.0,0.0,,1.2,1.2,2.4,1.2,4.8,2.4,29,107
José Calderón,NYK,72,2024,13.8,7.6,5.3,11.6,.459,2.1,5.2,.414,1.1,1.2,.875,0.6,5.3,1.6,0.2,2.2,3.4,114,109
Kentavious Caldwell-Pope,DET,76,2789,20.0,2.5,7.3,17.4,.420,2.1,6.7,.309,3.3,4.1,.811,1.3,3.8,2.0,0.3,1.9,3.0,107,107
Isaiah Canaan,PHI,77,1966,21.1,3.4,6.5,18.0,.360,4.4,12.1,.363,3.7,4.5,.833,0.5,3.8,1.4,0.3,2.3,3.3,102,113
Clint Capela,HOU,77,1471,18.1,1.6,7.7,13.3,.582,0.0,0.0,.000,2.7,7.1,.379,6.5,10.0,2.0,3.1,2.0,6.4,114,104
DeMarre Carroll,TOR,26,786,18.8,1.8,6.9,17.8,.389,3.0,7.8,.390,2.0,3.3,.600,2.0,6.0,2.9,0.4,1.8,4.1,100,104
Vince Carter,MEM,60,1005,20.2,2.9,6.8,17.6,.388,3.0,8.7,.349,3.6,4.3,.833,1.6,5.9,1.9,0.8,1.8,5.2,107,108
Michael Carter-Williams,MIL,54,1649,19.2,8.7,7.8,17.1,.452,0.5,1.7,.273,3.3,5.0,.654,1.5,7.0,2.5,1.3,4.7,5.0,96,107
Omri Casspi,SAC,69,1880,20.8,2.4,7.6,15.9,.481,2.9,7.0,.409,2.6,4.1,.648,1.5,9.0,1.4,0.4,2.4,3.9,109,108
Willie Cauley-Stein,SAC,66,1412,15.7,1.3,6.5,11.5,.563,0.0,0.1,.000,2.8,4.3,.648,4.6,7.4,1.6,2.2,1.6,5.0,119,107
Mario Chalmers,TOT,61,1373,23.5,8.6,6.8,16.6,.410,1.7,5.6,.309,8.2,9.8,.832,0.9,5.0,3.3,0.5,4.1,6.8,110,106
Mario Chalmers,MIA,6,120,14.1,8.1,4.3,13.7,.313,0.4,4.7,.091,5.1,5.6,.923,0.4,5.6,3.4,0.4,3.8,6.8,91,102
Mario Chalmers,MEM,55,1253,24.4,8.7,7.1,16.9,.417,1.8,5.7,.326,8.5,10.2,.827,0.9,4.9,3.3,0.5,4.1,6.8,111,106
Tyson Chandler,PHO,66,1618,14.2,1.9,5.5,9.5,.583,0.0,0.0,.000,3.2,5.1,.620,5.3,12.1,1.1,1.3,2.8,4.4,114,107
Rakeem Christmas,IND,1,6,33.1,0.0,16.6,16.6,1.000,0.0,0.0,,0.0,0.0,,8.3,0.0,0.0,0.0,0.0,8.3,204,112
Ian Clark,GSW,66,578,19.7,5.4,7.4,16.9,.441,2.5,7.0,.357,2.3,2.8,.824,1.1,4.6,1.4,1.1,3.6,4.8,102,106
Coty Clarke,BOS,3,6,48.7,0.0,16.2,32.5,.500,16.2,16.2,1.000,0.0,0.0,,0.0,8.1,0.0,0.0,8.1,0.0,96,108
Jordan Clarkson,LAL,79,2552,24.1,3.8,9.3,21.6,.433,2.2,6.3,.347,3.2,4.0,.804,1.8,4.3,1.7,0.1,2.7,3.3,103,114
Norris Cole,NOP,45,1198,19.7,6.9,8.1,20.0,.405,1.4,4.2,.324,2.2,2.7,.800,0.4,5.8,1.5,0.2,3.1,4.2,94,111
Darren Collison,SAC,74,2219,22.4,6.9,8.2,16.8,.486,1.9,4.7,.401,4.2,4.9,.858,0.6,3.1,1.6,0.1,2.8,3.1,115,112
Nick Collison,OKC,59,699,8.7,3.7,3.6,7.7,.459,0.0,0.1,.000,1.6,2.3,.697,4.8,7.3,1.1,1.1,3.6,7.6,99,107
Mike Conley,MEM,56,1761,25.0,10.0,8.6,20.3,.422,2.3,6.3,.363,5.6,6.7,.834,0.8,4.0,2.0,0.5,2.5,2.9,115,110
Pat Connaughton,POR,34,143,12.6,3.5,4.5,17.1,.265,1.7,7.3,.238,1.7,1.7,1.000,3.8,7.3,0.7,0.0,3.5,2.1,80,111
Chris Copeland,MIL,24,156,16.3,3.6,5.6,16.7,.333,3.3,11.8,.278,2.0,2.3,.857,0.3,2.9,0.7,0.0,2.0,5.6,94,115
Bryce Cotton,TOT,8,39,10.1,3.8,5.0,12.6,.400,0.0,3.8,.000,0.0,0.0,,0.0,0.0,3.8,0.0,6.3,2.5,54,109
Bryce Cotton,PHO,3,33,5.9,4.4,3.0,11.8,.250,0.0,4.4,.000,0.0,0.0,,0.0,0.0,4.4,0.0,7.4,3.0,43,108
Bryce Cotton,MEM,5,6,34.3,0.0,17.2,17.2,1.000,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,200,118
DeMarcus Cousins,SAC,65,2246,37.4,4.6,12.9,28.5,.451,1.5,4.5,.333,10.2,14.2,.718,3.4,12.6,2.2,2.0,5.3,5.0,103,103
Robert Covington,PHI,67,1903,22.1,2.5,7.1,18.3,.385,4.4,12.4,.353,3.6,4.6,.791,1.7,9.1,2.7,1.0,3.7,6.0,97,106
Allen Crabbe,POR,81,2105,19.8,2.4,7.4,16.1,.459,2.7,6.8,.393,2.3,2.7,.867,0.6,4.5,1.5,0.4,1.5,4.6,114,110
Jamal Crawford,LAC,79,2126,26.4,4.3,8.9,22.1,.404,2.8,8.1,.340,5.8,6.4,.904,0.5,2.9,1.2,0.3,2.7,2.9,104,109
Jae Crowder,BOS,73,2308,21.9,2.9,7.6,17.2,.443,2.6,7.7,.336,4.1,5.0,.820,1.5,6.4,2.7,0.7,1.8,4.2,113,102
Dante Cunningham,NOP,80,1971,12.2,1.9,4.7,10.4,.451,1.4,4.4,.316,1.4,2.1,.695,1.4,4.5,1.1,0.8,1.0,4.4,109,112
Jared Cunningham,TOT,44,410,15.0,2.5,4.5,13.2,.343,1.5,4.9,.308,4.5,6.9,.655,0.4,4.4,1.8,0.3,2.6,5.1,91,107
Jared Cunningham,CLE,40,355,15.1,2.8,4.6,13.2,.352,1.4,4.6,.313,4.3,7.0,.625,0.4,3.8,1.7,0.3,2.6,5.4,91,106
Jared Cunningham,MIL,4,55,14.8,0.9,3.7,13.0,.286,1.9,6.5,.286,5.6,6.5,.857,0.0,8.3,1.9,0.0,2.8,3.7,87,109
Seth Curry,SAC,44,692,20.7,4.6,7.1,15.5,.455,3.5,7.7,.450,3.1,3.7,.833,0.6,3.5,1.5,0.2,2.5,2.8,114,112
Stephen Curry,GSW,79,2700,42.5,9.4,14.4,28.6,.504,7.2,15.9,.454,6.5,7.2,.908,1.2,6.5,3.0,0.3,4.7,2.9,125,103
Troy Daniels,CHO,43,476,25.5,2.2,9.4,19.7,.476,6.2,12.9,.484,0.5,0.9,.556,0.7,5.3,1.2,0.3,2.5,4.2,110,107
Anthony Davis,NOP,61,2164,33.9,2.7,12.8,26.0,.493,0.8,2.5,.324,7.5,9.9,.758,3.0,11.4,1.8,2.9,2.8,3.4,110,104
Ed Davis,POR,81,1684,15.6,2.6,6.1,10.0,.611,0.0,0.0,,3.4,6.1,.559,6.7,11.1,1.7,2.1,1.9,6.0,128,104
Branden Dawson,LAC,6,29,8.6,0.0,3.5,8.6,.400,0.0,0.0,,1.7,1.7,1.000,3.5,3.5,0.0,1.7,0.0,3.5,113,110
Dewayne Dedmon,ORL,58,705,18.1,0.9,7.0,12.6,.559,0.0,0.0,,4.0,5.4,.750,4.8,11.4,1.6,3.3,2.3,7.7,117,102
Bryce Dejean-Jones,NOP,14,279,14.0,2.7,5.0,12.3,.406,2.1,5.7,.375,2.0,3.7,.524,1.4,7.1,1.8,0.4,2.0,3.0,99,110
Sam Dekker,HOU,3,6,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,8.2,8.2,0.0,0.0,0.0,,95
Matthew Dellavedova,CLE,76,1867,15.7,9.3,5.7,14.1,.405,2.7,6.6,.410,1.6,1.8,.864,0.9,3.6,1.2,0.2,3.2,4.9,109,108
Luol Deng,MIA,74,2394,19.5,3.0,7.3,16.0,.455,1.9,5.5,.344,3.1,4.1,.755,2.3,7.2,1.6,0.6,1.7,2.6,112,105
DeMar DeRozan,TOR,78,2804,33.7,5.8,11.3,25.4,.446,0.9,2.6,.338,10.2,12.0,.850,1.2,5.3,1.5,0.4,3.2,3.1,113,108
Boris Diaw,SAS,76,1386,17.9,6.5,7.5,14.1,.527,0.9,2.5,.362,2.1,2.8,.737,2.1,6.5,1.0,0.8,3.6,3.8,109,102
Gorgui Dieng,MIN,82,2220,18.8,3.2,7.0,13.1,.532,0.1,0.5,.300,4.7,5.6,.827,3.6,9.7,2.1,2.2,3.2,5.0,113,106
Spencer Dinwiddie,DET,12,159,18.4,7.0,6.0,17.1,.352,0.3,3.2,.100,6.0,10.5,.576,1.3,4.1,1.0,0.0,2.2,6.3,97,109
Toney Douglas,NOP,61,1262,20.9,6.2,7.2,17.5,.411,3.2,8.0,.399,3.3,3.9,.848,1.0,4.6,2.8,0.2,2.5,5.1,108,109
Goran Dragić,MIA,72,2363,22.1,9.1,9.1,19.0,.477,1.4,4.4,.312,2.6,3.6,.727,1.2,4.8,1.5,0.4,4.0,4.1,105,107
Andre Drummond,DET,81,2666,24.9,1.3,10.5,20.1,.521,0.0,0.1,.333,3.9,11.1,.355,7.5,15.2,2.3,2.1,2.9,4.6,103,98
Jared Dudley,WAS,81,2098,14.8,4.0,5.4,11.3,.478,2.3,5.5,.420,1.7,2.3,.735,1.3,5.4,1.7,0.4,1.9,4.4,114,107
Duje Dukan,SAC,1,24,12.0,2.0,4.0,20.0,.200,4.0,10.0,.400,0.0,0.0,,4.0,4.0,2.0,0.0,0.0,4.0,82,111
Tim Duncan,SAS,61,1536,17.4,5.4,7.2,14.7,.488,0.0,0.1,.000,3.1,4.4,.702,3.8,11.1,1.6,2.6,3.0,4.2,107,96
Mike Dunleavy,CHI,31,703,15.8,2.8,5.5,13.4,.410,2.8,7.1,.394,2.1,2.6,.784,0.6,5.3,1.0,0.7,1.9,4.7,105,109
Kevin Durant,OKC,72,2578,39.1,7.0,13.4,26.6,.505,3.6,9.3,.387,8.6,9.6,.898,0.9,10.5,1.3,1.6,4.8,2.6,122,104
Cleanthony Early,NYK,17,154,10.3,2.0,4.0,13.3,.300,1.3,5.0,.267,1.0,1.3,.750,1.3,7.3,0.7,1.0,3.0,5.3,72,109
Jarell Eddie,WAS,26,147,20.9,1.7,6.6,21.6,.308,5.0,15.6,.319,2.7,2.7,1.000,0.7,7.0,1.7,0.3,0.3,1.7,98,107
Wayne Ellington,BRK,76,1615,18.3,2.6,6.8,17.5,.389,3.0,8.4,.358,1.7,2.0,.857,0.6,4.8,1.5,0.2,1.4,2.6,101,113
Monta Ellis,IND,81,2734,20.4,7.0,7.9,18.5,.427,1.6,5.1,.309,2.9,3.7,.786,0.8,4.2,2.7,0.7,3.7,3.2,99,103
James Ennis,TOT,22,329,24.1,3.2,8.2,17.1,.478,3.9,8.8,.448,3.8,5.2,.735,3.2,3.2,2.4,0.8,2.9,4.2,116,110
James Ennis,MIA,3,7,0.0,7.3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,7.3,216,113
James Ennis,MEM,10,40,20.6,2.6,5.1,16.7,.308,2.6,10.3,.250,7.7,12.9,.600,5.1,3.9,5.1,2.6,2.6,1.3,100,101
James Ennis,NOP,9,282,25.1,3.2,8.8,17.6,.500,4.2,8.8,.480,3.3,4.2,.792,3.0,3.2,2.1,0.5,3.0,4.6,118,111
Tyler Ennis,MIL,46,654,16.0,7.4,6.5,14.6,.449,1.0,3.0,.333,1.9,2.6,.735,1.0,4.8,1.9,0.1,3.6,5.0,99,111
Jeremy Evans,DAL,30,251,14.4,0.4,5.3,9.7,.542,0.8,3.2,.250,3.0,4.3,.714,2.2,8.7,1.2,1.8,1.4,3.9,117,105
Tyreke Evans,NOP,25,765,24.6,10.6,8.8,20.4,.433,2.1,5.5,.388,4.8,6.0,.796,1.3,7.1,2.1,0.5,4.7,4.3,105,109
Festus Ezeli,GSW,46,770,20.1,2.0,7.8,14.3,.548,0.0,0.0,,4.4,8.3,.530,5.7,10.4,1.1,3.1,2.4,5.9,114,101
Kenneth Faried,DEN,67,1694,24.7,2.3,10.3,18.5,.558,0.0,0.1,.500,4.0,6.6,.613,7.0,10.2,0.9,1.8,2.7,5.0,116,107
Jordan Farmar,MEM,12,291,19.5,6.5,7.4,17.7,.420,2.8,8.0,.356,1.8,1.8,1.000,0.7,3.7,2.7,0.4,3.2,3.9,103,109
Derrick Favors,UTA,62,1983,27.0,2.5,11.1,21.6,.515,0.0,0.1,.000,4.8,6.8,.709,4.5,8.9,2.0,2.4,2.8,4.0,111,101
Cristiano Felício,CHI,31,321,16.4,4.1,6.2,11.2,.556,0.0,0.6,.000,3.9,5.5,.714,4.7,11.2,0.9,2.0,2.0,4.8,123,104
Raymond Felton,DAL,80,2192,17.7,6.6,6.4,15.8,.406,1.4,4.9,.282,3.5,4.1,.847,0.8,5.2,1.6,0.3,2.8,3.3,102,108
Evan Fournier,ORL,79,2566,23.6,4.2,8.4,18.1,.462,3.0,7.6,.400,3.9,4.6,.836,0.6,3.7,1.9,0.0,2.6,4.2,111,110
Randy Foye,TOT,81,1642,14.4,4.9,5.1,14.7,.351,2.3,7.6,.300,1.9,2.3,.824,0.7,4.0,1.2,0.9,2.6,4.0,95,111
Randy Foye,DEN,54,1070,15.1,5.2,5.5,15.6,.351,2.3,7.9,.296,1.8,2.2,.830,0.7,4.2,1.2,0.7,2.7,3.9,94,112
Randy Foye,OKC,27,572,13.1,4.3,4.5,12.9,.349,2.2,7.0,.309,1.9,2.3,.815,0.7,3.7,1.1,1.1,2.4,4.2,99,109
Tim Frazier,TOT,51,741,17.5,10.9,6.4,15.4,.419,1.1,3.2,.333,3.6,5.0,.716,1.7,5.6,2.2,0.1,4.4,4.9,103,109
Tim Frazier,POR,35,272,9.4,7.7,3.7,11.0,.333,0.6,3.1,.176,1.5,2.8,.533,2.0,5.1,1.8,0.2,5.0,5.7,81,109
