Player,Team,GP,MP,PTS,AST,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,STL,BLK,TOV,PF,ORtg,DRtg
Reggie Bullock,TOT,63,1879,18.4,3.3,6.3,15.3,.412,3.8,10.1,.377,1.9,2.2,.859,0.6,3.9,1.0,0.3,1.7,2.8,111,113
Reggie Bullock,DET,44,1355,19.4,4.0,6.6,16.0,.413,4.1,10.7,.388,2.0,2.3,.875,0.7,3.7,0.9,0.2,2.0,2.9,113,113
Reggie Bullock,LAL,19,524,15.7,1.8,5.6,13.6,.412,3.0,8.8,.343,1.5,1.9,.810,0.2,4.3,1.4,0.6,1.0,2.7,107,112
Trey Burke,TOT,58,1125,27.1,6.8,10.1,23.5,.431,2.4,6.8,.352,4.4,5.3,.831,1.2,3.0,1.4,0.3,2.1,2.5,110,116
Trey Burke,NYK,33,689,27.1,6.6,10.4,25.0,.413,2.1,6.0,.349,4.3,5.2,.827,1.0,3.3,1.5,0.3,2.0,2.3,106,117
Trey Burke,DAL,25,436,27.0,7.2,9.8,21.1,.463,2.9,8.1,.356,4.6,5.5,.837,1.4,2.7,1.3,0.2,2.2,2.8,119,114
Alec Burks,TOT,64,1375,20.0,4.6,6.8,16.9,.405,2.2,6.0,.363,4.1,5.0,.823,1.1,7.3,1.4,0.7,2.3,3.2,106,114
Alec Burks,UTA,17,269,25.4,3.6,8.4,20.3,.412,2.8,7.6,.372,5.9,6.8,.868,0.4,4.4,1.1,0.7,2.7,3.9,106,109
Alec Burks,CLE,34,979,20.1,5.0,6.9,17.2,.400,2.3,6.0,.378,4.0,5.0,.806,1.3,8.1,1.3,0.8,2.3,3.1,107,117
Alec Burks,SAC,13,127,8.1,3.7,3.3,7.3,.450,0.0,2.2,.000,1.5,1.8,.800,0.7,7.3,2.9,0.4,1.5,2.6,103,109
Deonte Burton,OKC,32,240,15.9,1.8,6.4,15.9,.402,1.6,5.3,.296,1.6,2.3,.667,0.8,4.7,1.2,1.6,1.8,6.0,94,109
Jimmy Butler,TOT,65,2185,26.3,5.7,9.1,19.6,.462,1.5,4.2,.347,6.8,7.9,.855,2.6,4.8,2.7,0.8,2.1,2.4,121,110
Jimmy Butler,MIN,10,361,28.3,5.7,9.8,20.8,.471,2.3,6.0,.378,6.4,8.1,.787,2.1,4.8,3.2,1.3,1.9,2.4,122,111
Jimmy Butler,PHI,55,1824,25.9,5.7,8.9,19.3,.461,1.3,3.8,.338,6.8,7.9,.868,2.7,4.8,2.6,0.8,2.1,2.4,120,109
Bruno Caboclo,MEM,34,800,17.5,3.1,6.0,14.0,.427,3.0,8.1,.369,2.6,3.1,.840,2.6,7.2,0.9,2.1,2.4,5.0,109,109
José Calderón,DET,49,632,8.8,9.0,3.5,9.4,.375,1.1,4.4,.246,0.7,0.9,.818,0.9,3.8,1.2,0.2,2.7,5.0,102,112
Kentavious Caldwell-Pope,LAL,82,2035,21.4,2.5,7.4,17.3,.430,3.5,9.9,.347,3.1,3.6,.867,1.1,4.3,1.7,0.3,1.5,3.1,113,112
Isaiah Canaan,TOT,30,629,13.7,6.4,4.9,12.4,.390,2.6,7.3,.354,1.4,1.8,.792,0.5,3.9,1.1,0.2,2.7,3.9,102,118
Isaiah Canaan,PHO,19,503,13.5,5.9,4.8,12.2,.395,2.4,6.8,.347,1.4,1.9,.750,0.5,4.2,1.1,0.0,2.8,4.4,100,119
Isaiah Canaan,MIN,7,95,16.6,9.6,5.5,14.6,.379,3.5,9.6,.368,2.0,2.0,1.000,0.0,2.5,1.0,0.5,2.0,2.0,117,118
Isaiah Canaan,MIL,4,31,9.0,4.5,3.0,9.0,.333,3.0,7.5,.400,0.0,0.0,,1.5,4.5,0.0,1.5,3.0,3.0,95,110
Clint Capela,HOU,67,2249,24.3,2.1,10.3,16.0,.648,0.0,0.0,,3.6,5.7,.636,6.5,12.0,1.0,2.2,2.1,3.7,133,108
DeMarre Carroll,BRK,67,1703,20.8,2.4,6.3,16.1,.395,3.0,8.7,.342,5.1,6.8,.760,1.9,7.9,0.9,0.3,2.0,3.2,110,111
Jevon Carter,MEM,39,577,14.8,5.9,4.8,15.9,.303,2.9,8.8,.333,2.2,2.8,.813,1.2,4.5,2.2,0.9,2.8,4.7,90,109
Vince Carter,ATL,76,1330,19.5,3.0,6.8,16.3,.419,4.3,11.0,.389,1.6,2.3,.712,1.1,5.7,1.5,0.9,1.7,4.9,112,115
Wendell Carter,CHI,44,1110,19.9,3.4,7.9,16.2,.485,0.3,1.4,.188,3.9,4.9,.795,3.8,9.6,1.1,2.5,2.8,6.6,107,110
Michael Carter-Williams,TOT,28,372,17.6,9.2,6.1,16.2,.374,1.3,5.0,.263,4.2,7.0,.604,2.5,6.7,2.6,2.0,2.6,6.3,106,106
Michael Carter-Williams,HOU,16,145,23.3,7.1,8.5,20.6,.410,2.4,6.4,.368,4.1,8.8,.462,1.0,3.4,3.0,2.0,3.4,9.1,99,109
Michael Carter-Williams,ORL,12,227,14.0,10.6,4.5,13.4,.339,0.6,4.1,.158,4.3,5.8,.741,3.4,8.8,2.4,1.9,2.2,4.5,111,104
Alex Caruso,LAL,25,531,20.1,6.7,6.7,15.2,.445,2.1,4.4,.480,4.5,5.6,.797,1.8,4.1,2.1,0.8,3.7,4.7,109,110
Omri Casspi,MEM,36,520,21.6,2.5,8.2,15.4,.534,1.4,4.1,.349,3.7,5.5,.672,1.6,9.4,1.9,0.9,2.2,3.3,112,107
Willie Cauley-Stein,SAC,81,2213,20.3,4.1,8.7,15.6,.556,0.0,0.0,.500,2.9,5.3,.551,3.8,10.5,2.0,1.1,1.8,4.8,118,108
Troy Caupain,ORL,4,16,30.6,12.2,12.2,24.5,.500,6.1,9.2,.667,0.0,0.0,,3.1,6.1,3.1,0.0,0.0,0.0,144,107
Tyler Cavanaugh,UTA,11,39,11.0,1.2,3.7,12.3,.300,1.2,6.1,.200,2.5,2.5,1.000,3.7,6.1,0.0,0.0,1.2,3.7,97,112
Tyson Chandler,TOT,55,875,9.2,2.0,3.3,5.3,.616,0.0,0.1,.000,2.7,4.6,.586,4.9,11.5,1.1,1.2,2.2,5.9,120,108
Tyson Chandler,PHO,7,89,13.9,3.2,4.3,6.4,.667,0.0,0.0,,5.4,9.7,.556,3.8,17.2,1.1,0.5,3.8,11.3,111,110
Tyson Chandler,LAL,48,786,8.7,1.8,3.1,5.2,.609,0.0,0.1,.000,2.4,4.1,.594,5.0,10.8,1.1,1.3,2.1,5.3,121,108
Wilson Chandler,TOT,51,1177,12.2,3.3,4.6,11.0,.418,2.4,6.3,.373,0.7,1.0,.720,1.9,6.7,1.0,0.8,1.8,4.9,107,112
Wilson Chandler,PHI,36,951,12.0,3.6,4.5,10.3,.440,2.3,5.9,.390,0.6,0.9,.722,2.2,6.2,1.1,0.9,1.9,4.7,111,112
Wilson Chandler,LAC,15,226,13.4,2.1,4.8,13.8,.348,2.7,8.4,.325,1.0,1.5,.714,0.8,9.0,0.6,0.6,1.5,6.1,94,112
Joe Chealey,CHO,1,8,12.2,6.1,6.1,18.2,.333,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,6.1,86,121
Chris Chiozza,HOU,7,33,8.9,5.9,3.0,11.9,.250,3.0,7.4,.400,0.0,0.0,,1.5,4.5,1.5,1.5,1.5,3.0,97,112
Marquese Chriss,TOT,43,499,18.1,2.2,6.7,17.9,.372,1.6,7.1,.222,3.2,4.5,.711,4.0,10.1,1.7,1.1,3.6,8.0,92,113
Marquese Chriss,HOU,16,104,13.7,2.8,5.2,16.0,.324,0.5,7.1,.067,2.8,3.3,.857,3.3,9.9,0.9,1.9,5.7,8.0,75,109
Marquese Chriss,CLE,27,395,19.2,2.0,7.0,18.4,.384,1.9,7.2,.263,3.3,4.8,.684,4.1,10.2,1.9,0.9,3.0,8.0,96,114
Gary Clark,HOU,51,641,11.3,1.4,3.8,11.6,.331,3.1,10.6,.297,0.5,0.5,1.000,1.8,7.0,1.5,2.0,0.5,3.6,108,110
Ian Clark,NOP,60,973,19.2,4.5,7.2,18.3,.394,3.2,9.6,.327,1.6,1.8,.892,0.6,3.6,1.1,0.4,2.8,4.5,98,116
Jordan Clarkson,CLE,81,2214,30.6,4.4,11.9,26.5,.448,3.2,10.0,.324,3.6,4.3,.844,1.8,4.2,1.3,0.3,3.0,2.5,107,119
John Collins,ATL,61,1829,30.0,3.1,11.7,21.0,.560,1.4,4.0,.348,5.1,6.7,.763,5.5,9.5,0.6,1.0,3.0,5.0,122,115
Zach Collins,POR,77,1356,18.3,2.5,6.8,14.3,.473,1.4,4.3,.331,3.4,4.5,.746,3.9,7.7,0.9,2.4,2.8,6.2,112,110
Darren Collison,IND,76,2143,19.5,10.5,7.0,15.0,.467,1.8,4.4,.407,3.6,4.3,.832,0.8,4.5,2.5,0.2,2.9,3.1,118,108
Bonzie Colson,MIL,8,98,18.5,1.4,6.2,18.5,.333,2.4,10.0,.238,3.8,4.3,.889,3.8,10.4,2.4,0.5,1.4,1.4,100,103
Mike Conley,MEM,70,2342,31.4,9.5,10.4,23.8,.438,3.3,9.0,.364,7.3,8.6,.845,0.8,4.2,2.0,0.5,2.8,2.6,117,111
Pat Connaughton,MIL,61,1261,15.5,4.5,6.0,12.9,.466,2.4,7.4,.330,1.1,1.5,.725,2.2,7.3,1.2,0.9,1.2,3.0,122,107
Quinn Cook,GSW,74,1059,22.9,5.2,9.2,19.7,.465,3.6,9.0,.405,0.9,1.2,.769,1.0,6.1,0.9,0.1,2.2,4.1,110,113
DeMarcus Cousins,GSW,30,771,30.1,6.6,11.0,22.9,.480,1.6,5.9,.274,6.5,8.9,.736,2.7,12.6,2.5,2.7,4.4,6.7,109,102
Robert Covington,TOT,35,1203,18.4,1.8,6.2,14.3,.431,3.4,8.9,.378,2.7,3.5,.764,1.1,6.5,2.9,1.9,1.9,5.0,110,108
Robert Covington,PHI,13,440,15.8,1.5,5.4,12.6,.427,3.2,8.3,.390,1.8,2.5,.739,0.8,6.4,2.6,2.5,2.4,4.8,102,106
Robert Covington,MIN,22,763,20.0,2.0,6.7,15.4,.433,3.5,9.3,.372,3.2,4.1,.773,1.3,6.6,3.1,1.5,1.6,5.1,115,109
Allen Crabbe,BRK,43,1133,17.4,1.9,5.8,15.7,.367,4.1,10.9,.378,1.7,2.4,.732,0.7,5.5,1.0,0.5,1.9,4.3,100,112
Torrey Craig,DEN,75,1503,14.1,2.4,5.2,11.8,.442,2.0,6.1,.324,1.6,2.3,.700,2.9,5.7,1.2,1.5,1.4,5.7,114,110
Jamal Crawford,PHO,64,1211,20.0,9.0,6.9,17.3,.397,2.6,8.0,.332,3.7,4.3,.845,0.3,3.0,1.3,0.5,3.9,3.0,102,119
Mitch Creek,TOT,5,48,20.9,6.0,7.9,15.9,.500,0.0,2.0,.000,5.0,7.0,.714,6.0,6.0,2.0,0.0,1.0,3.0,129,111
Mitch Creek,BRK,4,36,19.8,6.6,6.6,13.2,.500,0.0,1.3,.000,6.6,9.3,.714,6.6,6.6,1.3,0.0,0.0,4.0,145,111
Mitch Creek,MIN,1,12,24.0,4.0,12.0,24.0,.500,0.0,4.0,.000,0.0,0.0,,4.0,4.0,4.0,0.0,4.0,0.0,96,111
Jae Crowder,UTA,80,2166,21.0,2.9,7.0,17.6,.399,3.8,11.5,.331,3.1,4.4,.721,1.3,7.2,1.4,0.7,1.9,3.8,107,107
Dante Cunningham,SAS,64,928,10.2,2.6,3.9,8.3,.475,1.6,3.4,.462,0.7,0.9,.778,2.5,7.4,1.4,0.7,1.2,3.7,121,111
Seth Curry,POR,74,1399,20.1,2.3,7.3,16.1,.456,3.9,8.7,.450,1.5,1.8,.846,0.9,3.2,1.2,0.4,2.1,3.4,113,114
Stephen Curry,GSW,69,2331,38.4,7.4,12.9,27.3,.472,7.2,16.5,.437,5.4,5.9,.916,0.9,6.6,1.9,0.5,3.9,3.4,120,110
