Player,Team,GP,GS,MPG,PPG,APG,FG,FGA,FG%,3P,3PA,3P%,eFG%,FT,FTA,FT%,ORB,DRB,STL,BLK,TOV,PF
Brice Johnson,MEM,9,0,6.7,3.0,0.1,1.4,3.4,.419,0.0,0.0,,.419,0.1,0.3,.333,0.8,1.2,0.3,0.4,0.1,0.7
Dakari Johnson,OKC,31,6,5.2,1.8,0.3,0.7,1.3,.564,0.0,0.0,,.564,0.4,0.6,.550,0.5,0.6,0.2,0.3,0.1,0.9
James Johnson,MIA,73,41,26.6,10.8,3.8,4.2,8.4,.503,0.8,2.5,.308,.550,1.5,2.2,.698,0.8,4.1,1.0,0.7,1.9,2.6
Joe Johnson,TOT,55,4,21.9,6.8,1.5,2.7,6.5,.406,0.7,2.6,.276,.461,0.7,0.8,.889,0.3,2.9,0.3,0.1,0.9,1.2
Joe Johnson,UTA,32,3,21.9,7.3,1.4,3.0,7.1,.420,0.7,2.6,.274,.471,0.6,0.8,.833,0.4,3.0,0.4,0.2,1.0,1.0
Joe Johnson,HOU,23,1,22.0,6.0,1.7,2.2,5.8,.381,0.7,2.7,.279,.444,0.9,0.9,.952,0.1,2.7,0.3,0.0,0.8,1.5
Omari Johnson,MEM,4,0,18.8,5.5,1.8,2.3,5.3,.429,1.0,3.0,.333,.524,0.0,0.0,,1.0,1.8,0.5,0.0,0.8,1.5
Stanley Johnson,DET,69,50,27.4,8.7,1.6,3.0,8.1,.375,1.0,3.4,.286,.435,1.6,2.1,.772,0.5,3.2,1.4,0.2,1.1,2.4
Tyler Johnson,MIA,72,39,28.5,11.7,2.3,4.3,9.9,.435,1.7,4.5,.367,.518,1.5,1.8,.822,0.5,3.0,0.8,0.5,1.1,2.1
Wesley Johnson,LAC,74,40,20.1,5.4,0.8,2.0,5.0,.408,0.8,2.4,.339,.489,0.6,0.8,.741,0.4,2.5,1.0,0.8,0.7,2.0
Nikola Jokić,DEN,75,73,32.6,18.5,6.1,6.7,13.5,.499,1.5,3.7,.396,.554,3.5,4.2,.850,2.6,8.1,1.2,0.8,2.8,2.8
Damian Jones,GSW,15,0,5.9,1.7,0.1,0.7,1.5,.500,0.0,0.0,,.500,0.2,0.3,.600,0.3,0.6,0.1,0.2,0.3,0.9
Derrick Jones,TOT,20,8,12.3,3.1,0.5,1.1,2.7,.396,0.2,0.9,.167,.425,0.8,1.2,.667,1.1,0.9,0.2,0.7,0.4,1.2
Derrick Jones,PHO,6,0,5.5,1.5,0.5,0.3,0.7,.500,0.0,0.3,.000,.500,0.8,1.0,.833,0.3,0.3,0.2,0.7,0.2,0.3
Derrick Jones,MIA,14,8,15.1,3.7,0.4,1.4,3.5,.388,0.2,1.1,.188,.418,0.8,1.3,.611,1.4,1.1,0.2,0.6,0.4,1.6
Jalen Jones,TOT,16,0,11.3,4.6,0.3,1.6,4.3,.382,0.6,1.6,.385,.456,0.8,1.2,.632,0.8,1.6,0.3,0.1,0.4,1.4
Jalen Jones,NOP,4,0,4.8,1.3,0.0,0.3,1.0,.250,0.3,0.3,1.000,.375,0.5,0.5,1.000,0.0,0.8,0.0,0.0,0.0,0.5
Jalen Jones,DAL,12,0,13.5,5.8,0.3,2.1,5.3,.391,0.8,2.1,.360,.461,0.8,1.4,.588,1.1,1.8,0.4,0.1,0.6,1.7
Tyus Jones,MIN,82,11,17.9,5.1,2.8,1.8,4.0,.457,0.5,1.6,.349,.526,0.9,1.0,.877,0.2,1.4,1.2,0.1,0.7,1.3
DeAndre Jordan,LAC,77,77,31.5,12.0,1.5,4.8,7.5,.645,0.0,0.0,,.645,2.4,4.1,.580,4.3,10.9,0.5,0.9,1.8,2.6
Cory Joseph,IND,82,17,27.0,7.9,3.2,3.1,7.4,.424,0.8,2.3,.353,.479,0.9,1.1,.745,0.5,2.7,1.0,0.2,1.1,1.7
Frank Kaminsky,CHO,79,4,23.2,11.1,1.6,3.9,9.1,.429,1.3,3.5,.380,.501,2.0,2.5,.799,0.6,3.1,0.5,0.2,0.8,1.2
Enes Kanter,NYK,71,71,25.8,14.1,1.5,5.9,10.0,.592,0.0,0.0,.000,.592,2.2,2.6,.848,3.8,7.1,0.5,0.5,1.7,2.6
Luke Kennard,DET,73,9,20.0,7.6,1.7,2.8,6.4,.443,1.1,2.7,.415,.530,0.9,1.0,.855,0.3,2.1,0.6,0.2,0.9,1.2
Michael Kidd-Gilchrist,CHO,74,74,25.0,9.2,1.0,3.8,7.6,.504,0.0,0.0,.000,.504,1.6,2.3,.684,1.1,2.9,0.7,0.4,0.7,1.9
Sean Kilpatrick,TOT,52,1,12.3,6.3,0.9,2.1,5.7,.374,0.9,2.8,.319,.452,1.2,1.4,.889,0.1,1.6,0.3,0.1,0.7,0.6
Sean Kilpatrick,BRK,16,0,11.4,4.9,0.9,1.6,5.4,.287,0.7,2.7,.256,.351,1.1,1.2,.947,0.1,2.1,0.1,0.1,1.0,0.5
Sean Kilpatrick,MIL,23,0,8.9,4.0,0.7,1.3,3.6,.378,0.6,2.0,.283,.457,0.8,0.8,.947,0.0,1.0,0.2,0.0,0.4,0.7
Sean Kilpatrick,LAC,4,0,9.5,4.8,0.8,1.8,4.5,.389,0.8,1.8,.429,.472,0.5,0.5,1.000,0.0,0.5,0.0,0.0,0.3,0.5
Sean Kilpatrick,CHI,9,1,23.8,15.4,1.4,5.2,11.9,.439,2.1,5.3,.396,.528,2.9,3.6,.813,0.3,2.4,0.7,0.3,1.3,0.9
Maxi Kleber,DAL,72,36,16.8,5.4,0.7,2.1,4.3,.489,0.6,1.8,.313,.553,0.6,0.8,.746,1.0,2.3,0.4,0.7,0.4,1.6
Furkan Korkmaz,PHI,14,0,5.7,1.6,0.3,0.6,2.0,.286,0.4,1.2,.294,.375,0.1,0.3,.500,0.1,0.6,0.1,0.1,0.1,0.9
Luke Kornet,NYK,20,1,16.3,6.7,1.3,2.5,6.3,.392,1.4,4.0,.354,.504,0.4,0.6,.727,0.6,2.7,0.3,0.8,0.6,1.4
Kyle Korver,CLE,73,4,21.6,9.2,1.2,3.0,6.6,.459,2.2,5.2,.436,.628,0.9,1.0,.889,0.1,2.1,0.4,0.4,0.8,1.8
Kosta Koufos,SAC,71,13,19.6,6.7,1.2,3.1,5.5,.571,0.0,0.0,,.571,0.5,1.0,.446,2.1,4.5,0.7,0.5,0.7,2.1
Kyle Kuzma,LAL,77,37,31.2,16.1,1.8,6.1,13.5,.450,2.1,5.6,.366,.527,1.9,2.7,.707,1.1,5.1,0.6,0.4,1.8,2.1
Mindaugas Kuzminskas,NYK,1,0,2.0,0.0,0.0,0.0,2.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Skal Labissière,SAC,60,28,20.7,8.7,1.2,3.4,7.6,.448,0.3,0.9,.353,.467,1.6,2.0,.805,1.7,3.2,0.4,0.8,1.2,2.2
Jeremy Lamb,CHO,80,18,24.6,12.9,2.3,4.8,10.4,.457,1.2,3.2,.370,.513,2.2,2.6,.861,0.6,3.4,0.8,0.4,1.2,1.7
Shane Larkin,BOS,54,2,14.4,4.3,1.8,1.6,4.1,.384,0.6,1.6,.360,.454,0.6,0.7,.865,0.3,1.4,0.5,0.0,0.6,1.1
Joffrey Lauvergne,SAS,55,1,9.7,4.1,0.7,1.8,3.5,.516,0.0,0.1,.000,.516,0.5,0.9,.638,1.1,2.0,0.2,0.1,0.6,0.8
Zach LaVine,CHI,24,24,27.3,16.7,3.0,5.7,14.8,.383,1.8,5.1,.341,.442,3.6,4.5,.813,0.4,3.5,1.0,0.2,1.8,2.3
Jake Layman,POR,35,1,4.6,1.0,0.3,0.4,1.3,.298,0.1,0.6,.200,.340,0.1,0.1,.667,0.1,0.3,0.2,0.1,0.1,0.4
T.J. Leaf,IND,53,0,8.7,2.9,0.2,1.2,2.6,.471,0.3,0.8,.429,.537,0.2,0.3,.625,0.5,1.0,0.1,0.1,0.2,0.8
Courtney Lee,NYK,76,69,30.4,12.0,2.4,4.5,9.9,.454,1.5,3.7,.406,.529,1.5,1.6,.919,0.4,2.6,1.1,0.2,1.1,1.4
Damion Lee,ATL,15,11,26.9,10.7,1.9,4.1,10.1,.408,1.0,4.0,.250,.457,1.5,1.9,.759,0.7,4.0,1.3,0.1,0.9,1.7
Walt Lemon,NOP,5,0,7.0,3.4,1.0,1.4,3.2,.438,0.2,0.2,1.000,.469,0.4,0.6,.667,0.0,0.4,0.0,0.2,0.8,1.0
Alex Len,PHO,69,13,20.2,8.5,1.2,3.1,5.5,.566,0.0,0.0,.333,.567,2.3,3.3,.684,2.5,5.0,0.4,0.9,1.1,2.3
Kawhi Leonard,SAS,9,9,23.3,16.2,2.3,5.8,12.3,.468,1.2,3.9,.314,.518,3.4,4.2,.816,0.7,4.0,2.0,1.0,1.8,1.0
Meyers Leonard,POR,33,2,7.7,3.4,0.5,1.4,2.4,.590,0.3,0.8,.423,.660,0.3,0.3,.818,0.4,1.8,0.2,0.0,0.3,1.1
Jon Leuer,DET,8,0,17.0,5.4,0.6,1.9,4.5,.417,0.0,0.4,.000,.417,1.6,1.9,.867,0.9,3.1,0.1,0.4,0.9,2.0
Caris LeVert,BRK,71,10,26.3,12.1,4.2,4.5,10.4,.435,1.2,3.5,.347,.493,1.9,2.6,.711,0.7,2.9,1.2,0.3,2.2,2.2
DeAndre Liggins,TOT,58,4,12.5,1.7,0.8,0.7,1.8,.377,0.3,0.9,.358,.467,0.0,0.1,.400,0.1,1.2,0.6,0.2,0.3,1.4
DeAndre Liggins,MIL,31,1,15.5,1.8,0.9,0.7,2.1,.338,0.4,1.2,.306,.423,0.1,0.2,.400,0.2,1.4,0.9,0.3,0.4,2.0
DeAndre Liggins,NOP,27,3,9.0,1.6,0.8,0.7,1.5,.439,0.3,0.6,.471,.537,0.0,0.0,,0.1,0.9,0.4,0.1,0.3,0.7
Damian Lillard,POR,73,73,36.6,26.9,6.6,8.5,19.4,.439,3.1,8.6,.361,.519,6.8,7.4,.916,0.8,3.6,1.1,0.4,2.8,1.6
Jeremy Lin,BRK,1,1,25.0,18.0,4.0,5.0,12.0,.417,1.0,2.0,.500,.458,7.0,7.0,1.000,0.0,0.0,0.0,0.0,3.0,3.0
Shaun Livingston,GSW,71,7,15.9,5.5,2.0,2.4,4.8,.501,0.0,0.1,.000,.501,0.7,0.9,.820,0.5,1.4,0.5,0.3,0.8,1.6
Kevon Looney,GSW,66,4,13.8,4.0,0.6,1.7,2.9,.580,0.0,0.1,.200,.583,0.6,1.2,.545,1.3,2.0,0.5,0.8,0.5,1.6
Brook Lopez,LAL,74,72,23.4,13.0,1.7,5.0,10.7,.465,1.5,4.4,.345,.536,1.5,2.1,.703,1.0,3.0,0.4,1.3,1.3,2.6
Robin Lopez,CHI,64,64,26.4,11.8,1.9,5.3,10.1,.530,0.1,0.2,.286,.533,1.1,1.4,.756,2.1,2.4,0.2,0.8,1.7,1.7
Kevin Love,CLE,59,59,28.0,17.6,1.7,5.7,12.4,.458,2.3,5.6,.415,.552,4.0,4.5,.880,1.7,7.5,0.7,0.4,1.5,2.0
Kyle Lowry,TOR,78,78,32.2,16.2,6.9,5.2,12.1,.427,3.1,7.6,.399,.553,2.9,3.3,.854,0.8,4.7,1.1,0.2,2.3,2.5
Timothé Luwawu-Cabarrot,PHI,52,7,15.5,5.8,1.0,1.9,5.1,.375,1.0,3.0,.335,.474,0.9,1.1,.793,0.3,1.1,0.2,0.1,0.7,1.9
Tyler Lydon,DEN,1,0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Trey Lyles,DEN,73,2,19.1,9.9,1.2,3.7,7.5,.491,1.1,3.0,.381,.566,1.4,2.0,.706,0.8,4.0,0.4,0.5,0.8,1.5
Shelvin Mack,ORL,69,3,19.8,6.9,3.9,2.6,6.0,.430,0.7,2.0,.345,.488,1.0,1.4,.711,0.3,2.1,0.8,0.1,1.3,1.3
Josh Magette,ATL,18,0,12.0,2.6,3.2,0.8,2.6,.326,0.4,1.2,.364,.413,0.4,0.4,1.000,0.1,0.9,0.4,0.1,0.5,0.9
Ian Mahinmi,WAS,77,0,14.9,4.8,0.7,1.8,3.2,.556,0.0,0.0,.000,.556,1.2,1.7,.703,1.8,2.3,0.5,0.5,1.3,3.0
Thon Maker,MIL,74,12,16.7,4.8,0.6,1.8,4.3,.411,0.4,1.4,.298,.460,0.9,1.3,.699,1.0,2.0,0.5,0.7,0.6,2.2
Boban Marjanović,TOT,39,1,8.6,6.0,0.6,2.0,3.8,.534,0.0,0.0,,.534,2.0,2.5,.794,1.2,2.5,0.3,0.3,0.9,1.3
Boban Marjanović,DET,19,1,9.0,6.2,0.7,2.2,4.2,.519,0.0,0.0,,.519,1.9,2.4,.800,0.8,2.2,0.2,0.3,1.2,1.5
Boban Marjanović,LAC,20,0,8.3,5.9,0.4,1.9,3.5,.551,0.0,0.0,,.551,2.1,2.6,.788,1.7,2.7,0.3,0.3,0.7,1.2
Lauri Markkanen,CHI,68,68,29.7,15.2,1.2,5.5,12.7,.434,2.1,5.9,.362,.518,2.1,2.4,.843,1.2,6.3,0.6,0.6,1.2,1.5
Jarell Martin,MEM,73,36,22.8,7.7,1.0,3.0,6.8,.446,0.5,1.3,.347,.480,1.2,1.6,.767,1.3,3.0,0.5,0.7,1.2,2.9
Frank Mason,SAC,52,2,18.9,7.9,2.8,2.8,7.3,.379,0.6,1.7,.360,.420,1.8,2.2,.817,0.6,1.9,0.7,0.2,1.3,1.4
Mangok Mathiang,CHO,4,0,5.0,2.0,0.0,1.0,1.8,.571,0.0,0.0,,.571,0.0,0.3,.000,0.8,1.8,0.3,0.0,0.0,1.3
Wesley Matthews,DAL,63,62,33.8,12.7,2.7,4.5,11.1,.406,2.4,6.4,.381,.516,1.3,1.6,.822,0.4,2.7,1.2,0.3,1.3,2.2
Luc Mbah a Moute,HOU,61,15,25.6,7.5,0.9,2.7,5.7,.481,1.0,2.8,.364,.572,1.1,1.6,.684,0.4,2.7,1.2,0.4,1.1,1.6
James Michael McAdoo,PHI,3,0,6.0,2.7,0.0,0.7,2.3,.286,0.7,2.3,.286,.429,0.7,0.7,1.000,0.0,0.7,0.0,0.3,0.3,0.3
Patrick McCaw,GSW,57,10,16.9,4.0,1.4,1.6,3.9,.409,0.3,1.4,.238,.451,0.5,0.6,.765,0.3,1.2,0.8,0.2,0.7,1.2
CJ McCollum,POR,81,81,36.1,21.4,3.4,8.2,18.6,.443,2.3,5.9,.397,.506,2.6,3.1,.836,0.7,3.3,1.0,0.4,1.9,2.1
T.J. McConnell,PHI,76,1,22.4,6.3,4.0,2.8,5.5,.499,0.4,0.8,.435,.531,0.4,0.5,.795,0.5,2.5,1.2,0.2,1.5,1.6
Erik McCree,UTA,4,0,2.0,0.0,0.0,0.0,0.5,.000,0.0,0.3,.000,.000,0.0,0.0,,0.0,0.3,0.3,0.0,0.3,0.0
Chris McCullough,WAS,19,0,4.7,2.4,0.2,0.9,2.2,.429,0.1,0.4,.125,.440,0.5,0.7,.643,0.4,0.9,0.0,0.3,0.1,0.4
Doug McDermott,TOT,81,4,21.8,7.8,1.0,2.9,6.3,.467,1.1,2.7,.426,.557,0.8,1.0,.790,0.5,2.0,0.2,0.2,0.7,1.5
Doug McDermott,NYK,55,1,21.3,7.2,0.9,2.7,6.0,.460,1.0,2.5,.387,.541,0.7,1.0,.755,0.6,1.8,0.2,0.2,0.6,1.3
Doug McDermott,DAL,26,3,22.9,9.0,1.1,3.3,6.9,.478,1.5,3.0,.494,.586,0.9,1.1,.857,0.3,2.3,0.3,0.2,0.8,1.9
JaVale McGee,GSW,65,17,9.5,4.8,0.5,2.1,3.4,.621,0.0,0.1,.000,.621,0.6,0.8,.731,0.9,1.7,0.3,0.9,0.4,1.4
Rodney McGruder,MIA,18,2,16.6,5.1,0.9,2.0,4.1,.493,0.8,1.9,.429,.596,0.2,0.4,.500,0.6,1.2,0.4,0.2,0.2,1.2
Trey McKinney-Jones,IND,1,0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Alfonzo McKinnie,TOR,14,0,3.8,1.5,0.1,0.6,1.1,.533,0.2,0.6,.333,.633,0.1,0.2,.667,0.1,0.4,0.1,0.1,0.2,0.6
Ben McLemore,MEM,56,17,19.5,7.5,0.9,2.8,6.7,.421,1.0,2.8,.346,.495,0.9,1.1,.828,0.6,1.9,0.7,0.3,1.1,2.5
Josh McRoberts,DAL,2,0,3.0,0.0,0.0,0.0,0.5,.000,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0
Jodie Meeks,WAS,77,0,14.5,6.3,0.9,2.0,5.1,.399,0.9,2.7,.343,.491,1.3,1.5,.863,0.2,1.4,0.4,0.1,0.5,0.7
Salah Mejri,DAL,61,1,12.0,3.5,0.6,1.4,2.2,.642,0.0,0.0,.000,.642,0.6,1.1,.576,1.4,2.6,0.4,1.1,0.6,2.0
Jordan Mickey,MIA,23,3,12.3,4.0,0.4,1.7,3.6,.476,0.1,0.7,.125,.488,0.6,0.8,.684,0.8,2.7,0.3,0.4,0.8,1.6
Khris Middleton,MIL,82,82,36.4,20.1,4.0,7.2,15.5,.466,1.8,5.0,.359,.524,3.9,4.4,.884,0.5,4.7,1.5,0.3,2.3,3.3
C.J. Miles,TOR,70,3,19.1,10.0,0.8,3.2,8.6,.379,2.3,6.5,.361,.516,1.2,1.4,.835,0.3,1.9,0.5,0.3,0.6,1.9
Darius Miller,NOP,82,3,23.7,7.8,1.4,2.6,5.9,.444,1.8,4.4,.411,.594,0.7,0.8,.866,0.2,1.8,0.3,0.2,0.7,2.0
Malcolm Miller,TOR,15,4,8.4,2.5,0.2,0.9,1.9,.464,0.5,1.4,.381,.607,0.3,0.3,1.000,0.3,0.7,0.1,0.1,0.3,0.7
Patty Mills,SAS,82,36,25.7,10.0,2.8,3.4,8.3,.411,1.9,5.0,.372,.523,1.3,1.4,.890,0.3,1.6,0.7,0.1,1.3,1.6
Paul Millsap,DEN,38,37,30.1,14.6,2.8,5.3,11.4,.464,1.0,3.0,.345,.509,2.9,4.2,.696,1.7,4.7,1.0,1.2,1.9,2.6
Nikola Mirotić,TOT,55,14,27.2,15.6,1.5,5.6,12.4,.447,2.5,6.5,.377,.546,2.0,2.5,.818,1.1,6.3,0.8,0.7,1.1,2.0
Nikola Mirotić,CHI,25,3,24.9,16.8,1.6,5.7,12.1,.474,2.8,6.4,.429,.588,2.6,3.2,.823,0.7,5.6,0.6,0.5,1.2,1.8
Nikola Mirotić,NOP,30,11,29.1,14.6,1.4,5.4,12.7,.427,2.2,6.6,.335,.513,1.6,1.9,.810,1.4,6.8,1.0,0.9,1.0,2.1
Donovan Mitchell,UTA,79,71,33.4,20.5,3.7,7.5,17.2,.437,2.4,7.0,.340,.506,3.0,3.8,.805,0.7,3.1,1.5,0.3,2.7,2.7
Naz Mitrou-Long,UTA,1,0,1.0,3.0,0.0,1.0,1.0,1.000,1.0,1.0,1.000,1.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Malik Monk,CHO,63,0,13.6,6.7,1.4,2.4,6.7,.360,1.3,3.9,.342,.458,0.5,0.6,.842,0.1,0.9,0.3,0.1,0.8,1.0
Greg Monroe,TOT,51,14,20.4,10.3,2.2,4.3,7.6,.565,0.0,0.0,,.565,1.7,2.3,.739,2.1,4.7,0.9,0.5,1.8,1.9
Greg Monroe,MIL,5,0,15.8,6.8,1.0,3.2,6.6,.485,0.0,0.0,,.485,0.4,0.8,.500,1.2,3.8,0.0,0.0,1.2,1.4
Greg Monroe,PHO,20,14,23.3,11.3,2.5,4.9,7.8,.626,0.0,0.0,,.626,1.6,2.3,.674,2.5,5.5,0.8,0.3,2.0,2.0
Greg Monroe,BOS,26,0,19.1,10.2,2.3,4.0,7.6,.530,0.0,0.0,,.530,2.1,2.7,.797,2.0,4.3,1.1,0.7,1.8,1.8
Luis Montero,DET,2,0,4.0,0.0,0.0,0.0,0.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.0
Ben Moore,IND,2,0,4.5,0.0,0.5,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.5,0.0,0.0,0.0,2.0
E'Twaun Moore,NOP,82,80,31.5,12.5,2.3,5.2,10.1,.508,1.6,3.7,.425,.585,0.6,0.8,.706,0.7,2.2,1.0,0.1,1.2,2.2
Eric Moreland,DET,67,3,12.0,2.1,1.2,1.0,1.8,.541,0.0,0.0,,.541,0.2,0.4,.379,1.2,2.9,0.5,0.8,0.6,1.7
Jaylen Morris,ATL,6,0,16.3,4.7,1.2,2.2,5.3,.406,0.3,1.7,.200,.438,0.0,0.0,,0.3,2.3,0.3,0.2,1.0,0.3
Marcus Morris,BOS,54,21,26.8,13.6,1.3,4.9,11.3,.429,1.6,4.3,.368,.499,2.3,2.9,.805,0.8,4.6,0.6,0.2,1.2,1.9
Markieff Morris,WAS,73,73,27.0,11.5,1.9,4.5,9.4,.480,1.0,2.8,.367,.536,1.4,1.8,.820,1.0,4.6,0.8,0.5,1.7,3.0
Monte Morris,DEN,3,0,8.3,3.3,2.3,1.3,2.0,.667,0.0,0.3,.000,.667,0.7,0.7,1.000,0.0,0.7,1.0,0.0,0.3,0.3
Johnathan Motley,DAL,11,4,16.0,8.7,0.6,3.6,6.8,.533,0.1,0.5,.167,.540,1.4,2.5,.536,1.3,3.2,0.3,0.2,0.8,1.6
Timofey Mozgov,BRK,31,13,11.6,4.2,0.4,1.7,3.0,.559,0.1,0.6,.222,.581,0.7,1.0,.767,1.0,2.1,0.2,0.4,1.1,1.3
Emmanuel Mudiay,TOT,64,14,19.5,8.6,3.2,3.2,8.2,.388,0.7,2.3,.318,.433,1.5,2.0,.760,0.4,2.0,0.6,0.2,1.8,1.3
Emmanuel Mudiay,DEN,42,0,17.9,8.5,2.9,3.1,7.7,.401,0.9,2.4,.373,.460,1.5,1.9,.808,0.4,1.9,0.5,0.1,1.7,1.1
Emmanuel Mudiay,NYK,22,14,22.4,8.8,3.9,3.4,9.3,.368,0.4,2.1,.196,.390,1.6,2.3,.686,0.5,2.2,0.9,0.3,1.9,1.5
Shabazz Muhammad,TOT,43,2,9.7,5.0,0.3,2.0,4.4,.447,0.2,0.6,.259,.465,0.9,1.2,.780,0.5,1.2,0.2,0.1,0.1,0.7
Shabazz Muhammad,MIN,32,2,9.4,3.8,0.2,1.5,3.8,.388,0.1,0.6,.211,.405,0.7,1.0,.710,0.5,0.9,0.2,0.1,0.2,0.7
Shabazz Muhammad,MIL,11,0,10.6,8.5,0.6,3.4,6.1,.552,0.3,0.7,.375,.575,1.5,1.7,.895,0.7,2.1,0.4,0.1,0.1,0.6
Xavier Munford,MIL,6,0,3.5,0.5,0.7,0.2,1.0,.167,0.0,0.3,.000,.167,0.2,0.3,.500,0.2,0.0,0.2,0.0,0.3,0.7
Dejounte Murray,SAS,81,48,21.5,8.1,2.9,3.3,7.5,.443,0.1,0.4,.265,.451,1.3,1.8,.709,1.4,4.3,1.2,0.4,1.7,1.9
Jamal Murray,DEN,81,80,31.7,16.7,3.4,5.9,13.1,.451,2.0,5.4,.378,.529,2.8,3.1,.905,1.0,2.7,1.0,0.3,2.1,2.1
Mike Muscala,ATL,53,7,20.0,7.6,1.0,2.7,5.9,.458,1.2,3.2,.371,.558,1.1,1.2,.919,1.1,3.3,0.6,0.5,0.8,1.5
Abdel Nader,BOS,48,1,10.9,3.0,0.5,1.0,3.1,.336,0.5,1.4,.354,.413,0.5,0.8,.590,0.3,1.2,0.3,0.2,0.7,0.9
Larry Nance,TOT,66,27,21.5,8.7,1.2,3.6,6.3,.581,0.0,0.2,.167,.584,1.4,2.1,.664,2.4,4.4,1.3,0.6,0.8,2.6
Larry Nance,LAL,42,17,22.0,8.6,1.4,3.6,6.0,.601,0.0,0.1,.250,.603,1.3,2.1,.632,2.6,4.2,1.4,0.5,1.0,2.7
Larry Nance,CLE,24,10,20.8,8.9,1.0,3.7,6.7,.550,0.0,0.3,.125,.553,1.5,2.1,.720,2.2,4.8,1.2,0.8,0.4,2.5
Shabazz Napier,POR,74,10,20.7,8.7,2.0,3.0,7.2,.420,1.1,2.9,.376,.497,1.6,1.9,.841,0.4,1.9,1.1,0.2,1.2,1.1
Jameer Nelson,TOT,50,0,20.3,4.9,3.6,1.9,4.9,.389,0.8,2.5,.331,.473,0.3,0.4,.800,0.3,1.8,0.5,0.1,1.3,1.6
Jameer Nelson,NOP,43,0,20.9,5.1,3.6,2.0,4.8,.410,0.9,2.6,.364,.507,0.3,0.4,.765,0.3,2.0,0.5,0.1,1.3,1.6
Jameer Nelson,DET,7,0,16.6,3.7,3.3,1.6,5.6,.282,0.1,2.0,.071,.295,0.4,0.4,1.000,0.3,0.9,0.6,0.1,1.6,2.0
Raul Neto,UTA,41,0,12.1,4.5,1.8,1.7,3.7,.457,0.5,1.1,.404,.520,0.6,0.9,.743,0.2,1.0,0.3,0.1,0.9,0.9
Georges Niang,UTA,9,0,3.6,1.0,0.3,0.4,1.2,.364,0.0,0.4,.000,.364,0.1,0.2,.500,0.3,0.7,0.2,0.0,0.3,0.1
Joakim Noah,NYK,7,0,5.7,1.7,0.6,0.7,1.4,.500,0.0,0.0,,.500,0.3,0.6,.500,0.9,1.1,0.3,0.3,0.6,0.7
Nerlens Noel,DAL,30,6,15.7,4.4,0.7,1.8,3.5,.524,0.0,0.0,.000,.524,0.7,0.9,.750,1.6,4.0,1.0,0.7,0.9,2.0
Lucas Nogueira,TOR,49,3,8.5,2.5,0.4,1.0,1.6,.613,0.1,0.4,.263,.644,0.4,0.6,.679,0.4,1.4,0.5,0.9,0.3,1.0
Dirk Nowitzki,DAL,77,77,24.7,12.0,1.6,4.5,9.8,.456,1.8,4.4,.409,.547,1.3,1.4,.898,0.3,5.4,0.6,0.6,0.7,1.9
Frank Ntilikina,NYK,78,9,21.9,5.9,3.2,2.3,6.4,.364,0.6,2.0,.318,.414,0.6,0.9,.721,0.5,1.8,0.8,0.2,1.7,2.3
Jusuf Nurkić,POR,79,79,26.4,14.3,1.8,6.1,12.0,.505,0.0,0.1,.000,.505,2.2,3.5,.630,2.4,6.6,0.8,1.4,2.3,3.1
David Nwaba,CHI,70,21,23.5,7.9,1.5,2.9,6.0,.478,0.3,0.7,.346,.499,1.9,2.9,.655,1.3,3.4,0.8,0.4,1.1,2.3
Johnny O'Bryant,CHO,36,0,10.5,4.8,0.4,1.9,4.8,.398,0.4,1.2,.326,.439,0.6,0.7,.840,0.8,1.8,0.3,0.2,0.4,1.3
Royce O'Neale,UTA,69,4,16.7,5.0,1.4,1.7,4.1,.423,0.6,1.7,.356,.496,0.9,1.1,.803,0.4,3.1,0.5,0.2,0.8,1.5
Kyle O'Quinn,NYK,77,10,18.0,7.1,2.1,2.9,5.0,.583,0.1,0.2,.235,.589,1.3,1.6,.772,1.6,4.5,0.5,1.3,1.3,2.5
Semi Ojeleye,BOS,73,0,15.8,2.7,0.3,0.9,2.6,.346,0.5,1.7,.320,.452,0.3,0.6,.610,0.5,1.7,0.3,0.1,0.3,1.2
Emeka Okafor,NOP,26,19,13.6,4.4,0.3,1.8,3.7,.505,0.0,0.0,,.505,0.7,0.8,.818,1.8,2.8,0.3,1.0,0.5,1.2
Jahlil Okafor,TOT,28,0,12.6,6.3,0.4,2.8,4.9,.558,0.0,0.1,.250,.562,0.8,1.0,.724,0.8,2.3,0.1,0.6,0.8,1.8
Jahlil Okafor,PHI,2,0,12.5,5.0,0.5,2.0,4.5,.444,0.0,0.0,,.444,1.0,2.0,.500,2.0,2.5,0.0,1.0,1.5,3.5
