Player,Team,GP,MP,PTS,AST,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,STL,BLK,TOV,PF,ORtg,DRtg
Al-Farouq Aminu,NOP,80,2045,14.6,2.9,6.0,12.6,.474,0.3,1.2,.271,2.3,3.5,.664,3.3,9.3,2.1,1.0,2.2,3.7,105,108
Lou Amundson,TOT,19,185,10.7,1.7,4.5,9.0,.500,0.0,0.0,,1.7,6.8,.250,7.9,7.6,2.5,3.1,3.9,13.8,91,105
Lou Amundson,NOP,18,184,10.8,1.7,4.5,9.1,.500,0.0,0.0,,1.7,6.8,.250,7.9,7.6,2.5,3.1,4.0,13.9,91,105
Lou Amundson,CHI,1,1,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,110
Chris Andersen,MIA,72,1396,18.0,0.7,6.7,10.4,.644,0.1,0.5,.250,4.5,6.4,.710,4.9,9.4,1.2,3.7,2.0,6.1,130,102
Alan Anderson,BRK,78,1773,16.7,2.4,5.7,14.4,.400,2.5,7.3,.339,2.7,3.5,.780,1.2,4.0,1.4,0.3,1.8,4.4,103,111
James Anderson,PHI,80,2309,17.0,3.1,6.5,15.0,.431,2.4,7.4,.328,1.6,2.2,.726,1.2,5.1,1.6,0.6,2.2,3.2,102,112
Ryan Anderson,NOP,22,795,28.6,1.1,10.2,23.2,.438,4.4,10.7,.409,3.9,4.1,.952,4.3,5.0,0.7,0.5,1.3,3.1,120,115
Giannis Antetokounmpo,MIL,77,1897,14.5,4.1,4.8,11.5,.414,1.1,3.3,.347,3.8,5.6,.683,2.2,7.2,1.7,1.7,3.4,4.8,99,110
Carmelo Anthony,NYK,77,2982,37.7,4.3,13.2,29.3,.452,3.0,7.4,.402,8.2,9.6,.848,2.6,8.5,1.7,0.9,3.5,4.0,113,108
Joel Anthony,TOT,33,186,7.8,0.6,3.3,8.9,.375,0.0,0.0,,1.1,2.2,.500,4.2,6.4,0.8,3.3,0.8,4.7,96,107
Joel Anthony,MIA,12,37,8.5,0.0,2.8,8.5,.333,0.0,0.0,,2.8,2.8,1.000,2.8,7.1,0.0,5.7,1.4,5.7,94,104
Joel Anthony,BOS,21,149,7.6,0.7,3.5,9.0,.385,0.0,0.0,,0.7,2.1,.333,4.5,6.2,1.0,2.8,0.7,4.5,96,107
Pero Antić,ATL,50,925,19.3,3.2,6.7,16.1,.418,3.1,9.4,.327,2.7,3.6,.758,3.1,8.3,1.0,0.7,3.0,6.9,103,107
Trevor Ariza,WAS,77,2723,20.9,3.6,7.4,16.1,.456,3.4,8.4,.407,2.8,3.7,.772,1.9,7.1,2.4,0.4,2.5,3.4,113,104
Hilton Armstrong,GSW,15,97,12.9,2.6,4.6,9.8,.474,0.0,0.0,,3.6,8.2,.438,9.8,14.4,2.1,2.1,3.1,5.7,108,96
Darrell Arthur,DEN,68,1161,16.9,2.6,6.8,17.3,.395,1.0,2.7,.375,2.2,2.6,.855,2.2,6.7,1.6,2.0,2.4,7.8,94,107
Ömer Aşık,HOU,48,968,14.4,1.3,5.2,9.8,.532,0.0,0.0,,4.0,6.5,.619,5.2,14.3,0.7,1.9,3.0,4.7,109,103
D.J. Augustin,TOT,71,1939,25.5,8.6,8.2,19.7,.415,3.6,9.1,.401,5.5,6.2,.885,0.4,3.2,1.5,0.1,3.4,4.0,113,105
D.J. Augustin,TOR,10,82,13.4,6.4,4.5,15.3,.292,0.6,7.0,.091,3.8,3.8,1.000,0.0,2.5,0.6,0.0,5.7,4.5,75,111
D.J. Augustin,CHI,61,1857,26.0,8.7,8.3,19.9,.419,3.8,9.2,.411,5.6,6.3,.882,0.4,3.2,1.5,0.1,3.3,4.0,114,105
Gustavo Ayón,ATL,26,429,13.2,3.3,6.1,12.1,.510,0.0,0.0,,0.9,2.4,.400,5.0,9.8,3.0,1.2,3.4,5.6,98,101
Jeff Ayres,SAS,73,952,12.7,3.2,5.4,9.2,.580,0.0,0.0,,2.0,2.9,.691,4.7,9.0,0.7,1.3,3.3,7.8,110,103
Chris Babb,BOS,14,132,8.6,1.2,3.1,11.7,.267,2.3,10.5,.222,0.0,0.0,,1.6,5.1,2.3,0.0,1.2,5.1,82,108
Luke Babbitt,NOP,27,473,18.7,3.2,6.6,17.0,.390,4.0,10.5,.379,1.5,2.0,.778,2.0,7.7,0.8,1.2,1.7,5.7,109,112
Leandro Barbosa,PHO,20,368,20.4,4.4,7.6,17.8,.427,1.0,3.4,.280,4.2,5.3,.795,0.7,4.4,1.0,0.5,2.6,4.1,103,110
J.J. Barea,MIN,79,1471,22.1,10.2,8.5,22.0,.387,2.4,7.7,.316,2.6,3.4,.790,0.5,4.6,0.9,0.0,4.2,4.3,98,110
Andrea Bargnani,NYK,42,1257,23.6,1.9,9.4,21.2,.442,1.3,4.6,.278,3.6,4.3,.824,2.9,6.5,0.6,2.2,2.5,4.2,103,110
Harrison Barnes,GSW,78,2204,16.7,2.6,6.1,15.4,.399,1.5,4.3,.347,2.9,4.1,.718,1.5,5.5,1.5,0.5,1.9,3.6,100,105
Matt Barnes,LAC,63,1735,18.0,3.6,6.7,15.2,.438,2.8,8.2,.343,1.9,2.6,.733,1.7,6.7,1.6,0.8,2.5,5.3,107,106
Will Barton,POR,41,387,21.7,4.3,8.5,20.4,.417,1.3,4.3,.303,3.4,4.2,.813,2.1,7.6,1.2,0.9,2.4,4.1,103,107
Brandon Bass,BOS,82,2266,20.7,2.0,8.0,16.5,.486,0.0,0.1,.333,4.7,5.4,.858,3.7,7.0,0.8,1.6,2.3,4.3,111,108
Shane Battier,MIA,73,1468,10.7,2.3,3.8,9.9,.382,2.6,7.5,.348,0.5,0.8,.652,1.2,3.7,1.8,1.4,0.8,4.4,110,108
Nicolas Batum,POR,82,2956,18.3,7.2,6.5,14.0,.465,2.5,6.9,.361,2.8,3.5,.803,2.0,8.5,1.3,1.0,3.6,2.7,113,106
Jerryd Bayless,TOT,72,1686,20.6,6.0,7.7,19.1,.402,2.4,6.6,.358,2.9,3.7,.797,0.7,3.8,1.9,0.3,2.5,5.0,103,109
Jerryd Bayless,MEM,31,650,20.5,5.4,7.4,19.6,.377,2.1,6.8,.301,3.7,4.7,.789,0.7,4.2,1.6,0.4,1.8,5.9,103,107
Jerryd Bayless,BOS,41,1036,20.7,6.4,7.8,18.8,.418,2.5,6.4,.395,2.4,3.0,.803,0.7,3.6,2.0,0.2,3.0,4.4,103,109
Aron Baynes,SAS,53,491,16.6,3.5,7.3,16.8,.436,0.0,0.0,,2.0,2.2,.905,5.9,9.1,0.2,0.5,3.7,7.9,97,105
Kent Bazemore,TOT,67,911,21.7,4.9,7.9,18.4,.429,2.3,6.9,.336,3.6,5.9,.606,0.5,5.8,2.3,0.7,4.2,5.5,93,108
Kent Bazemore,GSW,44,268,18.8,3.7,6.7,18.1,.371,1.9,7.3,.256,3.5,6.7,.528,0.9,6.5,2.2,1.1,5.2,7.8,81,101
Kent Bazemore,LAL,23,643,22.8,5.4,8.4,18.6,.451,2.5,6.7,.371,3.6,5.5,.644,0.4,5.4,2.3,0.5,3.9,4.5,98,110
Bradley Beal,WAS,73,2530,25.4,4.9,9.8,23.4,.419,2.8,7.0,.402,3.0,3.8,.788,1.1,4.5,1.4,0.4,2.6,3.1,103,107
Michael Beasley,MIA,55,831,27.6,2.7,11.2,22.5,.499,1.3,3.4,.389,3.9,5.0,.772,2.0,8.9,1.5,1.3,3.6,5.9,103,105
Marco Belinelli,SAS,80,2016,22.8,4.5,8.4,17.4,.485,3.2,7.3,.430,2.8,3.3,.847,0.5,5.2,1.3,0.2,2.4,3.3,114,105
Anthony Bennett,CLE,52,663,16.9,1.3,6.2,17.5,.356,1.0,4.1,.245,3.4,5.4,.638,3.8,8.2,1.6,0.6,3.7,7.2,85,107
Patrick Beverley,HOU,56,1751,16.3,4.3,5.7,13.7,.414,2.6,7.3,.361,2.4,2.9,.814,2.0,3.5,2.2,0.7,1.9,5.0,115,108
Andris Biedriņš,UTA,6,45,3.5,0.0,1.2,1.2,1.000,0.0,0.0,,1.2,7.0,.167,2.3,17.5,0.0,0.0,2.3,7.0,62,109
Chauncey Billups,DET,19,309,11.8,6.9,3.9,12.9,.304,2.3,7.9,.292,1.6,2.0,.833,0.7,3.9,1.3,0.2,4.1,4.1,87,113
Bismack Biyombo,CHA,77,1072,10.8,0.4,4.3,7.0,.611,0.0,0.0,,2.2,4.3,.517,5.1,12.6,0.3,4.2,1.9,6.0,115,99
DeJuan Blair,DAL,78,1214,21.0,3.0,8.9,16.6,.534,0.0,0.1,.000,3.3,5.1,.636,5.9,9.7,2.5,0.9,3.3,8.1,110,105
Steve Blake,TOT,55,1498,12.4,10.1,4.4,11.6,.377,2.6,6.9,.376,1.1,1.4,.767,0.4,4.8,1.8,0.3,3.3,2.8,103,109
Steve Blake,LAL,27,891,14.0,11.2,4.8,12.7,.378,2.8,7.2,.397,1.5,1.9,.800,0.4,5.2,1.9,0.1,3.9,2.7,103,112
Steve Blake,GSW,28,607,10.0,8.4,3.7,9.9,.375,2.2,6.5,.342,0.4,0.7,.625,0.4,4.2,1.6,0.5,2.5,3.0,105,105
Andray Blatche,BRK,73,1618,26.6,3.6,10.4,21.9,.476,0.5,1.8,.278,5.3,7.2,.742,3.9,8.8,2.4,1.2,3.6,5.4,104,105
Eric Bledsoe,PHO,43,1416,27.0,8.3,9.4,19.7,.477,1.8,5.0,.357,6.5,8.4,.772,1.0,6.2,2.4,0.5,5.1,3.5,110,106
Vander Blue,BOS,3,15,17.1,3.4,6.9,13.7,.500,0.0,3.4,.000,3.4,17.1,.200,0.0,10.3,0.0,0.0,6.9,3.4,64,110
Keith Bogans,BOS,6,55,11.2,2.8,2.8,5.6,.500,2.8,5.6,.500,2.8,2.8,1.000,0.0,2.8,0.9,0.0,0.9,1.9,153,113
Andrew Bogut,GSW,67,1769,13.9,3.2,6.6,10.6,.627,0.0,0.0,,0.6,1.8,.344,5.1,13.8,1.3,3.4,2.7,5.9,115,96
Matt Bonner,SAS,61,690,14.4,2.3,5.3,12.0,.445,3.1,7.2,.429,0.7,0.9,.750,1.2,8.3,1.1,0.8,1.2,3.6,114,103
Trevor Booker,WAS,72,1553,16.3,2.1,7.4,13.4,.551,0.0,0.1,.000,1.6,2.5,.618,4.9,7.6,1.4,1.5,1.9,4.3,114,104
Carlos Boozer,CHI,76,2141,25.9,2.9,11.1,24.4,.456,0.0,0.0,.000,3.7,4.8,.767,3.4,12.3,1.3,0.5,3.8,5.4,95,98
Chris Bosh,MIA,79,2531,26.6,1.8,10.2,19.8,.516,1.5,4.5,.339,4.6,5.7,.820,2.0,8.8,1.7,1.6,2.6,4.0,112,104
Avery Bradley,BOS,60,1855,24.7,2.4,10.0,22.9,.438,2.2,5.5,.395,2.5,3.1,.804,1.3,4.9,1.7,0.3,2.7,4.0,100,109
Elton Brand,ATL,73,1414,15.0,2.7,6.4,11.9,.539,0.0,0.1,.000,2.2,3.4,.649,3.5,9.5,1.4,3.2,2.2,6.9,110,103
Corey Brewer,MIN,81,2609,18.9,2.6,7.3,15.3,.481,1.1,4.0,.280,3.1,4.3,.718,1.2,2.7,2.9,0.6,2.0,4.0,108,107
Ronnie Brewer,TOT,24,160,2.2,3.1,0.9,4.7,.200,0.3,2.5,.125,0.0,0.6,.000,0.6,3.7,1.9,0.3,0.6,1.2,77,109
Ronnie Brewer,HOU,23,158,2.2,3.2,0.9,4.7,.200,0.3,2.5,.125,0.0,0.6,.000,0.6,3.8,1.9,0.3,0.6,1.3,77,109
Ronnie Brewer,CHI,1,2,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,110
Aaron Brooks,TOT,72,1557,20.4,7.4,7.4,18.4,.401,3.0,7.9,.387,2.6,3.0,.874,1.4,3.1,1.6,0.4,3.7,4.6,105,110
Aaron Brooks,HOU,43,716,20.8,5.8,7.2,18.3,.395,3.8,9.2,.409,2.6,3.1,.841,1.6,2.7,1.7,0.4,3.6,5.3,106,110
Aaron Brooks,DEN,29,841,20.1,8.7,7.5,18.5,.406,2.4,6.8,.362,2.7,3.0,.902,1.2,3.4,1.6,0.4,3.8,4.1,104,111
MarShon Brooks,TOT,35,316,24.8,3.9,8.9,19.5,.456,2.0,3.9,.520,5.0,6.9,.727,1.6,6.9,2.2,0.6,3.7,3.3,102,109
MarShon Brooks,BOS,10,73,21.8,2.8,6.3,16.9,.375,1.4,2.8,.500,7.8,9.9,.786,0.7,12.7,0.7,0.7,4.9,3.5,93,106
MarShon Brooks,GSW,7,15,43.2,0.0,16.6,43.2,.385,0.0,6.7,.000,10.0,13.3,.750,3.3,13.3,3.3,0.0,0.0,0.0,96,97
MarShon Brooks,LAL,18,228,24.5,4.5,9.2,18.8,.489,2.3,4.1,.579,3.8,5.5,.692,1.7,4.7,2.6,0.6,3.6,3.4,105,110
Lorenzo Brown,PHI,26,224,13.8,8.9,5.6,18.6,.302,0.6,6.5,.100,1.9,2.8,.692,1.7,4.3,2.8,0.6,3.5,4.1,82,109
Shannon Brown,TOT,29,251,13.1,1.9,5.0,13.7,.364,0.0,0.4,.000,3.1,4.4,.714,1.5,4.4,2.7,0.0,3.7,5.0,78,107
Shannon Brown,SAS,10,103,11.3,2.5,3.9,13.7,.286,0.0,1.0,.000,3.4,4.4,.778,0.5,5.9,0.5,0.0,3.9,5.9,68,107
Shannon Brown,NYK,19,148,14.4,1.4,5.7,13.7,.421,0.0,0.0,,2.9,4.3,.667,2.2,3.2,4.3,0.0,3.6,4.3,85,107
Kobe Bryant,LAL,6,177,22.8,10.4,8.5,20.1,.425,0.8,4.4,.188,4.9,5.8,.857,0.5,6.6,1.9,0.3,9.3,2.5,84,111
Chase Budinger,MIN,41,751,18.0,2.0,6.6,16.7,.394,2.8,7.9,.350,2.1,2.6,.821,1.2,5.5,1.2,0.1,1.6,3.8,103,109
Reggie Bullock,LAC,43,395,14.6,1.5,5.4,15.3,.355,2.8,9.2,.301,0.9,1.1,.778,1.4,5.4,1.1,0.1,1.6,3.3,93,108
Trey Burke,UTA,70,2262,20.8,9.2,7.9,20.8,.380,2.6,7.8,.330,2.4,2.6,.903,0.9,4.0,1.0,0.1,3.0,3.4,101,115
Alec Burks,UTA,78,2193,26.1,5.1,9.1,19.9,.457,1.2,3.4,.350,6.7,8.9,.748,1.4,4.7,1.7,0.3,3.6,4.6,106,113
Caron Butler,TOT,56,1419,21.3,3.0,7.7,19.6,.394,3.6,9.0,.394,2.3,2.7,.840,0.8,7.5,1.7,0.6,2.2,4.3,102,108
Caron Butler,MIL,34,821,23.8,3.6,8.7,22.6,.387,3.4,9.4,.361,3.0,3.6,.839,1.0,9.0,1.5,0.7,3.3,4.1,96,110
Caron Butler,OKC,22,598,17.9,2.2,6.4,15.6,.409,3.8,8.6,.441,1.3,1.6,.842,0.4,5.6,2.0,0.5,0.7,4.7,115,105
Jimmy Butler,CHI,67,2591,18.0,3.6,5.6,14.2,.397,1.4,4.9,.283,5.3,6.9,.769,1.8,5.0,2.6,0.7,2.1,2.2,108,100
Rasual Butler,IND,50,378,18.7,2.3,7.0,15.1,.464,3.6,8.5,.419,1.1,1.9,.571,0.8,4.8,1.0,1.2,1.5,4.1,113,102
Dwight Buycks,TOR,14,146,15.4,3.6,5.4,17.2,.313,1.8,6.1,.294,2.9,3.2,.889,1.4,6.8,2.9,0.0,3.6,3.9,84,103
Andrew Bynum,TOT,26,516,22.5,2.9,9.4,22.5,.418,0.0,0.0,,3.7,4.9,.755,5.3,9.2,0.6,2.9,3.4,3.1,95,105
Andrew Bynum,CLE,24,480,21.7,2.9,9.1,21.8,.419,0.0,0.0,,3.4,4.5,.762,5.0,8.5,0.6,3.0,3.2,3.0,96,106
Andrew Bynum,IND,2,36,33.2,2.9,13.0,31.7,.409,0.0,0.0,,7.2,10.1,.714,8.7,18.7,0.0,1.4,5.8,4.3,93,95
Will Bynum,DET,56,1054,23.3,10.4,8.8,20.6,.428,1.0,3.0,.323,4.7,5.8,.802,1.2,3.6,1.9,0.3,4.9,5.8,102,112
Nick Calathes,MEM,71,1173,15.8,9.4,6.5,14.2,.457,0.9,2.8,.311,2.0,3.3,.611,1.0,5.2,3.0,0.4,4.6,5.3,97,104
José Calderón,DAL,81,2468,19.2,7.8,7.1,15.6,.456,4.0,8.8,.449,1.1,1.3,.825,0.6,3.4,1.4,0.2,2.1,2.8,120,112
Kentavious Caldwell-Pope,DET,80,1583,15.0,1.8,5.8,14.7,.396,1.9,5.9,.319,1.5,1.9,.770,1.2,3.8,2.4,0.4,0.9,4.6,106,111
Isaiah Canaan,HOU,22,252,20.0,4.4,6.1,17.2,.356,3.6,10.9,.327,4.2,5.7,.724,1.4,3.4,1.6,0.8,4.2,4.9,97,109
DeMarre Carroll,ATL,73,2341,17.6,2.9,6.5,13.9,.470,2.1,5.8,.362,2.4,3.1,.773,2.3,6.4,2.3,0.5,1.7,4.1,113,106
Vince Carter,DAL,81,1973,25.1,5.5,8.6,21.1,.407,3.8,9.6,.394,4.2,5.1,.821,1.7,5.6,1.6,0.9,2.8,5.4,109,110
Michael Carter-Williams,PHI,70,2414,23.4,8.8,8.6,21.1,.405,1.1,4.2,.264,5.2,7.4,.703,2.0,6.7,2.6,0.9,5.0,4.3,96,108
Omri Casspi,HOU,71,1283,19.0,3.4,6.7,15.9,.422,2.4,6.8,.347,3.2,4.7,.680,2.1,8.0,1.7,0.5,2.8,3.9,105,106
Mario Chalmers,MIA,73,2178,17.3,8.6,6.1,13.5,.454,2.1,5.5,.385,2.9,3.9,.742,1.0,4.2,2.9,0.4,3.9,5.1,108,106
Tyson Chandler,NYK,55,1662,15.4,1.9,6.1,10.3,.593,0.0,0.0,.000,3.1,5.0,.632,5.1,11.8,1.2,2.0,2.3,4.6,120,106
Wilson Chandler,DEN,62,1927,21.5,2.9,7.8,18.7,.416,3.1,8.9,.348,2.8,3.9,.724,1.5,6.0,1.2,0.8,2.0,4.9,107,110
Josh Childress,NOP,4,24,0.0,4.3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,6.5,2.2,0.0,2.2,2.2,68,111
Dionte Christmas,PHO,31,198,18.0,2.0,5.6,15.7,.355,2.3,7.8,.290,4.6,6.1,.750,3.3,6.3,0.5,0.8,1.5,4.8,109,110
Earl Clark,TOT,54,768,17.3,1.2,6.5,17.6,.372,2.8,8.2,.336,1.5,2.3,.647,1.5,8.1,1.1,1.7,2.1,4.5,92,107
Earl Clark,CLE,45,698,17.3,1.2,6.6,17.7,.375,3.0,8.6,.345,1.0,1.8,.583,1.5,7.9,1.2,1.4,2.2,4.5,91,107
Earl Clark,NYK,9,70,17.5,1.5,5.3,16.0,.333,0.8,4.6,.167,6.1,7.6,.800,1.5,10.6,0.8,4.6,0.8,4.6,102,105
Ian Clark,UTA,23,172,20.8,4.6,7.9,20.5,.388,3.4,9.5,.355,1.5,2.1,.714,0.9,4.9,2.4,0.6,4.3,7.3,90,111
Victor Claver,POR,21,184,12.9,3.3,4.7,11.5,.405,0.8,4.9,.167,2.7,3.0,.909,2.5,8.2,0.8,0.8,3.0,4.4,99,108
Norris Cole,MIA,82,2014,13.8,6.5,5.4,13.1,.414,1.6,4.5,.345,1.4,1.8,.779,0.4,3.7,2.0,0.1,3.3,4.1,96,108
Jason Collins,BRK,22,172,7.6,1.2,3.4,7.3,.458,0.0,0.9,.000,0.9,1.2,.750,2.1,3.7,2.4,0.3,2.1,9.2,91,109
Darren Collison,LAC,80,2069,22.0,7.2,7.8,16.8,.467,1.7,4.6,.376,4.6,5.4,.857,1.1,3.4,2.2,0.4,3.2,3.6,113,107
Nick Collison,OKC,81,1353,12.6,3.9,5.0,9.0,.556,0.1,0.6,.235,2.5,3.5,.710,4.3,6.6,1.1,1.0,2.6,7.0,117,106
Mike Conley,MEM,73,2446,27.4,9.6,10.1,22.5,.450,2.3,6.4,.361,4.9,6.0,.815,0.9,3.8,2.4,0.3,3.3,3.1,113,106
Chris Copeland,IND,41,265,30.0,3.5,10.8,22.9,.470,6.5,15.5,.418,2.0,2.7,.714,1.4,4.9,0.6,1.4,2.7,7.4,116,103
DeMarcus Cousins,SAC,71,2298,35.7,4.6,13.1,26.4,.496,0.0,0.2,.000,9.6,13.2,.726,4.8,13.6,2.4,2.0,5.6,6.0,107,101
Robert Covington,HOU,7,34,23.5,0.0,8.8,20.5,.429,5.9,16.1,.364,0.0,0.0,,2.9,4.4,2.9,0.0,1.5,4.4,112,106
Allen Crabbe,POR,15,100,16.7,3.0,6.1,16.7,.364,3.0,7.1,.429,1.5,2.0,.750,0.5,4.0,1.0,0.5,1.5,5.1,100,110
Jamal Crawford,LAC,69,2094,30.6,5.3,10.1,24.2,.416,3.8,10.7,.361,6.7,7.7,.866,0.8,3.0,1.4,0.3,3.2,2.9,110,109
Jordan Crawford,TOT,81,1859,24.4,7.7,8.9,21.6,.415,2.5,7.8,.316,4.0,4.6,.864,0.8,4.2,1.3,0.1,3.7,3.3,104,109
Jordan Crawford,BOS,39,1198,23.0,9.6,8.1,19.5,.413,2.1,6.7,.318,4.7,5.4,.873,0.8,4.4,1.5,0.1,3.6,3.3,108,110
Jordan Crawford,GSW,42,661,26.7,4.3,10.5,25.1,.417,3.0,9.7,.313,2.7,3.2,.837,0.8,4.0,1.0,0.2,3.8,3.3,96,107
Jae Crowder,DAL,78,1254,14.6,2.5,5.3,12.1,.439,2.0,6.2,.331,1.9,2.5,.754,1.9,6.1,2.4,0.9,1.7,4.1,110,108
Dante Cunningham,MIN,81,1635,15.4,2.5,7.1,15.4,.464,0.0,0.2,.000,1.1,2.0,.567,3.4,6.6,1.9,1.7,1.3,4.4,104,105
Jared Cunningham,TOT,13,80,16.5,5.1,3.8,13.3,.286,0.6,4.4,.143,8.3,10.2,.813,0.6,3.2,1.9,0.0,1.3,10.2,108,110
Jared Cunningham,ATL,5,22,4.6,6.9,2.3,4.6,.500,0.0,2.3,.000,0.0,4.6,.000,0.0,2.3,0.0,0.0,4.6,6.9,64,114
Jared Cunningham,SAC,8,58,21.1,4.4,4.4,16.7,.263,0.9,5.3,.167,11.4,12.3,.929,0.9,3.5,2.6,0.0,0.0,11.4,119,109
Seth Curry,TOT,2,13,12.0,0.0,4.0,12.0,.333,4.0,4.0,1.000,0.0,0.0,,0.0,4.0,8.0,0.0,0.0,0.0,106,96
Seth Curry,MEM,1,4,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,114
Seth Curry,CLE,1,9,17.2,0.0,5.7,17.2,.333,5.7,5.7,1.000,0.0,0.0,,0.0,5.7,11.5,0.0,0.0,0.0,106,88
Stephen Curry,GSW,78,2846,32.8,11.7,11.4,24.2,.471,4.6,10.8,.424,5.4,6.1,.885,0.8,5.0,2.2,0.2,5.2,3.4,117,104
Samuel Dalembert,DAL,80,1614,16.8,1.2,6.8,12.0,.568,0.0,0.0,.000,3.2,4.4,.737,6.4,10.8,1.3,3.0,2.9,6.7,117,105
Troy Daniels,HOU,5,75,27.9,3.3,10.0,20.6,.484,8.0,16.6,.480,0.0,0.0,,0.0,2.7,0.0,0.0,2.0,4.0,126,114
Luigi Datome,DET,34,238,17.6,2.3,7.2,20.6,.351,1.5,8.3,.179,1.7,2.1,.800,3.0,6.8,1.3,0.2,2.3,4.2,90,112
Brandon Davies,PHI,51,575,12.1,2.4,4.5,10.8,.422,0.2,0.8,.200,2.9,4.5,.642,3.2,6.0,2.0,0.7,2.9,7.7,93,110
Anthony Davis,NOP,67,2358,30.8,2.3,11.5,22.2,.519,0.0,0.2,.222,7.7,9.7,.791,4.6,10.3,2.0,4.2,2.4,4.4,119,104
Ed Davis,MEM,63,956,19.9,1.5,8.7,16.2,.534,0.0,0.0,,2.6,5.0,.528,5.1,9.4,0.9,2.4,2.2,6.4,110,103
Glen Davis,TOT,68,1662,19.7,2.4,8.3,18.2,.457,0.1,0.3,.364,2.9,4.2,.693,3.3,7.5,1.8,0.9,2.3,4.9,99,106
Glen Davis,ORL,45,1354,20.6,2.7,8.8,19.4,.453,0.2,0.4,.400,2.9,4.3,.675,3.3,7.4,1.7,0.8,2.2,4.2,99,107
Glen Davis,LAC,23,308,15.6,1.1,6.3,13.2,.481,0.0,0.2,.000,2.9,3.7,.783,3.4,7.8,1.9,1.1,2.8,7.8,101,104
Austin Daye,TOT,22,148,22.7,2.8,8.3,23.4,.353,4.1,12.7,.324,2.1,3.4,.600,1.7,7.6,1.4,1.4,1.7,6.2,94,103
Austin Daye,TOR,8,33,12.7,3.2,4.8,20.6,.231,0.0,12.7,.000,3.2,4.8,.667,3.2,7.9,0.0,0.0,0.0,6.3,79,109
Austin Daye,SAS,14,115,25.5,2.6,9.2,24.2,.382,5.3,12.7,.414,1.8,3.1,.571,1.3,7.5,1.8,1.8,2.2,6.2,98,101
