Player,Team,GP,MP,PTS,AST,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,STL,BLK,TOV,PF,ORtg,DRtg
Aaron Brooks,IND,65,894,18.0,7.0,6.8,16.8,0.403,2.7,7.2,0.375,1.8,2.2,0.800,1.0,2.9,1.4,0.5,3.7,5.2,98,113
Anthony Brown,TOT,11,159,13.3,2.5,5.6,15.4,0.360,2.2,8.3,0.259,0.0,0.0,,2.5,7.7,1.5,0.3,1.9,4.6,89,108
Anthony Brown,NOP,9,143,11.6,2.1,4.8,14.0,0.341,2.1,8.2,0.250,0.0,0.0,,2.1,6.8,1.7,0.3,1.7,4.5,85,108
Anthony Brown,ORL,2,16,27.9,6.2,12.4,27.9,0.444,3.1,9.3,0.333,0.0,0.0,,6.2,15.5,0.0,0.0,3.1,6.2,104,110
Bobby Brown,HOU,25,123,24.2,5.5,9.0,23.4,0.383,5.5,13.7,0.400,0.8,0.8,1.000,0.0,2.3,0.4,0.0,2.0,2.0,105,116
Jaylen Brown,BOS,78,1341,19.0,2.4,7.1,15.6,0.454,1.7,5.0,0.341,3.1,4.6,0.685,1.7,6.5,1.3,0.7,2.5,5.3,102,110
Nicolas Brussino,DAL,54,521,15.0,4.7,5.2,14.1,0.369,2.9,9.5,0.305,1.7,2.2,0.773,2.6,6.9,1.7,0.8,2.6,4.3,101,109
Reggie Bullock,DET,31,467,15.3,3.1,5.8,13.8,0.422,3.0,7.9,0.384,0.5,0.8,0.714,1.4,5.5,1.9,0.3,1.1,2.4,112,108
Trey Burke,WAS,57,703,20.0,7.0,8.1,17.9,0.455,2.2,4.9,0.443,1.5,2.0,0.759,0.5,2.8,0.8,0.4,3.4,3.8,103,114
Alec Burks,UTA,42,653,22.7,2.4,7.9,19.9,0.399,2.0,6.1,0.329,4.8,6.3,0.769,1.4,8.3,1.4,0.4,2.8,4.0,98,106
Jimmy Butler,CHI,76,2809,32.6,7.5,10.2,22.5,0.455,1.6,4.4,0.367,10.5,12.1,0.865,2.3,6.1,2.6,0.6,2.9,2.0,123,106
Bruno Caboclo,TOR,9,40,17.7,5.1,7.6,20.3,0.375,2.5,7.6,0.333,0.0,0.0,,6.3,6.3,2.5,1.3,2.5,5.1,103,106
Jose Calderon,TOT,41,539,12.8,8.0,5.0,12.2,0.410,1.8,5.8,0.313,1.0,1.1,0.917,1.4,5.4,1.0,0.1,3.7,3.3,100,113
Jose Calderon,LAL,24,292,13.3,8.5,5.3,12.8,0.416,2.0,5.7,0.353,0.7,0.7,1.000,1.3,5.7,1.2,0.2,4.3,3.7,98,115
Jose Calderon,ATL,17,247,12.2,7.4,4.6,11.4,0.404,1.6,6.0,0.267,1.4,1.6,0.875,1.4,5.0,0.8,0.0,3.0,2.8,103,110
Kentavious Caldwell-Pope,DET,76,2529,20.9,3.9,7.4,18.5,0.399,3.1,8.7,0.350,3.1,3.7,0.832,1.1,3.9,1.8,0.2,1.7,2.4,107,109
Isaiah Canaan,CHI,39,592,15.4,3.1,5.4,14.7,0.364,2.1,8.0,0.266,2.6,2.8,0.909,0.5,3.7,1.9,0.1,1.8,3.0,100,110
Clint Capela,HOU,65,1551,25.3,1.9,11.2,17.4,0.643,0.0,0.0,,2.9,5.5,0.531,5.5,10.8,1.1,2.4,2.7,5.5,122,106
DeMarre Carroll,TOR,72,1882,17.2,2.0,5.9,14.8,0.400,2.9,8.6,0.341,2.4,3.2,0.761,1.7,5.7,2.2,0.7,1.5,3.9,110,108
Vince Carter,MEM,73,1799,16.9,3.8,5.6,14.2,0.394,3.2,8.6,0.378,2.5,3.3,0.765,1.0,5.5,1.7,1.0,1.4,4.7,112,108
Michael Carter-Williams,CHI,45,846,17.7,6.7,6.7,18.2,0.366,0.9,3.8,0.234,3.5,4.6,0.753,1.4,7.7,2.3,1.4,3.9,6.1,90,105
Omri Casspi,TOT,36,643,14.6,2.9,6.1,12.9,0.470,1.2,3.4,0.349,1.3,2.3,0.586,2.1,6.7,1.8,0.2,2.3,3.9,102,112
Omri Casspi,SAC,22,397,16.4,3.3,6.8,14.9,0.453,1.4,3.7,0.379,1.5,2.7,0.571,2.5,8.9,1.3,0.1,2.2,2.9,102,112
Omri Casspi,NOP,1,24,24.5,0.0,10.2,18.4,0.556,4.1,8.2,0.500,0.0,0.0,,2.0,2.0,0.0,0.0,4.1,6.1,101,115
Omri Casspi,MIN,13,222,10.3,2.5,4.3,8.7,0.500,0.5,2.3,0.200,1.1,1.8,0.625,1.4,3.2,3.0,0.5,2.3,5.5,100,112
Willie Cauley-Stein,SAC,75,1421,21.8,2.8,9.1,17.1,0.530,0.0,0.1,0.000,3.6,5.4,0.669,3.0,9.0,1.9,1.6,2.5,5.2,109,109
Tyson Chandler,PHO,47,1298,14.6,1.1,5.6,8.4,0.671,0.0,0.0,,3.4,4.6,0.734,5.6,14.2,1.2,0.9,2.4,4.6,129,109
Wilson Chandler,DEN,71,2197,24.8,3.1,9.6,20.9,0.461,2.4,7.2,0.337,3.1,4.3,0.727,2.3,7.9,1.1,0.7,2.5,3.8,109,113
Marquese Chriss,PHO,82,1743,20.7,1.6,7.8,17.4,0.449,2.0,6.2,0.321,3.1,5.0,0.624,2.6,6.9,1.8,1.9,3.0,7.2,102,110
Rakeem Christmas,IND,29,219,13.5,0.9,4.3,9.8,0.442,0.0,0.0,,4.8,6.6,0.724,5.9,6.9,0.7,1.4,1.8,8.5,115,111
Semaj Christon,OKC,64,973,9.2,6.6,3.9,11.2,0.345,0.6,3.2,0.190,0.9,1.6,0.548,1.0,3.4,1.4,0.4,2.2,4.0,91,111
Ian Clark,GSW,77,1137,22.3,3.8,8.9,18.3,0.487,2.6,6.9,0.374,1.9,2.5,0.759,0.9,4.2,1.7,0.3,2.3,3.3,108,108
Jordan Clarkson,LAL,82,2397,24.5,4.3,9.7,21.8,0.445,2.4,7.2,0.329,2.7,3.4,0.798,1.0,4.0,1.8,0.2,3.3,3.0,102,115
Norris Cole,OKC,13,125,16.9,5.5,6.3,20.4,0.308,1.2,5.1,0.231,3.1,3.9,0.800,0.0,4.3,3.1,0.0,2.7,7.1,84,107
Darren Collison,SAC,68,2063,22.1,7.7,8.3,17.5,0.476,1.8,4.3,0.417,3.6,4.2,0.860,0.6,3.2,1.6,0.2,2.8,2.9,113,114
Nick Collison,OKC,20,128,12.7,4.6,5.4,8.8,0.609,0.0,0.4,0.000,1.9,3.1,0.625,3.5,8.4,0.8,0.8,1.5,6.5,130,109
Mike Conley,MEM,69,2292,32.1,9.8,10.5,22.9,0.460,3.9,9.5,0.408,7.2,8.4,0.859,0.7,4.8,2.1,0.4,3.5,2.9,121,108
Pat Connaughton,POR,39,316,15.4,4.4,5.8,11.3,0.514,2.7,5.2,0.515,1.1,1.4,0.778,1.6,6.6,0.9,0.3,2.7,3.6,117,113
Quinn Cook,TOT,14,188,21.1,6.9,8.8,17.6,0.500,2.9,6.9,0.423,0.5,1.3,0.400,0.3,1.6,1.1,0.0,3.5,3.5,105,114
Quinn Cook,DAL,5,77,18.2,8.1,7.4,16.9,0.440,3.4,9.5,0.357,0.0,1.4,0.000,0.0,2.0,0.7,0.0,5.4,4.1,90,115
Quinn Cook,NOP,9,111,22.9,6.2,9.7,18.1,0.537,2.6,5.3,0.500,0.9,1.3,0.667,0.4,1.3,1.3,0.0,2.2,3.1,116,113
DeMarcus Cousins,TOT,72,2465,39.6,6.8,13.2,29.2,0.452,2.7,7.4,0.361,10.5,13.6,0.772,3.1,13.1,2.0,1.9,5.5,5.7,107,105
DeMarcus Cousins,SAC,55,1891,40.9,7.1,13.5,29.9,0.452,2.5,7.1,0.356,11.3,14.7,0.770,3.1,12.5,2.0,2.0,5.5,5.4,108,106
DeMarcus Cousins,NOP,17,574,35.3,5.6,12.1,26.8,0.452,3.1,8.2,0.375,8.0,10.3,0.777,3.2,14.8,2.1,1.6,5.3,6.4,104,101
Robert Covington,PHI,67,2119,19.9,2.3,6.7,16.8,0.399,3.1,9.5,0.333,3.3,4.0,0.822,2.1,7.9,2.9,1.6,3.0,4.7,100,105
Allen Crabbe,POR,79,2254,18.6,2.1,6.7,14.3,0.468,3.0,6.7,0.444,2.3,2.7,0.847,0.4,4.6,1.2,0.4,1.4,3.8,117,114
Jamal Crawford,LAC,82,2157,23.4,5.0,8.3,20.2,0.413,2.7,7.5,0.360,4.0,4.7,0.857,0.4,2.6,1.4,0.3,3.1,2.7,102,112
Jordan Crawford,NOP,19,442,29.6,6.3,11.6,24.2,0.482,4.1,10.5,0.389,2.2,2.9,0.769,0.4,3.3,1.2,0.2,2.8,3.3,110,112
Jae Crowder,BOS,72,2335,21.2,3.3,7.1,15.3,0.463,3.3,8.4,0.398,3.7,4.6,0.811,1.0,7.8,1.6,0.5,1.7,3.4,118,108
Dante Cunningham,NOP,66,1649,12.9,1.1,5.2,10.7,0.485,2.1,5.4,0.392,0.5,0.8,0.593,1.7,6.6,1.2,0.8,0.8,3.0,114,109
Seth Curry,DAL,70,2029,23.0,4.8,8.7,18.0,0.481,3.5,8.3,0.425,2.2,2.6,0.850,0.6,4.0,2.0,0.2,2.4,3.2,113,110
Stephen Curry,GSW,79,2638,36.5,9.6,12.3,26.3,0.468,5.9,14.4,0.411,5.9,6.6,0.898,1.1,5.3,2.6,0.3,4.4,3.3,119,105
Troy Daniels,MEM,67,1183,24.2,2.0,8.1,21.8,0.374,6.1,15.6,0.389,1.9,2.4,0.796,1.0,3.4,0.9,0.2,2.0,4.0,104,112
Anthony Davis,NOP,75,2708,38.0,2.8,13.9,27.6,0.505,0.7,2.4,0.299,9.4,11.7,0.802,3.1,12.9,1.7,3.0,3.3,3.0,112,102
Deyonta Davis,MEM,36,238,12.7,0.4,5.2,10.3,0.511,0.0,0.0,,2.2,3.9,0.556,4.4,8.7,0.7,3.7,1.7,8.7,107,105
Ed Davis,POR,46,789,12.6,1.6,4.7,8.9,0.528,0.0,0.0,,3.1,5.1,0.617,6.0,9.3,0.9,1.4,2.3,8.6,116,110
Dewayne Dedmon,SAS,76,1330,14.8,1.7,6.2,9.9,0.622,0.0,0.0,,2.5,3.6,0.699,4.9,14.1,1.4,2.3,2.3,6.9,122,99
Sam Dekker,HOU,77,1419,17.0,2.6,6.9,14.5,0.473,2.0,6.3,0.321,1.3,2.3,0.559,3.2,6.4,1.3,0.7,1.4,2.8,115,110
Malcolm Delaney,ATL,73,1248,15.4,7.6,5.7,15.3,0.374,1.0,4.3,0.236,3.0,3.7,0.806,0.4,4.5,1.5,0.0,3.8,4.4,92,109
Matthew Dellavedova,MIL,76,1986,14.8,9.1,5.3,13.7,0.390,2.0,5.5,0.367,2.1,2.5,0.854,0.6,3.1,1.4,0.0,3.4,3.9,102,114
Luol Deng,LAL,56,1486,13.9,2.4,5.4,13.9,0.387,1.7,5.4,0.309,1.5,2.1,0.730,2.1,7.6,1.6,0.7,1.4,2.0,101,113
DeMar DeRozan,TOR,74,2620,39.1,5.6,13.9,29.9,0.467,0.6,2.4,0.266,10.5,12.5,0.842,1.4,6.1,1.5,0.3,3.5,2.6,113,110
Cheick Diallo,NOP,17,199,21.4,1.0,8.9,18.7,0.474,0.0,0.0,,3.7,5.2,0.714,5.7,12.3,1.0,1.7,1.7,4.2,107,105
Boris Diaw,UTA,73,1283,13.8,6.9,6.0,13.4,0.446,0.8,3.3,0.247,1.1,1.4,0.743,1.9,4.6,0.7,0.4,3.6,3.4,99,109
Gorgui Dieng,MIN,82,2653,15.6,3.0,6.3,12.6,0.502,0.3,0.8,0.372,2.6,3.2,0.814,3.6,8.8,1.7,1.8,2.0,4.9,114,110
Spencer Dinwiddie,BRK,59,1334,15.4,6.6,4.8,10.7,0.444,1.4,3.6,0.376,4.5,5.7,0.792,1.0,4.9,1.6,0.8,2.3,4.2,116,112
Toney Douglas,MEM,24,394,15.4,7.4,5.7,15.4,0.368,0.9,5.5,0.167,3.2,3.8,0.828,1.7,6.3,2.4,0.7,2.8,6.6,99,106
Goran Dragić,MIA,73,2459,30.4,8.7,10.9,23.0,0.475,2.4,5.9,0.405,6.1,7.7,0.790,1.3,4.4,1.8,0.3,4.3,4.1,112,109
Andre Drummond,DET,81,2409,23.2,1.9,10.1,19.1,0.530,0.0,0.1,0.286,2.9,7.4,0.386,7.2,16.1,2.6,1.9,3.2,5.0,104,99
Jared Dudley,PHO,64,1362,15.3,4.3,5.5,12.2,0.454,2.7,7.1,0.379,1.5,2.3,0.662,1.1,6.8,1.5,0.6,2.6,5.4,109,113
Mike Dunleavy,TOT,53,841,16.2,2.9,5.5,13.0,0.423,3.1,7.9,0.396,2.1,2.7,0.800,1.1,5.7,0.9,0.4,1.6,3.9,112,111
Mike Dunleavy,CLE,23,366,14.5,2.7,4.9,12.3,0.400,2.7,7.8,0.351,1.9,2.6,0.737,0.7,5.7,0.8,0.3,1.9,4.4,104,113
Mike Dunleavy,ATL,30,475,17.5,3.1,5.9,13.5,0.438,3.4,8.0,0.429,2.3,2.7,0.846,1.3,5.7,0.9,0.5,1.5,3.6,118,109
Kris Dunn,MIN,78,1333,11.1,7.2,4.5,11.9,0.377,0.8,2.8,0.288,1.4,2.2,0.610,0.9,5.4,3.0,1.4,3.4,6.8,90,109
Kevin Durant,GSW,62,2070,36.1,7.0,12.8,23.8,0.537,2.7,7.3,0.375,7.8,8.9,0.875,0.9,11.0,1.5,2.3,3.2,2.7,125,101
Jarell Eddie,PHO,5,62,18.5,0.0,4.6,14.7,0.316,3.1,12.4,0.250,6.2,6.9,0.889,0.8,4.6,0.8,0.0,0.8,0.8,112,117
Henry Ellenson,DET,19,146,20.8,2.4,8.0,22.1,0.359,3.5,12.1,0.286,1.4,2.8,0.500,2.8,11.4,0.3,0.3,4.8,2.1,82,109
Wayne Ellington,MIA,62,1500,21.8,2.4,7.8,18.7,0.416,5.0,13.2,0.378,1.2,1.4,0.860,0.6,3.8,1.2,0.1,1.0,2.4,114,111
Monta Ellis,IND,74,1998,15.8,5.9,6.2,14.0,0.443,1.1,3.4,0.319,2.3,3.2,0.727,0.5,4.6,2.0,0.7,3.4,3.7,97,110
Joel Embiid,PHI,31,786,38.9,4.1,12.4,26.6,0.466,2.2,6.1,0.367,11.8,15.1,0.783,3.8,11.3,1.7,4.7,7.3,6.9,103,102
James Ennis,MEM,64,1501,14.9,2.2,5.1,11.1,0.455,1.8,4.7,0.372,3.0,3.8,0.782,2.4,6.6,1.6,0.7,2.0,5.7,113,108
Tyler Ennis,TOT,53,588,18.8,7.1,7.4,17.1,0.433,2.2,5.8,0.386,1.7,2.1,0.840,0.7,3.0,2.1,0.2,3.7,4.8,102,114
Tyler Ennis,HOU,31,196,14.2,8.3,6.1,15.7,0.391,1.5,3.9,0.375,0.5,0.7,0.667,1.0,3.7,1.5,0.0,5.9,7.1,85,112
Tyler Ennis,LAL,22,392,21.1,6.5,8.1,17.9,0.451,2.6,6.7,0.389,2.4,2.7,0.864,0.6,2.6,2.4,0.2,2.6,3.6,111,114
Tyreke Evans,TOT,40,788,25.9,7.8,9.4,23.3,0.405,2.6,7.4,0.356,4.3,5.8,0.750,0.8,7.8,2.2,0.6,3.8,3.8,99,108
Tyreke Evans,NOP,26,474,25.6,9.4,9.4,23.4,0.401,2.2,7.2,0.300,4.6,6.0,0.776,0.6,8.3,2.4,0.4,4.0,4.2,98,106
