Player,Team,GP,MP,PTS,AST,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,STL,BLK,TOV,PF,ORtg,DRtg
Tyler Dorsey,ATL,56,974,20.3,4.0,7.2,19.2,.377,3.6,10.0,.362,2.3,3.2,.714,0.9,5.7,0.9,0.3,1.9,3.2,100,114
Damyean Dotson,NYK,44,474,19.0,3.2,7.5,16.8,.447,2.3,7.1,.324,1.7,2.4,.696,0.9,7.8,1.3,0.2,1.8,3.6,106,112
Milton Doyle,BRK,10,125,13.2,3.9,5.0,18.3,.277,1.6,8.9,.174,1.6,3.1,.500,1.2,5.8,2.3,0.8,0.8,5.0,81,109
PJ Dozier,OKC,2,3,33.1,0.0,16.5,33.1,.500,0.0,0.0,,0.0,0.0,,0.0,16.5,0.0,0.0,16.5,16.5,59,107
Goran Dragić,MIA,75,2378,27.4,7.6,10.2,22.7,.450,2.3,6.3,.370,4.6,5.7,.801,1.1,5.3,1.3,0.3,3.5,3.8,108,109
Larry Drew,TOT,10,70,11.6,6.8,4.8,16.4,.292,2.0,6.1,.333,0.0,0.0,,2.0,0.0,0.0,0.0,2.0,4.1,87,117
Larry Drew,PHI,3,15,6.4,6.4,3.2,22.4,.143,0.0,9.6,.000,0.0,0.0,,3.2,0.0,0.0,0.0,3.2,6.4,51,114
Larry Drew,NOP,7,55,13.0,6.9,5.2,14.8,.353,2.6,5.2,.500,0.0,0.0,,1.7,0.0,0.0,0.0,1.7,3.5,101,118
Andre Drummond,DET,78,2625,22.3,4.5,8.9,16.7,.529,0.0,0.2,.000,4.5,7.5,.605,7.6,16.1,2.2,2.4,3.8,4.8,113,99
Jared Dudley,PHO,48,686,10.6,5.4,3.3,8.5,.393,2.0,5.6,.363,1.9,2.4,.771,0.6,6.0,1.7,0.8,2.0,5.9,110,113
Kris Dunn,CHI,52,1525,22.4,9.9,9.2,21.3,.429,1.4,4.3,.321,2.7,3.6,.737,0.8,6.3,3.3,0.9,4.8,5.6,96,107
Kevin Durant,GSW,68,2325,37.1,7.6,13.1,25.3,.516,3.6,8.6,.419,7.4,8.4,.889,0.6,9.0,1.0,2.5,4.3,2.8,119,107
Jarell Eddie,TOT,3,9,0.0,0.0,0.0,11.0,.000,0.0,11.0,.000,0.0,0.0,,0.0,5.5,5.5,0.0,0.0,0.0,0,100
Jarell Eddie,BOS,2,6,0.0,0.0,0.0,8.3,.000,0.0,8.3,.000,0.0,0.0,,0.0,8.3,8.3,0.0,0.0,0.0,0,90
Jarell Eddie,CHI,1,3,0.0,0.0,0.0,16.3,.000,0.0,16.3,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,119
Henry Ellenson,DET,38,329,22.9,3.0,8.0,22.1,.363,3.0,9.1,.333,3.8,4.4,.862,1.5,10.8,0.8,0.0,2.7,3.3,95,108
Wayne Ellington,MIA,77,2041,21.3,1.9,7.0,17.2,.407,5.6,14.2,.392,1.6,1.9,.859,0.6,4.8,1.3,0.2,1.3,2.3,113,110
Joel Embiid,PHI,63,1912,36.3,5.0,12.8,26.6,.483,1.7,5.4,.308,9.0,11.7,.769,3.6,13.8,1.0,2.8,5.9,5.3,106,100
James Ennis,TOT,72,1604,16.1,2.2,5.7,12.0,.474,1.6,4.8,.333,3.0,3.6,.836,2.3,4.7,1.5,0.6,1.8,4.2,115,112
James Ennis,MEM,45,1053,14.9,2.4,5.2,10.7,.486,1.4,4.0,.357,3.1,3.5,.877,2.5,5.0,1.5,0.6,1.8,3.9,118,113
James Ennis,DET,27,551,18.3,2.0,6.7,14.7,.457,1.9,6.2,.304,3.0,3.9,.767,1.8,4.3,1.4,0.5,1.6,4.8,111,110
Tyler Ennis,LAL,54,683,15.7,7.4,6.6,15.7,.420,1.0,3.9,.250,1.5,2.0,.759,1.3,5.3,2.1,0.7,2.7,5.3,101,108
Jawun Evans,LAC,48,778,14.4,6.3,5.6,15.8,.352,0.9,3.4,.278,2.4,3.1,.776,0.6,4.7,2.3,0.4,2.8,6.1,90,111
Jeremy Evans,ATL,1,5,19.5,0.0,9.8,9.8,1.000,0.0,0.0,,0.0,0.0,,9.8,0.0,0.0,0.0,9.8,9.8,96,119
Tyreke Evans,MEM,52,1607,31.8,8.5,11.5,25.5,.452,3.6,9.0,.399,5.2,6.6,.785,1.4,7.0,1.8,0.5,3.7,3.0,111,111
Dante Exum,UTA,14,235,24.3,9.2,9.0,18.6,.483,1.1,3.8,.278,5.3,6.6,.806,0.9,4.7,1.7,0.6,4.3,4.3,110,106
Kenneth Faried,DEN,32,461,20.2,1.9,8.2,15.9,.514,0.0,0.1,.000,3.9,5.5,.706,7.3,9.1,1.3,1.4,2.5,5.5,116,110
Derrick Favors,UTA,77,2153,22.0,2.4,9.2,16.4,.563,0.3,1.5,.222,3.3,5.0,.651,4.6,8.2,1.3,1.9,2.0,3.8,119,104
Kay Felder,TOT,16,140,19.9,7.0,7.3,24.4,.300,1.4,6.6,.211,3.8,4.2,.917,1.0,5.2,1.0,0.3,5.6,3.8,76,113
Kay Felder,CHI,14,134,20.0,7.3,7.3,24.0,.303,1.5,6.6,.222,4.0,4.4,.917,0.4,4.7,1.1,0.4,5.5,4.0,77,114
Kay Felder,DET,2,6,16.6,0.0,8.3,33.3,.250,0.0,8.3,.000,0.0,0.0,,16.6,16.6,0.0,0.0,8.3,0.0,65,107
Cristiano Felício,CHI,55,977,15.4,2.7,6.3,10.7,.591,0.0,0.1,.000,2.7,4.0,.667,4.1,7.5,0.8,0.5,2.7,5.2,114,113
Raymond Felton,OKC,82,1365,20.5,7.4,8.1,20.1,.406,2.9,8.4,.352,1.3,1.6,.818,0.9,4.8,1.8,0.6,2.8,3.3,105,109
Terrance Ferguson,OKC,61,763,12.3,1.2,4.6,11.0,.414,2.6,7.8,.333,0.6,0.7,.900,1.2,1.8,1.6,0.7,0.7,5.4,115,111
Yogi Ferrell,DAL,82,2282,18.4,4.4,6.8,16.1,.426,2.9,7.9,.373,1.8,2.3,.796,0.6,4.9,1.4,0.2,1.7,3.4,107,112
Dorian Finney-Smith,DAL,21,448,13.8,2.9,5.2,13.6,.380,2.2,7.5,.299,1.2,1.7,.733,2.5,5.9,1.1,0.4,2.4,4.8,96,111
Bryn Forbes,SAS,80,1517,18.5,2.7,7.0,16.6,.421,3.0,7.6,.390,1.6,2.4,.667,0.4,3.3,0.9,0.1,1.2,3.6,106,110
Evan Fournier,ORL,57,1837,27.0,4.4,9.8,21.4,.459,3.4,8.9,.379,4.0,4.6,.867,0.6,4.2,1.3,0.4,2.5,3.7,110,113
De'Aaron Fox,SAC,73,2026,21.1,8.0,8.2,19.9,.412,1.2,3.8,.307,3.5,4.9,.723,0.8,4.3,1.7,0.5,4.3,4.1,94,113
Tim Frazier,WAS,59,838,10.4,11.5,4.0,10.2,.395,1.0,3.3,.304,1.4,1.8,.767,1.1,5.7,2.8,0.4,3.4,5.7,105,107
Channing Frye,TOT,53,695,18.5,2.7,7.3,14.9,.491,2.7,8.1,.339,1.2,1.3,.895,0.8,8.6,1.3,0.9,1.5,4.8,115,111
Channing Frye,CLE,44,545,19.1,2.5,7.6,15.2,.497,2.7,8.1,.333,1.3,1.3,.933,0.9,9.0,1.5,1.1,1.5,4.9,115,110
Channing Frye,LAL,9,150,16.6,3.2,6.4,13.7,.465,2.9,8.0,.360,1.0,1.3,.750,0.6,7.3,0.3,0.3,1.3,4.8,115,111
Markelle Fultz,PHI,14,253,19.0,10.1,8.6,21.1,.405,0.0,0.2,.000,1.9,4.0,.476,2.1,6.1,2.3,0.8,3.2,4.2,96,105
Danilo Gallinari,LAC,21,671,23.3,3.0,7.4,18.6,.398,2.6,8.0,.324,5.9,6.3,.931,0.7,6.7,0.9,0.7,1.9,2.2,111,112
Langston Galloway,DET,58,863,20.8,3.4,7.3,19.7,.371,4.3,12.6,.344,1.9,2.4,.805,0.8,4.6,2.0,0.3,1.0,2.3,106,109
Marc Gasol,MEM,73,2408,26.4,6.4,9.1,21.7,.420,2.3,6.7,.341,5.9,7.1,.834,1.6,10.8,1.1,2.1,4.1,3.9,104,108
Pau Gasol,SAS,77,1812,21.6,6.6,8.0,17.5,.458,1.2,3.3,.358,4.4,5.8,.756,3.6,13.7,0.7,2.2,3.0,3.4,112,102
Rudy Gay,SAS,57,1231,26.9,3.0,10.4,22.0,.471,1.5,4.8,.314,4.6,6.0,.772,3.1,8.8,1.9,1.6,3.2,4.0,106,103
Paul George,OKC,79,2891,29.8,4.5,9.9,23.0,.430,4.2,10.5,.401,5.8,7.1,.822,1.2,6.4,2.8,0.7,3.6,4.0,112,106
Marcus Georges-Hunt,MIN,42,224,13.2,1.6,4.7,10.7,.438,0.9,3.3,.267,2.9,4.7,.619,1.6,2.0,1.3,0.0,0.7,7.1,112,116
Jonathan Gibson,BOS,4,40,42.5,5.0,17.5,28.7,.609,7.5,15.0,.500,0.0,0.0,,0.0,3.7,0.0,0.0,3.7,6.2,122,111
Taj Gibson,MIN,82,2726,18.3,1.8,7.8,13.5,.577,0.1,0.6,.200,2.6,3.4,.768,3.6,7.2,1.1,1.1,1.6,4.0,123,112
Manu Ginóbili,SAS,65,1299,22.4,6.3,7.8,18.0,.434,2.5,7.5,.333,4.3,5.1,.840,0.7,4.8,1.7,0.6,4.1,4.9,103,107
Rudy Gobert,UTA,56,1816,20.9,2.2,7.6,12.3,.622,0.0,0.0,,5.6,8.3,.682,4.6,12.0,1.2,3.6,3.0,4.2,122,99
Aaron Gordon,ORL,58,1909,26.2,3.5,9.6,22.2,.434,2.9,8.8,.336,4.0,5.8,.698,2.2,9.5,1.5,1.2,2.7,2.8,103,109
Eric Gordon,HOU,69,2154,28.4,3.5,9.5,22.2,.428,5.0,13.9,.359,4.5,5.5,.809,0.6,3.3,1.0,0.6,3.0,2.6,110,110
Marcin Gortat,WAS,82,2075,16.5,3.6,6.9,13.4,.518,0.0,0.0,,2.6,3.9,.675,4.3,10.6,1.0,1.5,2.4,4.2,112,107
Treveon Graham,CHO,63,1050,12.7,2.7,4.5,10.3,.434,1.9,4.5,.412,1.9,2.7,.695,2.0,3.7,1.5,0.1,1.3,5.1,114,112
Jerami Grant,OKC,81,1647,20.6,1.7,7.4,13.7,.535,1.0,3.3,.291,4.9,7.2,.675,2.6,7.0,0.9,2.3,1.6,4.7,122,108
Jerian Grant,CHI,74,1686,17.9,9.9,6.1,14.6,.416,1.8,5.4,.326,4.1,5.4,.745,0.9,4.1,1.8,0.2,2.6,3.8,112,112
Josh Gray,PHO,5,86,17.8,6.7,6.1,22.8,.268,1.7,7.2,.231,3.9,6.1,.636,1.1,4.5,4.5,1.1,3.9,4.5,76,107
Danny Green,SAS,70,1791,16.9,3.1,6.1,15.8,.387,3.3,9.0,.363,1.4,1.8,.769,1.2,5.9,1.8,2.3,2.1,3.4,100,104
Draymond Green,GSW,70,2287,16.3,10.7,5.9,13.0,.454,1.6,5.4,.301,2.8,3.6,.775,1.6,9.7,2.0,1.9,4.3,3.9,110,105
Gerald Green,HOU,41,929,26.3,1.3,8.9,21.9,.407,5.8,15.8,.369,2.7,3.2,.850,0.8,6.2,1.3,0.8,1.6,4.6,109,108
JaMychal Green,MEM,55,1542,18.7,2.6,7.3,16.0,.457,1.4,4.2,.339,2.6,3.6,.721,4.8,10.4,1.0,0.8,2.5,5.0,108,110
Jeff Green,CLE,78,1828,22.7,2.7,7.9,16.6,.477,1.4,4.6,.312,5.4,6.3,.868,1.6,5.0,1.1,0.9,2.0,4.0,115,114
Blake Griffin,TOT,58,1970,31.0,8.3,10.9,24.8,.438,2.8,8.0,.345,6.5,8.2,.785,1.8,8.9,1.0,0.4,4.1,3.5,109,110
Blake Griffin,LAC,33,1139,31.8,7.6,10.9,24.7,.441,2.7,8.0,.342,7.3,9.3,.785,2.0,9.2,1.3,0.4,4.2,3.3,110,110
Blake Griffin,DET,25,831,29.8,9.3,10.9,25.1,.433,2.8,8.1,.348,5.2,6.7,.784,1.6,8.3,0.7,0.5,4.0,3.7,108,109
Daniel Hamilton,OKC,6,28,21.3,14.2,8.9,19.5,.455,3.5,8.9,.400,0.0,0.0,,0.0,8.9,1.8,0.0,3.5,3.5,118,108
Tim Hardaway,NYK,57,1885,26.2,4.1,9.5,22.5,.421,3.4,10.8,.317,3.8,4.7,.816,0.8,5.0,1.6,0.3,2.4,3.2,106,113
James Harden,HOU,72,2551,42.3,12.2,12.6,27.9,.449,5.1,13.9,.367,12.0,14.0,.858,0.8,6.7,2.4,1.0,6.1,3.3,120,105
Maurice Harkless,POR,59,1264,15.2,2.1,5.8,11.7,.495,1.9,4.6,.415,1.7,2.3,.712,1.8,4.6,1.9,1.7,1.6,4.1,117,106
Montrezl Harrell,LAC,76,1293,31.4,2.8,13.1,20.6,.635,0.0,0.3,.143,5.2,8.3,.626,3.9,7.6,1.4,2.0,2.6,5.4,124,109
Devin Harris,TOT,71,1340,22.2,5.7,7.0,16.9,.412,2.9,8.5,.348,5.3,6.3,.835,0.4,4.3,1.8,0.4,2.8,5.9,110,111
Devin Harris,DAL,44,807,23.2,5.3,7.3,17.7,.415,2.7,7.8,.352,5.8,7.0,.830,0.6,4.7,2.1,0.5,3.0,6.4,107,110
Devin Harris,DEN,27,533,20.6,6.2,6.4,15.8,.406,3.3,9.5,.343,4.6,5.4,.845,0.3,3.6,1.3,0.4,2.5,5.1,115,114
Gary Harris,DEN,67,2304,25.2,4.2,9.5,19.5,.485,3.4,8.5,.396,2.9,3.5,.827,0.8,3.0,2.6,0.3,2.6,2.6,115,112
Joe Harris,BRK,78,1975,20.8,3.1,7.5,15.3,.491,3.7,8.8,.419,2.1,2.6,.827,1.3,5.1,0.9,0.5,2.2,3.8,116,113
Tobias Harris,TOT,80,2668,27.5,3.6,10.4,22.6,.460,3.4,8.2,.411,3.3,4.0,.829,1.1,7.0,1.3,0.6,1.9,3.0,112,110
Tobias Harris,DET,48,1563,27.7,3.0,10.2,22.6,.451,3.6,8.8,.409,3.7,4.3,.846,1.1,6.6,1.1,0.5,1.6,2.9,113,109
Tobias Harris,LAC,32,1105,27.2,4.3,10.6,22.5,.473,3.1,7.4,.414,2.8,3.5,.800,1.0,7.5,1.6,0.9,2.4,3.2,111,110
Aaron Harrison,DAL,9,233,12.9,2.4,4.1,14.9,.275,1.9,9.3,.209,2.8,3.7,.765,0.9,4.3,1.9,0.4,0.6,5.8,87,110
Andrew Harrison,MEM,56,1326,20.3,6.7,6.9,16.4,.422,1.8,5.4,.331,4.7,6.1,.780,0.9,4.1,1.4,1.0,3.1,5.3,106,113
Shaquille Harrison,PHO,23,384,18.9,6.9,7.4,15.5,.476,0.7,3.2,.231,3.5,4.7,.737,1.1,6.5,3.2,0.9,2.7,5.2,109,109
Josh Hart,LAL,63,1461,16.2,2.6,5.8,12.3,.469,2.6,6.5,.396,2.2,3.1,.702,1.4,7.2,1.5,0.5,1.5,3.5,116,109
Udonis Haslem,MIA,14,72,5.6,3.5,2.1,10.5,.200,0.7,5.6,.125,0.7,1.4,.500,2.1,4.9,0.0,1.4,1.4,2.1,71,111
Nigel Hayes,TOT,9,122,11.1,2.5,4.5,13.6,.333,1.6,6.6,.250,0.4,1.2,.333,1.6,7.4,0.8,1.2,0.8,3.3,82,112
Nigel Hayes,LAL,2,11,13.0,8.7,4.3,13.0,.333,0.0,8.7,.000,4.3,4.3,1.000,0.0,0.0,0.0,0.0,0.0,0.0,117,117
Nigel Hayes,TOR,2,6,49.3,0.0,16.4,16.4,1.000,16.4,16.4,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,8.2,0.0,102,115
Nigel Hayes,SAC,5,105,8.7,1.9,3.9,13.5,.286,1.0,5.8,.167,0.0,1.0,.000,1.9,8.7,1.0,1.4,0.5,3.9,77,111
Gordon Hayward,BOS,1,5,20.0,0.0,10.0,20.0,.500,0.0,10.0,.000,0.0,0.0,,0.0,10.0,0.0,0.0,0.0,10.0,99,107
Reggie Hearn,DET,3,7,21.4,0.0,7.1,14.3,.500,7.1,14.3,.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,143,116
Myke Henry,MEM,20,378,14.3,2.9,5.5,14.6,.376,2.5,7.8,.328,0.8,1.3,.600,1.3,3.7,4.1,0.8,2.5,3.7,91,107
John Henson,MIL,76,1970,16.8,2.9,7.3,12.7,.572,0.0,0.2,.143,2.3,4.0,.570,3.8,9.2,1.1,2.8,2.1,5.1,115,108
Juan Hernangómez,DEN,25,277,14.7,2.1,5.2,13.4,.387,2.5,8.9,.280,1.8,2.1,.833,3.2,6.4,1.1,0.5,1.6,4.5,109,113
Willy Hernangómez,TOT,48,495,24.4,3.3,9.0,16.3,.555,0.5,1.2,.417,5.9,8.9,.656,6.1,12.1,1.8,1.6,3.5,6.4,117,106
Willy Hernangómez,NYK,26,233,23.6,4.5,10.4,17.2,.605,0.2,1.1,.200,2.6,6.0,.429,4.7,9.6,1.7,1.5,5.5,6.8,102,108
Willy Hernangómez,CHO,22,262,25.1,2.2,7.8,15.5,.506,0.7,1.3,.571,8.7,11.5,.758,7.3,14.3,1.9,1.7,1.7,6.0,131,104
Mario Hezonja,ORL,75,1657,21.3,3.1,8.1,18.2,.442,2.7,7.9,.337,2.5,3.1,.819,1.2,7.1,2.4,0.9,2.5,4.0,103,108
Isaiah Hicks,NYK,18,240,16.5,3.3,6.8,14.9,.458,0.4,1.9,.222,2.5,3.7,.667,2.1,6.4,0.4,0.8,3.3,9.3,95,113
Buddy Hield,SAC,80,2024,27.0,3.9,10.4,23.3,.446,4.4,10.2,.431,1.8,2.0,.877,1.4,6.3,2.1,0.5,3.1,3.7,104,111
Nenê Hilário,HOU,52,758,22.1,2.9,8.8,15.5,.569,0.0,0.1,.000,4.4,6.9,.636,3.5,7.9,1.8,0.9,2.5,8.0,117,105
George Hill,TOT,67,1812,18.4,5.1,6.5,14.1,.460,2.3,5.7,.415,3.0,3.9,.786,1.2,3.8,1.7,0.7,2.4,3.5,113,113
George Hill,SAC,43,1143,19.5,5.3,6.8,14.4,.469,2.6,5.7,.453,3.4,4.4,.778,1.0,4.2,1.7,0.5,2.7,3.3,113,113
George Hill,CLE,24,669,16.5,4.9,6.1,13.7,.444,2.0,5.6,.351,2.4,3.0,.805,1.5,3.2,1.6,1.1,2.1,3.9,112,113
Solomon Hill,NOP,12,187,7.4,5.6,2.8,10.5,.268,1.0,5.4,.190,0.8,1.5,.500,2.3,6.9,1.8,0.3,2.3,5.6,84,109
Darrun Hilliard,SAS,14,95,8.5,5.9,2.7,10.1,.263,0.0,3.2,.000,3.2,3.7,.857,0.0,3.7,1.1,0.0,2.1,3.7,84,110
Jrue Holiday,NOP,81,2927,25.1,7.9,10.0,20.3,.494,2.0,5.8,.337,3.0,3.9,.786,1.0,4.9,2.0,1.0,3.5,3.3,110,109
Justin Holiday,CHI,72,2265,18.9,3.3,6.3,16.9,.371,3.5,9.7,.359,2.9,3.5,.823,0.7,5.6,1.7,0.7,2.0,2.9,100,111
John Holland,CLE,24,174,15.2,1.4,4.8,16.6,.288,3.1,10.1,.306,2.5,3.7,.692,1.7,5.1,2.0,0.6,2.3,2.8,84,112
Rondae Hollis-Jefferson,BRK,68,1920,23.9,4.2,8.6,18.3,.472,0.3,1.4,.241,6.3,8.0,.788,2.6,9.1,1.6,1.2,3.1,3.7,108,109
Richaun Holmes,PHI,48,746,20.1,3.9,8.7,15.5,.560,0.3,2.0,.129,2.4,3.6,.661,3.7,9.9,1.3,1.9,1.6,6.3,121,103
Rodney Hood,TOT,60,1616,27.2,2.9,9.9,23.1,.429,3.9,10.3,.381,3.4,4.0,.860,0.7,4.4,1.4,0.4,2.2,3.2,106,110
Rodney Hood,UTA,39,1084,30.3,3.0,10.8,25.5,.424,4.7,12.1,.389,3.9,4.5,.876,0.6,4.5,1.4,0.3,2.9,3.0,104,107
Rodney Hood,CLE,21,532,20.9,2.8,8.1,18.3,.442,2.3,6.5,.352,2.4,2.9,.813,0.7,4.2,1.4,0.5,0.6,3.8,111,114
Scotty Hopson,DAL,1,8,6.3,6.3,0.0,6.3,.000,0.0,0.0,,6.3,12.5,.500,0.0,0.0,0.0,0.0,6.3,0.0,53,118
Al Horford,BOS,72,2277,20.3,7.4,8.1,16.5,.489,2.1,5.0,.429,2.1,2.6,.783,2.3,9.4,0.9,1.7,2.9,3.0,115,103
Danuel House,PHO,23,403,18.1,3.0,6.7,15.3,.434,1.8,6.9,.259,3.0,3.7,.806,1.5,7.5,0.8,0.7,1.3,2.7,111,114
Dwight Howard,CHO,81,2463,26.7,2.1,10.0,18.0,.555,0.0,0.1,.143,6.6,11.5,.574,5.0,15.0,1.0,2.6,4.1,4.9,108,104
Josh Huestis,OKC,69,982,8.0,1.0,3.0,9.2,.330,1.7,5.8,.287,0.3,1.0,.300,2.1,6.0,0.8,2.2,1.3,4.1,91,109
R.J. Hunter,HOU,5,45,20.8,3.3,7.7,21.9,.350,3.3,15.3,.214,2.2,2.2,1.000,0.0,5.5,3.3,0.0,2.2,7.7,92,105
Vince Hunter,MEM,4,7,43.3,0.0,21.7,36.1,.600,0.0,0.0,,0.0,0.0,,14.4,7.2,0.0,7.2,7.2,0.0,104,107
Serge Ibaka,TOR,76,2093,22.6,1.5,8.9,18.5,.483,2.5,7.0,.360,2.2,2.8,.797,1.8,9.4,0.7,2.3,2.1,4.9,109,105
Andre Iguodala,GSW,64,1622,11.4,6.2,4.4,9.5,.463,1.0,3.5,.282,1.6,2.6,.632,1.5,5.8,1.6,1.1,2.0,2.9,113,109
Ersan İlyasova,TOT,69,1729,21.1,2.5,7.8,17.2,.452,2.6,7.1,.360,3.0,3.8,.778,3.3,8.1,1.7,0.7,2.0,4.4,111,108
Ersan İlyasova,ATL,46,1175,20.8,2.1,7.6,16.7,.459,2.5,7.1,.359,3.0,3.7,.800,3.1,7.4,1.8,0.7,1.8,3.8,113,110
Ersan İlyasova,PHI,23,554,21.6,3.4,8.1,18.4,.439,2.6,7.2,.361,2.9,3.9,.733,3.8,9.5,1.5,0.8,2.5,5.6,109,104
Joe Ingles,UTA,82,2578,18.3,7.6,6.5,14.0,.467,4.0,9.0,.440,1.3,1.6,.795,0.5,6.2,1.8,0.4,3.1,3.5,115,106
Andre Ingram,LAL,2,64,17.9,5.2,6.0,12.7,.471,3.7,6.7,.556,2.2,2.2,1.000,0.7,3.7,2.2,2.2,2.2,2.2,124,107
Brandon Ingram,LAL,59,1975,23.0,5.6,8.7,18.4,.470,1.0,2.5,.390,4.7,6.8,.681,1.4,6.2,1.1,1.0,3.6,3.9,104,109
Kyrie Irving,BOS,60,1931,37.9,7.9,13.8,28.1,.491,4.3,10.5,.408,6.0,6.8,.889,0.9,5.0,1.7,0.4,3.6,3.2,118,106
Jonathan Isaac,ORL,27,536,13.2,1.6,5.0,13.2,.379,1.5,4.2,.348,1.7,2.3,.760,1.5,7.6,3.0,2.7,2.5,4.4,87,104
Wesley Iwundu,ORL,62,1020,11.0,2.7,4.5,10.5,.427,0.4,2.2,.196,1.6,2.3,.723,1.7,4.8,1.6,0.6,1.4,3.9,100,112
Jarrett Jack,NYK,62,1548,14.9,11.1,6.1,14.2,.427,0.8,2.8,.291,2.0,2.4,.840,0.7,5.4,1.1,0.1,3.7,3.1,103,114
Aaron Jackson,HOU,1,35,11.2,1.4,4.2,12.7,.333,1.4,5.6,.250,1.4,2.8,.500,2.8,1.4,0.0,0.0,1.4,5.6,91,114
Demetrius Jackson,TOT,15,80,9.8,5.5,4.3,11.0,.389,0.6,4.3,.143,0.6,1.2,.500,3.1,4.3,3.1,0.6,6.1,4.3,77,105
Demetrius Jackson,HOU,12,63,6.2,3.9,3.1,10.9,.286,0.0,4.7,.000,0.0,0.0,,3.1,5.5,3.1,0.8,7.0,4.7,58,104
Demetrius Jackson,PHI,3,17,22.6,11.3,8.5,11.3,.750,2.8,2.8,1.000,2.8,5.7,.500,2.8,0.0,2.8,0.0,2.8,2.8,150,108
Josh Jackson,PHO,77,1959,24.7,2.9,9.5,22.8,.417,1.4,5.3,.263,4.3,6.8,.634,2.3,6.3,2.0,0.9,3.6,5.3,93,112
Justin Jackson,SAC,68,1506,15.2,2.5,6.2,14.1,.442,1.9,6.2,.308,0.9,1.2,.722,0.9,5.4,0.9,0.4,1.3,2.7,103,114
Reggie Jackson,DET,45,1201,27.2,9.9,10.2,24.0,.426,2.2,7.0,.308,4.7,5.6,.836,1.2,4.0,1.1,0.2,4.1,3.6,105,111
LeBron James,CLE,82,3026,36.4,12.1,13.9,25.6,.542,2.4,6.6,.367,6.3,8.6,.731,1.6,9.9,1.9,1.1,5.6,2.2,118,109
Mike James,TOT,36,687,23.4,8.8,8.6,22.4,.383,1.8,6.8,.265,4.5,5.9,.762,0.9,5.4,2.0,0.5,3.4,3.3,99,113
Mike James,PHO,32,669,23.8,8.6,8.7,22.3,.388,1.9,6.9,.268,4.6,6.0,.762,0.9,5.5,1.9,0.5,3.4,3.2,100,113
Mike James,NOP,4,18,10.6,15.9,5.3,23.9,.222,0.0,2.7,.000,0.0,0.0,,2.7,0.0,2.7,0.0,2.7,8.0,77,111
Al Jefferson,IND,36,484,26.0,3.1,11.5,21.5,.534,0.0,0.3,.000,3.1,3.7,.833,3.1,11.7,1.7,2.4,2.2,6.8,113,104
Richard Jefferson,DEN,20,163,9.1,4.6,3.6,8.2,.444,0.6,2.1,.286,1.2,2.1,.571,0.6,4.6,0.6,0.3,1.5,3.3,106,115
Brandon Jennings,MIL,14,205,17.8,10.7,6.6,17.5,.375,2.2,8.0,.273,2.4,2.4,1.000,1.2,6.3,1.5,1.0,4.4,2.7,99,111
Jonas Jerebko,UTA,74,1134,19.0,1.9,7.0,15.1,.466,2.9,6.9,.414,2.0,2.5,.807,2.3,8.5,1.1,0.5,1.2,5.6,118,106
Amir Johnson,PHI,74,1171,14.0,4.8,5.8,10.7,.538,0.4,1.3,.313,2.1,3.5,.612,5.1,8.5,1.8,1.8,2.3,7.9,121,103
Brice Johnson,TOT,18,98,21.8,1.0,10.2,21.3,.476,0.0,0.5,.000,1.5,2.5,.600,4.6,11.2,4.6,3.0,2.5,6.6,96,99
Brice Johnson,LAC,9,38,20.5,1.3,9.0,14.1,.636,0.0,1.3,.000,2.6,2.6,1.000,2.6,14.1,7.7,2.6,5.1,9.0,103,90
Brice Johnson,MEM,9,60,22.8,0.8,11.0,26.1,.419,0.0,0.0,,0.8,2.5,.333,5.9,9.3,2.5,3.4,0.8,5.1,93,105
Dakari Johnson,OKC,31,161,17.0,2.5,6.8,12.0,.564,0.0,0.0,,3.4,6.2,.550,4.9,5.5,1.8,2.5,0.9,8.3,128,106
James Johnson,MIA,73,1943,20.4,7.2,8.0,15.9,.503,1.5,4.8,.308,2.9,4.2,.698,1.6,7.7,1.8,1.3,3.6,5.0,109,105
Joe Johnson,TOT,55,1205,15.4,3.4,6.0,14.9,.406,1.7,6.0,.276,1.7,1.9,.889,0.6,6.5,0.7,0.3,2.0,2.8,98,109
Joe Johnson,UTA,32,700,16.7,3.2,6.8,16.2,.420,1.6,6.0,.274,1.4,1.7,.833,0.9,6.8,0.9,0.4,2.2,2.3,96,107
Joe Johnson,HOU,23,505,13.5,3.7,5.0,13.1,.381,1.7,5.9,.279,1.9,2.0,.952,0.2,6.1,0.6,0.1,1.8,3.4,100,110
Omari Johnson,MEM,4,75,14.8,4.7,6.1,14.2,.429,2.7,8.1,.333,0.0,0.0,,2.7,4.7,1.3,0.0,2.0,4.0,108,114
Stanley Johnson,DET,69,1894,15.8,2.9,5.5,14.7,.375,1.8,6.2,.286,2.9,3.8,.772,0.9,5.8,2.5,0.4,2.0,4.5,97,107
