Player,Team,GP,MP,PTS,AST,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,STL,BLK,TOV,PF,ORtg,DRtg
Patrick Beverley,LAC,11,334,19.5,4.7,7.0,17.3,.403,3.5,8.7,.400,2.0,2.5,.824,2.3,4.2,2.8,0.7,3.6,4.9,102,110
Khem Birch,ORL,42,578,15.1,2.9,5.8,10.7,.540,0.0,0.0,,3.6,5.2,.689,5.9,9.3,1.3,1.8,1.8,4.7,123,108
Jabari Bird,BOS,13,115,16.9,3.5,6.5,11.3,.577,1.3,3.0,.429,2.6,5.6,.462,2.6,5.6,1.3,0.4,3.5,3.0,107,106
Bismack Biyombo,ORL,82,1495,15.3,2.2,6.0,11.5,.520,0.0,0.0,.000,3.3,5.1,.650,4.7,10.6,0.7,3.1,2.8,5.2,108,107
Nemanja Bjelica,MIN,67,1371,16.6,3.1,6.2,13.5,.461,2.8,6.7,.415,1.3,1.6,.800,1.9,8.1,1.8,0.6,1.9,5.1,114,110
Tarik Black,HOU,51,536,16.5,1.2,6.9,11.7,.591,0.1,1.0,.091,2.7,5.8,.460,5.8,9.2,1.9,2.8,3.2,9.8,110,102
Antonio Blakeney,CHI,19,314,23.5,3.1,8.2,22.2,.371,2.3,8.1,.288,4.7,6.1,.769,0.6,4.5,1.1,0.2,1.7,3.0,96,114
Eric Bledsoe,TOT,74,2322,28.2,7.9,10.0,21.2,.473,2.7,7.7,.347,5.4,6.8,.795,1.1,5.0,3.2,0.9,4.6,4.0,109,108
Eric Bledsoe,PHO,3,83,27.1,5.2,9.2,23.1,.400,2.3,7.5,.308,6.3,8.1,.786,1.7,2.3,2.3,1.2,5.8,3.5,94,113
Eric Bledsoe,MIL,71,2239,28.2,8.0,10.1,21.1,.476,2.7,7.7,.349,5.4,6.7,.795,1.1,5.1,3.2,0.9,4.6,4.0,109,108
Vander Blue,LAL,5,45,3.2,3.2,1.1,5.3,.200,0.0,2.1,.000,1.1,2.1,.500,0.0,1.1,1.1,0.0,3.2,2.1,52,114
Bogdan Bogdanović,SAC,78,2175,21.3,6.0,8.0,18.0,.446,3.0,7.7,.392,2.3,2.8,.840,0.7,4.5,1.7,0.4,2.9,4.0,107,113
Bojan Bogdanović,IND,80,2464,23.1,2.4,8.2,17.3,.474,3.1,7.8,.402,3.6,4.2,.868,0.6,4.9,1.1,0.2,2.2,2.6,114,112
Andrew Bogut,LAL,24,216,8.0,3.3,3.8,5.5,.680,0.0,0.0,,0.4,0.4,1.000,5.8,11.5,0.9,2.9,4.2,8.9,106,104
Joel Bolomboy,MIL,6,38,11.8,0.0,3.9,7.9,.500,0.0,1.3,.000,3.9,7.9,.500,7.9,5.2,2.6,0.0,2.6,3.9,109,111
Devin Booker,PHO,54,1865,34.5,6.5,11.7,27.1,.432,3.8,9.9,.383,7.4,8.4,.878,0.7,5.6,1.2,0.4,5.0,4.3,105,115
Trevor Booker,TOT,68,1158,18.0,3.4,7.4,14.4,.516,0.3,1.4,.242,2.8,3.9,.710,4.9,8.4,1.2,0.9,2.5,5.0,114,108
Trevor Booker,BRK,18,395,22.2,4.7,9.5,18.4,.513,0.4,1.5,.250,2.9,5.3,.558,4.7,10.0,1.0,0.6,3.7,5.3,105,110
Trevor Booker,PHI,33,494,15.2,2.6,5.9,10.6,.560,0.2,0.7,.286,3.1,3.8,.821,4.6,7.3,1.6,1.1,1.9,4.9,125,105
Trevor Booker,IND,17,269,16.9,3.2,7.2,15.6,.464,0.6,2.6,.214,1.9,2.0,.909,5.9,8.4,0.7,0.9,1.7,4.8,115,110
Chris Boucher,GSW,1,1,0.0,0.0,0.0,48.2,.000,0.0,48.2,.000,0.0,0.0,,0.0,48.2,0.0,0.0,0.0,0.0,0,88
Avery Bradley,TOT,46,1433,22.8,3.3,9.0,21.7,.414,2.6,7.0,.369,2.2,2.8,.768,0.8,3.3,1.8,0.3,3.5,3.2,92,110
Avery Bradley,DET,40,1268,23.6,3.3,9.2,22.4,.409,2.9,7.6,.381,2.4,3.1,.763,0.7,3.0,1.8,0.3,3.7,3.1,92,110
Avery Bradley,LAC,6,165,16.2,3.2,7.7,16.2,.473,0.3,2.7,.111,0.6,0.6,1.000,0.9,5.6,1.5,0.3,2.4,3.5,96,112
Tony Bradley,UTA,9,29,13.8,1.7,5.2,19.0,.273,0.0,1.7,.000,3.5,3.5,1.000,6.9,12.1,0.0,0.0,0.0,1.7,95,107
Corey Brewer,TOT,72,1208,15.3,2.6,5.7,12.7,.449,1.2,4.4,.282,2.6,3.6,.722,1.7,4.5,3.2,0.6,2.0,5.6,107,106
Corey Brewer,LAL,54,694,13.6,2.8,5.4,11.9,.453,0.6,3.0,.186,2.3,3.5,.667,1.6,4.8,2.8,0.6,2.6,5.7,97,107
Corey Brewer,OKC,18,514,17.6,2.3,6.2,13.9,.444,2.2,6.5,.343,3.0,3.8,.795,1.9,4.0,3.7,0.6,1.1,5.4,121,105
Malcolm Brogdon,MIL,48,1436,21.7,5.3,8.5,17.5,.485,2.2,5.6,.385,2.6,3.0,.882,0.8,4.6,1.4,0.5,2.3,4.4,112,113
Aaron Brooks,MIN,32,189,19.8,5.3,7.4,18.3,.406,2.9,8.2,.355,2.1,2.9,.727,1.9,2.6,1.6,0.0,2.9,7.4,103,115
Dillon Brooks,MEM,82,2350,19.3,2.9,7.3,16.6,.440,2.0,5.7,.356,2.7,3.6,.747,1.1,4.5,1.6,0.4,2.7,5.0,100,113
MarShon Brooks,MEM,7,193,36.9,6.5,13.4,26.7,.500,5.0,8.4,.594,5.2,6.0,.870,2.1,3.4,2.9,0.8,4.2,1.6,117,111
Anthony Brown,MIN,1,4,37.5,12.5,12.5,12.5,1.000,12.5,12.5,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,279,120
Bobby Brown,HOU,20,115,21.4,4.7,8.1,24.8,.328,4.7,17.1,.275,0.4,0.9,.500,0.0,3.0,1.7,0.0,3.9,2.6,83,110
Jaylen Brown,BOS,70,2152,23.6,2.6,8.7,18.6,.465,2.8,7.1,.395,3.5,5.4,.644,1.5,6.5,1.6,0.6,2.9,4.2,105,105
Lorenzo Brown,TOR,14,139,11.3,4.6,5.0,12.1,.412,0.7,4.3,.167,0.7,0.7,1.000,0.4,5.0,1.8,0.0,1.1,2.5,102,108
Markel Brown,HOU,4,31,7.9,3.2,3.2,11.1,.286,1.6,7.9,.200,0.0,0.0,,1.6,6.3,0.0,0.0,3.2,9.5,74,111
Sterling Brown,MIL,54,776,13.9,1.6,5.3,13.2,.400,2.1,5.8,.352,1.3,1.5,.875,1.7,7.5,2.0,0.8,1.6,5.1,100,110
Nicolás Brussino,ATL,4,10,0.0,0.0,0.0,9.8,.000,0.0,9.8,.000,0.0,0.0,,0.0,14.7,0.0,0.0,0.0,0.0,0,111
Thomas Bryant,LAL,15,72,14.6,4.0,5.3,14.0,.381,0.7,6.6,.100,3.3,6.0,.556,2.0,9.3,0.7,1.3,1.3,4.0,100,108
Reggie Bullock,DET,62,1732,20.1,2.7,7.7,15.7,.489,3.6,8.1,.445,1.1,1.4,.796,0.8,3.7,1.4,0.4,1.4,2.0,118,110
Trey Burke,NYK,36,785,29.1,10.7,12.2,24.2,.503,2.4,6.6,.362,2.3,3.6,.649,0.8,3.7,1.5,0.3,2.7,2.7,117,114
Alec Burks,UTA,64,1059,23.4,3.2,8.1,19.6,.411,2.2,6.7,.331,5.1,5.9,.863,0.9,8.2,1.8,0.4,2.8,3.6,102,105
Jimmy Butler,MIN,59,2164,30.2,6.7,10.1,21.3,.474,1.6,4.6,.350,8.4,9.8,.854,1.8,5.4,2.7,0.6,2.5,1.8,122,110
Dwight Buycks,DET,29,427,25.1,6.9,9.6,23.1,.414,1.8,5.3,.333,4.2,4.8,.878,1.4,3.4,2.2,0.2,4.6,4.6,97,109
Bruno Caboclo,TOT,12,107,12.3,1.9,4.2,14.6,.290,1.4,8.0,.176,2.4,2.8,.833,3.3,7.1,1.4,1.9,1.9,3.8,86,110
Bruno Caboclo,TOR,2,7,0.0,7.0,0.0,14.1,.000,0.0,14.1,.000,0.0,0.0,,0.0,7.0,7.0,0.0,0.0,7.0,33,95
Bruno Caboclo,SAC,10,100,13.1,1.5,4.6,14.7,.310,1.5,7.6,.200,2.5,3.0,.833,3.5,7.1,1.0,2.0,2.0,3.5,89,111
José Calderón,CLE,57,914,13.7,6.3,5.0,9.9,.503,2.4,5.2,.464,1.3,1.6,.800,0.8,3.8,1.4,0.1,2.2,4.3,122,115
Kentavious Caldwell-Pope,LAL,74,2458,19.3,3.2,6.6,15.5,.426,3.1,8.1,.383,3.0,3.8,.789,1.2,6.4,2.1,0.3,1.9,2.8,111,108
Isaiah Canaan,TOT,20,422,19.5,8.6,5.9,15.5,.380,2.5,7.5,.333,5.2,5.8,.902,0.7,4.4,1.8,0.1,3.3,4.1,110,114
Isaiah Canaan,HOU,1,4,0.0,0.0,0.0,12.3,.000,0.0,0.0,,0.0,0.0,,0.0,12.3,0.0,0.0,0.0,0.0,0,109
Isaiah Canaan,PHO,19,418,19.7,8.7,6.0,15.6,.382,2.5,7.6,.333,5.3,5.8,.902,0.7,4.4,1.8,0.1,3.3,4.1,110,114
Clint Capela,HOU,74,2034,24.8,1.6,10.7,16.4,.652,0.0,0.0,.000,3.5,6.2,.560,5.8,13.6,1.4,3.3,2.5,4.5,126,101
DeMarre Carroll,BRK,73,2180,21.9,3.3,7.2,17.5,.414,3.2,8.7,.371,4.2,5.5,.764,2.3,8.3,1.3,0.7,2.3,3.7,109,110
Vince Carter,SAC,58,1026,15.4,3.4,5.6,14.0,.403,2.8,8.1,.345,1.4,1.8,.757,0.9,6.4,2.1,1.3,1.8,4.7,103,110
Michael Carter-Williams,CHO,52,835,14.0,6.8,4.4,13.4,.332,0.8,3.4,.237,4.3,5.2,.820,2.2,5.9,2.6,1.3,3.0,5.8,98,107
Alex Caruso,LAL,37,562,11.4,6.4,4.3,9.9,.431,1.1,3.7,.302,1.8,2.6,.700,1.3,4.3,2.0,0.9,3.6,4.4,98,109
Omri Casspi,GSW,53,740,19.5,3.3,7.8,13.5,.580,0.7,1.4,.455,3.3,4.5,.725,2.0,11.1,1.2,1.2,2.4,4.6,117,106
Willie Cauley-Stein,SAC,73,2044,23.1,4.3,9.6,19.1,.502,0.1,0.3,.250,3.8,6.1,.619,3.2,9.4,1.9,1.7,2.7,4.6,106,108
Tyler Cavanaugh,ATL,39,518,17.3,2.5,6.3,14.3,.441,3.0,8.4,.360,1.6,2.0,.810,4.2,7.7,0.8,0.4,1.3,5.8,119,112
Mario Chalmers,MEM,66,1421,18.0,7.0,6.0,15.8,.379,1.9,6.8,.277,4.2,4.9,.855,0.5,5.1,2.8,0.5,4.2,6.4,96,110
Tyson Chandler,PHO,46,1151,12.5,2.2,5.0,7.8,.647,0.0,0.0,,2.4,3.9,.624,5.6,11.8,0.7,1.1,2.5,4.4,123,111
Wilson Chandler,DEN,74,2346,15.6,3.4,5.9,13.3,.445,1.9,5.2,.358,1.9,2.4,.772,2.2,6.3,0.9,0.8,1.9,3.3,110,113
Marquese Chriss,PHO,72,1527,17.4,2.6,6.3,15.0,.423,1.8,6.0,.295,3.0,5.0,.608,2.4,10.0,1.6,2.2,3.4,6.4,95,109
Ian Clark,NOP,74,1455,18.1,3.6,7.3,16.2,.448,2.0,6.4,.318,1.5,1.9,.763,0.3,3.8,1.1,0.3,1.9,3.9,102,112
Jordan Clarkson,TOT,81,1888,28.7,5.6,11.0,24.4,.451,2.9,8.1,.352,3.9,4.9,.800,1.5,4.1,1.5,0.2,3.2,2.7,106,112
Jordan Clarkson,LAL,53,1256,29.4,6.6,11.4,25.4,.448,2.6,8.0,.324,4.0,5.0,.795,1.7,4.4,1.5,0.1,3.6,2.4,105,111
Jordan Clarkson,CLE,28,632,27.4,3.7,10.2,22.2,.456,3.4,8.4,.407,3.6,4.5,.810,1.0,3.5,1.5,0.2,2.5,3.4,109,115
Gian Clavell,DAL,7,64,15.7,2.4,4.7,14.1,.333,4.7,11.8,.400,1.6,1.6,1.000,0.8,4.7,1.6,0.0,1.6,6.3,102,111
Antonius Cleveland,TOT,17,123,9.3,0.8,3.2,8.5,.381,1.2,1.6,.750,1.6,2.4,.667,1.2,4.4,2.8,2.0,2.8,9.3,78,107
Antonius Cleveland,DAL,13,81,6.2,1.2,2.5,8.7,.286,0.0,0.6,.000,1.2,2.5,.500,1.2,5.0,3.7,2.5,1.2,6.8,70,103
Antonius Cleveland,ATL,4,42,15.1,0.0,4.7,8.1,.571,3.5,3.5,1.000,2.3,2.3,1.000,1.2,3.5,1.2,1.2,5.8,14.0,90,113
John Collins,ATL,74,1785,21.3,2.7,8.6,14.9,.576,0.4,1.3,.340,3.6,5.1,.715,4.8,10.0,1.3,2.2,2.9,5.9,117,108
Zach Collins,POR,66,1045,13.9,2.5,5.5,13.8,.398,1.7,5.4,.310,1.3,2.0,.643,2.1,8.4,0.8,1.5,2.8,6.3,93,107
Kyle Collinsworth,DAL,32,480,10.6,5.9,4.0,10.4,.384,0.4,1.8,.235,2.2,4.2,.525,3.3,7.8,1.8,0.9,2.5,4.6,98,108
Darren Collison,IND,69,2018,21.2,9.1,7.8,15.8,.495,2.4,5.1,.468,3.1,3.6,.882,0.9,3.5,2.3,0.4,2.1,3.0,126,110
Nick Collison,OKC,15,75,20.5,2.6,8.6,12.6,.684,0.0,0.0,,3.3,8.6,.385,4.6,8.6,0.0,0.0,4.6,4.6,106,112
Mike Conley,MEM,12,373,27.8,6.6,8.7,22.8,.381,3.3,10.4,.312,7.2,8.9,.803,0.0,3.7,1.6,0.4,2.4,3.3,108,114
Pat Connaughton,POR,82,1488,14.7,3.0,5.5,13.0,.423,2.5,7.0,.352,1.2,1.5,.841,1.2,4.2,0.8,0.7,1.4,4.0,110,110
Quinn Cook,GSW,33,740,20.3,5.8,7.9,16.4,.484,3.0,6.8,.442,1.4,1.6,.880,0.7,4.7,0.8,0.1,2.1,3.8,115,113
Charles Cooke,NOP,13,38,7.5,1.3,2.5,17.6,.143,1.3,10.1,.125,1.3,2.5,.500,0.0,2.5,1.3,0.0,1.3,0.0,45,113
Jack Cooley,SAC,7,87,23.3,3.5,7.6,15.7,.481,0.0,0.0,,8.1,11.0,.737,8.1,9.3,0.6,0.0,1.7,7.6,126,113
Matt Costello,SAS,4,32,6.3,3.2,3.2,6.3,.500,0.0,0.0,,0.0,0.0,,1.6,12.6,3.2,3.2,1.6,11.1,101,96
DeMarcus Cousins,NOP,48,1737,33.3,7.1,11.2,23.7,.470,2.9,8.1,.354,8.1,10.8,.746,2.9,14.1,2.2,2.1,6.7,5.0,104,102
Robert Covington,PHI,80,2532,19.2,3.0,6.6,15.9,.413,3.9,10.4,.369,2.2,2.6,.853,1.0,7.2,2.6,1.4,2.4,4.5,107,103
Allen Crabbe,BRK,75,2197,21.9,2.6,7.4,18.3,.407,4.4,11.8,.378,2.5,3.0,.852,0.6,6.5,1.0,0.8,1.7,3.7,108,112
Torrey Craig,DEN,39,629,12.8,2.0,4.9,10.8,.453,1.3,4.6,.293,1.7,2.8,.629,3.2,6.9,0.9,1.2,1.6,5.0,111,112
Jamal Crawford,MIN,80,1653,24.9,5.6,9.3,22.4,.415,3.1,9.5,.331,3.1,3.4,.903,0.6,2.4,1.2,0.3,2.9,2.6,104,116
Jordan Crawford,NOP,5,53,29.7,11.7,10.8,24.3,.444,7.2,12.6,.571,0.9,0.9,1.000,1.8,1.8,0.9,0.9,4.5,6.3,116,113
Jae Crowder,TOT,80,2090,18.3,2.3,6.4,15.9,.404,2.6,8.1,.323,2.9,3.5,.818,1.4,5.1,1.5,0.5,1.7,4.4,105,111
Jae Crowder,CLE,53,1346,16.5,2.1,5.7,13.7,.418,2.3,6.9,.328,2.8,3.3,.848,1.5,4.8,1.5,0.4,1.5,4.5,109,113
Jae Crowder,UTA,27,744,21.5,2.8,7.7,19.9,.386,3.2,10.2,.316,2.9,3.8,.768,1.2,5.7,1.6,0.6,2.2,4.2,99,106
Dante Cunningham,TOT,73,1562,12.8,1.5,5.0,11.2,.451,1.8,5.2,.345,1.0,1.6,.596,2.4,6.8,1.2,0.9,1.0,3.4,110,110
Dante Cunningham,NOP,51,1115,10.8,1.1,4.2,9.6,.440,1.5,4.6,.324,0.9,1.5,.556,2.1,6.1,1.2,0.7,0.7,3.2,110,111
Dante Cunningham,BRK,22,447,17.8,2.4,7.1,15.1,.468,2.5,6.5,.383,1.2,1.7,.688,3.0,8.4,1.3,1.5,1.8,3.9,110,109
Stephen Curry,GSW,51,1631,39.8,9.2,12.6,25.5,.495,6.3,14.8,.423,8.2,8.9,.921,1.1,6.6,2.4,0.2,4.5,3.4,125,108
Troy Daniels,PHO,79,1622,20.7,1.4,6.8,17.0,.403,5.4,13.5,.400,1.7,1.9,.875,0.4,3.4,0.8,0.1,1.7,4.0,109,117
Anthony Davis,NOP,75,2727,36.9,3.0,13.7,25.6,.534,1.0,2.8,.340,8.7,10.5,.828,3.3,11.3,2.0,3.4,2.8,2.8,119,102
Deyonta Davis,MEM,62,943,19.3,2.1,8.6,14.2,.608,0.0,0.0,,2.0,3.1,.667,4.0,9.4,0.8,2.1,1.7,6.7,122,110
Ed Davis,POR,78,1471,14.0,1.4,5.7,9.9,.582,0.0,0.0,.000,2.5,3.8,.667,6.2,13.3,1.1,1.8,2.2,6.4,121,103
Dewayne Dedmon,ATL,62,1542,19.5,2.9,7.9,15.1,.524,1.6,4.5,.355,2.1,2.7,.779,3.2,12.3,1.3,1.6,2.7,5.1,111,107
Sam Dekker,LAC,73,883,16.7,2.1,7.0,14.3,.494,0.6,3.3,.167,2.0,3.1,.661,2.4,7.2,1.3,0.5,1.8,3.9,107,111
Malcolm Delaney,ATL,54,1014,16.3,7.9,5.3,13.7,.382,2.2,6.0,.371,3.6,4.4,.804,0.4,4.4,1.7,0.3,3.2,4.0,104,113
Matthew Dellavedova,MIL,38,712,11.5,10.2,3.9,10.6,.362,2.0,5.5,.372,1.8,1.9,.926,1.0,3.5,1.0,0.0,3.4,4.7,104,115
Luol Deng,LAL,1,13,7.4,3.7,3.7,7.4,.500,0.0,0.0,,0.0,0.0,,0.0,0.0,3.7,0.0,3.7,0.0,77,109
DeMar DeRozan,TOR,80,2711,33.5,7.6,11.7,25.7,.456,1.6,5.2,.310,8.4,10.2,.825,1.1,4.7,1.5,0.4,3.2,2.7,114,109
Cheick Diallo,NOP,52,581,20.9,1.6,8.4,14.5,.580,0.0,0.0,,4.1,5.4,.758,3.9,13.5,0.9,1.7,2.3,6.7,118,105
Gorgui Dieng,MIN,79,1333,17.6,2.7,7.0,14.6,.479,0.7,2.3,.311,3.0,3.8,.775,4.0,9.5,1.7,1.5,2.2,5.5,112,109
Spencer Dinwiddie,BRK,80,2306,21.2,11.0,6.8,17.6,.387,3.0,9.1,.326,4.6,5.6,.813,0.8,4.6,1.4,0.5,2.7,3.9,114,112
