Player,Team,GP,GS,MPG,PPG,APG,FG,FGA,FG%,3P,3PA,3P%,eFG%,FT,FTA,FT%,ORB,DRB,STL,BLK,TOV,PF
Cleanthony Early,NYK,39,7,16.6,5.4,0.9,1.9,5.5,.355,0.6,2.2,.262,.407,0.9,1.2,.750,0.6,1.9,0.6,0.3,1.0,1.5
Wayne Ellington,LAL,65,36,25.8,10.0,1.6,3.9,9.5,.412,1.4,3.7,.370,.485,0.8,1.0,.813,0.5,2.8,0.5,0.0,0.8,1.2
Monta Ellis,DAL,80,80,33.7,18.9,4.1,7.5,16.9,.445,1.0,3.6,.285,.475,2.9,3.8,.752,0.4,2.0,1.9,0.3,2.5,2.5
James Ennis,MIA,62,3,17.0,5.0,0.8,1.6,4.0,.409,0.5,1.5,.326,.472,1.3,1.5,.840,0.8,2.0,0.4,0.3,0.6,1.4
Tyler Ennis,TOT,33,1,12.5,3.7,2.2,1.6,4.4,.361,0.4,1.3,.279,.403,0.2,0.2,.714,0.2,0.8,0.5,0.2,1.3,1.1
Tyler Ennis,PHO,8,0,7.3,2.8,1.8,1.1,2.6,.429,0.3,0.8,.333,.476,0.3,0.3,1.000,0.1,0.8,0.0,0.3,1.0,0.4
Tyler Ennis,MIL,25,1,14.1,4.0,2.4,1.7,4.9,.350,0.4,1.5,.270,.390,0.1,0.2,.600,0.2,0.9,0.7,0.1,1.4,1.3
Jeremy Evans,UTA,38,0,7.0,2.4,0.3,0.8,1.5,.552,0.1,0.1,.400,.569,0.6,0.8,.828,0.7,1.2,0.3,0.3,0.1,0.8
Reggie Evans,SAC,47,7,16.3,3.7,0.7,1.2,2.9,.423,0.0,0.0,.000,.423,1.3,2.1,.619,2.1,4.3,0.5,0.1,1.0,1.9
Tyreke Evans,NOP,79,76,34.1,16.6,6.6,6.6,14.7,.447,0.9,2.9,.304,.477,2.6,3.7,.694,1.0,4.2,1.3,0.5,3.1,2.5
Dante Exum,UTA,82,41,22.2,4.8,2.4,1.8,5.1,.349,1.0,3.2,.314,.448,0.2,0.4,.625,0.3,1.3,0.5,0.2,1.4,1.8
Festus Ezeli,GSW,46,7,11.0,4.4,0.2,1.7,3.0,.547,0.0,0.0,,.547,1.1,1.7,.628,1.3,2.1,0.2,0.9,0.7,1.7
Kenneth Faried,DEN,75,71,27.8,12.6,1.2,5.0,9.8,.507,0.0,0.1,.125,.507,2.7,3.8,.691,3.2,5.7,0.8,0.8,1.6,2.8
Jordan Farmar,LAC,36,0,14.7,4.6,1.9,1.7,4.4,.386,1.0,2.7,.361,.497,0.3,0.3,.909,0.2,0.9,0.6,0.1,0.9,1.4
Derrick Favors,UTA,74,74,30.8,16.0,1.5,6.5,12.4,.525,0.0,0.1,.167,.526,3.0,4.5,.669,2.6,5.6,0.8,1.7,1.6,2.8
Raymond Felton,DAL,29,3,9.7,3.7,1.4,1.5,3.7,.406,0.3,1.2,.294,.453,0.4,0.5,.800,0.1,0.8,0.4,0.1,0.6,0.6
Landry Fields,TOR,26,9,8.3,1.8,0.6,0.8,1.6,.488,0.0,0.1,.500,.500,0.2,0.2,.833,0.4,0.6,0.4,0.0,0.3,0.3
Evan Fournier,ORL,58,32,28.6,12.0,2.1,4.4,9.9,.440,1.5,3.9,.378,.514,1.8,2.5,.728,0.5,2.2,0.7,0.0,1.4,2.0
Randy Foye,DEN,50,21,21.7,8.7,2.4,3.0,8.0,.368,1.9,5.3,.357,.485,0.9,1.1,.818,0.2,1.5,0.7,0.2,1.2,1.9
Jamaal Franklin,DEN,3,0,4.3,1.0,1.0,0.3,0.7,.500,0.3,0.7,.500,.750,0.0,0.0,,0.3,0.3,0.0,0.3,1.0,1.3
Tim Frazier,TOT,11,3,21.7,5.2,5.5,1.9,5.5,.344,0.5,1.5,.294,.385,0.9,1.9,.476,0.5,2.0,0.7,0.0,2.3,2.4
Tim Frazier,PHI,6,3,28.5,5.7,7.2,2.2,7.2,.302,0.5,1.8,.273,.337,0.8,2.5,.333,0.7,2.5,1.0,0.0,3.0,2.7
Tim Frazier,POR,5,0,13.6,4.6,3.4,1.6,3.6,.444,0.4,1.2,.333,.500,1.0,1.2,.833,0.4,1.4,0.4,0.0,1.4,2.0
Jimmer Fredette,NOP,50,0,10.2,3.6,1.2,1.3,3.3,.380,0.2,1.0,.188,.407,0.9,0.9,.956,0.2,0.6,0.3,0.0,0.7,0.9
Joel Freeland,POR,48,8,12.9,3.5,0.3,1.5,3.1,.490,0.0,0.0,,.490,0.4,0.5,.840,1.3,2.7,0.2,0.5,0.5,1.9
Channing Frye,ORL,75,51,24.9,7.3,1.3,2.5,6.5,.392,1.8,4.6,.393,.532,0.4,0.5,.886,0.4,3.5,0.6,0.5,1.0,2.5
Danilo Gallinari,DEN,59,27,24.2,12.4,1.4,3.9,9.6,.401,1.8,5.1,.355,.496,2.9,3.2,.895,0.5,3.2,0.8,0.3,1.0,1.6
Langston Galloway,NYK,45,41,32.4,11.8,3.3,4.5,11.4,.399,1.4,3.9,.352,.460,1.4,1.7,.808,0.8,3.4,1.2,0.3,1.4,2.9
Francisco García,HOU,14,0,14.3,3.2,1.1,1.2,4.5,.270,0.7,3.2,.222,.349,0.1,0.3,.250,0.2,1.0,0.6,0.4,0.7,1.4
Kevin Garnett,TOT,47,47,20.3,6.9,1.6,3.0,6.5,.467,0.0,0.1,.143,.469,0.8,1.0,.800,1.0,5.6,1.0,0.4,1.0,2.3
Kevin Garnett,BRK,42,42,20.3,6.8,1.6,3.0,6.5,.455,0.0,0.1,.167,.456,0.8,1.0,.829,1.1,5.7,1.0,0.3,1.1,2.3
Kevin Garnett,MIN,5,5,19.6,7.6,1.6,3.6,6.2,.581,0.0,0.2,.000,.581,0.4,0.8,.500,0.4,4.8,1.0,0.8,0.2,2.6
Marc Gasol,MEM,81,81,33.2,17.4,3.8,6.5,13.2,.494,0.0,0.2,.176,.496,4.3,5.4,.795,1.4,6.4,0.9,1.6,2.2,2.6
Pau Gasol,CHI,78,78,34.4,18.5,2.7,7.3,14.8,.494,0.2,0.3,.462,.500,3.8,4.7,.803,2.8,9.0,0.3,1.9,2.0,1.9
Rudy Gay,SAC,68,67,35.4,21.1,3.7,7.5,16.4,.455,1.2,3.2,.359,.491,5.0,5.8,.858,1.4,4.4,1.0,0.6,2.7,2.3
Alonzo Gee,TOT,54,2,12.3,4.5,0.5,1.6,3.4,.468,0.2,0.6,.371,.503,1.0,1.4,.701,0.7,1.1,0.6,0.1,0.6,1.1
Alonzo Gee,DEN,39,0,13.1,4.9,0.5,1.7,3.5,.482,0.3,0.6,.417,.518,1.2,1.7,.738,0.7,1.1,0.7,0.2,0.6,1.1
Alonzo Gee,POR,15,2,10.1,3.4,0.4,1.4,3.3,.429,0.2,0.7,.273,.459,0.4,0.8,.500,0.5,1.1,0.5,0.1,0.5,1.1
Paul George,IND,6,0,15.2,8.8,1.0,3.0,8.2,.367,1.5,3.7,.409,.459,1.3,1.8,.727,0.7,3.0,0.8,0.2,2.0,1.8
Taj Gibson,CHI,62,17,27.3,10.3,1.1,4.1,8.2,.502,0.0,0.0,,.502,2.1,3.0,.717,2.6,3.8,0.6,1.2,1.2,2.6
Manu Ginóbili,SAS,70,0,22.7,10.5,4.2,3.6,8.4,.426,1.3,3.7,.345,.502,2.1,2.9,.721,0.4,2.6,1.0,0.3,2.2,2.0
Rudy Gobert,UTA,82,37,26.3,8.4,1.3,3.1,5.2,.604,0.0,0.0,.000,.604,2.1,3.3,.623,3.2,6.2,0.8,2.3,1.4,2.1
Drew Gooden,WAS,51,7,16.9,5.4,1.0,2.2,5.4,.399,0.5,1.2,.390,.440,0.7,0.9,.773,1.4,3.0,0.4,0.2,0.5,1.8
Archie Goodwin,PHO,41,2,13.0,5.6,1.1,1.9,4.9,.393,0.3,1.0,.293,.423,1.5,2.0,.735,0.7,1.1,0.4,0.2,1.2,1.3
Aaron Gordon,ORL,47,8,17.0,5.2,0.7,2.0,4.4,.447,0.3,1.0,.271,.478,0.9,1.3,.721,1.0,2.6,0.4,0.5,0.8,1.8
Ben Gordon,ORL,56,0,14.1,6.2,0.9,2.3,5.3,.437,0.6,1.7,.361,.497,1.0,1.2,.836,0.1,1.0,0.3,0.0,1.0,1.1
Drew Gordon,PHI,9,0,7.9,1.9,0.2,0.9,2.1,.421,0.0,0.3,.000,.421,0.1,0.2,.500,0.8,1.2,0.1,0.0,0.9,0.8
Eric Gordon,NOP,61,60,33.1,13.4,3.8,4.7,11.4,.411,2.3,5.2,.448,.512,1.8,2.2,.805,0.5,2.1,0.8,0.2,2.0,2.4
Marcin Gortat,WAS,82,82,29.9,12.2,1.2,5.4,9.5,.566,0.0,0.0,.000,.566,1.5,2.1,.703,2.2,6.5,0.6,1.3,1.2,2.3
Danny Granger,MIA,30,6,20.4,6.3,0.6,2.2,5.4,.401,1.0,2.8,.357,.494,0.9,1.2,.757,0.7,2.0,0.4,0.2,0.8,2.2
Jerami Grant,PHI,65,11,21.2,6.3,1.2,1.9,5.4,.352,0.8,2.4,.314,.422,1.8,3.0,.591,0.8,2.3,0.6,1.0,1.3,2.2
Danny Green,SAS,81,80,28.5,11.7,2.0,4.0,9.1,.436,2.4,5.6,.418,.566,1.4,1.6,.874,0.7,3.6,1.2,1.1,1.1,2.0
Draymond Green,GSW,79,79,31.5,11.7,3.7,4.3,9.7,.443,1.4,4.2,.337,.516,1.7,2.5,.660,1.4,6.7,1.6,1.3,1.7,3.2
Erick Green,DEN,43,1,9.5,3.4,0.9,1.4,3.8,.377,0.3,1.1,.298,.420,0.2,0.3,.833,0.2,0.6,0.3,0.0,0.3,0.6
Gerald Green,PHO,74,4,19.5,11.9,1.2,4.4,10.5,.416,1.9,5.2,.354,.504,1.3,1.6,.825,0.4,2.1,0.6,0.2,1.4,2.0
JaMychal Green,TOT,24,1,6.8,2.6,0.2,1.1,2.0,.574,0.0,0.3,.000,.574,0.3,0.4,.800,0.8,1.1,0.2,0.2,0.6,1.0
JaMychal Green,SAS,4,0,6.3,2.0,0.0,1.0,1.8,.571,0.0,0.5,.000,.571,0.0,0.0,,0.8,0.8,0.0,0.5,0.5,1.5
JaMychal Green,MEM,20,1,7.0,2.7,0.2,1.2,2.0,.575,0.0,0.2,.000,.575,0.4,0.5,.800,0.8,1.2,0.3,0.2,0.6,1.0
Jeff Green,TOT,78,70,31.5,15.0,1.7,5.3,12.4,.430,1.2,3.7,.332,.480,3.1,3.7,.833,0.8,3.4,0.7,0.4,1.4,1.9
Jeff Green,BOS,33,33,33.1,17.6,1.6,6.2,14.4,.434,1.4,4.7,.305,.483,3.7,4.4,.840,0.6,3.6,0.8,0.4,1.7,2.0
Jeff Green,MEM,45,37,30.2,13.1,1.8,4.7,10.9,.427,1.1,3.1,.362,.478,2.6,3.2,.825,1.0,3.2,0.6,0.5,1.2,1.8
Willie Green,ORL,52,2,18.3,5.9,1.3,2.3,5.9,.386,0.8,2.3,.347,.454,0.5,0.7,.824,0.3,1.3,0.5,0.1,0.9,1.6
Blake Griffin,LAC,67,67,35.2,21.9,5.3,8.6,17.1,.502,0.1,0.4,.400,.506,4.6,6.4,.728,1.9,5.7,0.9,0.5,2.3,2.9
Jorge Gutiérrez,TOT,20,1,8.8,2.7,1.1,1.1,2.1,.537,0.0,0.2,.000,.537,0.5,0.7,.692,0.3,1.0,0.3,0.0,0.6,1.3
Jorge Gutiérrez,BRK,10,0,4.4,1.6,0.7,0.7,1.4,.500,0.0,0.1,.000,.500,0.2,0.3,.667,0.0,0.7,0.1,0.0,0.3,0.9
Jorge Gutiérrez,MIL,10,1,13.1,3.7,1.5,1.5,2.7,.556,0.0,0.2,.000,.556,0.7,1.0,.700,0.5,1.3,0.5,0.0,0.9,1.6
P.J. Hairston,CHO,45,2,15.3,5.6,0.5,1.9,6.0,.323,1.1,3.6,.301,.414,0.7,0.8,.861,0.5,1.6,0.5,0.3,0.5,1.4
Jordan Hamilton,LAC,14,2,8.7,2.7,0.5,1.0,2.5,.400,0.7,1.5,.476,.543,0.0,0.0,,0.1,1.0,0.1,0.0,0.3,1.0
Justin Hamilton,TOT,41,14,17.4,5.3,0.9,2.1,4.3,.478,0.2,0.8,.323,.506,1.0,1.1,.830,1.4,1.9,0.7,0.7,0.6,1.7
Justin Hamilton,MIA,24,5,12.0,2.8,0.5,1.1,2.7,.415,0.3,0.8,.316,.462,0.3,0.3,.857,1.0,1.0,0.3,0.2,0.3,1.4
Justin Hamilton,MIN,17,9,24.9,9.0,1.4,3.4,6.6,.513,0.2,0.7,.333,.531,1.9,2.4,.825,1.9,3.1,1.1,1.5,1.1,2.2
Tyler Hansbrough,TOR,74,8,14.3,3.6,0.3,1.2,2.2,.521,0.0,0.1,.143,.524,1.3,1.9,.698,1.4,2.1,0.4,0.2,0.3,1.9
Tim Hardaway,NYK,70,30,24.0,11.5,1.8,4.0,10.2,.389,1.7,5.1,.342,.474,1.8,2.2,.801,0.2,2.1,0.3,0.2,1.2,1.7
James Harden,HOU,81,81,36.8,27.4,7.0,8.0,18.1,.440,2.6,6.9,.375,.511,8.8,10.2,.868,0.9,4.7,1.9,0.7,4.0,2.6
Maurice Harkless,ORL,45,4,15.0,3.5,0.6,1.4,3.5,.399,0.2,1.2,.179,.430,0.5,0.9,.537,0.8,1.5,0.7,0.2,0.6,1.5
Devin Harris,DAL,76,3,22.2,8.8,3.1,2.9,6.9,.418,1.3,3.5,.357,.509,1.7,2.1,.815,0.2,1.6,1.0,0.2,1.1,1.9
Gary Harris,DEN,55,6,13.1,3.4,0.5,1.2,3.9,.304,0.4,1.9,.204,.353,0.6,0.9,.745,0.4,0.8,0.7,0.1,0.7,1.3
Joe Harris,CLE,51,1,9.7,2.7,0.5,0.9,2.4,.400,0.6,1.6,.369,.529,0.2,0.3,.600,0.1,0.7,0.1,0.0,0.5,1.2
Tobias Harris,ORL,68,63,34.8,17.1,1.8,6.5,14.0,.466,1.3,3.5,.364,.512,2.8,3.6,.788,1.1,5.3,1.0,0.5,1.7,2.0
Udonis Haslem,MIA,62,25,16.0,4.2,0.7,1.7,3.9,.448,0.0,0.2,.200,.452,0.7,1.0,.703,1.1,3.0,0.3,0.2,0.7,1.8
Spencer Hawes,LAC,73,15,17.5,5.8,1.2,2.2,5.7,.393,0.8,2.4,.313,.459,0.6,0.9,.647,0.4,3.1,0.3,0.7,0.8,2.4
Chuck Hayes,TOR,29,0,8.8,1.7,0.7,0.8,1.6,.478,0.0,0.0,,.478,0.2,0.4,.545,0.6,1.1,0.3,0.1,0.3,1.3
Gordon Hayward,UTA,76,76,34.4,19.3,4.1,6.4,14.3,.445,1.6,4.3,.364,.500,4.9,6.1,.812,0.7,4.2,1.4,0.4,2.7,1.7
Brendan Haywood,CLE,22,1,5.4,1.6,0.1,0.6,1.4,.467,0.0,0.0,,.467,0.3,0.6,.538,0.3,1.0,0.1,0.5,0.5,0.8
Gerald Henderson,CHO,80,72,28.9,12.1,2.6,4.6,10.6,.437,0.6,1.7,.331,.463,2.3,2.7,.848,0.5,3.0,0.6,0.3,1.4,1.7
Xavier Henry,LAL,9,0,9.6,2.2,0.3,0.3,1.4,.231,0.0,0.0,,.231,1.6,2.7,.583,0.2,0.2,0.3,0.0,0.3,0.7
John Henson,MIL,67,11,18.3,7.0,0.9,2.9,5.2,.566,0.0,0.0,,.566,1.2,2.0,.569,1.9,2.8,0.4,2.0,1.3,2.3
Roy Hibbert,IND,76,76,25.3,10.6,1.1,4.2,9.3,.446,0.0,0.0,.000,.446,2.2,2.7,.824,2.1,5.1,0.2,1.6,1.4,2.8
J.J. Hickson,DEN,73,8,19.3,7.6,0.8,3.0,6.3,.475,0.0,0.0,.000,.475,1.6,2.8,.577,2.1,4.1,0.5,0.5,1.3,1.9
Nenê Hilário,WAS,67,58,25.3,11.0,1.8,4.6,9.0,.511,0.0,0.1,.200,.512,1.8,3.0,.604,1.3,3.9,1.0,0.3,1.9,2.7
George Hill,IND,43,36,29.5,16.1,5.1,5.9,12.4,.477,1.6,4.5,.358,.541,2.6,3.3,.790,0.6,3.6,1.0,0.3,1.6,2.6
Jordan Hill,LAL,70,57,26.8,12.0,1.5,5.1,11.1,.459,0.0,0.2,.273,.461,1.8,2.4,.738,2.5,5.5,0.5,0.7,1.5,2.3
Solomon Hill,IND,82,78,29.0,8.9,2.2,3.1,7.7,.396,0.8,2.5,.327,.450,1.9,2.4,.824,0.9,3.0,0.8,0.2,1.4,2.2
Kirk Hinrich,CHI,66,22,24.4,5.7,2.2,2.2,5.8,.373,0.9,2.5,.345,.449,0.5,0.8,.700,0.3,1.5,0.7,0.2,1.1,2.2
Jrue Holiday,NOP,40,37,32.6,14.8,6.9,6.0,13.4,.446,1.3,3.4,.378,.493,1.6,1.9,.855,0.8,2.6,1.6,0.6,2.3,2.8
Justin Holiday,GSW,59,4,11.1,4.3,0.8,1.5,4.0,.387,0.6,1.8,.321,.462,0.6,0.8,.822,0.2,1.0,0.7,0.2,0.5,0.9
Ryan Hollins,SAC,46,9,9.6,3.0,0.3,1.2,1.8,.646,0.0,0.0,,.646,0.7,1.2,.574,0.8,1.5,0.1,0.4,0.5,1.4
Rodney Hood,UTA,50,21,21.3,8.7,1.7,3.1,7.5,.414,1.2,3.4,.365,.497,1.2,1.6,.763,0.2,2.2,0.6,0.2,0.9,2.4
Al Horford,ATL,76,76,30.5,15.2,3.2,6.8,12.7,.538,0.1,0.5,.306,.544,1.4,1.9,.759,1.7,5.4,0.9,1.3,1.3,1.6
Dwight Howard,HOU,41,41,29.8,15.8,1.2,6.1,10.3,.593,0.0,0.0,.500,.595,3.5,6.6,.528,2.7,7.8,0.7,1.3,2.8,3.3
Lester Hudson,LAC,5,0,11.2,3.6,1.0,1.2,2.8,.429,0.6,1.2,.500,.536,0.6,0.8,.750,0.2,1.4,1.2,0.2,0.6,0.8
Robbie Hummel,MIN,45,4,16.5,4.4,0.6,1.8,3.8,.459,0.4,1.1,.314,.506,0.5,0.6,.828,0.7,2.3,0.4,0.2,0.4,1.9
Kris Humphries,WAS,64,17,21.0,8.0,0.9,3.3,7.0,.473,0.0,0.1,.000,.473,1.4,1.8,.744,1.8,4.7,0.5,0.4,0.7,2.0
Serge Ibaka,OKC,64,64,33.1,14.3,0.9,5.8,12.3,.476,1.2,3.2,.376,.525,1.4,1.7,.836,2.1,5.7,0.5,2.4,1.5,3.0
Andre Iguodala,GSW,77,0,26.9,7.8,3.0,3.0,6.4,.466,1.0,2.8,.349,.540,0.9,1.5,.596,0.6,2.8,1.2,0.3,1.1,1.3
Ersan İlyasova,MIL,58,36,22.7,11.5,1.0,4.5,9.6,.472,1.3,3.3,.389,.539,1.2,1.8,.645,1.4,3.4,0.6,0.3,0.8,2.6
Joe Ingles,UTA,79,32,21.2,5.0,2.3,1.9,4.5,.415,0.9,2.6,.356,.517,0.4,0.5,.750,0.3,1.9,0.9,0.1,1.2,1.6
Kyrie Irving,CLE,75,75,36.4,21.7,5.2,7.7,16.5,.468,2.1,5.0,.415,.532,4.2,4.9,.863,0.7,2.4,1.5,0.3,2.5,1.9
Jarrett Jack,BRK,80,27,28.0,12.0,4.7,4.5,10.2,.439,0.5,1.8,.267,.463,2.5,2.8,.881,0.2,2.8,0.9,0.2,2.4,1.8
Reggie Jackson,TOT,77,40,29.5,14.5,6.0,5.6,12.9,.434,0.9,3.1,.299,.470,2.4,2.8,.830,0.7,3.5,0.8,0.1,2.4,2.2
Reggie Jackson,OKC,50,13,28.0,12.8,4.3,5.0,11.5,.432,0.9,3.2,.278,.470,2.0,2.3,.861,0.6,3.5,0.8,0.1,1.8,1.9
Reggie Jackson,DET,27,27,32.2,17.6,9.2,6.8,15.6,.436,1.0,3.1,.337,.469,3.0,3.8,.796,1.0,3.6,0.7,0.1,3.5,2.7
Bernard James,DAL,16,2,9.9,2.8,0.3,0.8,1.7,.444,0.0,0.0,,.444,1.3,1.4,.870,1.1,1.3,0.1,0.9,0.4,1.1
LeBron James,CLE,69,69,36.1,25.3,7.4,9.0,18.5,.488,1.7,4.9,.354,.535,5.4,7.7,.710,0.7,5.3,1.6,0.7,3.9,2.0
Al Jefferson,CHO,65,61,30.6,16.6,1.7,7.5,15.5,.481,0.0,0.1,.400,.482,1.7,2.5,.655,1.5,6.9,0.7,1.3,1.0,2.1
Cory Jefferson,BRK,50,1,10.6,3.7,0.3,1.5,3.3,.449,0.0,0.3,.133,.455,0.6,1.1,.574,0.9,2.0,0.2,0.4,0.4,1.2
Richard Jefferson,DAL,74,18,16.8,5.8,0.8,1.9,4.4,.444,0.9,2.1,.426,.546,1.1,1.5,.684,0.3,2.1,0.4,0.1,0.7,1.6
John Jenkins,ATL,24,3,12.4,5.6,0.5,2.0,4.1,.495,0.9,2.2,.404,.601,0.7,0.8,.842,0.1,1.5,0.4,0.0,0.3,0.6
Brandon Jennings,DET,41,41,28.6,15.4,6.6,5.3,13.2,.401,1.9,5.1,.360,.471,2.9,3.5,.839,0.5,2.0,1.1,0.1,2.2,1.6
Jonas Jerebko,TOT,75,0,16.4,6.0,0.9,2.3,5.1,.446,0.7,1.9,.386,.517,0.7,0.9,.848,1.2,2.5,0.6,0.2,0.6,1.8
Jonas Jerebko,DET,46,0,15.3,5.2,0.9,2.0,4.3,.460,0.6,1.7,.368,.530,0.7,0.8,.861,1.0,2.1,0.6,0.2,0.6,1.7
Jonas Jerebko,BOS,29,0,18.2,7.1,1.0,2.7,6.2,.431,0.9,2.2,.406,.503,0.9,1.0,.833,1.6,3.2,0.7,0.2,0.6,2.0
Grant Jerrett,TOT,8,0,6.4,2.0,0.4,0.9,3.3,.269,0.1,1.9,.067,.288,0.1,0.1,1.000,0.3,0.9,0.3,0.3,0.4,1.4
Grant Jerrett,OKC,5,0,5.0,1.4,0.2,0.6,3.4,.176,0.2,2.6,.077,.206,0.0,0.0,,0.2,0.6,0.0,0.4,0.4,1.4
Grant Jerrett,UTA,3,0,8.7,3.0,0.7,1.3,3.0,.444,0.0,0.7,.000,.444,0.3,0.3,1.000,0.3,1.3,0.7,0.0,0.3,1.3
Amir Johnson,TOR,75,72,26.4,9.3,1.6,4.0,6.9,.574,0.3,0.6,.413,.592,1.1,1.7,.612,2.1,4.0,0.6,0.8,1.5,3.0
Chris Johnson,TOT,29,2,18.1,5.7,0.5,2.1,5.3,.403,1.0,3.3,.295,.494,0.5,0.6,.875,0.3,1.6,0.9,0.2,0.5,1.5
Chris Johnson,PHI,9,2,20.8,6.0,0.3,2.1,6.7,.317,1.1,4.3,.256,.400,0.7,0.9,.750,0.3,2.6,1.0,0.6,1.0,2.1
Chris Johnson,UTA,12,0,17.6,6.8,0.6,2.6,5.3,.484,1.1,3.2,.342,.586,0.5,0.5,1.000,0.3,1.3,1.0,0.0,0.5,1.5
Chris Johnson,MIL,8,0,16.0,3.9,0.6,1.5,3.8,.400,0.6,2.3,.278,.483,0.3,0.3,1.000,0.3,1.1,0.6,0.3,0.0,0.9
James Johnson,TOR,70,17,19.6,7.9,1.4,3.4,5.8,.589,0.2,0.7,.216,.603,1.0,1.5,.657,0.9,2.8,0.8,1.0,1.1,2.2
Joe Johnson,BRK,80,80,34.9,14.4,3.7,5.6,12.8,.435,1.5,4.2,.359,.494,1.8,2.2,.801,0.7,4.1,0.7,0.2,1.7,1.5
Nick Johnson,HOU,28,0,9.4,2.6,0.4,0.9,2.7,.347,0.2,0.8,.238,.380,0.6,0.9,.680,0.5,0.9,0.3,0.1,0.7,1.2
Tyler Johnson,MIA,32,2,18.8,5.9,1.3,2.2,5.2,.419,0.6,1.5,.375,.473,1.0,1.5,.681,0.4,2.1,1.0,0.3,0.9,1.3
Wesley Johnson,LAL,76,59,29.5,9.9,1.6,3.8,9.1,.414,1.2,3.4,.351,.480,1.2,1.5,.804,0.9,3.3,0.8,0.6,1.1,2.1
Dahntay Jones,LAC,33,0,3.7,0.6,0.1,0.2,0.6,.286,0.0,0.1,.000,.286,0.3,0.3,.818,0.0,0.3,0.1,0.0,0.0,0.7
James Jones,CLE,57,2,11.7,4.4,0.4,1.3,3.5,.368,1.1,3.1,.360,.525,0.7,0.8,.848,0.2,0.9,0.2,0.1,0.2,1.2
Perry Jones,OKC,43,13,14.7,4.3,0.4,1.7,4.3,.397,0.3,1.4,.233,.435,0.6,0.9,.649,0.1,1.6,0.4,0.2,0.6,1.2
Terrence Jones,HOU,33,24,26.9,11.7,1.1,4.8,9.1,.528,0.4,1.1,.351,.550,1.7,2.8,.606,2.4,4.3,0.5,1.8,1.1,2.4
DeAndre Jordan,LAC,82,82,34.4,11.5,0.7,4.6,6.5,.710,0.0,0.0,.250,.711,2.3,5.7,.397,4.8,10.1,1.0,2.2,1.3,3.0
Jerome Jordan,BRK,44,0,8.7,3.1,0.3,1.1,2.1,.532,0.0,0.0,,.532,0.9,1.0,.864,1.2,1.2,0.2,0.3,0.5,1.3
Cory Joseph,SAS,79,14,18.3,6.8,2.4,2.6,5.2,.504,0.2,0.6,.364,.523,1.3,1.8,.734,0.6,1.9,0.6,0.2,0.8,1.3
Chris Kaman,POR,74,13,18.9,8.6,0.9,3.8,7.4,.515,0.0,0.0,,.515,1.0,1.4,.706,2.0,4.5,0.2,0.7,1.5,1.9
Enes Kanter,TOT,75,74,28.5,15.5,0.7,6.4,12.4,.519,0.2,0.6,.356,.528,2.4,3.1,.782,3.7,5.3,0.5,0.4,1.9,2.5
Enes Kanter,UTA,49,48,27.1,13.8,0.5,5.8,11.9,.491,0.3,0.8,.317,.503,1.9,2.4,.788,3.0,4.8,0.5,0.3,1.9,2.3
Enes Kanter,OKC,26,26,31.1,18.7,1.1,7.5,13.3,.566,0.1,0.2,.750,.571,3.5,4.5,.776,5.0,6.0,0.5,0.5,2.0,2.9
Sergey Karasev,BRK,33,16,16.8,4.6,1.4,1.6,4.1,.403,0.5,1.6,.296,.463,0.9,1.2,.763,0.7,1.3,0.7,0.0,0.7,1.4
Ryan Kelly,LAL,52,34,23.7,6.4,1.8,2.0,5.9,.337,0.9,2.6,.336,.409,1.5,1.8,.832,0.3,2.6,0.6,0.5,0.7,2.3
Michael Kidd-Gilchrist,CHO,55,52,28.9,10.9,1.4,4.1,8.8,.465,0.0,0.0,,.465,2.7,3.9,.701,2.0,5.6,0.5,0.7,1.1,2.1
Sean Kilpatrick,MIN,4,0,18.0,5.5,1.0,1.8,5.0,.350,1.0,3.3,.308,.450,1.0,1.0,1.000,0.3,1.3,0.8,0.0,0.5,0.8
Andrei Kirilenko,BRK,7,0,5.1,0.4,0.1,0.0,0.7,.000,0.0,0.0,,.000,0.4,0.6,.750,0.3,0.9,0.1,0.0,0.1,0.1
Alex Kirk,CLE,5,0,2.8,0.8,0.2,0.2,0.8,.250,0.0,0.0,,.250,0.4,0.4,1.000,0.2,0.0,0.0,0.0,0.0,0.2
Brandon Knight,TOT,63,61,32.3,17.0,5.2,6.0,14.1,.422,2.0,5.1,.389,.493,3.1,3.5,.874,0.4,3.4,1.4,0.2,3.0,1.8
Brandon Knight,MIL,52,52,32.5,17.8,5.4,6.2,14.3,.435,2.0,4.9,.409,.505,3.3,3.7,.881,0.5,3.8,1.6,0.2,3.2,1.8
Brandon Knight,PHO,11,9,31.5,13.4,4.5,4.6,13.0,.357,1.9,6.1,.313,.430,2.2,2.6,.828,0.2,1.9,0.5,0.1,2.1,1.9
Kyle Korver,ATL,75,75,32.2,12.1,2.6,3.9,8.0,.487,2.9,6.0,.492,.671,1.4,1.6,.898,0.2,3.9,0.7,0.6,1.4,1.9
Kosta Koufos,MEM,81,3,16.6,5.2,0.5,2.2,4.4,.508,0.0,0.0,,.508,0.7,1.0,.647,1.5,3.8,0.4,0.8,0.9,1.8
