Player,Team,GP,GS,MPG,PPG,APG,FG,FGA,FG%,3P,3PA,3P%,eFG%,FT,FTA,FT%,ORB,DRB,STL,BLK,TOV,PF
Kyle Anderson,SAS,33,8,10.8,2.2,0.8,0.9,2.7,.348,0.1,0.3,.273,.365,0.3,0.4,.643,0.2,2.0,0.5,0.2,0.3,0.8
Ryan Anderson,NOP,61,5,27.5,13.7,0.9,4.8,12.0,.399,2.0,5.9,.340,.483,2.1,2.5,.854,1.8,3.1,0.5,0.3,1.0,1.9
Giannis Antetokounmpo,MIL,81,71,31.4,12.7,2.6,4.7,9.6,.491,0.1,0.5,.159,.496,3.2,4.3,.741,1.2,5.5,0.9,1.0,2.1,3.1
Carmelo Anthony,NYK,40,40,35.7,24.2,3.1,9.0,20.2,.444,1.5,4.5,.341,.482,4.7,5.9,.797,1.8,4.8,1.0,0.4,2.2,2.2
Joel Anthony,DET,49,0,8.3,1.8,0.1,0.7,1.3,.581,0.0,0.0,,.581,0.3,0.4,.682,0.7,1.2,0.2,1.0,0.2,1.1
Pero Antić,ATL,63,3,16.5,5.7,0.8,1.7,4.7,.365,0.8,2.7,.301,.453,1.4,2.0,.715,0.9,2.1,0.3,0.2,0.8,2.1
Trevor Ariza,HOU,82,82,35.7,12.8,2.5,4.5,11.1,.402,2.4,6.8,.350,.509,1.5,1.7,.853,0.9,4.7,1.9,0.2,1.7,2.3
Darrell Arthur,DEN,58,4,17.0,6.6,1.0,2.7,6.6,.404,0.4,1.9,.236,.438,0.8,1.0,.780,0.9,2.0,0.8,0.4,0.8,2.5
Ömer Aşık,NOP,76,76,26.1,7.3,0.9,2.8,5.4,.517,0.0,0.0,,.517,1.7,3.0,.582,3.2,6.6,0.4,0.7,1.3,1.9
D.J. Augustin,TOT,82,14,24.0,9.5,4.3,3.1,7.9,.399,1.0,3.0,.337,.463,2.2,2.5,.868,0.2,1.7,0.6,0.0,1.8,1.1
D.J. Augustin,DET,54,13,23.8,10.6,4.9,3.5,8.5,.410,0.9,2.8,.327,.463,2.7,3.1,.870,0.2,1.6,0.6,0.0,2.0,1.1
D.J. Augustin,OKC,28,1,24.2,7.3,3.1,2.5,6.6,.371,1.2,3.4,.354,.462,1.1,1.3,.861,0.3,1.9,0.6,0.0,1.3,1.1
Jeff Ayres,SAS,51,0,7.5,2.7,0.3,1.1,1.9,.579,0.0,0.0,,.579,0.5,0.7,.750,0.7,1.6,0.2,0.2,0.5,1.2
Luke Babbitt,NOP,63,19,13.2,4.1,0.4,1.5,3.0,.479,0.9,1.8,.513,.633,0.2,0.3,.684,0.2,1.6,0.3,0.2,0.4,1.0
Cameron Bairstow,CHI,18,1,3.6,0.6,0.1,0.2,0.8,.214,0.0,0.0,,.214,0.2,0.3,.800,0.3,0.1,0.1,0.1,0.2,0.4
Leandro Barbosa,GSW,66,1,14.9,7.1,1.5,2.8,5.8,.474,0.7,1.7,.384,.530,0.9,1.1,.784,0.3,1.0,0.6,0.1,0.7,1.3
J.J. Barea,DAL,77,10,17.7,7.5,3.4,2.9,7.0,.420,0.7,2.2,.323,.470,1.0,1.2,.809,0.3,1.4,0.4,0.0,0.9,1.4
Andrea Bargnani,NYK,29,22,27.1,14.8,1.6,5.7,12.4,.454,0.5,1.4,.366,.475,3.0,3.7,.813,1.1,3.3,0.1,0.9,1.4,1.8
Harrison Barnes,GSW,82,82,28.3,10.1,1.4,3.9,8.0,.482,1.1,2.6,.405,.548,1.3,1.8,.720,1.4,4.1,0.7,0.2,0.9,1.8
Matt Barnes,LAC,76,74,29.9,10.1,1.5,3.6,8.2,.444,1.8,4.9,.362,.553,1.0,1.3,.779,0.7,3.3,0.9,0.7,1.1,3.2
Earl Barron,PHO,16,1,8.9,2.0,0.3,0.8,2.4,.308,0.1,0.3,.500,.333,0.4,0.8,.500,0.9,0.9,0.3,0.1,0.3,1.6
Will Barton,TOT,58,0,16.9,6.8,1.4,2.6,6.1,.425,0.4,1.5,.271,.458,1.3,1.6,.787,0.4,2.3,0.8,0.3,1.1,1.2
Will Barton,POR,30,0,10.0,3.0,0.9,1.3,3.3,.380,0.1,0.6,.222,.400,0.3,0.5,.667,0.1,1.0,0.5,0.1,0.6,0.7
Will Barton,DEN,28,0,24.4,11.0,1.9,4.0,9.0,.443,0.7,2.4,.284,.480,2.3,2.8,.810,0.8,3.8,1.2,0.5,1.6,1.8
Brandon Bass,BOS,82,43,23.5,10.6,1.3,4.2,8.3,.504,0.1,0.4,.281,.510,2.1,2.6,.790,1.7,3.2,0.5,0.4,1.0,1.7
Nicolas Batum,POR,71,71,33.5,9.4,4.8,3.4,8.5,.400,1.4,4.4,.324,.483,1.2,1.4,.857,0.9,5.0,1.1,0.6,1.9,1.5
Jerryd Bayless,MIL,77,4,22.3,7.8,3.0,2.9,6.7,.426,0.5,1.6,.308,.462,1.6,1.8,.883,0.3,2.5,0.8,0.2,1.7,2.1
Aron Baynes,SAS,70,17,16.0,6.6,0.5,2.6,4.7,.566,0.0,0.1,.250,.567,1.3,1.5,.865,1.6,3.0,0.2,0.3,0.9,2.3
Kent Bazemore,ATL,75,10,17.7,5.2,1.0,1.9,4.4,.426,0.6,1.8,.364,.498,0.8,1.3,.600,0.3,2.7,0.7,0.4,1.0,1.7
Bradley Beal,WAS,63,59,33.4,15.3,3.1,5.8,13.5,.427,1.7,4.1,.409,.489,2.1,2.6,.783,0.9,2.9,1.2,0.3,2.0,2.2
Michael Beasley,MIA,24,1,21.0,8.8,1.3,3.8,8.8,.434,0.3,1.4,.235,.453,0.8,1.1,.769,0.5,3.2,0.6,0.5,1.5,2.8
Marco Belinelli,SAS,62,9,22.4,9.2,1.5,3.2,7.6,.423,1.4,3.7,.374,.515,1.4,1.6,.848,0.4,2.1,0.5,0.0,1.0,1.4
Jerrelle Benimon,UTA,2,0,1.5,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.5,1.0,0.0,0.0,0.5,0.0
Anthony Bennett,MIN,57,3,15.7,5.2,0.8,2.2,5.2,.421,0.1,0.4,.304,.433,0.7,1.1,.641,0.9,2.9,0.5,0.3,0.6,1.5
Patrick Beverley,HOU,56,55,30.8,10.1,3.4,3.6,9.5,.383,2.1,5.8,.356,.492,0.8,1.1,.750,1.2,3.0,1.1,0.4,1.5,3.3
Sim Bhullar,SAC,3,0,1.0,0.7,0.3,0.3,0.7,.500,0.0,0.0,,.500,0.0,0.0,,0.0,0.3,0.0,0.3,0.0,0.0
Bismack Biyombo,CHO,64,21,19.4,4.8,0.3,1.6,2.9,.543,0.0,0.0,,.543,1.6,2.7,.583,2.5,3.9,0.3,1.5,0.8,2.2
Tarik Black,TOT,63,39,19.0,6.0,0.7,2.5,4.3,.575,0.0,0.0,.000,.575,1.0,1.9,.551,2.3,3.6,0.3,0.4,0.8,2.5
Tarik Black,HOU,25,12,15.7,4.2,0.3,1.8,3.3,.542,0.0,0.0,.000,.542,0.6,1.2,.517,2.3,2.8,0.2,0.1,0.8,2.2
Tarik Black,LAL,38,27,21.1,7.2,0.9,2.9,5.0,.589,0.0,0.0,,.589,1.3,2.3,.562,2.2,4.1,0.3,0.6,0.8,2.7
DeJuan Blair,WAS,29,0,6.2,1.9,0.1,0.9,2.0,.456,0.0,0.0,,.456,0.1,0.2,.667,0.6,1.4,0.2,0.0,0.4,1.4
Steve Blake,POR,81,0,18.9,4.3,3.6,1.5,4.0,.373,1.0,2.7,.352,.491,0.4,0.5,.707,0.2,1.5,0.5,0.1,1.3,1.5
Eric Bledsoe,PHO,81,81,34.6,17.0,6.1,5.8,12.9,.447,1.1,3.4,.324,.489,4.4,5.4,.800,0.9,4.3,1.6,0.6,3.4,2.3
Vander Blue,LAL,2,1,37.0,11.0,4.0,4.5,15.0,.300,1.0,5.0,.200,.333,1.0,2.5,.400,1.0,3.5,1.5,0.0,3.0,2.0
Bojan Bogdanović,BRK,78,28,23.8,9.0,0.9,3.3,7.4,.453,1.2,3.3,.355,.532,1.1,1.4,.821,0.6,2.1,0.4,0.1,1.0,1.3
Andrew Bogut,GSW,67,65,23.6,6.3,2.7,3.0,5.3,.563,0.0,0.0,,.563,0.3,0.6,.524,2.1,6.0,0.6,1.7,1.6,2.8
Matt Bonner,SAS,72,19,13.0,3.7,0.7,1.3,3.2,.409,0.6,1.8,.365,.509,0.4,0.5,.811,0.4,1.2,0.1,0.2,0.2,0.9
Trevor Booker,UTA,79,5,19.8,7.2,1.1,2.9,5.9,.487,0.4,1.1,.345,.518,1.1,1.9,.581,1.8,3.3,0.5,0.5,1.1,1.8
Carlos Boozer,LAL,71,26,23.8,11.8,1.3,5.2,10.5,.499,0.0,0.0,,.499,1.3,2.1,.627,1.6,5.2,0.6,0.2,1.3,2.6
Chris Bosh,MIA,44,44,35.4,21.1,2.2,7.8,16.9,.460,1.4,3.8,.375,.503,4.1,5.3,.772,1.0,6.0,0.9,0.6,2.2,1.6
Avery Bradley,BOS,77,77,31.5,13.9,1.8,5.6,13.1,.429,1.6,4.6,.352,.490,1.0,1.3,.790,0.6,2.5,1.1,0.2,1.4,2.3
Elton Brand,ATL,36,4,13.5,2.7,0.6,1.2,2.6,.442,0.0,0.0,.000,.442,0.3,0.6,.522,0.8,2.0,0.5,0.7,0.5,1.5
Corey Brewer,TOT,80,17,26.1,11.5,2.2,4.3,10.1,.426,0.8,2.9,.268,.465,2.1,2.8,.743,1.0,2.7,1.4,0.2,1.6,2.2
Corey Brewer,MIN,24,16,28.3,10.5,3.3,3.9,9.4,.418,0.3,1.7,.195,.436,2.3,3.3,.705,1.3,2.6,2.3,0.2,2.1,2.6
Corey Brewer,HOU,56,1,25.1,11.9,1.7,4.4,10.4,.429,1.0,3.5,.284,.477,2.0,2.6,.764,0.9,2.8,1.1,0.3,1.4,2.0
Aaron Brooks,CHI,82,21,23.0,11.6,3.2,4.2,10.0,.421,1.5,3.8,.387,.495,1.8,2.1,.833,0.4,1.6,0.7,0.2,1.9,2.3
Jabari Brown,LAL,19,5,29.9,11.9,2.1,3.7,8.9,.412,1.2,3.3,.371,.479,3.4,4.5,.753,0.2,1.7,0.6,0.1,1.7,1.7
Lorenzo Brown,MIN,29,7,18.9,4.2,3.1,1.8,4.2,.426,0.2,1.0,.214,.451,0.4,0.7,.632,0.5,1.9,1.0,0.2,1.0,1.7
Markel Brown,BRK,47,29,16.6,4.6,0.8,1.6,4.5,.362,0.4,1.4,.266,.402,1.0,1.2,.825,0.3,1.9,0.7,0.3,0.6,1.2
Shannon Brown,MIA,5,2,17.8,4.0,0.6,1.4,3.8,.368,0.6,1.4,.429,.447,0.6,0.8,.750,0.0,0.2,0.8,0.0,0.8,1.6
Kobe Bryant,LAL,35,35,34.5,22.3,5.6,7.6,20.4,.373,1.5,5.3,.293,.411,5.6,6.9,.813,0.7,4.9,1.3,0.2,3.7,1.9
Chase Budinger,MIN,67,4,19.2,6.8,1.0,2.5,5.8,.433,0.8,2.1,.364,.500,1.0,1.2,.827,0.5,2.5,0.7,0.1,0.7,1.1
Reggie Bullock,TOT,36,2,9.4,1.9,0.2,0.7,1.9,.343,0.4,1.3,.326,.450,0.2,0.3,.667,0.0,1.4,0.3,0.1,0.2,0.5
Reggie Bullock,LAC,25,2,10.5,2.6,0.2,0.9,2.2,.426,0.6,1.6,.385,.565,0.2,0.2,.800,0.0,1.6,0.4,0.1,0.2,0.7
Reggie Bullock,PHO,11,0,6.8,0.4,0.2,0.1,1.5,.063,0.0,0.6,.000,.063,0.2,0.4,.500,0.1,0.8,0.1,0.2,0.2,0.2
Trey Burke,UTA,76,43,30.1,12.8,4.3,4.9,13.2,.368,1.6,5.1,.318,.430,1.4,1.9,.752,0.4,2.3,0.9,0.2,1.6,1.6
Alec Burks,UTA,27,27,33.3,13.9,3.0,4.5,11.1,.403,1.0,2.5,.382,.447,3.9,4.8,.822,0.7,3.5,0.6,0.2,1.9,2.4
Caron Butler,DET,78,21,20.8,5.9,1.0,2.1,5.1,.407,1.1,2.8,.379,.511,0.7,0.8,.902,0.3,2.2,0.6,0.1,0.6,1.5
Jimmy Butler,CHI,65,65,38.7,20.0,3.3,6.5,14.0,.462,1.1,3.0,.378,.502,5.9,7.1,.834,1.8,4.1,1.8,0.6,1.4,1.7
Rasual Butler,WAS,75,1,20.1,7.7,0.8,2.9,6.9,.422,1.2,3.1,.387,.510,0.7,0.9,.791,0.4,2.3,0.4,0.3,0.6,1.3
Dwight Buycks,LAL,6,0,20.5,8.7,2.3,3.0,6.7,.450,1.2,1.8,.636,.538,1.5,1.7,.900,0.3,1.7,0.5,0.0,2.0,0.5
Will Bynum,WAS,7,0,9.6,3.1,2.6,1.4,4.4,.323,0.0,1.3,.000,.323,0.3,0.6,.500,0.3,0.6,0.1,0.1,1.1,1.3
Bruno Caboclo,TOR,8,0,2.9,1.3,0.0,0.5,1.5,.333,0.3,0.4,.667,.417,0.0,0.0,,0.1,0.1,0.0,0.1,0.5,0.4
Nick Calathes,MEM,58,0,14.4,4.2,2.5,1.8,4.3,.421,0.2,0.7,.256,.443,0.4,0.8,.533,0.3,1.5,1.1,0.1,1.1,1.7
José Calderón,NYK,42,42,30.2,9.1,4.7,3.5,8.4,.415,1.4,3.4,.415,.499,0.7,0.8,.906,0.5,2.5,0.7,0.0,1.8,1.8
Kentavious Caldwell-Pope,DET,82,82,31.5,12.7,1.3,4.8,11.9,.401,1.9,5.4,.345,.480,1.3,1.9,.696,0.6,2.5,1.1,0.2,1.1,2.0
Isaiah Canaan,TOT,47,21,20.0,9.2,2.1,3.1,8.0,.386,1.9,5.2,.370,.507,1.0,1.3,.817,0.4,1.5,0.6,0.1,1.3,1.8
Isaiah Canaan,HOU,25,9,14.8,6.2,1.2,2.1,5.2,.405,1.3,3.4,.381,.527,0.6,0.8,.762,0.4,0.9,0.6,0.0,0.9,1.1
Isaiah Canaan,PHI,22,12,25.9,12.6,3.1,4.2,11.2,.377,2.7,7.4,.364,.496,1.5,1.8,.846,0.3,2.1,0.7,0.1,1.8,2.5
Clint Capela,HOU,12,0,7.5,2.7,0.2,1.2,2.4,.483,0.0,0.0,,.483,0.3,1.9,.174,0.8,2.2,0.1,0.8,0.4,1.2
DeMarre Carroll,ATL,70,69,31.3,12.6,1.7,4.5,9.3,.487,1.7,4.3,.395,.579,1.8,2.6,.702,1.4,3.9,1.3,0.2,1.1,2.2
Vince Carter,MEM,66,1,16.5,5.8,1.2,2.0,6.2,.333,1.0,3.5,.297,.417,0.7,0.9,.789,0.4,1.6,0.7,0.2,0.7,1.5
Michael Carter-Williams,TOT,66,63,32.6,14.6,6.7,5.5,13.9,.396,0.5,2.3,.235,.416,3.1,4.4,.694,1.0,4.4,1.7,0.5,3.8,2.5
Michael Carter-Williams,PHI,41,38,33.9,15.0,7.4,5.7,14.9,.380,0.8,3.0,.256,.406,2.9,4.4,.643,1.0,5.1,1.5,0.4,4.2,2.5
Michael Carter-Williams,MIL,25,25,30.3,14.1,5.6,5.3,12.3,.429,0.2,1.1,.143,.435,3.4,4.4,.780,0.8,3.1,2.0,0.5,3.2,2.6
Omri Casspi,SAC,67,19,21.1,8.9,1.5,3.1,6.4,.489,0.5,1.3,.402,.530,2.1,2.9,.733,0.8,3.1,0.5,0.1,1.3,1.6
Mario Chalmers,MIA,80,37,29.6,10.2,3.8,3.3,8.3,.403,0.9,3.1,.294,.458,2.6,3.3,.774,0.3,2.3,1.5,0.1,2.2,3.1
Tyson Chandler,DAL,75,75,30.5,10.3,1.1,3.9,5.9,.666,0.0,0.0,,.666,2.5,3.4,.720,3.9,7.6,0.6,1.2,1.4,2.3
Wilson Chandler,DEN,78,75,31.7,13.9,1.7,5.4,12.5,.429,1.8,5.2,.342,.500,1.4,1.8,.775,1.2,4.9,0.7,0.4,1.4,3.0
Will Cherry,CLE,8,0,8.6,1.9,1.0,0.6,2.4,.263,0.3,1.1,.222,.316,0.4,0.8,.500,0.1,0.5,0.8,0.1,0.5,1.3
Patrick Christopher,UTA,4,1,7.3,1.5,0.0,0.8,3.0,.250,0.0,1.0,.000,.250,0.0,0.0,,0.5,1.0,0.3,0.0,0.3,1.5
Earl Clark,BRK,10,0,9.3,2.7,0.3,1.1,3.0,.367,0.4,1.4,.286,.433,0.1,0.4,.250,0.1,2.2,0.3,0.4,0.6,1.2
Ian Clark,TOT,30,0,6.4,1.9,0.4,0.6,1.8,.345,0.3,1.0,.333,.436,0.3,0.3,1.000,0.1,0.4,0.3,0.1,0.3,0.7
Ian Clark,UTA,23,0,7.0,1.9,0.4,0.7,1.9,.341,0.4,1.1,.360,.443,0.2,0.2,1.000,0.2,0.4,0.3,0.1,0.3,0.5
Ian Clark,DEN,7,0,4.4,1.9,0.3,0.6,1.6,.364,0.1,0.7,.200,.409,0.6,0.6,1.000,0.0,0.4,0.4,0.1,0.3,1.1
Jordan Clarkson,LAL,59,38,25.0,11.9,3.5,4.5,10.1,.448,0.6,2.1,.314,.480,2.2,2.7,.829,0.9,2.3,0.9,0.2,1.6,1.8
Victor Claver,POR,10,0,7.6,2.4,0.1,0.9,2.0,.450,0.6,1.1,.545,.600,0.0,0.0,,0.3,1.7,0.1,0.1,0.4,1.2
Norris Cole,TOT,75,25,24.4,7.6,3.4,3.1,7.4,.412,0.7,2.3,.313,.461,0.8,1.1,.716,0.2,1.9,0.8,0.2,1.3,1.7
Norris Cole,MIA,47,23,24.4,6.3,3.5,2.5,6.5,.386,0.6,2.2,.265,.430,0.7,1.0,.696,0.3,2.0,0.9,0.2,1.2,1.6
Norris Cole,NOP,28,2,24.4,9.9,3.2,4.0,9.0,.444,1.0,2.6,.378,.500,0.9,1.3,.743,0.0,1.8,0.5,0.3,1.5,1.8
Darren Collison,SAC,45,45,34.8,16.1,5.6,5.8,12.2,.473,1.3,3.6,.373,.527,3.2,4.1,.788,0.4,2.8,1.5,0.3,2.5,2.1
Nick Collison,OKC,66,2,16.7,4.1,1.4,1.6,3.8,.419,0.2,0.9,.267,.451,0.7,1.0,.692,1.4,2.4,0.5,0.4,0.7,2.4
Mike Conley,MEM,70,70,31.8,15.8,5.4,5.6,12.6,.446,1.5,4.0,.386,.506,3.1,3.6,.859,0.4,2.6,1.3,0.2,2.2,2.0
Jack Cooley,UTA,16,0,5.4,1.7,0.1,0.6,1.4,.409,0.0,0.0,,.409,0.6,1.3,.429,0.6,0.9,0.4,0.2,0.2,1.4
Chris Copeland,IND,50,12,16.6,6.2,1.0,2.2,6.2,.361,1.0,3.3,.311,.445,0.7,0.9,.733,0.5,1.8,0.2,0.2,1.2,1.6
Bryce Cotton,UTA,15,0,10.6,5.3,1.0,1.9,4.6,.420,0.5,1.3,.350,.471,1.0,1.2,.833,0.2,1.0,0.3,0.0,0.8,0.4
DeMarcus Cousins,SAC,59,59,34.1,24.1,3.6,8.4,18.1,.467,0.0,0.1,.250,.468,7.2,9.2,.782,3.1,9.5,1.5,1.7,4.3,4.1
Robert Covington,PHI,70,49,27.9,13.5,1.5,4.3,10.8,.396,2.4,6.4,.374,.506,2.5,3.1,.820,0.9,3.6,1.4,0.4,1.8,2.7
Allen Crabbe,POR,51,9,13.4,3.3,0.8,1.2,3.0,.412,0.6,1.7,.353,.510,0.2,0.3,.750,0.1,1.3,0.4,0.3,0.3,1.5
Jamal Crawford,LAC,64,4,26.6,15.8,2.5,5.2,13.1,.396,1.9,5.7,.327,.467,3.5,3.9,.901,0.3,1.7,0.9,0.2,1.4,1.7
Jae Crowder,TOT,82,17,20.1,7.7,1.1,2.8,6.6,.420,0.7,2.5,.293,.476,1.3,1.7,.773,0.9,2.7,0.9,0.3,0.6,1.7
Jae Crowder,DAL,25,0,10.6,3.6,0.5,1.3,3.0,.434,0.5,1.5,.342,.520,0.4,0.4,.909,0.5,0.7,0.6,0.2,0.4,1.0
Jae Crowder,BOS,57,17,24.2,9.5,1.4,3.4,8.2,.418,0.8,3.0,.282,.469,1.7,2.3,.762,1.1,3.6,1.0,0.4,0.7,1.9
Dante Cunningham,NOP,66,27,25.0,5.2,0.8,2.3,5.1,.457,0.0,0.2,.100,.459,0.4,0.7,.617,1.1,2.8,0.7,0.6,0.5,1.5
Jared Cunningham,LAC,19,0,4.7,1.8,0.5,0.6,1.7,.364,0.2,0.7,.308,.424,0.4,0.7,.538,0.1,0.4,0.2,0.0,0.4,0.6
Seth Curry,PHO,2,0,4.0,0.0,0.5,0.0,1.5,.000,0.0,0.5,.000,.000,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,1.0
Stephen Curry,GSW,80,80,32.7,23.8,7.7,8.2,16.8,.487,3.6,8.1,.443,.594,3.9,4.2,.914,0.7,3.6,2.0,0.2,3.1,2.0
Samuel Dalembert,NYK,32,21,17.0,4.0,0.9,1.8,4.1,.438,0.0,0.0,,.438,0.4,0.6,.700,1.7,3.6,0.4,1.3,1.2,2.2
Troy Daniels,TOT,47,0,8.4,3.7,0.5,1.3,3.5,.370,0.9,2.5,.364,.500,0.2,0.3,.846,0.2,0.5,0.1,0.0,0.4,0.9
Troy Daniels,HOU,17,0,6.4,2.7,0.2,0.9,2.8,.319,0.8,2.5,.302,.457,0.2,0.2,.750,0.0,0.4,0.0,0.0,0.3,0.8
Troy Daniels,MIN,19,0,8.1,2.8,0.7,1.0,3.1,.322,0.7,2.1,.333,.432,0.1,0.1,1.000,0.3,0.7,0.2,0.0,0.4,0.7
Troy Daniels,CHO,11,0,12.3,7.0,0.5,2.5,5.4,.458,1.5,3.3,.472,.602,0.5,0.6,.857,0.2,0.5,0.3,0.1,0.6,1.1
Luigi Datome,TOT,21,1,10.0,5.0,0.4,2.0,4.2,.483,0.9,1.9,.450,.584,0.0,0.0,1.000,0.1,1.2,0.1,0.3,0.4,0.7
Luigi Datome,DET,3,0,5.7,3.7,0.7,1.7,4.0,.417,0.3,1.3,.250,.458,0.0,0.0,,0.3,1.0,0.3,0.0,0.7,0.3
Luigi Datome,BOS,18,1,10.7,5.2,0.4,2.1,4.3,.494,0.9,2.0,.472,.604,0.1,0.1,1.000,0.1,1.3,0.1,0.4,0.4,0.8
Brandon Davies,TOT,27,6,15.7,5.3,1.1,2.0,5.1,.401,0.3,1.3,.235,.431,0.9,1.4,.649,1.4,1.7,0.7,0.3,1.1,2.2
Brandon Davies,PHI,20,6,19.0,6.3,1.4,2.5,6.0,.412,0.4,1.5,.233,.441,1.1,1.7,.636,1.8,1.9,0.9,0.2,1.3,2.7
Brandon Davies,BRK,7,0,6.3,2.3,0.3,0.9,2.6,.333,0.1,0.6,.250,.361,0.4,0.6,.750,0.4,1.0,0.1,0.4,0.6,0.7
Anthony Davis,NOP,68,68,36.1,24.4,2.2,9.4,17.6,.535,0.0,0.2,.083,.536,5.5,6.8,.805,2.5,7.7,1.5,2.9,1.4,2.1
Ed Davis,LAL,79,24,23.3,8.3,1.2,3.6,5.9,.601,0.0,0.0,,.601,1.2,2.4,.487,2.9,4.7,0.6,1.2,0.7,2.6
Glen Davis,LAC,74,0,12.2,4.0,0.5,1.6,3.4,.459,0.0,0.1,.000,.459,0.8,1.3,.632,0.6,1.7,0.6,0.3,0.5,1.8
Andre Dawkins,MIA,4,0,5.5,0.8,0.3,0.3,1.5,.167,0.3,1.5,.167,.250,0.0,0.0,,0.0,0.5,0.0,0.0,0.3,0.8
Austin Daye,TOT,34,4,10.1,3.8,0.5,1.5,4.1,.355,0.7,2.1,.338,.440,0.1,0.2,.833,0.3,1.9,0.4,0.1,0.7,1.1
Austin Daye,SAS,26,4,10.3,4.0,0.3,1.5,4.4,.348,0.7,2.2,.333,.430,0.2,0.2,1.000,0.2,2.1,0.3,0.1,0.7,1.2
Austin Daye,ATL,8,0,9.5,3.3,1.0,1.3,3.3,.385,0.6,1.8,.357,.481,0.1,0.3,.500,0.5,1.3,0.5,0.3,0.6,1.1
Dewayne Dedmon,ORL,59,15,14.3,3.7,0.2,1.5,2.7,.562,0.0,0.0,.000,.562,0.6,1.1,.531,2.0,3.0,0.3,0.8,0.9,2.4
Matthew Dellavedova,CLE,67,13,20.6,4.8,3.0,1.7,4.6,.362,1.0,2.5,.407,.472,0.4,0.6,.763,0.6,1.3,0.4,0.0,0.9,2.3
Luol Deng,MIA,72,72,33.6,14.0,1.9,5.1,10.9,.469,1.1,3.1,.355,.518,2.7,3.5,.761,1.4,3.8,0.9,0.3,1.5,1.5
DeMar DeRozan,TOR,60,60,35.0,20.1,3.5,6.8,16.5,.413,0.4,1.5,.284,.426,6.0,7.2,.832,0.7,3.9,1.2,0.2,2.3,2.0
Boris Diaw,SAS,81,15,24.5,8.7,2.9,3.6,7.8,.460,0.7,2.1,.320,.503,0.9,1.1,.774,1.0,3.3,0.4,0.3,1.6,1.8
Gorgui Dieng,MIN,73,49,30.0,9.7,2.0,3.5,7.0,.506,0.0,0.1,.167,.507,2.6,3.3,.783,3.1,5.3,1.0,1.7,1.7,2.6
Spencer Dinwiddie,DET,34,1,13.4,4.3,3.1,1.5,5.0,.302,0.4,1.9,.185,.337,0.9,1.0,.912,0.1,1.3,0.6,0.2,1.0,1.6
Joey Dorsey,HOU,69,17,12.4,2.7,0.4,1.2,2.1,.552,0.0,0.0,.000,.552,0.3,1.2,.289,1.5,2.6,0.6,0.4,0.6,2.3
Toney Douglas,NOP,12,0,14.8,4.3,2.0,1.6,4.3,.373,0.4,1.5,.278,.422,0.7,1.1,.615,0.2,1.7,0.9,0.3,0.8,1.7
Chris Douglas-Roberts,LAC,12,0,8.6,1.6,0.3,0.4,1.8,.238,0.1,0.6,.143,.262,0.7,0.7,1.000,0.1,0.9,0.1,0.0,0.0,1.2
Goran Dragić,TOT,78,78,33.8,16.3,4.5,6.4,12.8,.501,1.2,3.3,.347,.546,2.3,3.0,.774,1.0,2.5,1.0,0.2,2.2,2.5
Goran Dragić,PHO,52,52,33.4,16.2,4.1,6.5,13.1,.501,1.3,3.6,.355,.549,1.9,2.5,.746,1.0,2.6,1.0,0.2,2.2,2.3
Goran Dragić,MIA,26,26,34.8,16.6,5.3,6.2,12.4,.502,0.9,2.8,.329,.539,3.2,4.0,.808,1.2,2.3,1.1,0.2,2.3,2.9
Zoran Dragić,TOT,16,1,4.7,1.8,0.3,0.7,1.9,.367,0.2,0.9,.214,.417,0.2,0.3,.600,0.3,0.2,0.1,0.0,0.3,0.4
Zoran Dragić,PHO,6,0,2.2,1.0,0.2,0.3,1.3,.250,0.0,0.8,.000,.250,0.3,0.5,.667,0.3,0.2,0.0,0.0,0.0,0.2
Zoran Dragić,MIA,10,1,6.2,2.2,0.4,0.9,2.2,.409,0.3,0.9,.333,.477,0.1,0.2,.500,0.3,0.2,0.2,0.0,0.5,0.5
Larry Drew,PHI,12,1,18.3,3.8,3.8,1.7,4.8,.345,0.3,2.2,.154,.379,0.2,0.3,.667,0.1,1.2,0.5,0.0,2.1,1.1
Andre Drummond,DET,82,82,30.5,13.8,0.7,6.0,11.7,.514,0.0,0.0,.000,.514,1.7,4.5,.389,5.3,8.1,0.9,1.9,1.5,3.5
Jared Dudley,MIL,72,22,23.8,7.2,1.8,2.8,5.9,.468,1.0,2.7,.385,.556,0.7,0.9,.716,0.6,2.4,1.0,0.2,0.9,1.6
Tim Duncan,SAS,77,77,28.9,13.9,3.0,5.4,10.6,.512,0.0,0.1,.286,.513,3.0,4.0,.740,2.2,6.9,0.8,2.0,1.7,2.1
Mike Dunleavy,CHI,63,63,29.2,9.4,1.8,3.3,7.6,.435,1.7,4.2,.407,.546,1.1,1.4,.805,0.4,3.5,0.6,0.3,1.0,2.0
Kevin Durant,OKC,27,27,33.8,25.4,4.1,8.8,17.3,.510,2.4,5.9,.403,.578,5.4,6.3,.854,0.6,6.0,0.9,0.9,2.7,1.5
