Player,Team,GP,GS,MPG,PPG,APG,FG,FGA,FG%,3P,3PA,3P%,eFG%,FT,FTA,FT%,ORB,DRB,STL,BLK,TOV,PF
Gustavo Ayón,MIL,12,0,13.6,4.3,1.0,2.1,3.5,.595,0.0,0.0,,.595,0.1,1.0,.083,1.7,3.3,0.8,0.3,0.8,2.0
Jeff Ayres,IND,37,0,10.0,3.9,0.4,1.6,3.4,.484,0.1,0.1,.500,.492,0.6,0.6,.913,0.8,2.0,0.2,0.3,0.6,1.2
Luke Babbitt,POR,62,0,11.8,3.9,0.5,1.4,3.8,.368,1.0,2.9,.348,.500,0.2,0.2,.769,0.2,2.0,0.2,0.1,0.4,1.3
Leandro Barbosa,BOS,41,2,12.5,5.2,1.4,2.0,4.7,.430,0.4,1.1,.383,.477,0.8,1.0,.756,0.2,0.9,0.4,0.1,0.5,1.2
J.J. Barea,MIN,74,2,23.1,11.3,4.0,4.3,10.2,.417,1.3,3.8,.346,.481,1.4,1.8,.784,0.5,2.3,0.4,0.0,2.0,1.8
Andrea Bargnani,TOR,35,25,28.7,12.7,1.1,4.9,12.2,.399,1.1,3.5,.309,.444,1.9,2.2,.844,0.7,2.9,0.6,0.7,1.5,1.8
Harrison Barnes,GSW,81,81,25.4,9.2,1.2,3.4,7.8,.439,0.6,1.8,.359,.481,1.8,2.3,.758,0.7,3.5,0.6,0.2,1.2,1.7
Matt Barnes,LAC,80,4,25.7,10.3,1.5,3.9,8.4,.462,1.4,4.1,.342,.544,1.1,1.5,.744,1.4,3.2,1.0,0.8,1.1,2.9
Earl Barron,TOT,12,2,13.3,3.3,0.4,1.5,4.3,.353,0.0,0.0,,.353,0.3,0.6,.429,1.8,3.3,0.4,0.5,0.9,2.0
Earl Barron,WAS,11,1,11.1,2.5,0.3,1.2,3.4,.351,0.0,0.0,,.351,0.2,0.5,.400,1.5,2.5,0.5,0.5,0.9,2.1
Earl Barron,NYK,1,1,37.0,11.0,2.0,5.0,14.0,.357,0.0,0.0,,.357,1.0,2.0,.500,6.0,12.0,0.0,1.0,1.0,1.0
Will Barton,POR,73,5,12.2,4.0,0.8,1.6,4.2,.382,0.1,0.9,.138,.396,0.7,0.9,.769,0.5,1.5,0.5,0.1,0.8,0.8
Brandon Bass,BOS,81,69,27.6,8.7,1.0,3.5,7.3,.486,0.0,0.0,.000,.486,1.6,1.9,.860,1.6,3.7,0.5,0.8,1.0,2.3
Shane Battier,MIA,72,20,24.8,6.6,1.0,2.1,5.0,.420,1.9,4.4,.430,.608,0.4,0.5,.842,0.5,1.8,0.6,0.8,0.5,2.1
Nicolas Batum,POR,73,73,38.5,14.3,4.9,4.8,11.4,.423,2.3,6.1,.372,.522,2.4,2.9,.848,1.3,4.3,1.2,1.1,2.6,1.9
Jerryd Bayless,MEM,80,4,22.1,8.7,3.3,3.3,7.8,.419,0.9,2.5,.353,.476,1.3,1.5,.836,0.3,1.9,0.7,0.2,1.5,2.1
Aron Baynes,SAS,16,0,8.8,2.7,0.3,1.1,2.3,.500,0.0,0.1,.000,.500,0.4,0.8,.583,0.8,1.3,0.1,0.4,0.7,1.4
Kent Bazemore,GSW,61,0,4.4,2.0,0.4,0.7,1.9,.371,0.2,0.6,.294,.414,0.4,0.7,.614,0.1,0.3,0.3,0.1,0.3,0.4
Bradley Beal,WAS,56,46,31.2,13.9,2.4,5.0,12.3,.410,1.6,4.2,.386,.477,2.2,2.8,.786,0.8,3.0,0.9,0.5,1.6,2.0
Michael Beasley,PHO,75,20,20.7,10.1,1.5,4.1,10.2,.405,0.6,1.9,.313,.434,1.3,1.7,.746,0.7,3.1,0.4,0.5,1.9,1.4
Rodrigue Beaubois,DAL,45,0,12.2,4.0,1.9,1.4,3.9,.369,0.5,1.6,.292,.429,0.7,0.8,.789,0.2,1.1,0.4,0.1,0.7,1.2
Marco Belinelli,CHI,73,27,25.8,9.6,2.0,3.3,8.4,.395,1.1,3.0,.357,.460,1.9,2.3,.839,0.2,1.7,0.6,0.1,1.1,1.9
Patrick Beverley,HOU,41,0,17.4,5.6,2.9,1.9,4.6,.418,0.9,2.3,.375,.513,0.8,1.0,.829,1.1,1.6,0.9,0.5,1.1,2.0
Andris Biedriņš,GSW,53,9,9.3,0.5,0.3,0.2,0.4,.476,0.0,0.0,,.476,0.1,0.2,.308,0.6,2.2,0.3,0.8,0.3,1.9
Chauncey Billups,LAC,22,22,19.0,8.4,2.2,2.4,6.0,.402,1.5,4.1,.367,.527,2.0,2.2,.938,0.1,1.4,0.5,0.0,1.2,1.1
Bismack Biyombo,CHA,80,65,27.3,4.8,0.4,2.0,4.3,.451,0.0,0.0,,.451,0.9,1.8,.521,2.4,4.9,0.4,1.8,1.0,2.4
DeJuan Blair,SAS,61,16,14.0,5.4,0.7,2.3,4.4,.524,0.0,0.0,.000,.524,0.7,1.1,.629,1.1,2.7,0.6,0.2,0.8,1.8
Steve Blake,LAL,45,13,26.1,7.3,3.8,2.5,6.0,.422,1.6,3.8,.421,.556,0.6,0.8,.771,0.5,2.5,0.8,0.1,1.4,1.8
Andray Blatche,BRK,82,8,19.0,10.3,1.0,4.2,8.2,.512,0.0,0.3,.136,.514,1.8,2.6,.685,2.0,3.1,1.0,0.7,1.5,2.0
Eric Bledsoe,LAC,76,12,20.4,8.5,3.1,3.3,7.5,.445,0.4,1.0,.397,.473,1.4,1.8,.791,1.0,1.9,1.4,0.7,1.8,1.5
Keith Bogans,BRK,74,23,19.0,4.2,1.0,1.5,3.8,.380,1.1,3.3,.343,.528,0.1,0.2,.647,0.2,1.4,0.4,0.1,0.7,1.5
Andrew Bogut,GSW,32,32,24.6,5.8,2.1,2.6,5.8,.451,0.0,0.0,1.000,.454,0.6,1.2,.500,2.1,5.5,0.6,1.7,1.1,2.7
Matt Bonner,SAS,68,4,13.4,4.2,0.5,1.6,3.4,.487,0.8,1.8,.442,.602,0.2,0.2,.733,0.4,1.5,0.3,0.3,0.2,1.3
Trevor Booker,WAS,48,14,18.5,5.3,0.8,2.3,4.6,.491,0.0,0.1,.000,.491,0.8,1.5,.556,2.0,2.9,0.7,0.3,0.6,2.0
Carlos Boozer,CHI,79,79,32.2,16.2,2.3,6.9,14.4,.477,0.0,0.0,.000,.477,2.4,3.3,.731,2.2,7.5,0.8,0.4,2.2,3.0
Chris Bosh,MIA,74,74,33.2,16.6,1.7,6.6,12.3,.535,0.3,1.0,.284,.546,3.3,4.1,.798,1.8,5.0,0.9,1.4,1.7,2.3
Avery Bradley,BOS,50,50,28.7,9.2,2.1,3.8,9.6,.402,0.8,2.5,.317,.444,0.7,1.0,.755,0.6,1.6,1.3,0.4,1.4,2.6
Elton Brand,DAL,72,18,21.2,7.2,1.0,3.1,6.6,.473,0.0,0.0,.000,.473,0.9,1.3,.710,1.8,4.2,0.7,1.3,0.8,2.7
Corey Brewer,DEN,82,2,24.4,12.1,1.5,4.6,10.8,.425,1.1,3.7,.296,.476,1.8,2.6,.690,0.7,2.2,1.4,0.3,1.2,1.9
Ronnie Brewer,TOT,60,34,14.2,3.0,0.8,1.2,3.3,.354,0.4,1.3,.303,.412,0.3,0.7,.410,0.7,1.6,0.7,0.1,0.3,0.6
Ronnie Brewer,NYK,46,34,15.5,3.6,0.9,1.4,3.8,.366,0.5,1.5,.310,.429,0.3,0.8,.410,0.6,1.5,0.7,0.1,0.3,0.6
Ronnie Brewer,OKC,14,0,10.1,0.9,0.7,0.4,1.6,.261,0.1,0.4,.200,.283,0.0,0.0,,0.9,1.9,0.6,0.0,0.3,0.4
Aaron Brooks,TOT,53,20,18.8,7.1,2.2,2.7,6.0,.453,0.9,2.5,.373,.532,0.8,1.0,.769,0.2,1.3,0.6,0.2,1.3,1.8
Aaron Brooks,SAC,46,20,20.8,8.0,2.3,3.0,6.6,.459,1.0,2.8,.378,.538,0.9,1.1,.769,0.3,1.4,0.6,0.2,1.4,1.9
Aaron Brooks,HOU,7,0,5.4,1.4,0.9,0.6,1.9,.308,0.3,1.0,.286,.385,0.0,0.0,,0.1,0.1,0.1,0.4,0.6,0.7
MarShon Brooks,BRK,73,2,12.5,5.4,1.0,2.1,4.6,.463,0.2,0.8,.273,.485,0.9,1.3,.734,0.4,1.0,0.5,0.2,0.9,1.3
Kwame Brown,PHI,22,11,12.2,1.9,0.4,0.8,1.7,.459,0.0,0.0,,.459,0.3,0.9,.368,1.0,2.3,0.3,0.5,0.4,1.7
Shannon Brown,PHO,59,22,23.8,10.5,1.8,4.1,9.7,.420,0.7,2.4,.277,.454,1.7,2.1,.784,0.7,1.8,1.0,0.3,1.3,1.6
Kobe Bryant,LAL,78,78,38.6,27.3,6.0,9.5,20.4,.463,1.7,5.2,.324,.504,6.7,8.0,.839,0.8,4.7,1.4,0.3,3.7,2.2
Chase Budinger,MIN,23,1,22.1,9.4,1.1,3.4,8.3,.414,1.1,3.5,.321,.482,1.4,1.8,.762,0.7,2.4,0.6,0.3,1.0,1.3
Alec Burks,UTA,64,0,17.8,7.0,1.4,2.5,6.1,.420,0.5,1.4,.359,.463,1.4,2.0,.713,0.6,1.7,0.5,0.2,1.2,1.8
Caron Butler,LAC,78,78,24.1,10.4,1.0,3.9,9.2,.424,1.6,4.2,.388,.513,1.0,1.2,.833,0.5,2.3,0.7,0.1,0.9,1.8
Jimmy Butler,CHI,82,20,26.0,8.6,1.4,2.9,6.2,.467,0.5,1.3,.381,.506,2.3,2.8,.803,1.7,2.3,1.0,0.4,0.8,1.2
Will Bynum,DET,65,0,18.8,9.8,3.6,3.9,8.3,.469,0.4,1.2,.316,.491,1.6,2.0,.809,0.4,1.1,0.7,0.1,1.9,2.0
José Calderón,TOT,73,58,29.6,11.3,7.1,4.3,8.7,.491,1.8,3.9,.461,.594,1.0,1.1,.900,0.3,2.1,0.8,0.1,1.7,1.4
José Calderón,TOR,45,30,28.3,11.1,7.4,4.2,8.8,.470,1.8,4.1,.429,.569,1.0,1.2,.904,0.3,2.0,0.6,0.1,1.7,1.3
José Calderón,DET,28,28,31.7,11.6,6.6,4.5,8.5,.527,1.8,3.5,.520,.635,0.9,1.0,.893,0.2,2.3,1.1,0.1,1.8,1.5
Marcus Camby,NYK,24,4,10.4,1.8,0.6,0.7,2.2,.321,0.0,0.0,,.321,0.3,0.8,.421,1.0,2.3,0.3,0.6,0.6,1.2
DeMarre Carroll,UTA,66,12,16.8,6.0,0.9,2.3,4.9,.460,0.3,1.1,.286,.491,1.1,1.5,.765,1.3,1.5,0.9,0.4,0.5,1.8
Matt Carroll,CHA,1,0,6.0,0.0,1.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0
Vince Carter,DAL,81,3,25.8,13.4,2.4,4.6,10.6,.435,2.0,4.9,.406,.530,2.2,2.8,.816,0.7,3.4,0.9,0.5,1.3,2.8
Omri Casspi,CLE,43,1,11.7,4.0,0.7,1.5,3.7,.394,0.6,1.8,.329,.472,0.5,1.0,.537,0.5,2.2,0.6,0.3,0.5,1.0
Mario Chalmers,MIA,77,77,26.9,8.6,3.5,2.9,6.9,.429,1.6,3.9,.409,.545,1.2,1.5,.795,0.2,2.0,1.5,0.2,1.5,2.5
Tyson Chandler,NYK,66,66,32.8,10.4,0.9,3.9,6.1,.638,0.0,0.0,,.638,2.7,3.9,.694,4.1,6.6,0.6,1.1,1.3,2.8
Wilson Chandler,DEN,43,8,25.1,13.0,1.3,4.9,10.6,.462,1.2,2.9,.413,.519,2.0,2.6,.793,1.0,4.0,1.0,0.3,1.4,2.8
Josh Childress,BRK,14,0,7.1,1.0,0.4,0.4,1.5,.286,0.1,0.2,.333,.310,0.1,0.1,.500,0.4,0.6,0.1,0.1,0.0,0.2
Earl Clark,LAL,59,36,23.1,7.3,1.1,2.9,6.5,.440,0.6,1.8,.337,.486,0.9,1.3,.697,1.4,4.1,0.6,0.7,1.1,1.7
Victor Claver,POR,49,16,16.6,3.8,0.9,1.5,3.9,.392,0.5,1.8,.287,.458,0.3,0.6,.467,0.6,1.8,0.5,0.2,0.9,1.5
Norris Cole,MIA,80,4,19.9,5.6,2.1,2.2,5.3,.421,0.4,1.2,.357,.462,0.7,1.0,.650,0.2,1.4,0.7,0.1,1.3,1.9
Jason Collins,TOT,38,9,10.1,1.1,0.2,0.2,0.8,.310,0.0,0.0,,.310,0.6,0.8,.719,0.6,1.0,0.3,0.3,0.5,2.2
Jason Collins,BOS,32,7,10.3,1.2,0.2,0.3,0.7,.348,0.0,0.0,,.348,0.7,0.9,.700,0.7,1.0,0.3,0.2,0.5,2.3
Jason Collins,WAS,6,2,9.0,0.7,0.3,0.2,1.0,.167,0.0,0.0,,.167,0.3,0.3,1.000,0.2,1.2,0.3,0.7,0.3,1.8
Darren Collison,DAL,81,47,29.3,12.0,5.1,4.2,8.9,.471,0.6,1.7,.353,.504,3.0,3.4,.880,0.4,2.3,1.2,0.1,2.1,1.7
Nick Collison,OKC,81,2,19.5,5.1,1.5,2.2,3.7,.595,0.0,0.0,.000,.595,0.7,1.0,.769,1.5,2.6,0.6,0.4,0.9,2.4
Mike Conley,MEM,80,80,34.5,14.6,6.1,5.2,11.8,.440,1.3,3.7,.362,.497,2.9,3.5,.830,0.5,2.3,2.2,0.3,2.4,2.1
Will Conroy,MIN,4,0,5.0,0.3,0.0,0.0,2.3,.000,0.0,0.8,.000,.000,0.3,0.5,.500,0.3,0.0,0.0,0.0,0.0,0.3
Daequan Cook,TOT,49,1,9.0,2.8,0.4,1.0,3.4,.305,0.5,1.9,.286,.383,0.2,0.2,.750,0.1,1.1,0.2,0.1,0.3,0.5
Daequan Cook,HOU,16,1,10.3,3.4,0.6,1.3,3.7,.356,0.7,1.9,.367,.449,0.1,0.2,.667,0.3,0.8,0.4,0.1,0.4,0.8
Daequan Cook,CHI,33,0,8.4,2.5,0.3,0.9,3.3,.278,0.5,1.8,.246,.347,0.2,0.3,.778,0.1,1.2,0.1,0.2,0.3,0.4
Chris Copeland,NYK,56,13,15.4,8.7,0.5,3.3,6.8,.479,1.1,2.5,.421,.557,1.1,1.5,.759,0.6,1.5,0.3,0.2,0.9,1.9
DeMarcus Cousins,SAC,75,74,30.5,17.1,2.7,6.4,13.8,.465,0.1,0.3,.182,.467,4.2,5.6,.738,3.0,7.0,1.4,0.7,3.0,3.6
Jamal Crawford,LAC,76,0,29.3,16.5,2.5,5.9,13.4,.438,2.0,5.2,.376,.511,2.8,3.3,.871,0.3,1.4,1.0,0.2,1.9,0.9
Jordan Crawford,TOT,70,14,24.4,11.6,3.2,4.3,10.4,.415,1.2,3.5,.337,.472,1.8,2.3,.811,0.6,2.4,0.6,0.1,2.0,1.5
Jordan Crawford,WAS,43,12,26.2,13.2,3.7,4.9,11.8,.415,1.4,4.0,.345,.473,2.0,2.5,.821,0.7,2.4,0.6,0.1,2.3,1.4
Jordan Crawford,BOS,27,2,21.6,9.1,2.5,3.3,8.0,.415,0.9,2.8,.320,.470,1.6,2.0,.792,0.5,2.3,0.4,0.1,1.6,1.7
Jae Crowder,DAL,78,16,17.3,5.0,1.2,1.8,4.7,.384,0.8,2.5,.328,.470,0.6,0.9,.644,0.4,1.9,0.8,0.2,0.6,1.6
Dante Cunningham,MIN,80,9,25.1,8.7,0.8,3.9,8.4,.468,0.0,0.1,.000,.468,0.8,1.3,.650,1.8,3.3,1.1,0.5,0.7,1.9
Jared Cunningham,DAL,8,0,3.3,2.0,0.1,0.8,1.8,.429,0.3,0.4,.667,.500,0.3,0.3,1.000,0.1,0.3,0.1,0.0,0.3,0.4
Eddy Curry,DAL,2,0,12.5,4.5,0.0,2.0,4.0,.500,0.0,0.0,,.500,0.5,2.0,.250,1.0,1.0,0.0,0.0,1.5,3.5
Stephen Curry,GSW,78,78,38.2,22.9,6.9,8.0,17.8,.451,3.5,7.7,.453,.549,3.4,3.7,.900,0.8,3.3,1.6,0.2,3.1,2.5
Samuel Dalembert,MIL,47,23,16.3,6.7,0.4,2.9,5.4,.542,0.0,0.0,1.000,.543,0.8,1.2,.691,2.2,3.6,0.4,1.1,1.1,1.9
Marquis Daniels,MIL,59,33,18.4,5.5,1.1,2.2,5.9,.376,0.3,1.2,.278,.405,0.7,0.9,.741,0.8,1.7,0.9,0.2,0.8,1.3
Anthony Davis,NOH,64,60,28.8,13.5,1.0,5.5,10.6,.516,0.0,0.1,.000,.516,2.6,3.5,.751,2.6,5.6,1.2,1.8,1.4,2.5
Ed Davis,TOT,81,28,20.1,7.7,0.8,3.2,6.0,.539,0.0,0.0,,.539,1.3,2.1,.617,1.9,3.8,0.5,1.0,0.8,2.4
Ed Davis,TOR,45,24,24.2,9.7,1.2,4.1,7.5,.549,0.0,0.0,,.549,1.5,2.3,.647,2.1,4.6,0.6,0.8,1.0,2.5
Ed Davis,MEM,36,4,15.1,5.1,0.2,2.1,4.0,.517,0.0,0.0,,.517,1.0,1.8,.569,1.6,2.9,0.4,1.3,0.5,2.2
Glen Davis,ORL,34,33,31.3,15.1,2.1,6.3,14.1,.448,0.0,0.1,.000,.448,2.5,3.4,.718,1.6,5.6,0.9,0.6,1.9,2.6
Austin Daye,TOT,55,0,12.3,4.5,0.8,1.6,3.8,.433,0.7,1.8,.418,.531,0.5,0.6,.765,0.3,1.9,0.3,0.4,0.5,1.5
Austin Daye,DET,24,0,14.5,5.1,0.9,1.8,4.0,.443,0.9,1.7,.525,.552,0.6,0.8,.833,0.4,2.2,0.2,0.3,0.5,1.8
Austin Daye,MEM,31,0,10.6,4.0,0.7,1.5,3.6,.423,0.6,1.9,.345,.514,0.4,0.5,.688,0.2,1.7,0.3,0.5,0.5,1.3
Nando De Colo,SAS,72,6,12.8,3.8,1.9,1.5,3.3,.436,0.4,1.1,.378,.500,0.5,0.6,.795,0.3,1.6,0.6,0.1,1.1,1.2
Carlos Delfino,HOU,67,5,25.2,10.6,2.0,3.7,9.3,.405,2.4,6.3,.375,.532,0.7,0.8,.857,0.3,3.0,1.0,0.1,1.1,1.7
Luol Deng,CHI,75,75,38.7,16.5,3.0,6.2,14.6,.426,1.0,3.1,.322,.461,3.1,3.8,.816,2.2,4.2,1.1,0.4,1.9,1.4
Justin Dentmon,DAL,2,0,2.0,0.0,0.0,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DeMar DeRozan,TOR,82,82,36.7,18.1,2.5,6.7,15.0,.445,0.4,1.5,.283,.459,4.3,5.2,.831,0.6,3.3,0.9,0.3,1.8,2.1
Boris Diaw,SAS,75,20,22.8,5.8,2.4,2.4,4.4,.539,0.4,1.0,.385,.584,0.6,0.9,.723,0.9,2.5,0.7,0.4,1.1,1.9
DeSagana Diop,CHA,22,1,10.3,0.7,0.6,0.4,1.2,.296,0.0,0.0,.000,.296,0.0,0.0,.000,0.5,1.9,0.2,0.7,0.4,0.9
Keyon Dooling,MEM,7,0,11.7,4.4,1.1,1.4,3.0,.476,0.7,1.7,.417,.595,0.9,1.0,.857,0.0,0.1,0.1,0.0,0.7,1.1
Toney Douglas,TOT,71,0,18.2,7.5,2.1,2.6,6.6,.403,1.2,3.0,.380,.491,1.1,1.2,.905,0.5,1.5,1.0,0.0,1.1,2.0
Toney Douglas,HOU,49,0,18.6,8.1,1.9,2.8,7.2,.395,1.2,3.3,.377,.482,1.2,1.4,.882,0.5,1.4,0.8,0.0,1.1,2.1
Toney Douglas,SAC,22,0,17.1,6.1,2.6,2.2,5.2,.430,1.0,2.5,.389,.522,0.7,0.7,1.000,0.5,1.7,1.4,0.0,1.1,1.9
Chris Douglas-Roberts,DAL,6,0,10.5,2.8,0.7,0.8,2.3,.357,0.0,0.7,.000,.357,1.2,1.7,.700,0.0,0.8,0.3,0.0,0.2,0.7
Goran Dragić,PHO,77,77,33.5,14.7,7.4,5.2,11.8,.443,1.1,3.6,.319,.491,3.2,4.2,.748,0.8,2.3,1.6,0.3,2.8,2.8
Andre Drummond,DET,60,10,20.7,7.9,0.5,3.5,5.7,.608,0.0,0.0,.500,.610,1.0,2.7,.371,2.8,4.8,1.0,1.6,1.0,2.4
Jared Dudley,PHO,79,50,27.5,10.9,2.6,4.0,8.5,.468,1.3,3.4,.391,.547,1.6,2.1,.796,1.0,2.1,0.9,0.1,1.3,1.6
Chris Duhon,LAL,46,9,17.8,2.9,2.9,1.0,2.7,.382,0.7,2.0,.363,.516,0.1,0.3,.462,0.2,1.2,0.4,0.0,0.9,1.2
Tim Duncan,SAS,69,69,30.1,17.8,2.7,7.1,14.1,.502,0.0,0.1,.286,.503,3.6,4.3,.817,1.8,8.1,0.7,2.7,2.1,1.7
Mike Dunleavy,MIL,75,3,25.9,10.5,1.9,3.7,8.3,.442,1.7,4.0,.428,.545,1.4,1.7,.820,0.4,3.5,0.5,0.5,1.2,1.8
Kevin Durant,OKC,81,81,38.5,28.1,4.6,9.0,17.7,.510,1.7,4.1,.416,.559,8.4,9.3,.905,0.6,7.3,1.4,1.3,3.5,1.8
Devin Ebanks,LAL,19,3,10.4,3.4,0.5,1.3,3.8,.329,0.3,1.2,.273,.370,0.6,0.7,.786,0.5,1.6,0.2,0.1,0.6,1.2
Wayne Ellington,TOT,78,21,21.3,7.9,1.3,2.9,6.8,.427,1.2,3.1,.392,.516,0.9,1.0,.907,0.3,1.8,0.6,0.0,0.7,1.0
Wayne Ellington,MEM,40,4,16.9,5.5,1.1,2.0,5.0,.407,1.0,2.4,.423,.510,0.4,0.4,.938,0.1,1.2,0.4,0.0,0.6,1.0
Wayne Ellington,CLE,38,17,25.9,10.4,1.6,3.8,8.7,.439,1.4,3.8,.371,.520,1.4,1.6,.898,0.5,2.5,0.8,0.1,0.9,1.1
Monta Ellis,MIL,82,82,37.5,19.2,6.0,7.3,17.5,.416,1.1,4.0,.287,.448,3.5,4.6,.773,0.5,3.3,2.1,0.4,3.1,2.0
Kim English,DET,41,0,9.9,2.9,0.6,1.0,2.7,.375,0.3,1.2,.280,.438,0.5,0.7,.724,0.2,0.7,0.4,0.1,0.5,1.1
Jeremy Evans,UTA,37,0,5.8,2.0,0.3,0.7,1.2,.614,0.0,0.0,.000,.614,0.6,0.9,.636,0.7,0.9,0.2,0.4,0.2,0.8
Reggie Evans,BRK,80,56,24.6,4.5,0.5,1.6,3.3,.479,0.0,0.0,,.479,1.4,2.8,.509,3.3,7.9,0.9,0.2,1.4,2.5
