Player,Team,GP,MP,PTS,AST,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,STL,BLK,TOV,PF,ORtg,DRtg
Rodrigue Beaubois,DAL,45,549,16.8,7.8,6.0,16.4,.369,2.0,6.7,.292,2.8,3.5,.789,0.8,4.5,1.8,0.4,3.1,5.0,97,109
Marco Belinelli,CHI,73,1882,20.0,4.2,6.9,17.4,.395,2.3,6.3,.357,4.0,4.8,.839,0.4,3.6,1.3,0.2,2.3,4.0,104,107
Patrick Beverley,HOU,41,713,16.0,8.2,5.5,13.2,.418,2.5,6.7,.375,2.4,2.9,.829,3.2,4.5,2.6,1.5,3.1,5.8,116,105
Andris Biedriņš,GSW,53,495,2.5,1.4,1.0,2.2,.476,0.0,0.0,,0.4,1.3,.308,3.5,12.2,1.5,4.3,1.4,10.4,102,98
Chauncey Billups,LAC,22,418,23.2,6.2,6.7,16.6,.402,4.2,11.3,.367,5.7,6.0,.938,0.3,3.8,1.5,0.1,3.3,3.1,117,108
Bismack Biyombo,CHA,80,2186,9.3,0.8,3.7,8.3,.451,0.0,0.0,,1.8,3.4,.521,4.7,9.3,0.7,3.4,2.0,4.7,98,109
DeJuan Blair,SAS,61,851,19.6,2.7,8.5,16.2,.524,0.0,0.1,.000,2.6,4.2,.629,4.0,9.8,2.2,0.6,2.9,6.7,104,99
Steve Blake,LAL,45,1175,14.1,7.5,4.9,11.7,.422,3.1,7.4,.421,1.2,1.5,.771,0.9,4.8,1.5,0.3,2.7,3.6,114,109
Andray Blatche,BRK,82,1555,29.3,3.0,12.0,23.5,.512,0.1,0.8,.136,5.1,7.5,.685,5.6,8.9,3.0,1.9,4.3,5.7,107,101
Eric Bledsoe,LAC,76,1553,21.8,7.9,8.6,19.3,.445,1.1,2.6,.397,3.6,4.5,.791,2.6,5.0,3.7,1.9,4.6,3.8,102,101
Keith Bogans,BRK,74,1408,11.9,2.9,4.1,10.9,.380,3.2,9.4,.343,0.4,0.7,.647,0.6,4.0,1.1,0.2,1.9,4.1,105,110
Andrew Bogut,GSW,32,786,12.0,4.3,5.4,11.9,.451,0.1,0.1,1.000,1.2,2.5,.500,4.4,11.4,1.3,3.6,2.3,5.5,103,100
Matt Bonner,SAS,68,909,16.1,2.0,6.3,12.9,.487,3.0,6.7,.442,0.6,0.8,.733,1.4,5.8,1.0,1.1,0.9,4.8,119,104
Trevor Booker,WAS,48,887,15.0,2.3,6.3,12.9,.491,0.0,0.3,.000,2.3,4.2,.556,5.8,8.3,1.9,0.9,1.8,5.6,109,102
Carlos Boozer,CHI,79,2546,27.0,3.8,11.5,24.1,.477,0.0,0.0,.000,4.1,5.6,.731,3.7,12.6,1.4,0.6,3.7,5.0,101,100
Chris Bosh,MIA,74,2454,26.6,2.7,10.5,19.6,.535,0.5,1.6,.284,5.2,6.5,.798,2.8,8.0,1.4,2.2,2.8,3.6,114,103
Avery Bradley,BOS,50,1435,16.8,3.8,7.0,17.4,.402,1.5,4.6,.317,1.3,1.8,.755,1.1,3.0,2.3,0.7,2.6,4.7,90,105
Elton Brand,DAL,72,1527,17.3,2.3,7.6,16.0,.473,0.0,0.0,.000,2.2,3.1,.710,4.3,10.0,1.7,3.0,1.9,6.4,105,102
Corey Brewer,DEN,82,2003,25.0,3.1,9.5,22.3,.425,2.3,7.7,.296,3.8,5.4,.690,1.4,4.5,3.0,0.6,2.6,3.9,104,105
Ronnie Brewer,TOT,60,853,11.1,3.1,4.4,12.3,.354,1.4,4.7,.303,1.0,2.4,.410,2.6,6.1,2.7,0.4,1.1,2.1,99,105
Ronnie Brewer,NYK,46,711,12.5,3.0,4.8,13.2,.366,1.7,5.3,.310,1.2,2.9,.410,2.2,5.3,2.6,0.5,1.1,2.0,100,106
Ronnie Brewer,OKC,14,142,4.7,3.6,2.2,8.3,.261,0.4,1.8,.200,0.0,0.0,,4.7,9.8,3.3,0.0,1.4,2.2,92,99
Aaron Brooks,TOT,53,997,19.3,5.9,7.3,16.2,.453,2.6,6.9,.373,2.1,2.7,.769,0.7,3.4,1.5,0.5,3.4,4.8,105,114
Aaron Brooks,SAC,46,959,19.6,5.8,7.4,16.2,.459,2.6,6.8,.378,2.1,2.8,.769,0.6,3.5,1.5,0.4,3.4,4.8,106,114
Aaron Brooks,HOU,7,38,13.1,7.9,5.3,17.1,.308,2.6,9.2,.286,0.0,0.0,,1.3,1.3,1.3,3.9,5.3,6.6,80,107
MarShon Brooks,BRK,73,912,23.4,4.5,9.2,19.9,.463,0.9,3.3,.273,4.1,5.6,.734,1.9,4.3,2.0,0.9,4.1,5.5,101,107
Kwame Brown,PHI,22,269,8.0,1.8,3.3,7.3,.459,0.0,0.0,,1.4,3.7,.368,4.5,10.0,1.2,2.0,1.6,7.3,100,103
Shannon Brown,PHO,59,1402,22.6,4.0,8.8,20.9,.420,1.4,5.2,.277,3.6,4.6,.784,1.6,3.8,2.2,0.5,2.7,3.4,99,110
Kobe Bryant,LAL,78,3013,36.0,7.9,12.5,26.9,.463,2.2,6.9,.324,8.9,10.6,.839,1.1,6.2,1.8,0.4,4.8,2.9,112,107
Chase Budinger,MIN,23,508,22.0,2.5,8.0,19.4,.414,2.6,8.2,.321,3.3,4.3,.762,1.5,5.7,1.4,0.7,2.3,3.0,102,107
Alec Burks,UTA,64,1137,20.9,4.3,7.6,18.0,.420,1.5,4.3,.359,4.3,6.0,.713,1.7,5.0,1.6,0.6,3.4,5.3,100,109
Caron Butler,LAC,78,1879,22.8,2.2,8.5,20.2,.424,3.6,9.2,.388,2.1,2.5,.833,1.1,5.1,1.4,0.3,2.0,3.9,107,107
Jimmy Butler,CHI,82,2134,17.7,2.9,6.0,12.9,.467,1.0,2.6,.381,4.7,5.9,.803,3.4,4.8,2.0,0.8,1.6,2.4,121,104
Will Bynum,DET,65,1219,27.6,10.0,11.0,23.4,.469,1.0,3.3,.316,4.6,5.7,.809,1.2,3.0,2.0,0.2,5.4,5.5,103,111
José Calderón,TOT,73,2160,20.3,12.7,7.7,15.6,.491,3.2,6.9,.461,1.8,2.0,.900,0.5,3.8,1.4,0.2,3.1,2.4,124,111
José Calderón,TOR,45,1273,20.9,13.9,7.8,16.6,.470,3.3,7.7,.429,2.0,2.2,.904,0.6,3.8,1.2,0.3,3.1,2.4,123,111
José Calderón,DET,28,887,19.4,11.0,7.4,14.1,.527,3.0,5.8,.520,1.5,1.7,.893,0.4,3.8,1.8,0.1,3.0,2.4,126,111
Marcus Camby,NYK,24,250,9.0,3.0,3.6,11.3,.321,0.0,0.0,,1.7,4.1,.421,5.1,12.0,1.5,3.0,3.2,6.0,82,101
DeMarre Carroll,UTA,66,1111,18.7,2.9,7.1,15.4,.460,1.0,3.3,.286,3.6,4.7,.765,4.1,4.8,2.8,1.1,1.6,5.7,115,106
Matt Carroll,CHA,1,6,0.0,8.7,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,8.7,217,121
Vince Carter,DAL,81,2093,26.5,4.7,9.1,20.8,.435,4.0,9.7,.406,4.4,5.4,.816,1.4,6.7,1.8,1.1,2.6,5.5,111,106
Omri Casspi,CLE,43,503,17.9,2.9,6.5,16.5,.394,2.6,7.9,.329,2.3,4.2,.537,2.1,9.7,2.6,1.2,2.3,4.7,99,105
Mario Chalmers,MIA,77,2068,17.1,7.0,5.8,13.5,.429,3.1,7.7,.409,2.3,2.9,.795,0.5,3.9,3.0,0.3,3.0,5.0,110,104
Tyson Chandler,NYK,66,2164,17.0,1.5,6.3,9.9,.638,0.0,0.0,,4.4,6.4,.694,6.6,10.7,1.0,1.9,2.1,4.6,133,104
Wilson Chandler,DEN,43,1079,26.2,2.7,9.8,21.3,.462,2.4,5.9,.413,4.1,5.2,.793,2.1,8.1,2.1,0.6,2.8,5.6,110,105
Josh Childress,BRK,14,100,7.6,2.7,3.2,11.4,.286,0.5,1.6,.333,0.5,1.1,.500,3.2,4.9,1.1,1.1,0.0,1.6,96,109
Earl Clark,LAL,59,1363,16.0,2.4,6.3,14.4,.440,1.3,3.9,.337,2.0,2.8,.697,3.1,9.1,1.3,1.6,2.3,3.8,103,105
Victor Claver,POR,49,812,12.1,2.8,4.8,12.2,.392,1.6,5.6,.287,0.9,1.9,.467,2.0,5.7,1.7,0.8,2.8,4.9,89,110
Norris Cole,MIA,80,1590,14.8,5.5,6.0,14.2,.421,1.2,3.3,.357,1.7,2.7,.650,0.6,3.7,1.9,0.2,3.5,5.2,93,107
Jason Collins,TOT,38,384,5.6,1.1,1.2,3.9,.310,0.0,0.0,,3.1,4.4,.719,3.0,5.2,1.6,1.4,2.5,11.6,91,104
Jason Collins,BOS,32,330,5.9,1.0,1.3,3.6,.348,0.0,0.0,,3.3,4.8,.700,3.3,4.9,1.6,1.0,2.5,11.7,94,105
Jason Collins,WAS,6,54,3.9,1.9,1.0,5.8,.167,0.0,0.0,,1.9,1.9,1.000,1.0,6.8,1.9,3.9,1.9,10.6,65,99
Darren Collison,DAL,81,2372,20.9,8.9,7.3,15.6,.471,1.0,2.9,.353,5.2,5.9,.880,0.7,4.0,2.2,0.2,3.7,3.0,111,109
Nick Collison,OKC,81,1583,13.4,3.9,5.7,9.6,.595,0.0,0.1,.000,1.9,2.5,.769,4.0,6.8,1.7,1.0,2.2,6.4,123,104
Mike Conley,MEM,80,2757,23.0,9.6,8.2,18.5,.440,2.1,5.8,.362,4.6,5.6,.830,0.8,3.6,3.4,0.5,3.7,3.4,111,100
Will Conroy,MIN,4,20,2.6,0.0,0.0,23.3,.000,0.0,7.8,.000,2.6,5.2,.500,2.6,0.0,0.0,0.0,0.0,2.6,21,115
Daequan Cook,TOT,49,441,16.2,2.3,6.0,19.8,.305,3.1,10.8,.286,1.1,1.4,.750,0.8,6.4,0.9,0.8,1.8,3.1,85,107
Daequan Cook,HOU,16,165,16.6,3.0,6.4,17.9,.356,3.3,9.1,.367,0.6,0.9,.667,1.5,3.9,1.8,0.6,1.8,3.9,96,108
Daequan Cook,CHI,33,276,16.0,1.8,5.8,21.0,.278,2.9,11.9,.246,1.4,1.8,.778,0.4,8.0,0.4,1.0,1.8,2.5,78,105
Chris Copeland,NYK,56,862,30.1,1.7,11.3,23.6,.479,3.7,8.7,.421,3.9,5.1,.759,2.1,5.3,1.0,0.7,3.1,6.5,110,109
DeMarcus Cousins,SAC,75,2289,28.7,4.5,10.8,23.2,.465,0.1,0.5,.182,7.0,9.5,.738,5.0,11.7,2.4,1.2,5.0,6.0,102,106
Jamal Crawford,LAC,76,2230,29.6,4.6,10.5,24.0,.438,3.5,9.4,.376,5.1,5.9,.871,0.5,2.5,1.9,0.3,3.4,1.7,109,108
Jordan Crawford,TOT,70,1709,24.8,6.9,9.2,22.1,.415,2.5,7.5,.337,3.9,4.9,.811,1.3,5.0,1.2,0.2,4.3,3.2,98,106
Jordan Crawford,WAS,43,1127,26.2,7.3,9.7,23.5,.415,2.7,7.9,.345,4.0,4.9,.821,1.4,4.8,1.2,0.2,4.5,2.8,99,106
Jordan Crawford,BOS,27,582,22.1,6.1,8.1,19.5,.415,2.2,6.7,.320,3.8,4.8,.792,1.2,5.5,1.1,0.2,4.0,4.0,97,107
Jae Crowder,DAL,78,1353,14.8,3.5,5.3,13.8,.384,2.4,7.2,.328,1.8,2.8,.644,1.3,5.7,2.4,0.6,1.8,4.8,99,106
Dante Cunningham,MIN,80,2010,17.9,1.7,8.1,17.3,.468,0.0,0.2,.000,1.7,2.6,.650,3.7,6.8,2.2,1.0,1.4,3.9,103,105
Jared Cunningham,DAL,8,26,31.4,2.0,11.8,27.5,.429,3.9,5.9,.667,3.9,3.9,1.000,2.0,3.9,2.0,0.0,3.9,5.9,98,109
Eddy Curry,DAL,2,25,18.4,0.0,8.2,16.3,.500,0.0,0.0,,2.0,8.2,.250,4.1,4.1,0.0,0.0,6.1,14.3,74,113
Stephen Curry,GSW,78,2983,30.4,9.2,10.7,23.6,.451,4.6,10.2,.453,4.5,5.0,.900,1.0,4.3,2.1,0.2,4.1,3.4,115,107
Samuel Dalembert,MIL,47,765,20.7,1.4,9.1,16.8,.542,0.1,0.1,1.000,2.5,3.6,.691,7.0,11.3,1.1,3.5,3.4,6.0,108,101
Marquis Daniels,MIL,59,1085,15.1,3.0,6.2,16.4,.376,0.9,3.4,.278,1.9,2.5,.741,2.2,4.8,2.4,0.5,2.1,3.6,92,106
Anthony Davis,NOH,64,1846,25.5,1.9,10.3,19.9,.516,0.0,0.2,.000,5.0,6.6,.751,4.8,10.5,2.2,3.3,2.6,4.6,113,104
Ed Davis,TOT,81,1631,20.4,2.1,8.5,15.8,.539,0.0,0.0,,3.4,5.5,.617,5.0,10.1,1.2,2.8,2.1,6.3,114,102
Ed Davis,TOR,45,1087,21.4,2.7,9.1,16.6,.549,0.0,0.0,,3.2,5.0,.647,4.6,10.0,1.2,1.9,2.2,5.4,115,105
Ed Davis,MEM,36,544,18.5,0.8,7.4,14.3,.517,0.0,0.0,,3.7,6.5,.569,5.7,10.3,1.3,4.7,1.8,8.0,113,96
Glen Davis,ORL,34,1064,25.1,3.4,10.5,23.4,.448,0.0,0.1,.000,4.1,5.7,.718,2.7,9.3,1.6,1.0,3.1,4.3,97,107
Austin Daye,TOT,55,676,19.6,3.3,7.1,16.5,.433,3.2,7.8,.418,2.1,2.7,.765,1.3,8.5,1.1,1.7,2.3,6.5,109,104
Austin Daye,DET,24,348,18.5,3.2,6.5,14.7,.443,3.2,6.1,.525,2.3,2.7,.833,1.5,8.0,0.8,1.2,2.0,6.5,115,109
Austin Daye,MEM,31,328,20.7,3.5,7.8,18.4,.423,3.3,9.6,.345,1.8,2.6,.688,1.0,8.9,1.5,2.3,2.6,6.5,104,99
Nando De Colo,SAS,72,920,15.3,7.6,5.8,13.3,.436,1.7,4.5,.378,1.9,2.4,.795,1.3,6.4,2.3,0.3,4.5,4.8,97,102
Carlos Delfino,HOU,67,1689,20.9,4.0,7.4,18.3,.405,4.7,12.4,.375,1.4,1.7,.857,0.5,6.0,2.0,0.3,2.1,3.4,109,107
Luol Deng,CHI,75,2903,22.9,4.1,8.6,20.2,.426,1.4,4.3,.322,4.3,5.2,.816,3.0,5.8,1.5,0.6,2.7,1.9,105,105
Justin Dentmon,DAL,2,4,0.0,0.0,0.0,25.5,.000,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,116
DeMar DeRozan,TOR,82,3013,26.2,3.6,9.7,21.7,.445,0.6,2.1,.283,6.3,7.5,.831,0.8,4.8,1.3,0.4,2.7,3.0,105,110
Boris Diaw,SAS,75,1709,13.0,5.4,5.3,9.9,.539,0.9,2.3,.385,1.4,1.9,.723,2.0,5.6,1.6,0.8,2.5,4.3,113,103
DeSagana Diop,CHA,22,226,3.7,3.0,1.9,6.3,.296,0.0,0.2,.000,0.0,0.2,.000,2.3,9.5,1.2,3.7,1.9,4.4,74,108
Keyon Dooling,MEM,7,82,20.5,5.3,6.6,13.9,.476,3.3,7.9,.417,4.0,4.6,.857,0.0,0.7,0.7,0.0,3.3,5.3,117,108
Toney Douglas,TOT,71,1289,20.8,5.9,7.3,18.2,.403,3.2,8.4,.380,3.0,3.3,.905,1.3,4.1,2.8,0.1,3.2,5.7,106,108
Toney Douglas,HOU,49,913,21.8,5.1,7.6,19.3,.395,3.3,8.9,.377,3.3,3.7,.882,1.3,3.7,2.2,0.1,3.1,5.6,105,108
Toney Douglas,SAC,22,376,18.4,7.9,6.7,15.5,.430,2.9,7.4,.389,2.2,2.2,1.000,1.5,5.0,4.2,0.1,3.4,5.7,111,108
Chris Douglas-Roberts,DAL,6,63,13.8,3.2,4.1,11.3,.357,0.0,3.2,.000,5.7,8.1,.700,0.0,4.1,1.6,0.0,0.8,3.2,101,110
Goran Dragić,PHO,77,2581,22.6,11.3,8.0,18.0,.443,1.8,5.5,.319,4.9,6.5,.748,1.2,3.5,2.5,0.5,4.2,4.3,109,109
Andre Drummond,DET,60,1243,20.2,1.3,8.8,14.5,.608,0.0,0.1,.500,2.5,6.8,.371,7.2,12.2,2.5,4.0,2.4,6.1,114,99
Jared Dudley,PHO,79,2170,20.4,4.8,7.4,15.8,.468,2.5,6.4,.391,3.1,3.8,.796,1.9,3.9,1.8,0.2,2.4,3.0,114,111
Chris Duhon,LAL,46,820,8.2,8.2,2.9,7.6,.382,2.0,5.6,.363,0.4,0.8,.462,0.7,3.5,1.2,0.1,2.5,3.5,108,111
Tim Duncan,SAS,69,2078,30.1,4.5,12.0,23.9,.502,0.0,0.2,.286,6.0,7.4,.817,3.0,13.8,1.2,4.5,3.6,2.9,107,95
Mike Dunleavy,MIL,75,1943,20.5,3.8,7.2,16.3,.442,3.3,7.8,.428,2.7,3.3,.820,0.8,6.8,1.0,0.9,2.3,3.5,111,107
Kevin Durant,OKC,81,3119,37.6,6.2,12.1,23.6,.510,2.3,5.5,.416,11.2,12.4,.905,0.8,9.8,1.9,1.7,4.6,2.4,122,100
Devin Ebanks,LAL,19,197,16.8,2.6,6.2,18.8,.329,1.5,5.7,.273,2.8,3.6,.786,2.6,8.0,0.8,0.3,2.8,5.9,87,108
Wayne Ellington,TOT,78,1661,19.6,3.3,7.2,16.9,.427,3.0,7.6,.392,2.2,2.4,.907,0.8,4.5,1.4,0.1,1.8,2.6,111,109
Wayne Ellington,MEM,40,676,17.5,3.4,6.5,16.0,.407,3.3,7.8,.423,1.2,1.3,.938,0.4,3.8,1.3,0.1,1.9,3.1,107,105
Wayne Ellington,CLE,38,985,20.9,3.3,7.7,17.4,.439,2.8,7.6,.371,2.8,3.1,.898,1.1,5.0,1.5,0.1,1.7,2.3,113,112
Monta Ellis,MIL,82,3076,26.0,8.2,9.8,23.7,.416,1.5,5.4,.287,4.8,6.2,.773,0.7,4.5,2.8,0.6,4.2,2.7,100,105
Kim English,DET,41,407,15.5,3.4,5.5,14.5,.375,1.8,6.5,.280,2.7,3.8,.724,1.0,3.8,2.1,0.4,2.5,6.0,96,110
Jeremy Evans,UTA,37,215,18.4,2.7,6.6,10.8,.614,0.0,0.2,.000,5.2,8.1,.636,6.4,7.9,2.0,3.2,2.0,7.4,130,104
Reggie Evans,BRK,80,1967,10.0,1.2,3.4,7.2,.479,0.0,0.0,,3.1,6.1,.509,7.1,17.3,2.0,0.4,3.1,5.5,102,100
Tyreke Evans,SAC,65,2016,25.1,5.8,9.3,19.4,.478,1.1,3.4,.338,5.3,6.9,.775,1.4,5.9,2.3,0.7,3.3,3.4,110,111
Festus Ezeli,GSW,78,1120,8.7,1.0,3.4,7.7,.438,0.0,0.0,,2.0,3.7,.531,6.4,7.8,1.0,3.4,2.9,7.1,97,103
Kenneth Faried,DEN,80,2248,20.7,1.7,8.5,15.5,.552,0.0,0.0,,3.7,6.0,.613,5.8,10.6,1.8,1.9,2.5,5.3,116,102
Derrick Favors,UTA,77,1787,21.5,2.2,8.1,16.8,.482,0.0,0.1,.000,5.3,7.7,.688,5.4,10.7,2.0,3.8,3.8,7.3,104,101
Raymond Felton,NYK,68,2313,21.9,8.6,8.7,20.4,.427,2.1,6.0,.360,2.3,3.0,.789,1.2,3.3,2.2,0.3,3.6,3.0,105,108
