Player,Team,GP,MP,PTS,AST,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,STL,BLK,TOV,PF,ORtg,DRtg
Landry Fields,TOR,51,1037,12.3,3.1,5.2,11.4,.457,0.1,0.7,.143,1.7,2.7,.642,3.0,7.6,1.6,0.4,2.2,3.2,101,108
Derek Fisher,TOT,33,575,15.6,4.2,4.9,14.4,.342,2.7,7.1,.375,3.1,3.4,.921,0.2,3.1,1.7,0.3,2.7,4.9,97,108
Derek Fisher,DAL,9,229,17.2,6.9,5.1,14.5,.354,2.2,5.1,.435,4.7,5.1,.913,0.0,3.3,1.1,0.4,4.0,5.3,97,111
Derek Fisher,OKC,24,346,14.6,2.4,4.8,14.3,.333,3.0,8.5,.351,2.1,2.2,.933,0.3,3.0,2.1,0.1,1.8,4.6,97,106
Evan Fournier,DEN,38,428,23.8,5.2,8.8,17.9,.493,2.6,6.4,.407,3.5,4.6,.769,0.7,3.4,2.2,0.1,3.8,7.7,111,108
Randy Foye,UTA,82,2249,20.7,3.9,6.9,17.3,.397,4.2,10.2,.410,2.8,3.4,.819,0.4,2.6,1.5,0.6,2.2,4.5,110,111
Jimmer Fredette,SAC,69,967,26.2,4.9,9.1,21.7,.421,3.4,8.3,.417,4.5,5.2,.859,1.0,2.8,1.6,0.2,3.6,3.4,106,115
Joel Freeland,POR,51,477,14.8,1.4,6.4,15.6,.408,0.0,0.0,,2.0,3.0,.667,4.4,8.7,1.4,1.2,2.1,7.4,94,108
Danilo Gallinari,DEN,71,2309,25.1,3.8,8.0,19.0,.418,3.0,7.9,.373,6.3,7.6,.822,1.4,6.6,1.4,0.8,2.4,2.8,116,107
Francisco García,TOT,58,1029,15.9,3.1,5.8,14.8,.393,3.3,8.8,.374,0.9,1.0,.857,0.4,4.1,2.3,1.9,1.6,4.3,105,109
Francisco García,SAC,40,710,14.9,3.1,5.6,14.8,.376,2.9,7.9,.367,0.9,1.0,.857,0.5,4.4,2.3,2.2,1.4,4.8,101,110
Francisco García,HOU,18,319,18.0,3.1,6.4,14.9,.432,4.2,11.0,.386,0.9,1.1,.857,0.2,3.4,2.2,1.1,1.9,3.4,112,107
Kevin Garnett,BOS,68,2022,26.0,4.1,10.9,22.0,.496,0.1,0.4,.125,4.1,5.2,.786,1.9,11.8,2.0,1.6,2.8,4.0,104,99
Diante Garrett,PHO,19,149,13.8,10.7,5.5,16.9,.327,1.0,5.2,.200,1.7,3.4,.500,1.7,3.4,3.4,0.0,5.5,1.7,80,108
Marc Gasol,MEM,80,2796,21.9,6.2,8.3,16.9,.494,0.0,0.3,.071,5.2,6.1,.848,3.6,8.5,1.6,2.7,3.0,5.0,115,98
Pau Gasol,LAL,49,1655,20.7,6.1,8.3,17.8,.466,0.2,0.9,.286,3.8,5.5,.702,3.4,9.5,0.7,1.9,3.2,2.9,107,106
Rudy Gay,TOT,75,2687,27.3,4.0,10.4,25.1,.416,1.7,5.2,.323,4.8,5.9,.814,2.0,7.2,2.3,1.1,4.0,3.6,98,102
Rudy Gay,MEM,42,1541,25.5,3.8,9.9,24.2,.408,1.4,4.5,.310,4.3,5.5,.776,2.0,6.8,2.0,1.1,3.7,3.1,97,101
Rudy Gay,TOR,33,1146,29.8,4.4,11.1,26.2,.425,2.0,6.1,.336,5.5,6.4,.856,2.0,7.8,2.6,1.0,4.4,4.4,99,105
Alonzo Gee,CLE,82,2541,17.2,2.7,6.2,15.2,.410,1.4,4.5,.315,3.3,4.2,.795,1.5,5.0,2.2,0.6,2.7,4.1,99,110
Mickaël Gelabale,MIN,36,644,14.5,2.1,5.8,11.2,.518,1.3,4.2,.308,1.7,1.9,.875,2.6,5.4,1.3,0.3,1.3,3.8,121,108
Paul George,IND,79,2972,24.7,5.9,8.8,21.1,.419,3.0,8.4,.362,4.0,4.9,.807,1.6,9.2,2.6,0.9,4.2,4.1,104,97
Daniel Gibson,CLE,46,919,14.1,4.6,4.8,14.0,.340,3.2,9.2,.344,1.5,2.1,.703,0.3,3.1,1.7,0.2,1.8,5.0,101,112
Taj Gibson,CHI,65,1459,19.0,2.2,7.9,16.2,.485,0.0,0.1,.000,3.3,4.8,.679,4.6,8.1,1.0,3.3,2.8,6.1,104,101
Manu Ginóbili,SAS,60,1393,25.8,10.0,8.4,19.7,.425,3.0,8.6,.353,6.0,7.5,.796,1.1,6.3,2.9,0.5,4.8,4.2,107,100
Drew Gooden,MIL,16,151,17.5,2.0,6.7,20.5,.328,0.3,1.7,.200,3.7,5.4,.688,4.4,6.0,1.7,2.0,3.0,7.1,84,105
Ben Gordon,CHA,75,1560,28.3,4.7,10.4,25.6,.408,3.8,9.8,.387,3.6,4.3,.843,0.6,3.8,1.2,0.5,4.6,4.5,96,115
Eric Gordon,NOH,42,1264,30.6,5.9,10.1,25.0,.402,2.4,7.4,.324,8.0,9.5,.842,0.4,2.9,1.9,0.3,5.0,3.2,101,112
Marcin Gortat,PHO,61,1876,18.6,2.1,8.1,15.5,.521,0.0,0.1,.000,2.5,3.8,.652,3.5,10.6,1.1,2.7,2.7,3.5,104,105
Andrew Goudelock,LAL,1,6,0.0,0.0,0.0,16.9,.000,0.0,0.0,,0.0,0.0,,8.5,0.0,0.0,0.0,0.0,0.0,38,116
Danny Granger,IND,5,74,19.4,2.2,7.2,25.2,.286,1.4,7.2,.200,3.6,5.8,.625,2.2,4.3,1.4,0.7,2.9,4.3,77,103
Aaron Gray,TOR,42,513,12.3,3.4,5.0,9.3,.533,0.0,0.0,,2.4,4.6,.523,5.0,8.8,0.7,0.5,3.7,8.8,101,108
Danny Green,SAS,80,2201,19.4,3.3,6.9,15.4,.448,4.1,9.6,.429,1.6,1.8,.848,0.8,4.8,2.1,1.3,2.2,2.9,110,102
Draymond Green,GSW,79,1061,10.9,2.5,4.0,12.3,.327,0.7,3.2,.209,2.2,2.6,.818,2.8,9.7,2.0,1.2,2.4,7.6,87,102
Gerald Green,IND,60,1080,20.7,2.5,7.6,20.9,.366,2.9,9.3,.314,2.6,3.2,.800,1.5,5.4,0.9,1.1,2.6,3.2,95,103
Jeff Green,BOS,81,2252,24.1,3.0,8.7,18.7,.467,1.6,4.2,.385,5.0,6.2,.808,1.3,6.1,1.3,1.6,3.1,4.1,104,104
Willie Green,LAC,72,1188,19.9,2.4,7.9,17.1,.461,3.1,7.4,.428,1.0,1.4,.719,0.8,3.5,1.3,0.5,1.4,4.3,113,108
Blake Griffin,LAC,80,2598,29.2,6.1,11.7,21.7,.538,0.1,0.6,.179,5.7,8.6,.660,3.8,9.6,2.0,1.0,3.8,4.7,114,102
Hamed Haddadi,TOT,30,322,13.6,1.9,5.7,13.3,.427,0.0,0.0,,2.3,4.4,.519,7.0,11.0,1.0,4.4,5.0,9.7,85,101
Hamed Haddadi,MEM,13,87,9.4,2.5,4.4,13.1,.333,0.0,0.0,,0.6,1.2,.500,6.2,8.7,0.6,3.7,2.5,9.4,85,99
Hamed Haddadi,PHO,17,235,15.1,1.7,6.1,13.3,.459,0.0,0.0,,2.8,5.5,.520,7.2,11.8,1.1,4.6,5.9,9.8,85,102
Jordan Hamilton,DEN,40,397,26.5,2.9,10.7,25.6,.418,3.4,9.3,.370,1.7,3.3,.500,4.1,8.0,1.9,1.0,2.4,3.1,104,105
Richard Hamilton,CHI,50,1088,24.2,5.9,10.1,23.5,.429,0.8,2.6,.308,3.3,3.8,.857,0.8,3.3,1.2,0.2,4.1,4.6,94,107
Ben Hansbrough,IND,28,200,15.2,5.6,4.0,12.0,.333,1.6,6.1,.261,5.6,7.2,.778,0.5,4.3,1.9,0.5,4.8,6.1,92,102
Tyler Hansbrough,IND,81,1366,22.1,1.4,6.9,15.9,.432,0.0,0.1,.000,8.4,11.7,.720,6.3,8.3,1.1,0.7,3.0,5.9,110,101
James Harden,HOU,78,2985,33.8,7.6,9.8,22.4,.438,3.0,8.1,.368,11.3,13.3,.851,1.0,5.3,2.4,0.6,4.9,3.0,116,106
Maurice Harkless,ORL,76,1974,16.5,1.3,6.9,14.9,.461,0.8,3.1,.274,1.9,3.4,.570,3.2,5.6,2.3,1.6,1.8,3.8,101,107
Josh Harrellson,MIA,6,31,17.1,0.0,6.8,15.4,.444,1.7,8.5,.200,1.7,3.4,.500,5.1,6.8,1.7,1.7,5.1,6.8,87,104
Al Harrington,ORL,10,119,22.3,4.4,8.8,24.9,.351,3.5,13.1,.267,1.3,1.8,.750,2.6,9.2,1.8,0.4,3.1,7.9,90,107
Devin Harris,ATL,58,1421,21.0,7.2,7.1,16.2,.438,2.8,8.4,.335,4.1,5.6,.727,0.2,4.0,2.3,0.5,3.2,3.8,108,106
Terrel Harris,TOT,20,137,5.9,3.5,1.6,10.6,.148,0.0,3.1,.000,2.8,3.9,.700,1.6,8.7,0.8,1.2,6.7,6.7,48,109
Terrel Harris,MIA,7,29,18.3,3.7,3.7,14.6,.250,0.0,1.8,.000,11.0,14.6,.750,7.3,9.1,0.0,0.0,7.3,5.5,88,107
Terrel Harris,NOH,13,108,2.5,3.5,1.0,9.5,.105,0.0,3.5,.000,0.5,1.0,.500,0.0,8.5,1.0,1.5,6.5,7.0,28,109
Tobias Harris,TOT,55,1299,24.0,2.7,9.3,20.4,.455,1.4,4.3,.315,4.1,5.5,.752,2.9,8.5,1.3,1.8,2.6,4.8,105,107
Tobias Harris,MIL,28,325,21.2,2.0,8.3,17.9,.461,1.1,3.3,.333,3.6,4.1,.885,2.7,6.2,1.2,1.1,2.8,4.8,104,107
Tobias Harris,ORL,27,974,25.0,3.0,9.6,21.2,.453,1.4,4.7,.310,4.3,5.9,.721,3.0,9.3,1.3,2.0,2.6,4.8,105,107
Udonis Haslem,MIA,75,1414,10.9,1.4,4.8,9.4,.514,0.0,0.0,,1.2,1.7,.711,3.6,11.5,1.1,0.6,1.7,6.5,110,103
Spencer Hawes,PHI,82,2233,21.4,4.3,8.9,19.2,.464,0.7,2.1,.356,2.9,3.7,.777,4.1,9.8,0.6,2.7,3.1,5.5,103,104
Chuck Hayes,SAC,74,1209,8.4,4.7,3.6,8.1,.442,0.0,0.0,.000,1.3,2.0,.625,4.8,7.9,1.3,0.8,1.9,4.8,111,111
Gordon Hayward,UTA,72,2104,25.5,5.3,8.4,19.4,.435,2.6,6.2,.415,6.1,7.4,.827,1.3,4.4,1.5,1.0,3.0,3.1,113,110
Lazar Hayward,MIN,4,31,16.7,5.0,3.3,16.7,.200,0.0,6.7,.000,10.0,10.0,1.000,0.0,6.7,3.3,0.0,0.0,5.0,102,103
Brendan Haywood,CHA,61,1162,9.8,1.3,4.2,9.8,.431,0.0,0.0,.000,1.4,3.0,.455,5.6,7.5,0.7,2.2,2.3,5.6,95,112
Gerald Henderson,CHA,68,2133,26.0,4.4,9.4,21.0,.447,0.8,2.5,.330,6.3,7.7,.824,1.4,4.8,1.7,0.8,2.7,3.7,107,113
Xavier Henry,NOH,50,625,16.8,1.1,5.7,14.0,.410,0.3,1.0,.364,5.0,8.0,.630,1.8,6.0,1.4,0.4,2.7,6.2,94,111
John Henson,MIL,63,827,23.3,1.9,9.9,20.6,.482,0.0,0.2,.000,3.4,6.4,.533,7.1,11.1,1.2,2.6,2.9,5.1,103,102
Roy Hibbert,IND,79,2269,22.0,2.7,9.0,20.2,.448,0.0,0.1,.250,3.9,5.3,.741,6.9,8.4,0.9,4.8,3.8,6.5,101,97
J.J. Hickson,POR,80,2323,23.0,2.0,9.5,16.8,.562,0.0,0.0,.000,4.1,6.1,.679,6.0,12.7,1.1,1.2,3.3,3.6,113,106
Cory Higgins,CHA,6,32,23.0,8.2,9.8,31.2,.316,1.6,8.2,.200,1.6,3.3,.500,1.6,3.3,4.9,0.0,0.0,8.2,90,108
Nenê Hilário,WAS,61,1659,24.0,5.6,8.9,18.6,.480,0.0,0.0,.000,6.2,8.4,.729,3.2,9.6,1.7,1.2,4.4,5.4,103,101
George Hill,IND,76,2620,21.9,7.2,7.8,17.7,.443,2.6,7.2,.368,3.5,4.3,.817,1.0,4.8,1.6,0.5,2.4,2.7,117,102
Grant Hill*,LAC,29,437,11.2,3.1,4.6,11.8,.388,0.4,1.3,.273,1.7,2.9,.583,0.7,5.2,1.3,0.8,3.0,4.7,83,107
Jordan Hill,LAL,29,458,21.5,1.4,8.5,17.2,.497,0.0,0.2,.000,4.4,6.8,.656,9.1,9.3,0.9,2.1,2.9,6.1,113,105
Kirk Hinrich,CHI,60,1764,14.0,9.6,4.8,12.9,.377,2.2,5.5,.390,2.1,3.0,.714,0.5,4.3,1.9,0.8,3.0,5.8,103,105
Jrue Holiday,PHI,78,2926,24.9,11.3,10.0,23.2,.431,1.6,4.5,.368,3.3,4.4,.752,1.6,4.3,2.2,0.6,5.3,3.1,99,107
Justin Holiday,PHI,9,142,15.6,5.6,5.9,17.8,.333,1.5,5.9,.250,2.2,3.0,.750,0.0,5.2,1.1,2.2,3.3,2.6,82,107
Ryan Hollins,LAC,60,663,16.4,0.9,5.6,9.1,.614,0.0,0.0,,5.2,7.0,.750,4.0,7.1,0.5,2.7,3.5,10.6,115,105
Tyler Honeycutt,SAC,9,32,12.8,3.2,4.8,17.6,.273,0.0,3.2,.000,3.2,3.2,1.000,4.8,11.2,0.0,1.6,8.0,3.2,64,111
Al Horford,ATL,74,2756,24.2,4.5,10.8,19.9,.543,0.1,0.1,.500,2.5,3.9,.644,3.7,10.6,1.5,1.5,2.8,3.1,110,102
Dwight Howard,LAL,76,2722,24.2,2.0,8.8,15.2,.578,0.0,0.1,.167,6.6,13.5,.492,4.7,13.0,1.6,3.5,4.2,5.4,105,100
Josh Howard,MIN,11,207,18.5,1.0,7.7,19.2,.403,1.2,4.0,.313,1.7,3.0,.583,2.2,6.7,2.5,0.7,2.5,4.5,88,104
Juwan Howard,MIA,7,51,21.8,6.2,10.4,19.7,.526,0.0,0.0,,1.0,1.0,1.000,0.0,8.3,0.0,0.0,4.2,9.3,98,108
Kris Humphries,BRK,65,1191,17.0,1.5,6.3,14.1,.448,0.0,0.1,.000,4.4,5.6,.789,5.7,10.9,0.7,1.5,2.6,5.8,109,105
Serge Ibaka,OKC,80,2486,21.8,0.9,9.2,16.1,.573,0.4,1.2,.351,3.0,4.0,.749,4.6,8.2,0.6,5.0,2.6,4.4,117,101
Andre Iguodala,DEN,80,2779,18.9,7.9,7.2,16.0,.451,1.7,5.2,.317,2.8,4.9,.574,1.5,6.2,2.5,0.9,3.7,2.3,105,105
Ersan İlyasova,MIL,73,2012,24.2,2.9,9.3,20.2,.462,2.4,5.4,.444,3.1,4.0,.796,3.9,9.2,1.7,0.9,1.9,4.7,114,104
Kyrie Irving,CLE,59,2048,33.7,8.9,12.3,27.2,.452,2.8,7.1,.391,6.3,7.4,.855,0.9,4.6,2.3,0.5,4.9,3.7,108,110
Royal Ivey,PHI,53,698,12.8,2.4,4.7,10.9,.431,2.8,6.6,.420,0.7,1.2,.563,1.2,3.1,1.7,0.2,1.5,5.5,108,109
Jarrett Jack,GSW,79,2349,22.1,9.5,8.4,18.5,.452,1.8,4.4,.404,3.6,4.3,.843,0.5,4.8,1.3,0.2,3.4,2.9,110,108
Reggie Jackson,OKC,70,993,19.4,6.3,7.7,16.8,.458,1.2,5.4,.231,2.7,3.2,.839,1.1,7.5,1.5,0.7,2.7,4.3,108,104
Stephen Jackson,SAS,55,1075,16.2,3.8,5.8,15.6,.373,2.2,8.1,.271,2.3,3.3,.700,1.0,6.3,1.8,0.7,3.7,4.2,87,103
Bernard James,DAL,46,457,14.6,0.7,5.9,11.5,.515,0.0,0.2,.000,2.8,4.6,.610,5.8,8.8,1.3,4.2,2.0,7.1,111,103
Damion James,BRK,2,0,,,,,,,,,,,,,,,,,,,
LeBron James,MIA,76,2877,37.5,10.1,14.1,24.9,.565,1.9,4.7,.406,7.4,9.8,.753,1.8,9.4,2.4,1.2,4.2,2.0,125,101
Mike James,DAL,45,862,16.2,8.2,6.0,16.0,.373,2.8,7.4,.384,1.4,1.7,.793,0.5,3.7,1.5,0.2,3.3,5.6,97,110
Antawn Jamison,LAL,76,1636,22.1,1.6,8.3,17.9,.464,2.6,7.2,.361,2.9,4.2,.691,3.4,7.9,0.9,0.7,1.6,3.9,114,108
Al Jefferson,UTA,78,2578,28.5,3.4,12.5,25.3,.494,0.0,0.3,.118,3.4,4.4,.770,3.2,11.5,1.6,1.8,2.2,3.5,109,104
Richard Jefferson,GSW,56,568,15.7,2.8,5.5,12.2,.456,1.3,4.0,.311,3.4,4.7,.717,0.4,7.1,1.3,0.6,2.1,4.0,106,106
Jared Jeffries,POR,38,350,6.6,2.1,2.4,8.1,.296,0.0,0.3,.000,1.8,3.5,.522,3.9,5.1,0.9,0.9,2.6,8.7,80,111
Charles Jenkins,TOT,59,441,13.0,5.1,5.7,14.1,.405,0.1,0.2,.500,1.4,2.6,.545,0.9,2.8,1.8,0.2,2.5,2.6,89,109
Charles Jenkins,GSW,47,291,14.1,4.9,6.1,14.5,.422,0.2,0.3,.500,1.7,3.1,.556,0.9,2.8,1.6,0.2,3.3,3.1,88,109
Charles Jenkins,PHI,12,150,10.5,5.6,4.9,13.4,.368,0.0,0.0,,0.7,1.4,.500,1.1,2.8,2.1,0.4,0.7,1.4,94,108
John Jenkins,ATL,61,902,21.5,3.2,7.5,16.9,.446,3.0,7.9,.384,3.4,4.0,.843,1.0,4.4,0.7,0.6,2.3,2.1,109,109
Brandon Jennings,MIL,80,2897,24.4,9.1,8.7,21.8,.399,3.0,8.1,.375,4.0,4.9,.819,1.0,3.3,2.2,0.2,3.6,2.7,106,108
Jonas Jerebko,DET,49,892,22.3,2.5,8.4,18.7,.449,1.5,4.9,.301,4.0,5.2,.773,4.0,6.9,2.3,0.5,2.5,5.3,109,107
Amir Johnson,TOR,81,2325,18.6,2.8,7.7,13.8,.554,0.1,0.3,.385,3.1,4.3,.727,5.2,8.8,1.8,2.5,2.7,6.9,116,104
Chris Johnson,MIN,30,284,21.3,1.5,8.7,13.7,.640,0.0,0.0,,3.8,6.2,.618,3.6,7.3,1.3,5.1,2.4,8.9,119,101
Chris Johnson,MEM,8,102,15.4,1.1,5.9,13.3,.440,3.2,9.6,.333,0.5,1.1,.500,2.7,3.2,2.1,0.0,1.6,2.7,111,104
Ivan Johnson,ATL,69,1035,22.6,2.3,9.3,17.8,.520,0.1,0.7,.077,4.1,6.6,.618,3.8,9.5,2.8,0.7,3.6,6.6,102,101
James Johnson,SAC,54,878,16.1,3.4,6.8,16.5,.413,0.1,1.2,.095,2.3,3.9,.597,2.9,5.6,2.4,2.9,4.0,5.8,87,108
Joe Johnson,BRK,72,2642,23.9,5.2,9.1,21.5,.423,3.0,8.1,.375,2.7,3.3,.820,1.1,3.4,1.0,0.3,2.5,2.0,109,111
Orlando Johnson,IND,51,619,17.5,4.0,6.2,15.5,.400,3.1,8.1,.383,2.0,2.8,.719,1.7,7.7,0.9,0.8,2.5,4.4,106,102
Wesley Johnson,PHO,50,953,21.5,1.8,8.7,21.3,.407,2.7,8.4,.323,1.5,1.9,.771,1.1,5.5,1.2,1.0,2.6,3.0,93,110
Darius Johnson-Odom,LAL,4,6,0.0,8.5,0.0,33.9,.000,0.0,8.5,.000,0.0,0.0,,8.5,25.4,0.0,0.0,0.0,0.0,35,100
Dahntay Jones,TOT,78,1016,13.2,2.4,4.1,11.2,.369,0.6,2.5,.224,4.4,5.7,.770,1.2,3.9,1.1,0.3,1.9,6.0,97,110
Dahntay Jones,DAL,50,635,14.0,2.3,4.0,11.3,.357,0.6,3.0,.216,5.3,6.6,.805,1.0,4.6,0.8,0.4,1.8,5.9,100,111
Dahntay Jones,ATL,28,381,12.0,2.7,4.4,11.2,.390,0.4,1.6,.250,2.9,4.2,.677,1.5,2.7,1.6,0.1,2.2,6.3,92,108
DeQuan Jones,ORL,63,803,15.1,1.0,6.2,14.1,.436,0.6,2.3,.257,2.2,3.3,.667,1.1,5.7,1.2,1.4,1.9,3.6,93,110
Dominique Jones,DAL,29,338,17.5,12.5,6.0,16.5,.367,0.2,1.4,.111,5.3,8.0,.660,2.7,4.1,2.1,0.3,5.7,4.4,93,108
James Jones,MIA,38,221,14.4,3.1,5.0,14.6,.344,3.8,12.7,.302,0.5,1.0,.500,0.0,5.3,0.5,1.4,0.7,3.8,101,108
Kevin Jones,CLE,32,334,14.8,1.6,6.7,16.7,.402,0.0,0.0,,1.4,2.3,.600,5.9,6.2,1.4,0.8,1.2,3.9,99,110
Perry Jones,OKC,38,280,16.2,1.8,7.2,18.2,.394,0.0,0.4,.000,1.8,2.8,.667,2.2,9.2,0.9,1.1,2.8,4.2,85,104
Solomon Jones,NYK,2,26,0.0,0.0,0.0,2.1,.000,0.0,0.0,,0.0,0.0,,2.1,4.1,0.0,2.1,6.2,6.2,17,110
Terrence Jones,HOU,19,276,18.8,2.7,7.8,17.0,.457,0.9,3.4,.263,2.4,3.1,.765,5.1,6.7,2.2,3.4,2.4,3.8,108,102
DeAndre Jordan,LAC,82,2010,19.0,0.7,8.2,12.8,.643,0.0,0.0,,2.5,6.5,.386,5.5,10.1,1.3,2.9,2.6,5.0,113,101
Cory Joseph,SAS,28,388,16.5,7.0,6.7,14.4,.464,0.8,2.8,.286,2.4,2.8,.857,1.6,5.3,2.0,0.5,2.8,3.3,107,103
Kris Joseph,TOT,10,54,8.9,1.0,2.0,13.8,.143,0.0,3.0,.000,4.9,7.9,.625,1.0,5.9,3.0,0.0,2.0,3.0,57,104
Kris Joseph,BOS,6,24,15.3,2.2,4.4,24.0,.182,0.0,4.4,.000,6.5,8.7,.750,2.2,8.7,0.0,0.0,4.4,4.4,59,107
Kris Joseph,BRK,4,30,3.6,0.0,0.0,5.4,.000,0.0,1.8,.000,3.6,7.2,.500,0.0,3.6,5.4,0.0,0.0,1.8,53,102
Chris Kaman,DAL,66,1363,25.9,1.9,11.7,23.1,.507,0.0,0.0,.000,2.5,3.2,.788,3.6,10.3,1.1,1.9,3.9,5.3,98,105
Enes Kanter,UTA,70,1078,24.8,1.5,10.1,18.6,.544,0.0,0.0,1.000,4.6,5.7,.795,6.6,8.3,1.4,1.6,4.9,5.7,106,107
Jason Kidd*,NYK,76,2043,12.0,6.5,4.0,10.7,.372,3.0,8.5,.351,1.0,1.3,.833,1.3,7.1,3.3,0.7,2.0,3.3,114,103
Michael Kidd-Gilchrist,CHA,78,2025,18.2,3.0,7.3,15.9,.458,0.1,0.2,.222,3.6,4.8,.749,3.4,8.4,1.4,1.8,2.6,4.3,102,110
Andrei Kirilenko,MIN,64,2034,20.1,4.5,7.2,14.2,.507,0.9,3.1,.292,4.8,6.4,.752,2.6,6.6,2.4,1.6,3.0,2.1,113,104
Linas Kleiza,TOR,20,376,20.9,2.3,6.8,20.3,.333,2.8,9.3,.303,4.5,5.4,.842,1.4,5.9,0.6,0.3,2.0,6.4,96,111
Brandon Knight,DET,75,2365,22.3,6.8,8.0,19.6,.407,2.7,7.3,.367,3.7,5.0,.733,1.2,4.3,1.3,0.2,4.6,3.5,98,111
Kyle Korver,ATL,74,2259,18.6,3.3,6.4,13.8,.461,4.3,9.5,.457,1.5,1.8,.859,0.5,6.2,1.6,0.8,1.6,3.9,119,105
Kosta Koufos,DEN,81,1817,18.0,0.9,8.2,14.1,.581,0.0,0.0,.000,1.6,2.9,.558,5.9,9.8,1.2,2.9,1.5,6.8,122,103
Viacheslav Kravtsov,DET,25,224,18.2,2.1,7.8,10.9,.717,0.0,0.0,,2.6,8.7,.297,5.7,5.0,1.2,2.1,3.3,7.5,109,109
Doron Lamb,TOT,47,577,13.7,2.9,5.3,14.5,.368,1.2,3.3,.378,1.8,3.0,.588,0.7,3.4,1.2,0.0,2.3,4.6,86,112
Doron Lamb,MIL,23,280,14.1,3.6,6.0,17.2,.347,0.7,2.9,.250,1.4,2.7,.533,0.5,2.5,1.3,0.0,2.9,4.9,78,111
Doron Lamb,ORL,24,297,13.3,2.1,4.7,11.9,.397,1.8,3.7,.476,2.1,3.3,.632,0.9,4.2,1.1,0.0,1.8,4.4,98,113
Jeremy Lamb,OKC,23,147,24.8,1.7,8.4,23.8,.353,3.1,10.5,.300,4.9,4.9,1.000,1.7,4.5,0.7,0.7,2.1,4.5,100,108
Carl Landry,GSW,81,1876,23.7,1.8,8.8,16.3,.540,0.0,0.1,.333,6.0,7.4,.817,4.9,8.2,0.9,0.8,3.1,5.1,116,106
Ty Lawson,DEN,73,2513,24.4,10.1,9.0,19.5,.461,1.7,4.7,.366,4.7,6.2,.756,0.7,3.3,2.1,0.2,3.7,2.7,113,109
Courtney Lee,BOS,78,1941,16.5,3.9,6.6,14.3,.464,1.6,4.2,.372,1.7,1.9,.861,0.8,4.3,2.4,0.6,2.3,3.7,102,104
David Lee,GSW,79,2907,25.5,4.9,10.5,20.3,.519,0.0,0.1,.000,4.5,5.6,.797,3.8,11.7,1.2,0.4,3.6,4.3,110,104
Malcolm Lee,MIN,16,289,14.0,3.6,5.2,13.6,.382,1.4,4.3,.333,2.1,3.6,.600,2.7,4.3,2.1,1.1,1.8,5.4,100,106
Kawhi Leonard,SAS,58,1810,19.4,2.6,7.3,14.8,.494,1.8,4.9,.374,2.9,3.5,.825,1.8,8.0,2.7,0.9,1.7,2.8,114,99
Meyers Leonard,POR,69,1206,16.4,1.4,6.6,12.1,.545,0.1,0.3,.429,3.1,3.9,.809,3.5,7.6,0.5,1.7,2.1,7.3,115,110
Jon Leuer,TOT,28,187,15.9,2.3,7.1,14.8,.481,0.0,0.9,.000,1.7,3.7,.462,3.7,6.8,1.7,0.0,2.3,6.0,99,106
Jon Leuer,CLE,9,91,12.6,2.9,5.7,16.0,.357,0.0,1.7,.000,1.1,3.4,.333,2.9,4.6,1.1,0.0,2.9,6.3,78,113
Jon Leuer,MEM,19,96,19.2,1.7,8.5,13.6,.625,0.0,0.0,,2.3,4.0,.571,4.5,9.0,2.3,0.0,1.7,5.7,124,99
Rashard Lewis,MIA,55,792,19.1,2.0,6.9,16.6,.414,3.4,8.8,.389,1.9,3.0,.622,1.3,6.8,1.4,0.9,2.2,4.5,101,105
DeAndre Liggins,OKC,39,290,10.3,2.7,3.7,8.3,.447,1.2,3.4,.368,1.6,3.2,.500,2.3,7.1,3.2,0.5,2.5,5.9,101,101
Damian Lillard,POR,82,3167,25.9,8.8,9.2,21.4,.429,3.1,8.3,.368,4.5,5.3,.844,0.7,3.6,1.2,0.3,4.0,2.9,108,112
Jeremy Lin,HOU,82,2640,20.7,9.4,7.5,17.0,.441,1.6,4.9,.339,4.1,5.2,.785,0.6,4.1,2.5,0.5,4.5,3.9,106,107
Shaun Livingston,TOT,66,1455,14.9,7.7,5.9,12.4,.480,0.0,0.1,.000,3.0,3.5,.867,1.1,4.5,1.7,1.1,2.7,4.5,109,109
Shaun Livingston,WAS,17,320,10.3,6.2,3.9,10.7,.364,0.0,0.5,.000,2.4,2.4,1.000,0.3,5.7,1.8,0.3,2.8,3.6,89,104
Shaun Livingston,CLE,49,1135,16.2,8.1,6.5,12.8,.507,0.0,0.0,.000,3.2,3.8,.843,1.3,4.2,1.7,1.3,2.7,4.8,114,110
Brook Lopez,BRK,74,2253,34.5,1.7,13.7,26.3,.521,0.0,0.0,.000,7.1,9.4,.758,5.0,7.3,0.8,3.7,3.1,3.6,114,105
Robin Lopez,NOH,82,2136,23.6,1.6,9.7,18.3,.534,0.0,0.0,,4.1,5.3,.778,5.7,6.0,0.8,3.2,2.8,4.2,114,110
Kevin Love,MIN,18,618,27.6,3.5,8.8,24.9,.352,1.7,7.7,.217,8.4,11.9,.704,5.4,15.7,1.1,0.8,3.3,2.8,99,102
Kyle Lowry,TOR,68,2020,20.8,11.4,6.6,16.4,.401,2.7,7.3,.362,5.0,6.3,.795,1.5,7.0,2.5,0.6,4.1,5.7,110,106
